"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Finish","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_block1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_fixation","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Instructions3","response_keyboard_response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Finish","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_block1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_fixation","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"95","95","802","802","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","59","0","0","0","0","0","0","59","0","59","59","59","59","59","59","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","59","59","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","612","NA","21189","NA","NA","612","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","NA","155378","4821","NA","NA","26013","NA","NA","56977","4812","NA","156581","156692","157307","156574","156692","Flanker Task","57","48120","60","yes","1024"
"95.0819672131","95.0819672131","799.016393443","799.016393443","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","60","0","0","0","0","0","0","60","0","60","60","60","60","60","60","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","60","60","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","620","NA","21189","NA","NA","620","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","NA","157333","4821","NA","NA","26013","NA","NA","56977","4812","NA","158520","158626","159248","158514","158626","Flanker Task","58","48740","61","yes","1024"
"95.1612903226","95.1612903226","799.516129032","799.516129032","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","61","0","0","0","0","0","0","61","0","61","61","61","61","61","61","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","61","61","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","830","NA","21189","NA","NA","830","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","159319","4821","NA","NA","26013","NA","NA","56977","4812","NA","160516","160626","161459","160510","160625","Flanker Task","59","49570","62","yes","1024"
"95.2380952381","95.2380952381","800.079365079","800.079365079","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","62","0","0","0","0","0","0","62","0","62","62","62","62","62","62","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","62","62","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","835","NA","21189","NA","NA","835","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","NA","161521","4821","NA","NA","26013","NA","NA","56977","4812","NA","162704","162809","163647","162697","162809","Flanker Task","60","50405","63","yes","1024"
"95.3125","95.3125","798.25","798.25","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","63","0","0","0","0","0","0","63","0","63","63","63","63","63","63","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","63","63","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","683","NA","21189","NA","NA","683","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","NA","163677","4821","NA","NA","26013","NA","NA","56977","4812","NA","164877","164981","165667","164869","164981","Flanker Task","61","51088","64","yes","1024"
"95.3846153846","95.3846153846","798.2","798.2","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","64","0","0","0","0","0","0","64","0","64","64","64","64","64","64","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","64","64","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","795","NA","21189","NA","NA","795","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","NA","165739","4821","NA","NA","26013","NA","NA","56977","4812","NA","166938","167045","167843","166930","167045","Flanker Task","62","51883","65","yes","1024"
"95.4545454545","95.4545454545","797.848484848","797.848484848","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","65","0","0","0","0","0","0","65","0","65","65","65","65","65","65","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","65","65","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","775","NA","21189","NA","NA","775","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","167909","4821","NA","NA","26013","NA","NA","56977","4812","NA","169095","169203","169981","169089","169202","Flanker Task","63","52658","66","yes","1024"
"95.5223880597","95.5223880597","797.23880597","797.23880597","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","66","0","0","0","0","0","0","66","0","66","66","66","66","66","66","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","66","66","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","757","NA","21189","NA","NA","757","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","NA","170013","4821","NA","NA","26013","NA","NA","56977","4812","NA","171214","171320","172079","171207","171320","Flanker Task","64","53415","67","yes","1024"
"95.5882352941","95.5882352941","794.632352941","794.632352941","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","67","0","0","0","0","0","0","67","0","67","67","67","67","67","67","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","67","67","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","620","NA","21189","NA","NA","620","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","NA","172228","4821","NA","NA","26013","NA","NA","56977","4812","NA","173412","173519","174142","173406","173518","Flanker Task","65","54035","68","yes","1024"
"95.652173913","95.652173913","795.420289855","795.420289855","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","68","0","0","0","0","0","0","68","0","68","68","68","68","68","68","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","68","68","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","849","NA","21189","NA","NA","849","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","NA","174207","4821","NA","NA","26013","NA","NA","56977","4812","NA","175396","175503","176356","175390","175502","Flanker Task","66","54884","69","yes","1024"
"95.7142857143","95.7142857143","804.585714286","804.585714286","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","69","0","0","0","0","0","0","69","0","69","69","69","69","69","69","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","69","69","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","1437","NA","21189","NA","NA","1437","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","176389","4821","NA","NA","26013","NA","NA","56977","4812","NA","177586","177691","179131","177580","177691","Flanker Task","67","56321","70","yes","1024"
"95.7746478873","95.7746478873","801.098591549","801.098591549","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","70","0","0","0","0","0","0","70","0","70","70","70","70","70","70","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","70","70","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","557","NA","21189","NA","NA","557","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","179232","4821","NA","NA","26013","NA","NA","56977","4812","NA","180431","180539","181099","180424","180538","Flanker Task","68","56878","71","yes","1024"
"95.8333333333","95.8333333333","799.402777778","799.402777778","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","71","0","0","0","0","0","0","71","0","71","71","71","71","71","71","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","71","71","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","679","NA","21189","NA","NA","679","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","NA","181173","4821","NA","NA","26013","NA","NA","56977","4812","NA","182363","182470","183152","182357","182470","Flanker Task","69","57557","72","yes","1024"
"95.8904109589","95.8904109589","798.849315068","798.849315068","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","72","0","0","0","0","0","0","72","0","72","72","72","72","72","72","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","72","72","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","759","NA","21189","NA","NA","759","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","NA","183219","4821","NA","NA","26013","NA","NA","56977","4812","NA","184410","184514","185277","184403","184514","Flanker Task","70","58316","73","yes","1024"
"95.9459459459","95.9459459459","797.594594595","797.594594595","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","73","0","0","0","0","0","0","73","0","73","73","73","73","73","73","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","73","73","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","706","NA","21189","NA","NA","706","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","185356","4821","NA","NA","26013","NA","NA","56977","4812","NA","186572","186678","187387","186564","186677","Flanker Task","71","59022","74","yes","1024"
"96","96","796.413333333","796.413333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","74","0","0","0","0","0","0","74","0","74","74","74","74","74","74","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","74","74","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","709","NA","21189","NA","NA","709","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","187459","4821","NA","NA","26013","NA","NA","56977","4812","NA","188649","188758","189470","188643","188756","Flanker Task","72","59731","75","yes","1024"
"96.0526315789","96.0526315789","795.592105263","795.592105263","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","75","0","0","0","0","0","0","75","0","75","75","75","75","75","75","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","75","75","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","734","NA","21189","NA","NA","734","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","NA","189537","4821","NA","NA","26013","NA","NA","56977","4812","NA","190749","190854","191592","190742","190854","Flanker Task","73","60465","76","yes","1024"
"96.1038961039","96.1038961039","798.441558442","798.441558442","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","76","0","0","0","0","0","0","76","0","76","76","76","76","76","76","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","76","76","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","1015","NA","21189","NA","NA","1015","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","NA","191619","4821","NA","NA","26013","NA","NA","56977","4812","NA","192835","192940","193960","192828","192940","Flanker Task","74","61480","77","yes","1024"
"96.1538461538","96.1538461538","800.756410256","800.756410256","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","77","0","0","0","0","0","0","77","0","77","77","77","77","77","77","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","77","77","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","979","NA","21189","NA","NA","979","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","194001","4821","NA","NA","26013","NA","NA","56977","4812","NA","195203","195308","196296","195196","195308","Flanker Task","75","62459","78","yes","1024"
"96.2025316456","96.2025316456","798.848101266","798.848101266","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","78","0","0","0","0","0","0","78","0","78","78","78","78","78","78","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","78","78","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","650","NA","21189","NA","NA","650","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","NA","196337","4821","NA","NA","26013","NA","NA","56977","4812","NA","197551","197656","198309","197542","197656","Flanker Task","76","63109","79","yes","1024"
"96.25","96.25","797.1625","797.1625","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","79","0","0","0","0","0","0","79","0","79","79","79","79","79","79","09/26/20 13:11:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","79","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","664","NA","21189","NA","NA","664","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","NA","198373","4821","NA","NA","26013","NA","NA","56977","4812","NA","199556","199660","200327","199549","199660","Flanker Task","77","63773","80","yes","1024"
"96.2962962963","96.2962962963","804","804","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","80","0","0","0","0","0","0","80","0","80","80","80","80","80","80","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","0","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","s","NA","s","1351","NA","21189","8639","NA","1351","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","NA","200398","4821","201449","NA","26013","210091","NA","56977","4812","NA","210267","210378","211732","210262","210374","Flanker Task","78","65124","81","yes","1024"
"96.3414634146","96.3414634146","804.207317073","804.207317073","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","81","0","0","0","0","0","0","81","0","81","81","81","81","81","81","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","1","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","s","NA","s","821","NA","21189","8639","NA","821","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","NA","211837","4821","201449","NA","26013","210091","NA","56977","4812","NA","213045","213152","213977","213038","213151","Flanker Task","79","65945","82","yes","1024"
"96.3855421687","96.3855421687","802.590361446","802.590361446","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","82","0","0","0","0","0","0","82","0","82","82","82","82","82","82","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","2","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","s","NA","s","670","NA","21189","8639","NA","670","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","214049","4821","201449","NA","26013","210091","NA","56977","4812","NA","215233","215339","216012","215227","215338","Flanker Task","80","66615","83","yes","1024"
"96.4285714286","96.4285714286","801.071428571","801.071428571","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","83","0","0","0","0","0","0","83","0","83","83","83","83","83","83","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","3","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","s","NA","h","675","NA","21189","8639","NA","675","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","NA","216075","4821","201449","NA","26013","210091","NA","56977","4812","NA","217274","217379","218058","217266","217379","Flanker Task","81","67290","84","yes","1024"
"96.4705882353","96.4705882353","798.529411765","798.529411765","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","84","0","0","0","0","0","0","84","0","84","84","84","84","84","84","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","4","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","s","NA","h","585","NA","21189","8639","NA","585","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","NA","218122","4821","201449","NA","26013","210091","NA","56977","4812","NA","219303","219407","219996","219297","219407","Flanker Task","82","67875","85","yes","1024"
"96.511627907","96.511627907","798.372093023","798.372093023","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","85","0","0","0","0","0","0","85","0","85","85","85","85","85","85","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","5","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","s","NA","h","785","NA","21189","8639","NA","785","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","NA","220060","4821","201449","NA","26013","210091","NA","56977","4812","NA","221260","221365","222153","221253","221365","Flanker Task","83","68660","86","yes","1024"
"96.5517241379","96.5517241379","796.712643678","796.712643678","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","86","0","0","0","0","0","0","86","0","86","86","86","86","86","86","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","6","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","s","NA","s","654","NA","21189","8639","NA","654","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","222209","4821","201449","NA","26013","210091","NA","56977","4812","NA","223398","223506","224163","223391","223506","Flanker Task","84","69314","87","yes","1024"
"96.5909090909","96.5909090909","795.670454545","795.670454545","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","87","0","0","0","0","0","0","87","0","87","87","87","87","87","87","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","7","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","s","NA","h","705","NA","21189","8639","NA","705","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","NA","224233","4821","201449","NA","26013","210091","NA","56977","4812","NA","225428","225534","226242","225421","225533","Flanker Task","85","70019","88","yes","1024"
"96.6292134831","96.6292134831","798.730337079","798.730337079","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","88","0","0","0","0","0","0","88","0","88","88","88","88","88","88","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","8","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","s","NA","h","1068","NA","21189","8639","NA","1068","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","NA","226304","4821","201449","NA","26013","210091","NA","56977","4812","NA","227489","227596","228667","227482","227596","Flanker Task","86","71087","89","yes","1024"
"96.6666666667","96.6666666667","800.055555556","800.055555556","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","89","0","0","0","0","0","0","89","0","89","89","89","89","89","89","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","9","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","s","NA","h","918","NA","21189","8639","NA","918","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","NA","228738","4821","201449","NA","26013","210091","NA","56977","4812","NA","229930","230036","230958","229924","230035","Flanker Task","87","72005","90","yes","1024"
"96.7032967033","96.7032967033","799.384615385","799.384615385","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","90","0","0","0","0","0","0","90","0","90","90","90","90","90","90","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","10","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","s","NA","s","739","NA","21189","8639","NA","739","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","NA","231027","4821","201449","NA","26013","210091","NA","56977","4812","NA","232228","232341","233083","232221","232341","Flanker Task","88","72744","91","yes","1024"
"96.7391304348","96.7391304348","798.054347826","798.054347826","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","91","0","0","0","0","0","0","91","0","91","91","91","91","91","91","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","11","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","s","NA","s","677","NA","21189","8639","NA","677","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","233201","4821","201449","NA","26013","210091","NA","56977","4812","NA","234391","234497","235179","234385","234496","Flanker Task","89","73421","92","yes","1024"
"96.7741935484","96.7741935484","796.731182796","796.731182796","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","92","0","0","0","0","0","0","92","0","92","92","92","92","92","92","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","12","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","s","NA","s","675","NA","21189","8639","NA","675","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","NA","235272","4821","201449","NA","26013","210091","NA","56977","4812","NA","236464","236568","237247","236458","236568","Flanker Task","90","74096","93","yes","1024"
"96.8085106383","96.8085106383","796.085106383","796.085106383","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","93","0","0","0","0","0","0","93","0","93","93","93","93","93","93","09/26/20 13:11:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","13","79","C:/Users/Jennifer Wright/Desktop/PSYC5613/bw-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","s","NA","s","736","NA","21189","8639","NA","736","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","NA","237317","4821","201449","NA","26013","210091","NA","56977","4812","NA","238523","238629","239370","238517","238628","Flanker Task","91","74832","94","yes","1024"
