"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ISI","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ISI","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","463","463","#800080","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Sep 20 11:13:48 2020","1500","The main experiment item","yes","FlankerTaskLab.osexp","/Users/Arianna/Desktop","no","sans","no","18","no","white","no","yes","768","legacy","0","0","/Users/Arianna/Desktop/AG-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","463","NA","844","NA","NA","463","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","4694","NA","NA","NA","NA","3808","NA","NA","4773","3823","NA","NA","4888","5352","4759","4888","Flanker Task Lab 2.1","1","463","1","yes","1024"
"100","100","451","451","#800080","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","1","1","0","1","0","1","0","0","0","1","1","1","1","Sun Sep 20 11:13:48 2020","1500","The main experiment item","yes","FlankerTaskLab.osexp","/Users/Arianna/Desktop","no","sans","no","18","no","white","no","yes","768","legacy","1","1","/Users/Arianna/Desktop/AG-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","439","NA","844","NA","NA","439","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","4694","NA","NA","5380","NA","3808","NA","NA","6492","3823","NA","NA","6608","7048","6479","6608","Flanker Task Lab 2.1","2","902","2","yes","1024"
"100","100","423","423","#800080","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","2","2","0","2","0","2","0","0","0","2","2","2","2","Sun Sep 20 11:13:48 2020","1500","The main experiment item","yes","FlankerTaskLab.osexp","/Users/Arianna/Desktop","no","sans","no","18","no","white","no","yes","768","legacy","2","2","/Users/Arianna/Desktop/AG-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","367","NA","844","NA","NA","367","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","4694","NA","NA","7075","NA","3808","NA","NA","8166","3823","NA","NA","8282","8650","8152","8282","Flanker Task Lab 2.1","3","1269","3","yes","1024"
"100","100","425","425","#800080","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","3","3","0","3","0","3","0","0","0","3","3","3","3","Sun Sep 20 11:13:48 2020","1500","The main experiment item","yes","FlankerTaskLab.osexp","/Users/Arianna/Desktop","no","sans","no","18","no","white","no","yes","768","legacy","3","3","/Users/Arianna/Desktop/AG-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","431","NA","844","NA","NA","431","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","4694","NA","NA","8677","NA","3808","NA","NA","9763","3823","NA","NA","9878","10310","9750","9878","Flanker Task Lab 2.1","4","1700","4","yes","1024"
"100","100","423","423","#800080","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","4","4","0","4","0","4","0","0","0","4","4","4","4","Sun Sep 20 11:13:48 2020","1500","The main experiment item","yes","FlankerTaskLab.osexp","/Users/Arianna/Desktop","no","sans","no","18","no","white","no","yes","768","legacy","4","4","/Users/Arianna/Desktop/AG-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","415","NA","844","NA","NA","415","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","4694","NA","NA","10335","NA","3808","NA","NA","11425","3823","NA","NA","11541","11957","11412","11541","Flanker Task Lab 2.1","5","2115","5","yes","1024"
"100","100","432.6666666666667","432.6666666666667","#800080","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","5","5","0","5","0","5","0","0","0","5","5","5","5","Sun Sep 20 11:13:48 2020","1500","The main experiment item","yes","FlankerTaskLab.osexp","/Users/Arianna/Desktop","no","sans","no","18","no","white","no","yes","768","legacy","5","5","/Users/Arianna/Desktop/AG-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","481","NA","844","NA","NA","481","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","4694","NA","NA","11984","NA","3808","NA","NA","13068","3823","NA","NA","13184","13666","13055","13183","Flanker Task Lab 2.1","6","2596","6","yes","1024"
"100","100","434.42857142857144","434.42857142857144","#800080","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","6","6","0","6","0","6","0","0","0","6","6","6","6","Sun Sep 20 11:13:48 2020","1500","The main experiment item","yes","FlankerTaskLab.osexp","/Users/Arianna/Desktop","no","sans","no","18","no","white","no","yes","768","legacy","6","6","/Users/Arianna/Desktop/AG-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","445","NA","844","NA","NA","445","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","4694","NA","NA","13692","NA","3808","NA","NA","14778","3823","NA","NA","14894","15340","14765","14894","Flanker Task Lab 2.1","7","3041","7","yes","1024"
"100","100","427.125","427.125","#800080","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","7","7","0","7","0","7","0","0","0","7","7","7","7","Sun Sep 20 11:13:48 2020","1500","The main experiment item","yes","FlankerTaskLab.osexp","/Users/Arianna/Desktop","no","sans","no","18","no","white","no","yes","768","legacy","7","7","/Users/Arianna/Desktop/AG-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","376","NA","844","NA","NA","376","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","4694","NA","NA","15366","NA","3808","NA","NA","16451","3823","NA","NA","16566","16943","16438","16566","Flanker Task Lab 2.1","8","3417","8","yes","1024"
"100","100","429.6666666666667","429.6666666666667","#800080","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","8","8","0","8","0","8","0","0","0","8","8","8","8","Sun Sep 20 11:13:48 2020","1500","The main experiment item","yes","FlankerTaskLab.osexp","/Users/Arianna/Desktop","no","sans","no","18","no","white","no","yes","768","legacy","8","8","/Users/Arianna/Desktop/AG-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","450","NA","844","NA","NA","450","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","4694","NA","NA","16969","NA","3808","NA","NA","18054","3823","NA","NA","18169","18620","18040","18169","Flanker Task Lab 2.1","9","3867","9","yes","1024"
"90","90","420.7","420.7","#800080","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","9","9","0","9","0","9","0","0","0","9","9","9","9","Sun Sep 20 11:13:48 2020","1500","The main experiment item","yes","FlankerTaskLab.osexp","/Users/Arianna/Desktop","no","sans","no","18","no","white","no","yes","768","legacy","9","9","/Users/Arianna/Desktop/AG-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","340","NA","844","NA","NA","340","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","4694","NA","NA","18647","NA","3808","NA","NA","19733","3823","NA","NA","19848","20189","19719","19848","Flanker Task Lab 2.1","9","4207","10","yes","1024"
