"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_ISI","count_block1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_ISI","time_block1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","898","898","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Sep 20 17:19:46 2020","1500","The main experiment item","yes","Flankertask.osexp","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files","no","mono","no","18","no","white","no","yes","1440","legacy","0","0","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","898","NA","129068","NA","NA","898","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","NA","130839","NA","NA","NA","1766","NA","NA","131005","1770","NA","NA","131109","132007","131000","131109","Flanker task","1","898","1","yes","2560"
"100","100","772.5","772.5","black","legacy","legacy","legacy","0","conruent","uniform","1","undefined","1","s","1","0","0","0","1","0","1","0","1","0","0","0","1","1","1","1","Sun Sep 20 17:19:46 2020","1500","The main experiment item","yes","Flankertask.osexp","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files","no","mono","no","18","no","white","no","yes","1440","legacy","1","1","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","647","NA","129068","NA","NA","647","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","132017","130839","NA","NA","NA","1766","NA","NA","133164","1770","NA","NA","133269","133917","133159","133269","Flanker task","2","1545","2","yes","2560"
"100","100","731","731","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","2","0","0","0","2","0","2","0","2","0","0","0","2","2","2","2","Sun Sep 20 17:19:46 2020","1500","The main experiment item","yes","Flankertask.osexp","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files","no","mono","no","18","no","white","no","yes","1440","legacy","2","2","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","648","NA","129068","NA","NA","648","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","133924","130839","NA","NA","NA","1766","NA","NA","135052","1770","NA","NA","135161","135809","135046","135161","Flanker task","3","2193","3","yes","2560"
"100","100","700","700","black","legacy","legacy","legacy","0","conruent","uniform","1","undefined","1","s","3","0","0","0","3","0","3","0","3","0","0","0","3","3","3","3","Sun Sep 20 17:19:46 2020","1500","The main experiment item","yes","Flankertask.osexp","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files","no","mono","no","18","no","white","no","yes","1440","legacy","3","3","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","607","NA","129068","NA","NA","607","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","135817","130839","NA","NA","NA","1766","NA","NA","136943","1770","NA","NA","137047","137655","136938","137046","Flanker task","4","2800","4","yes","2560"
"100","100","672.2","672.2","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","4","0","0","0","4","0","4","0","4","0","0","0","4","4","4","4","Sun Sep 20 17:19:46 2020","1500","The main experiment item","yes","Flankertask.osexp","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files","no","mono","no","18","no","white","no","yes","1440","legacy","4","4","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","561","NA","129068","NA","NA","561","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","137663","130839","NA","NA","NA","1766","NA","NA","138789","1770","NA","NA","138896","139457","138783","138896","Flanker task","5","3361","5","yes","2560"
"100","100","648.8333333333334","648.8333333333334","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","5","0","0","0","5","0","5","0","5","0","0","0","5","5","5","5","Sun Sep 20 17:19:46 2020","1500","The main experiment item","yes","Flankertask.osexp","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files","no","mono","no","18","no","white","no","yes","1440","legacy","5","5","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","532","NA","129068","NA","NA","532","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","139465","130839","NA","NA","NA","1766","NA","NA","140591","1770","NA","NA","140701","141233","140586","140701","Flanker task","6","3893","6","yes","2560"
"100","100","632.5714285714286","632.5714285714286","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","6","0","0","0","6","0","6","0","6","0","0","0","6","6","6","6","Sun Sep 20 17:19:46 2020","1500","The main experiment item","yes","Flankertask.osexp","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files","no","mono","no","18","no","white","no","yes","1440","legacy","6","6","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","535","NA","129068","NA","NA","535","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","141241","130839","NA","NA","NA","1766","NA","NA","142374","1770","NA","NA","142479","143014","142368","142479","Flanker task","7","4428","7","yes","2560"
"100","100","621.25","621.25","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","7","0","0","0","7","0","7","0","7","0","0","0","7","7","7","7","Sun Sep 20 17:19:46 2020","1500","The main experiment item","yes","Flankertask.osexp","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files","no","mono","no","18","no","white","no","yes","1440","legacy","7","7","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","542","NA","129068","NA","NA","542","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","143022","130839","NA","NA","NA","1766","NA","NA","144148","1770","NA","NA","144258","144800","144141","144258","Flanker task","8","4970","8","yes","2560"
"100","100","610","610","black","legacy","legacy","legacy","0","conruent","uniform","1","undefined","1","s","8","0","0","0","8","0","8","0","8","0","0","0","8","8","8","8","Sun Sep 20 17:19:46 2020","1500","The main experiment item","yes","Flankertask.osexp","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files","no","mono","no","18","no","white","no","yes","1440","legacy","8","8","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","520","NA","129068","NA","NA","520","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","144808","130839","NA","NA","NA","1766","NA","NA","145933","1770","NA","NA","146046","146566","145927","146046","Flanker task","9","5490","9","yes","2560"
"100","100","597.9","597.9","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","9","0","0","0","9","0","9","0","9","0","0","0","9","9","9","9","Sun Sep 20 17:19:46 2020","1500","The main experiment item","yes","Flankertask.osexp","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files","no","mono","no","18","no","white","no","yes","1440","legacy","9","9","C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","489","NA","129068","NA","NA","489","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","146573","130839","NA","NA","NA","1766","NA","NA","147698","1770","NA","NA","147815","148304","147692","147814","Flanker task","10","5979","10","yes","2560"
