"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Fixation","count_ISI","count_Sequence","count_errorFeedback","count_experiment","count_faster","count_finish","count_getting_started","count_instructions","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_stimulus","count_welcome","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Fixation","time_ISI","time_Sequence","time_errorFeedback","time_experiment","time_faster","time_finish","time_getting_started","time_instructions","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_stimulus","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"91.6666666667","91.6666666667","484.166666667","484.166666667","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","59","59","59","59","0","59","0","NA","0","0","0","59","59","59","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","59","59","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","466","NA","2501","NA","NA","466","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","14645","NA","NA","163660","161779","163619","158796","12118","NA","NA","NA","12143","NA","NA","163777","164247","163776","NA","Flanker test","55","29050","60","yes","1024"
"91.8032786885","91.8032786885","483.163934426","483.163934426","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","60","60","60","60","0","60","0","NA","0","0","0","60","60","60","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","60","60","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","423","NA","2501","NA","NA","423","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","14645","NA","NA","166120","164281","166084","158796","12118","NA","NA","NA","12143","NA","NA","166237","166663","166236","NA","Flanker test","56","29473","61","yes","1024"
"91.935483871","91.935483871","483.161290323","483.161290323","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","61","61","61","61","0","61","0","NA","0","0","0","61","61","61","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","61","61","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","483","NA","2501","NA","NA","483","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","14645","NA","NA","168562","166698","168515","158796","12118","NA","NA","NA","12143","NA","NA","168681","169167","168680","NA","Flanker test","57","29956","62","yes","1024"
"92.0634920635","92.0634920635","483.634920635","483.634920635","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","62","62","62","62","0","62","0","NA","0","0","0","62","62","62","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","62","62","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","513","NA","2501","NA","NA","513","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","14645","NA","NA","171014","169186","170980","158796","12118","NA","NA","NA","12143","NA","NA","171131","171648","171130","NA","Flanker test","58","30469","63","yes","1024"
"92.1875","92.1875","483.375","483.375","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","63","63","63","63","0","63","0","NA","0","0","0","63","63","63","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","63","63","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","467","NA","2501","NA","NA","467","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","14645","NA","NA","173499","171671","173465","158796","12118","NA","NA","NA","12143","NA","NA","173617","174088","173616","NA","Flanker test","59","30936","64","yes","1024"
"92.3076923077","92.3076923077","485.076923077","485.076923077","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","64","64","64","64","0","64","0","NA","0","0","0","64","64","64","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","64","64","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","594","NA","2501","NA","NA","594","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","14645","NA","NA","175948","174107","175914","158796","12118","NA","NA","NA","12143","NA","NA","176065","176663","176064","NA","Flanker test","60","31530","65","yes","1024"
"92.4242424242","92.4242424242","487.46969697","487.46969697","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","65","65","65","65","0","65","0","NA","0","0","0","65","65","65","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","65","65","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","643","NA","2501","NA","NA","643","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","14645","NA","NA","178531","176681","178494","158796","12118","NA","NA","NA","12143","NA","NA","178648","179295","178648","NA","Flanker test","61","32173","66","yes","1024"
"92.5373134328","92.5373134328","488.402985075","488.402985075","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","66","66","66","66","0","66","0","NA","0","0","0","66","66","66","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","66","66","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","550","NA","2501","NA","NA","550","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","14645","NA","NA","181177","179332","181139","158796","12118","NA","NA","NA","12143","NA","NA","181294","181848","181294","NA","Flanker test","62","32723","67","yes","1024"
"92.6470588235","92.6470588235","488.808823529","488.808823529","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","67","67","67","67","0","67","0","NA","0","0","0","67","67","67","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","67","67","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","516","NA","2501","NA","NA","516","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","14645","NA","NA","183722","181877","183686","158796","12118","NA","NA","NA","12143","NA","NA","183840","184360","183840","NA","Flanker test","63","33239","68","yes","1024"
"92.7536231884","92.7536231884","488.043478261","488.043478261","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","68","68","68","68","0","68","0","NA","0","0","0","68","68","68","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","68","68","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","436","NA","2501","NA","NA","436","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","14645","NA","NA","186217","184384","186180","158796","12118","NA","NA","NA","12143","NA","NA","186335","186775","186334","NA","Flanker test","64","33675","69","yes","1024"
"92.8571428571","92.8571428571","488.685714286","488.685714286","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","69","69","69","69","0","69","0","NA","0","0","0","69","69","69","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","69","69","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","533","NA","2501","NA","NA","533","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","14645","NA","NA","188641","186795","188606","158796","12118","NA","NA","NA","12143","NA","NA","188759","189295","188758","NA","Flanker test","65","34208","70","yes","1024"
"92.9577464789","92.9577464789","491.014084507","491.014084507","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","70","70","70","70","0","70","0","NA","0","0","0","70","70","70","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","70","70","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","654","NA","2501","NA","NA","654","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","14645","NA","NA","191161","189319","191122","158796","12118","NA","NA","NA","12143","NA","NA","191278","191936","191277","NA","Flanker test","66","34862","71","yes","1024"
"93.0555555556","93.0555555556","490.972222222","490.972222222","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","71","71","71","71","0","71","0","NA","0","0","0","71","71","71","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","71","71","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","488","NA","2501","NA","NA","488","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","14645","NA","NA","193815","191955","193762","158796","12118","NA","NA","NA","12143","NA","NA","193932","194424","193932","NA","Flanker test","67","35350","72","yes","1024"
"91.7808219178","91.7808219178","491.273972603","491.273972603","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","72","72","72","72","0","72","0","NA","0","0","0","72","72","72","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","72","72","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","513","NA","2501","NA","NA","513","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","14645","NA","NA","196278","194443","196241","158796","12118","NA","NA","NA","12143","NA","NA","196395","196912","196394","NA","Flanker test","67","35863","73","yes","1024"
"91.8918918919","91.8918918919","492.891891892","492.891891892","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","73","73","73","73","0","73","0","NA","0","0","0","73","73","73","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","73","73","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","611","NA","2501","NA","NA","611","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","14645","NA","NA","199276","197436","199241","196930","12118","NA","NA","NA","12143","NA","NA","199393","200008","199392","NA","Flanker test","68","36474","74","yes","1024"
"92","92","492.386666667","492.386666667","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","74","74","74","74","0","74","0","NA","0","0","0","74","74","74","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","74","74","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","455","NA","2501","NA","NA","455","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","14645","NA","NA","201872","200031","201836","196930","12118","NA","NA","NA","12143","NA","NA","201989","202448","201989","NA","Flanker test","69","36929","75","yes","1024"
"92.1052631579","92.1052631579","493.75","493.75","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","75","75","75","75","0","75","0","NA","0","0","0","75","75","75","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","75","75","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","596","NA","2501","NA","NA","596","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","14645","NA","NA","204305","202470","204269","196930","12118","NA","NA","NA","12143","NA","NA","204423","205024","204422","NA","Flanker test","70","37525","76","yes","1024"
"92.2077922078","92.2077922078","494.12987013","494.12987013","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","76","76","76","76","0","76","0","NA","0","0","0","76","76","76","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","76","76","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","523","NA","2501","NA","NA","523","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","14645","NA","NA","206898","205047","206851","196930","12118","NA","NA","NA","12143","NA","NA","207016","207544","207015","NA","Flanker test","71","38048","77","yes","1024"
"92.3076923077","92.3076923077","494.282051282","494.282051282","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","77","77","77","77","0","77","0","NA","0","0","0","77","77","77","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","77","77","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","506","NA","2501","NA","NA","506","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","14645","NA","NA","209436","207568","209391","196930","12118","NA","NA","NA","12143","NA","NA","209554","210064","209553","NA","Flanker test","72","38554","78","yes","1024"
"92.4050632911","92.4050632911","492.898734177","492.898734177","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","78","78","78","78","0","78","0","NA","0","0","0","78","78","78","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","78","78","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","385","NA","2501","NA","NA","385","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","14645","NA","NA","211934","210088","211892","196930","12118","NA","NA","NA","12143","NA","NA","212051","212440","212050","NA","Flanker test","73","38939","79","yes","1024"
"92.5","92.5","492.5375","492.5375","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","79","79","79","79","0","79","0","NA","0","0","0","79","79","79","NA","09/09/18 18:09:44","1500","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","79","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","464","NA","2501","NA","NA","464","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","14645","NA","NA","214295","212464","214259","196930","12118","NA","NA","NA","12143","NA","NA","214412","214880","214412","NA","Flanker test","74","39403","80","yes","1024"
"92.5925925926","92.5925925926","493.111111111","493.111111111","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","80","80","80","80","0","80","0","NA","0","0","0","80","80","80","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","0","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","s","NA","h","539","NA","2501","2334","NA","539","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","14645","218320","NA","219124","214898","219091","196930","12118","NA","NA","NA","12143","215982","NA","219241","219784","219241","NA","Flanker test","75","39942","81","yes","1024"
"92.6829268293","92.6829268293","491.585365854","491.585365854","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","81","81","81","81","0","81","0","NA","0","0","0","81","81","81","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","1","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","s","NA","h","368","NA","2501","2334","NA","368","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","14645","218320","NA","221655","219803","221619","196930","12118","NA","NA","NA","12143","215982","NA","221772","222144","221771","NA","Flanker test","76","40310","82","yes","1024"
"92.7710843373","92.7710843373","490.120481928","490.120481928","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","82","82","82","82","0","82","0","NA","0","0","0","82","82","82","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","2","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","s","NA","h","370","NA","2501","2334","NA","370","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","14645","218320","NA","224021","222167","223978","196930","12118","NA","NA","NA","12143","215982","NA","224138","224512","224137","NA","Flanker test","77","40680","83","yes","1024"
"92.8571428571","92.8571428571","490.25","490.25","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","83","83","83","83","0","83","0","NA","0","0","0","83","83","83","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","3","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","s","NA","h","501","NA","2501","2334","NA","501","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","14645","218320","NA","226393","224532","226359","196930","12118","NA","NA","NA","12143","215982","NA","226511","227016","226511","NA","Flanker test","78","41181","84","yes","1024"
"92.9411764706","92.9411764706","488.705882353","488.705882353","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","84","84","84","84","0","84","0","NA","0","0","0","84","84","84","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","4","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","s","NA","s","359","NA","2501","2334","NA","359","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","14645","218320","NA","228888","227033","228852","196930","12118","NA","NA","NA","12143","215982","NA","229005","229369","229004","NA","Flanker test","79","41540","85","yes","1024"
"93.023255814","93.023255814","487.023255814","487.023255814","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","85","85","85","85","0","85","0","NA","0","0","0","85","85","85","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","5","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","s","NA","s","344","NA","2501","2334","NA","344","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","14645","218320","NA","231214","229386","231181","196930","12118","NA","NA","NA","12143","215982","NA","231332","231681","231332","NA","Flanker test","80","41884","86","yes","1024"
"93.1034482759","93.1034482759","486.942528736","486.942528736","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","86","86","86","86","0","86","0","NA","0","0","0","86","86","86","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","6","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","s","NA","h","480","NA","2501","2334","NA","480","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","14645","218320","NA","233543","231700","233508","196930","12118","NA","NA","NA","12143","215982","NA","233660","234144","233660","NA","Flanker test","81","42364","87","yes","1024"
"93.1818181818","93.1818181818","488.613636364","488.613636364","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","87","87","87","87","0","87","0","NA","0","0","0","87","87","87","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","7","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","s","NA","h","634","NA","2501","2334","NA","634","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","14645","218320","NA","235997","234168","235962","196930","12118","NA","NA","NA","12143","215982","NA","236114","236753","236113","NA","Flanker test","82","42998","88","yes","1024"
"93.2584269663","93.2584269663","487.280898876","487.280898876","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","88","88","88","88","0","88","0","NA","0","0","0","88","88","88","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","8","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","s","NA","h","370","NA","2501","2334","NA","370","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","14645","218320","NA","239124","237278","239091","196930","12118","236772","NA","NA","12143","215982","NA","239242","239617","239242","NA","Flanker test","83","43368","89","yes","1024"
"93.3333333333","93.3333333333","485.455555556","485.455555556","black","no","xpyriment","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","89","89","89","89","0","89","0","NA","0","0","0","89","89","89","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","9","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","s","NA","s","323","NA","2501","2334","NA","323","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","14645","218320","NA","241468","239634","241433","196930","12118","236772","NA","NA","12143","215982","NA","241585","241912","241584","NA","Flanker test","84","43691","90","yes","1024"
"92.3076923077","92.3076923077","484.054945055","484.054945055","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","90","90","90","90","0","90","0","NA","0","0","0","90","90","90","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","10","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","s","NA","s","358","NA","2501","2334","NA","358","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","14645","218320","NA","243777","241928","243744","196930","12118","236772","NA","NA","12143","215982","NA","243894","244257","243894","NA","Flanker test","84","44049","91","yes","1024"
"91.3043478261","91.3043478261","484.239130435","484.239130435","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","91","91","91","91","0","91","0","NA","0","0","0","91","91","91","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","11","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","h","NA","s","s","NA","h","501","NA","2501","2334","NA","501","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","14645","218320","NA","246618","244785","246582","244278","12118","236772","NA","NA","12143","215982","NA","246735","247241","246734","NA","Flanker test","84","44550","92","yes","1024"
"91.3978494624","91.3978494624","486.129032258","486.129032258","black","no","xpyriment","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","92","92","92","92","0","92","0","NA","0","0","0","92","92","92","NA","09/09/18 18:09:44","600","The main experiment item","yes","Flankertest.osexp","C:\Users\Knitwitty\AppData\Roaming","no","mono","no","18","no","white","no","yes","768","legacy","12","79","C:/Users/Knitwitty/AppData/Roaming/KB-subject-3.csv","xpyriment","Jazzy James","3.1.9","0","s","NA","s","s","NA","s","660","NA","2501","2334","NA","660","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","14645","218320","NA","249610","247775","249577","247269","12118","236772","NA","NA","12143","215982","NA","249728","250393","249728","NA","Flanker test","85","45210","93","yes","1024"
