"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Intructions1","correct_keyboardResponse","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Fnish","count_ISI","count_Instructions2","count_Instructions3","count_Intructions1","count_Logger","count_Sequence","count_experiment","count_faster","count_fixation","count_keyboardResponse","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Fnish","response_Instructions2","response_Instructions3","response_Intructions1","response_keyboardResponse","response_time","response_time_Fnish","response_time_Instructions2","response_time_Instructions3","response_time_Intructions1","response_time_keyboardResponse","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Fnish","time_ISI","time_Instructions2","time_Instructions3","time_Intructions1","time_Logger","time_Sequence","time_experiment","time_faster","time_fixation","time_keyboardResponse","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","612","612","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sat Sep  8 19:48:51 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/danieldalton/Desktop/DD Subject 3.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","s","s","612","NA","NA","NA","203077","612","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","205094","NA","NA","NA","NA","NA","NA","NA","1995","205875","205134","1968","NA","205147","205262","205262","Flanker Task","1","612","1","yes","1024"
"100","100","542","542","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","1","0","1","0","0","0","1","1","0","1","1","1","1","Sat Sep  8 19:48:51 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/danieldalton/Desktop/DD Subject 3.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","s","h","472","NA","NA","NA","203077","472","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","205094","NA","NA","NA","NA","205894","NA","NA","1995","207538","206935","1968","NA","206946","207065","207065","Flanker Task","2","1084","2","yes","1024"
"100","100","562.333333333","562.333333333","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","2","0","2","0","0","0","2","2","0","2","2","2","2","Sat Sep  8 19:48:51 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/danieldalton/Desktop/DD Subject 3.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","s","h","603","NA","NA","NA","203077","603","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","205094","NA","NA","NA","NA","207552","NA","NA","1995","209320","208587","1968","NA","208598","208716","208716","Flanker Task","3","1687","3","yes","1024"
"100","100","553.25","553.25","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","3","0","3","0","0","0","3","3","0","3","3","3","3","Sat Sep  8 19:48:51 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/danieldalton/Desktop/DD Subject 3.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","s","h","526","NA","NA","NA","203077","526","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","205094","NA","NA","NA","NA","209336","NA","NA","1995","211023","210371","1968","NA","210382","210496","210496","Flanker Task","4","2213","4","yes","1024"
"100","100","581.8","581.8","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","4","0","4","0","0","0","4","4","0","4","4","4","4","Sat Sep  8 19:48:51 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/danieldalton/Desktop/DD Subject 3.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","s","s","696","NA","NA","NA","203077","696","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","205094","NA","NA","NA","NA","211037","NA","NA","1995","212896","212070","1968","NA","212081","212199","212199","Flanker Task","5","2909","5","yes","1024"
"100","100","567.333333333","567.333333333","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","5","0","5","0","0","0","5","5","0","5","5","5","5","Sat Sep  8 19:48:51 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/danieldalton/Desktop/DD Subject 3.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","s","s","495","NA","NA","NA","203077","495","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","205094","NA","NA","NA","NA","212910","NA","NA","1995","214570","213940","1968","NA","213952","214073","214073","Flanker Task","6","3404","6","yes","1024"
"100","100","600.285714286","600.285714286","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","6","0","6","0","0","0","6","6","0","6","6","6","6","Sat Sep  8 19:48:51 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/danieldalton/Desktop/DD Subject 3.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","s","s","798","NA","NA","NA","203077","798","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","205094","NA","NA","NA","NA","214583","NA","NA","1995","216545","215618","1968","NA","215629","215745","215745","Flanker Task","7","4202","7","yes","1024"
"100","100","607","607","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","7","0","7","0","0","0","7","7","0","7","7","7","7","Sat Sep  8 19:48:51 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/danieldalton/Desktop/DD Subject 3.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","s","s","654","NA","NA","NA","203077","654","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","205094","NA","NA","NA","NA","216561","NA","NA","1995","218376","217592","1968","NA","217605","217719","217719","Flanker Task","8","4856","8","yes","1024"
"100","100","600.222222222","600.222222222","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","8","0","8","0","0","0","8","8","0","8","8","8","8","Sat Sep  8 19:48:51 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/danieldalton/Desktop/DD Subject 3.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","s","h","546","NA","NA","NA","203077","546","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","205094","NA","NA","NA","NA","218390","NA","NA","1995","220100","219428","1968","NA","219439","219552","219552","Flanker Task","9","5402","9","yes","1024"
"100","100","614.4","614.4","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","9","0","9","0","0","0","9","9","0","9","9","9","9","Sat Sep  8 19:48:51 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/danieldalton/Desktop/DD Subject 3.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","s","s","742","NA","NA","NA","203077","742","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","205094","NA","NA","NA","NA","220114","NA","NA","1995","222022","221150","1968","NA","221161","221278","221278","Flanker Task","10","6144","10","yes","1024"
