"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block3","count_ErrorFeedback","count_ISI","count_Instruction3","count_block2","count_experiment","count_faster","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_new_sketchpad","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Instruction3","response_faster","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_new_sketchpad","response_time","response_time_Instruction3","response_time_faster","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block3","time_ErrorFeedback","time_ISI","time_Instruction3","time_block2","time_experiment","time_faster","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_new_sketchpad","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","width"
"96","96","525","525","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","61","61","0","0","0","61","61","0","0","0","61","61","NA","61","61","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","61","61","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","NA","s","NA","NA","h","NA","456.0","NA","NA","33948","NA","NA","456","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","36733","NA","88892","139376","NA","NA","2781","NA","140414","2784","NA","NA","140515","140972","NA","140412","140515","Neues Experiment","60","32569.0","62","1024"
"96","96","526","526","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","62","62","0","0","0","62","62","0","0","0","62","62","NA","62","62","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","62","62","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","NA","s","NA","NA","h","NA","631.0","NA","NA","33948","NA","NA","631","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","88892","140978","NA","NA","2781","NA","142019","2784","NA","NA","142120","142752","NA","142017","142120","Neues Experiment","61","33200.0","63","1024"
"96","96","525","525","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","63","63","0","0","0","63","63","0","0","0","63","63","NA","63","63","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","63","63","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","NA","s","NA","NA","h","NA","416.0","NA","NA","33948","NA","NA","416","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","88892","142758","NA","NA","2781","NA","143800","2784","NA","NA","143901","144318","NA","143798","143901","Neues Experiment","62","33616.0","64","1024"
"96","96","524","524","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","64","64","0","0","0","64","64","0","0","0","64","64","NA","64","64","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","64","64","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","NA","s","NA","NA","h","NA","481.0","NA","NA","33948","NA","NA","481","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","36733","NA","88892","144321","NA","NA","2781","NA","145390","2784","NA","NA","145491","145973","NA","145389","145491","Neues Experiment","63","34097.0","65","1024"
"96","96","522","522","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","65","65","0","0","0","65","65","0","0","0","65","65","NA","65","65","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","65","65","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","NA","s","NA","NA","h","NA","400.0","NA","NA","33948","NA","NA","400","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","88892","145977","NA","NA","2781","NA","147024","2784","NA","NA","147125","147526","NA","147022","147125","Neues Experiment","64","34497.0","66","1024"
"97","97","521","521","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","66","66","0","0","0","66","66","0","0","0","66","66","NA","66","66","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","66","66","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","NA","s","NA","NA","s","NA","433.0","NA","NA","33948","NA","NA","433","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","36733","NA","88892","147533","NA","NA","2781","NA","148571","2784","NA","NA","148672","149106","NA","148569","148672","Neues Experiment","65","34930.0","67","1024"
"97","97","519","519","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","67","67","0","0","0","67","67","0","0","0","67","67","NA","67","67","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","67","67","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","NA","s","NA","NA","s","NA","424.0","NA","NA","33948","NA","NA","424","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","36733","NA","88892","149109","NA","NA","2781","NA","150145","2784","NA","NA","150246","150671","NA","150143","150246","Neues Experiment","66","35354.0","68","1024"
"97","97","518","518","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","68","68","0","0","0","68","68","0","0","0","68","68","NA","68","68","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","68","68","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","NA","s","NA","NA","h","NA","420.0","NA","NA","33948","NA","NA","420","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","36733","NA","88892","150677","NA","NA","2781","NA","151723","2784","NA","NA","151824","152245","NA","151721","151824","Neues Experiment","67","35774.0","69","1024"
"97","97","516","516","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","69","69","0","0","0","69","69","0","0","0","69","69","NA","69","69","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","69","69","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","NA","s","NA","NA","h","NA","396.0","NA","NA","33948","NA","NA","396","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","36733","NA","88892","152251","NA","NA","2781","NA","153324","2784","NA","NA","153425","153822","NA","153321","153425","Neues Experiment","68","36170.0","70","1024"
"97","97","514","514","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","70","70","0","0","0","70","70","0","0","0","70","70","NA","70","70","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","70","70","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","NA","s","NA","NA","h","NA","367.0","NA","NA","33948","NA","NA","367","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","88892","153826","NA","NA","2781","NA","154862","2784","NA","NA","154963","155331","NA","154861","154963","Neues Experiment","69","36537.0","71","1024"
"97","97","513","513","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","71","71","0","0","0","71","71","0","0","0","71","71","NA","71","71","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","71","71","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","NA","s","NA","NA","s","NA","442.0","NA","NA","33948","NA","NA","442","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","36733","NA","88892","155334","NA","NA","2781","NA","156373","2784","NA","NA","156474","156918","NA","156371","156474","Neues Experiment","70","36979.0","72","1024"
"97","97","513","513","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","72","72","0","0","0","72","72","0","0","0","72","72","NA","72","72","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","72","72","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","NA","s","NA","NA","s","NA","496.0","NA","NA","33948","NA","NA","496","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","36733","NA","88892","156921","NA","NA","2781","NA","157962","2784","NA","NA","158063","158560","NA","157961","158063","Neues Experiment","71","37475.0","73","1024"
"97","97","511","511","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","73","73","0","0","0","73","73","0","0","0","73","73","NA","73","73","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","73","73","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","NA","s","NA","NA","s","NA","361.0","NA","NA","33948","NA","NA","361","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","36733","NA","88892","158566","NA","NA","2781","NA","159616","2784","NA","NA","159718","160080","NA","159614","159718","Neues Experiment","72","37836.0","74","1024"
"97","97","510","510","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","74","74","0","0","0","74","74","0","0","0","74","74","NA","74","74","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","74","74","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","NA","s","NA","NA","s","NA","426.0","NA","NA","33948","NA","NA","426","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","36733","NA","88892","160083","NA","NA","2781","NA","161122","2784","NA","NA","161223","161650","NA","161120","161223","Neues Experiment","73","38262.0","75","1024"
"97","97","508","508","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","75","75","0","0","0","75","75","0","0","0","75","75","NA","75","75","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","75","75","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","NA","s","NA","NA","h","NA","397.0","NA","NA","33948","NA","NA","397","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","88892","161657","NA","NA","2781","NA","162696","2784","NA","NA","162797","163195","NA","162694","162797","Neues Experiment","74","38659.0","76","1024"
"97","97","508","508","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","76","76","0","0","0","76","76","0","0","0","76","76","NA","76","76","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","76","76","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","NA","s","NA","NA","h","NA","459.0","NA","NA","33948","NA","NA","459","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","88892","163201","NA","NA","2781","NA","164244","2784","NA","NA","164345","164805","NA","164242","164345","Neues Experiment","75","39118.0","77","1024"
"97","97","506","506","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","77","77","0","0","0","77","77","0","0","0","77","77","NA","77","77","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","77","77","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","NA","s","NA","NA","h","NA","400.0","NA","NA","33948","NA","NA","400","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","88892","164808","NA","NA","2781","NA","165847","2784","NA","NA","165948","166350","NA","165845","165948","Neues Experiment","76","39518.0","78","1024"
"97","97","505","505","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","78","78","0","0","0","78","78","0","0","0","78","78","NA","78","78","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","78","78","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","NA","s","NA","NA","s","NA","435.0","NA","NA","33948","NA","NA","435","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","36733","NA","88892","166353","NA","NA","2781","NA","167402","2784","NA","NA","167503","167939","NA","167400","167503","Neues Experiment","77","39953.0","79","1024"
"97","97","505","505","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","79","79","0","0","0","79","79","0","0","0","79","79","NA","79","79","Wed Sep 13 04:25:38 2023","1500","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","79","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","NA","s","NA","NA","s","NA","471.0","NA","NA","33948","NA","NA","471","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","36733","NA","88892","167946","NA","NA","2781","NA","168986","2784","NA","NA","169087","169560","NA","168984","169087","Neues Experiment","78","40424.0","80","1024"
"96","96","517","517","#3d3846","legacy","legacy","legacy","congruent","0","undefined","0","s","0","0","80","80","0","0","0","80","80","0","0","0","80","80","NA","80","80","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","0","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","None","NA","NA","s","#","NA","None","NA","1500.0","NA","NA","33948","32850","NA","1500","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","36733","NA","88892","169563","NA","203415","2781","NA","203484","2784","170564","NA","203585","205086","NA","203483","203585","Neues Experiment","78","41924.0","81","1024"
"96","96","517","517","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","81","81","0","0","0","81","81","0","0","0","81","81","NA","81","81","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","1","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","#","NA","s","NA","511.0","NA","5862","33948","32850","NA","511","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","36733","NA","205092","211458","NA","203415","2781","205593","212508","2784","170564","NA","212609","213121","NA","212506","212609","Neues Experiment","79","42435.0","82","1024"
"96","96","516","516","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","82","82","0","0","0","82","82","0","0","0","82","82","NA","82","82","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","2","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","s","#","NA","h","NA","412.0","NA","5862","33948","32850","NA","412","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","36733","NA","205092","213127","NA","203415","2781","205593","214180","2784","170564","NA","214282","214696","NA","214179","214282","Neues Experiment","80","42847.0","83","1024"
"96","96","514","514","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","83","83","0","0","0","83","83","0","0","0","83","83","NA","83","83","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","3","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","s","#","NA","h","NA","379.0","NA","5862","33948","32850","NA","379","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","205092","214699","NA","203415","2781","205593","215761","2784","170564","NA","215862","216243","NA","215759","215862","Neues Experiment","81","43226.0","84","1024"
"96","96","513","513","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","84","84","0","0","0","84","84","0","0","0","84","84","NA","84","84","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","4","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","#","NA","s","NA","386.0","NA","5862","33948","32850","NA","386","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","36733","NA","205092","216249","NA","203415","2781","205593","217328","2784","170564","NA","217429","217816","NA","217325","217429","Neues Experiment","82","43612.0","85","1024"
"96","96","511","511","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","85","85","0","0","0","85","85","0","0","0","85","85","NA","85","85","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","5","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","#","NA","s","NA","387.0","NA","5862","33948","32850","NA","387","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","36733","NA","205092","217819","NA","203415","2781","205593","218873","2784","170564","NA","218974","219362","NA","218871","218974","Neues Experiment","83","43999.0","86","1024"
"95","95","510","510","#3d3846","legacy","legacy","legacy","congruent","0","undefined","0","s","0","0","86","86","0","0","0","86","86","0","0","0","86","86","NA","86","86","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","6","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","s","#","NA","h","NA","455.0","NA","5862","33948","32850","NA","455","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","36733","NA","205092","219365","NA","203415","2781","205593","220415","2784","170564","NA","220516","220973","NA","220413","220516","Neues Experiment","83","44454.0","87","1024"
"95","95","510","510","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","87","87","0","0","0","87","87","0","0","0","87","87","NA","87","87","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","7","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","s","#","NA","h","NA","459.0","NA","5862","33948","32850","NA","459","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","220976","221477","NA","203415","2781","205593","222530","2784","170564","NA","222631","223092","NA","222528","222631","Neues Experiment","84","44913.0","88","1024"
"95","95","508","508","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","88","88","0","0","0","88","88","0","0","0","88","88","NA","88","88","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","8","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","s","#","NA","h","NA","379.0","NA","5862","33948","32850","NA","379","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","220976","223099","NA","203415","2781","205593","224150","2784","170564","NA","224251","224631","NA","224148","224251","Neues Experiment","85","45292.0","89","1024"
"95","95","507","507","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","89","89","0","0","0","89","89","0","0","0","89","89","NA","89","89","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","9","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","#","NA","s","NA","386.0","NA","5862","33948","32850","NA","386","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","36733","NA","220976","224634","NA","203415","2781","205593","225683","2784","170564","NA","225784","226171","NA","225681","225784","Neues Experiment","86","45678.0","90","1024"
"95","95","506","506","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","90","90","0","0","0","90","90","0","0","0","90","90","NA","90","90","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","s","#","NA","h","NA","439.0","NA","5862","33948","32850","NA","439","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","220976","226174","NA","203415","2781","205593","227225","2784","170564","NA","227327","227768","NA","227223","227327","Neues Experiment","87","46117.0","91","1024"
"95","95","505","505","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","91","91","0","0","0","91","91","0","0","0","91","91","NA","91","91","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","s","#","NA","h","NA","402.0","NA","5862","33948","32850","NA","402","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","220976","227773","NA","203415","2781","205593","228826","2784","170564","NA","228928","229331","NA","228825","228928","Neues Experiment","88","46519.0","92","1024"
"95","95","504","504","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","92","92","0","0","0","92","92","0","0","0","92","92","NA","92","92","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","12","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","#","NA","s","NA","387.0","NA","5862","33948","32850","NA","387","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","36733","NA","220976","229334","NA","203415","2781","205593","230407","2784","170564","NA","230508","230897","NA","230405","230508","Neues Experiment","89","46906.0","93","1024"
"95","95","502","502","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","93","93","0","0","0","93","93","0","0","0","93","93","NA","93","93","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","13","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","#","NA","s","NA","363.0","NA","5862","33948","32850","NA","363","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","36733","NA","220976","230904","NA","203415","2781","205593","231981","2784","170564","NA","232082","232447","NA","231979","232082","Neues Experiment","90","47269.0","94","1024"
"95","95","502","502","#3d3846","legacy","legacy","legacy","coongruent","1","undefined","1","h","0","0","94","94","0","0","0","94","94","0","0","0","94","94","NA","94","94","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","14","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","s","#","NA","h","NA","430.0","NA","5862","33948","32850","NA","430","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","36733","NA","220976","232453","NA","203415","2781","205593","233505","2784","170564","NA","233606","234038","NA","233503","233606","Neues Experiment","91","47699.0","95","1024"
"95","95","501","501","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","95","95","0","0","0","95","95","0","0","0","95","95","NA","95","95","Wed Sep 13 04:25:38 2023","600","The main experiment item","True","Flanker Task Lab 2.2.osexp","C:\Users\kikip\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","15","79","C:/Users/kikip/OneDrive/Desktop/HB-subject-4.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","#","NA","s","NA","422.0","NA","5862","33948","32850","NA","422","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","36733","NA","220976","234044","NA","203415","2781","205593","235082","2784","170564","NA","235183","235607","NA","235081","235183","Neues Experiment","92","48121.0","96","1024"
