"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ISI","count_Instructions1","count_Sequence","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Instructions1","response_finish","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_Instructions1","response_time_finish","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ISI","time_Instructions1","time_Sequence","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","638","638","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","0","0","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","638","20766","NA","NA","NA","638","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","NA","1417","22233","NA","1363","NA","NA","22235","NA","NA","22338","22977","22337","Flanker Test","1","638","1","yes","1024"
"100","100","587.5","587.5","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","1","0","1","1","0","1","0","1","0","0","1","1","1","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","1","1","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","537","20766","NA","NA","NA","537","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","22981","1417","24043","NA","1363","NA","NA","24046","NA","NA","24151","24691","24150","Flanker Test","2","1175","2","yes","1024"
"100","100","567.3333333333334","567.3333333333334","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","2","0","2","2","0","2","0","2","0","0","2","2","2","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","2","2","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","527","20766","NA","NA","NA","527","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","22189","NA","NA","24694","1417","25743","NA","1363","NA","NA","25745","NA","NA","25849","26377","25849","Flanker Test","3","1702","3","yes","1024"
"100","100","540.75","540.75","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","3","0","3","3","0","3","0","3","0","0","3","3","3","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","3","3","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","461","20766","NA","NA","NA","461","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","26379","1417","27417","NA","1363","NA","NA","27419","NA","NA","27520","27982","27520","Flanker Test","4","2163","4","yes","1024"
"100","100","512","512","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","4","0","4","4","0","4","0","4","0","0","4","4","4","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","4","4","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","397","20766","NA","NA","NA","397","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","27985","1417","29033","NA","1363","NA","NA","29035","NA","NA","29137","29534","29137","Flanker Test","5","2560","5","yes","1024"
"100","100","490.3333333333333","490.3333333333333","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","5","0","5","5","0","5","0","5","0","0","5","5","5","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","5","5","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","382","20766","NA","NA","NA","382","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","29538","1417","30586","NA","1363","NA","NA","30588","NA","NA","30692","31074","30692","Flanker Test","6","2942","6","yes","1024"
"100","100","483","483","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","6","0","6","6","0","6","0","6","0","0","6","6","6","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","6","6","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","439","20766","NA","NA","NA","439","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","22189","NA","NA","31077","1417","32125","NA","1363","NA","NA","32127","NA","NA","32232","32672","32232","Flanker Test","7","3381","7","yes","1024"
"100","100","473.5","473.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","7","0","7","7","0","7","0","7","0","0","7","7","7","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","7","7","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","407","20766","NA","NA","NA","407","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","22189","NA","NA","32675","1417","33723","NA","1363","NA","NA","33725","NA","NA","33829","34236","33829","Flanker Test","8","3788","8","yes","1024"
"100","100","462.44444444444446","462.44444444444446","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","8","0","8","8","0","8","0","8","0","0","8","8","8","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","8","8","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","374","20766","NA","NA","NA","374","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","34239","1417","35279","NA","1363","NA","NA","35281","NA","NA","35385","35759","35385","Flanker Test","9","4162","9","yes","1024"
"100","100","460","460","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","9","0","9","9","0","9","0","9","0","0","9","9","9","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","9","9","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","438","20766","NA","NA","NA","438","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","35762","1417","36812","NA","1363","NA","NA","36814","NA","NA","36919","37358","36919","Flanker Test","10","4600","10","yes","1024"
"100","100","451","451","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","10","0","10","10","0","10","0","10","0","0","10","10","10","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","10","10","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","361","20766","NA","NA","NA","361","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","37361","1417","38409","NA","1363","NA","NA","38411","NA","NA","38516","38877","38515","Flanker Test","11","4961","11","yes","1024"
"100","100","456.5","456.5","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","11","0","11","11","0","11","0","11","0","0","11","11","11","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","11","11","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","517","20766","NA","NA","NA","517","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","22189","NA","NA","38881","1417","39927","NA","1363","NA","NA","39930","NA","NA","40034","40551","40034","Flanker Test","12","5478","12","yes","1024"
"100","100","452.7692307692308","452.7692307692308","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","12","0","12","12","0","12","0","12","0","0","12","12","12","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","12","12","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","408","20766","NA","NA","NA","408","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","22189","NA","NA","40554","1417","41603","NA","1363","NA","NA","41605","NA","NA","41709","42118","41709","Flanker Test","13","5886","13","yes","1024"
"100","100","450.2857142857143","450.2857142857143","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","13","0","13","13","0","13","0","13","0","0","13","13","13","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","13","13","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","418","20766","NA","NA","NA","418","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","22189","NA","NA","42121","1417","43168","NA","1363","NA","NA","43170","NA","NA","43275","43694","43275","Flanker Test","14","6304","14","yes","1024"
"100","100","451.93333333333334","451.93333333333334","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","14","0","14","14","0","14","0","14","0","0","14","14","14","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","14","14","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","475","20766","NA","NA","NA","475","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","22189","NA","NA","43697","1417","44745","NA","1363","NA","NA","44747","NA","NA","44851","45327","44851","Flanker Test","15","6779","15","yes","1024"
"100","100","449.25","449.25","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","15","0","15","15","0","15","0","15","0","0","15","15","15","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","15","15","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","409","20766","NA","NA","NA","409","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","22189","NA","NA","45330","1417","46378","NA","1363","NA","NA","46380","NA","NA","46482","46891","46482","Flanker Test","16","7188","16","yes","1024"
"100","100","446.2352941176471","446.2352941176471","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","16","0","16","16","0","16","0","16","0","0","16","16","16","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","16","16","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","398","20766","NA","NA","NA","398","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","22189","NA","NA","46895","1417","47943","NA","1363","NA","NA","47945","NA","NA","48049","48448","48049","Flanker Test","17","7586","17","yes","1024"
"100","100","442.3888888888889","442.3888888888889","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","17","0","17","17","0","17","0","17","0","0","17","17","17","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","17","17","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","377","20766","NA","NA","NA","377","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","22189","NA","NA","48451","1417","49506","NA","1363","NA","NA","49508","NA","NA","49612","49990","49612","Flanker Test","18","7963","18","yes","1024"
"100","100","440.5263157894737","440.5263157894737","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","18","0","18","18","0","18","0","18","0","0","18","18","18","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","18","18","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","407","20766","NA","NA","NA","407","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","49993","1417","51038","NA","1363","NA","NA","51040","NA","NA","51144","51552","51144","Flanker Test","19","8370","19","yes","1024"
"100","100","438.15","438.15","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","19","0","19","19","0","19","0","19","0","0","19","19","19","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","19","19","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","393","20766","NA","NA","NA","393","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","22189","NA","NA","51555","1417","52609","NA","1363","NA","NA","52611","NA","NA","52716","53110","52715","Flanker Test","20","8763","20","yes","1024"
"100","100","434.76190476190476","434.76190476190476","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","20","0","20","20","0","20","0","20","0","0","20","20","20","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","20","20","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","367","20766","NA","NA","NA","367","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","53113","1417","54160","NA","1363","NA","NA","54162","NA","NA","54266","54633","54266","Flanker Test","21","9130","21","yes","1024"
"100","100","430.27272727272725","430.27272727272725","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","21","0","21","21","0","21","0","21","0","0","21","21","21","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","21","21","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","336","20766","NA","NA","NA","336","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","54638","1417","55694","NA","1363","NA","NA","55696","NA","NA","55800","56136","55800","Flanker Test","22","9466","22","yes","1024"
"100","100","428.17391304347825","428.17391304347825","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","22","0","22","22","0","22","0","22","0","0","22","22","22","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","22","22","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","382","20766","NA","NA","NA","382","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","22189","NA","NA","56140","1417","57188","NA","1363","NA","NA","57190","NA","NA","57294","57676","57293","Flanker Test","23","9848","23","yes","1024"
"100","100","427.2083333333333","427.2083333333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","23","0","23","23","0","23","0","23","0","0","23","23","23","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","23","23","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","405","20766","NA","NA","NA","405","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","22189","NA","NA","57680","1417","58734","NA","1363","NA","NA","58736","NA","NA","58839","59245","58839","Flanker Test","24","10253","24","yes","1024"
"96","96","423.64","423.64","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","24","0","24","24","0","24","0","24","0","0","24","24","24","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","24","24","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","338","20766","NA","NA","NA","338","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","22189","NA","NA","59248","1417","60296","NA","1363","NA","NA","60298","NA","NA","60402","60741","60402","Flanker Test","24","10591","25","yes","1024"
"96.15384615384616","96.15384615384616","434.65384615384613","434.65384615384613","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","25","0","25","25","0","25","0","25","0","0","25","25","25","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","25","25","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","710","20766","NA","NA","NA","710","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","22189","NA","NA","61248","1417","62294","60744","1363","NA","NA","62296","NA","NA","62400","63111","62400","Flanker Test","25","11301","26","yes","1024"
"96.29629629629629","96.29629629629629","433.48148148148147","433.48148148148147","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","26","0","26","26","0","26","0","26","0","0","26","26","26","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","26","26","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","403","20766","NA","NA","NA","403","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","22189","NA","NA","63113","1417","64161","60744","1363","NA","NA","64163","NA","NA","64268","64671","64268","Flanker Test","26","11704","27","yes","1024"
"96.42857142857143","96.42857142857143","432.17857142857144","432.17857142857144","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","27","0","27","27","0","27","0","27","0","0","27","27","27","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","27","27","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","397","20766","NA","NA","NA","397","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","22189","NA","NA","64675","1417","65722","60744","1363","NA","NA","65724","NA","NA","65828","66226","65828","Flanker Test","27","12101","28","yes","1024"
"96.55172413793103","96.55172413793103","429.3448275862069","429.3448275862069","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","28","0","28","28","0","28","0","28","0","0","28","28","28","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","28","28","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","350","20766","NA","NA","NA","350","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","22189","NA","NA","66229","1417","67277","60744","1363","NA","NA","67279","NA","NA","67383","67734","67383","Flanker Test","28","12451","29","yes","1024"
"96.66666666666667","96.66666666666667","427.26666666666665","427.26666666666665","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","29","0","29","29","0","29","0","29","0","0","29","29","29","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","29","29","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","367","20766","NA","NA","NA","367","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","22189","NA","NA","67737","1417","68785","60744","1363","NA","NA","68787","NA","NA","68891","69258","68891","Flanker Test","29","12818","30","yes","1024"
"96.7741935483871","96.7741935483871","429.1290322580645","429.1290322580645","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","30","0","30","30","0","30","0","30","0","0","30","30","30","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","30","30","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","485","20766","NA","NA","NA","485","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","22189","NA","NA","69262","1417","70309","60744","1363","NA","NA","70311","NA","NA","70415","70901","70415","Flanker Test","30","13303","31","yes","1024"
"96.875","96.875","431.15625","431.15625","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","31","0","31","31","0","31","0","31","0","0","31","31","31","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","31","31","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","494","20766","NA","NA","NA","494","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","22189","NA","NA","70904","1417","71952","60744","1363","NA","NA","71954","NA","NA","72059","72553","72058","Flanker Test","31","13797","32","yes","1024"
"96.96969696969697","96.96969696969697","430.1515151515151","430.1515151515151","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","32","0","32","32","0","32","0","32","0","0","32","32","32","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","32","32","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","398","20766","NA","NA","NA","398","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","22189","NA","NA","72556","1417","73605","60744","1363","NA","NA","73607","NA","NA","73711","74110","73711","Flanker Test","32","14195","33","yes","1024"
"97.05882352941177","97.05882352941177","431.1470588235294","431.1470588235294","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","33","0","33","33","0","33","0","33","0","0","33","33","33","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","33","33","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","464","20766","NA","NA","NA","464","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","22189","NA","NA","74113","1417","75161","60744","1363","NA","NA","75163","NA","NA","75267","75732","75267","Flanker Test","33","14659","34","yes","1024"
"97.14285714285714","97.14285714285714","432","432","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","34","0","34","34","0","34","0","34","0","0","34","34","34","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","34","34","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","461","20766","NA","NA","NA","461","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","22189","NA","NA","75735","1417","76783","60744","1363","NA","NA","76785","NA","NA","76886","77348","76886","Flanker Test","34","15120","35","yes","1024"
"97.22222222222223","97.22222222222223","431.0833333333333","431.0833333333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","35","0","35","35","0","35","0","35","0","0","35","35","35","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","35","35","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","399","20766","NA","NA","NA","399","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","22189","NA","NA","77351","1417","78400","60744","1363","NA","NA","78402","NA","NA","78506","78906","78506","Flanker Test","35","15519","36","yes","1024"
"97.29729729729729","97.29729729729729","429.94594594594594","429.94594594594594","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","36","0","36","36","0","36","0","36","0","0","36","36","36","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","36","36","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","h","NA","NA","NA","s","389","20766","NA","NA","NA","389","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","22189","NA","NA","78909","1417","79957","60744","1363","NA","NA","79959","NA","NA","80063","80453","80063","Flanker Test","36","15908","37","yes","1024"
"97.36842105263158","97.36842105263158","429.10526315789474","429.10526315789474","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","37","0","37","37","0","37","0","37","0","0","37","37","37","Sun Sep 18 16:15:32 2022","1500","The main experiment item","yes","FlankerTest.osexp","/Users/andrea/Desktop","no","mono","no","18","no","white","no","no","768","legacy","37","37","/Users/andrea/Desktop/AS_subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","h","NA","NA","NA","h","398","20766","NA","NA","NA","398","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","22189","NA","NA","80456","1417","81501","60744","1363","NA","NA","81503","NA","NA","81607","82006","81607","Flanker Test","37","16306","38","yes","1024"
