"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instruction","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Errorfeedback","count_Finish","count_Fixation","count_ISI","count_Instruction","count_Instruction2","count_Instruction3","count_experiment","count_faster","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instruction","response_Instruction2","response_Instruction3","response_keyboard_response","response_time","response_time_Finish","response_time_Instruction","response_time_Instruction2","response_time_Instruction3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Errorfeedback","time_Finish","time_Fixation","time_ISI","time_Instruction","time_Instruction2","time_Instruction3","time_experiment","time_faster","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"95.23809523809524","95.23809523809524","543.2539682539683","543.2539682539683","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","62","0","62","62","0","0","0","0","62","62","62","62","62","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","62","62","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","NA","NA","h","352","NA","58728","NA","NA","352","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","NA","NA","130198","NA","170704","169646","2461","NA","NA","2446","NA","170818","171172","170692","170818","Flanker Task ","60","34225","63","yes","1024"
"95.3125","95.3125","541.1875","541.1875","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","63","0","63","63","0","0","0","0","63","63","63","63","63","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","63","63","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","NA","NA","h","411","NA","58728","NA","NA","411","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","NA","NA","130198","NA","172251","171192","2461","NA","NA","2446","NA","172365","172778","172238","172365","Flanker Task ","61","34636","64","yes","1024"
"93.84615384615384","93.84615384615384","538.7538461538461","538.7538461538461","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","64","0","64","64","0","0","0","0","64","64","64","64","64","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","64","64","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","NA","NA","h","383","NA","58728","NA","NA","383","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","NA","NA","130198","NA","173856","172798","2461","NA","NA","2446","NA","173971","174356","173845","173971","Flanker Task ","61","35019","65","yes","1024"
"93.93939393939394","93.93939393939394","536","536","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","65","0","65","65","0","0","0","0","65","65","65","65","65","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","65","65","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","NA","NA","h","357","NA","58728","NA","NA","357","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","NA","NA","174376","NA","175946","174889","2461","NA","NA","2446","NA","176060","176419","175934","176060","Flanker Task ","62","35376","66","yes","1024"
"94.02985074626865","94.02985074626865","535.0746268656717","535.0746268656717","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","66","0","66","66","0","0","0","0","66","66","66","66","66","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","66","66","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","NA","NA","h","474","NA","58728","NA","NA","474","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","NA","NA","174376","NA","177496","176439","2461","NA","NA","2446","NA","177610","178086","177484","177610","Flanker Task ","63","35850","67","yes","1024"
"94.11764705882354","94.11764705882354","533.7205882352941","533.7205882352941","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","67","0","67","67","0","0","0","0","67","67","67","67","67","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","67","67","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","NA","NA","s","443","NA","58728","NA","NA","443","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","NA","NA","174376","NA","179163","178106","2461","NA","NA","2446","NA","179277","179722","179151","179277","Flanker Task ","64","36293","68","yes","1024"
"94.20289855072464","94.20289855072464","533.2463768115942","533.2463768115942","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","68","0","68","68","0","0","0","0","68","68","68","68","68","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","68","68","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","NA","NA","s","501","NA","58728","NA","NA","501","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","NA","NA","174376","NA","180799","179742","2461","NA","NA","2446","NA","180913","181415","180787","180913","Flanker Task ","65","36794","69","yes","1024"
"94.28571428571429","94.28571428571429","533.6142857142858","533.6142857142858","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","69","0","69","69","0","0","0","0","69","69","69","69","69","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","69","69","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","NA","NA","h","559","NA","58728","NA","NA","559","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","NA","NA","174376","NA","182495","181436","2461","NA","NA","2446","NA","182608","183168","182483","182608","Flanker Task ","66","37353","70","yes","1024"
"94.36619718309859","94.36619718309859","532.7464788732394","532.7464788732394","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","70","0","70","70","0","0","0","0","70","70","70","70","70","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","70","70","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","NA","NA","h","472","NA","58728","NA","NA","472","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","NA","NA","174376","NA","184247","183190","2461","NA","NA","2446","NA","184361","184835","184235","184361","Flanker Task ","67","37825","71","yes","1024"
"94.44444444444444","94.44444444444444","532.5694444444445","532.5694444444445","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","71","0","71","71","0","0","0","0","71","71","71","71","71","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","71","71","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","NA","NA","s","520","NA","58728","NA","NA","520","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","NA","NA","174376","NA","185916","184858","2461","NA","NA","2446","NA","186030","186551","185904","186030","Flanker Task ","68","38345","72","yes","1024"
"94.52054794520548","94.52054794520548","533.5068493150685","533.5068493150685","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","72","0","72","72","0","0","0","0","72","72","72","72","72","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","72","72","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","NA","NA","h","601","NA","58728","NA","NA","601","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","NA","NA","174376","NA","187630","186572","2461","NA","NA","2446","NA","187744","188346","187618","187744","Flanker Task ","69","38946","73","yes","1024"
"94.5945945945946","94.5945945945946","533.6621621621622","533.6621621621622","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","73","0","73","73","0","0","0","0","73","73","73","73","73","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","73","73","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","NA","NA","s","545","NA","58728","NA","NA","545","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","NA","NA","174376","NA","189427","188368","2461","NA","NA","2446","NA","189542","190088","189415","189542","Flanker Task ","70","39491","74","yes","1024"
"94.66666666666667","94.66666666666667","532.9866666666667","532.9866666666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","74","0","74","74","0","0","0","0","74","74","74","74","74","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","74","74","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","NA","NA","s","483","NA","58728","NA","NA","483","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","NA","NA","174376","NA","191167","190109","2461","NA","NA","2446","NA","191281","191765","191155","191281","Flanker Task ","71","39974","75","yes","1024"
"94.73684210526316","94.73684210526316","531.8421052631579","531.8421052631579","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","75","0","75","75","0","0","0","0","75","75","75","75","75","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","75","75","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","NA","NA","h","446","NA","58728","NA","NA","446","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","NA","NA","174376","NA","192848","191790","2461","NA","NA","2446","NA","192962","193409","192836","192962","Flanker Task ","72","40420","76","yes","1024"
"94.8051948051948","94.8051948051948","531.0519480519481","531.0519480519481","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","76","0","76","76","0","0","0","0","76","76","76","76","76","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","76","76","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","NA","NA","h","471","NA","58728","NA","NA","471","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","NA","NA","174376","NA","194487","193430","2461","NA","NA","2446","NA","194601","195073","194475","194601","Flanker Task ","73","40891","77","yes","1024"
"94.87179487179488","94.87179487179488","530.8717948717949","530.8717948717949","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","77","0","77","77","0","0","0","0","77","77","77","77","77","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","77","77","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","NA","NA","h","517","NA","58728","NA","NA","517","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","NA","NA","174376","NA","196151","195095","2461","NA","NA","2446","NA","196266","196784","196140","196265","Flanker Task ","74","41408","78","yes","1024"
"94.9367088607595","94.9367088607595","529.2405063291139","529.2405063291139","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","78","0","78","78","0","0","0","0","78","78","78","78","78","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","78","78","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","NA","NA","s","402","NA","58728","NA","NA","402","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","NA","NA","174376","NA","197863","196806","2461","NA","NA","2446","NA","197978","198381","197852","197978","Flanker Task ","75","41810","79","yes","1024"
"95","95","527.6375","527.6375","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","79","0","79","79","0","0","0","0","79","79","79","79","79","Sat Sep 19 10:43:40 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","79","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","NA","NA","s","401","NA","58728","NA","NA","401","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","NA","NA","174376","NA","199460","198402","2461","NA","NA","2446","NA","199576","199978","199449","199576","Flanker Task ","76","42211","80","yes","1024"
"95.06172839506173","95.06172839506173","528.3827160493827","528.3827160493827","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","80","0","80","80","0","0","0","0","80","80","80","80","80","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","588","NA","58728","36807","NA","588","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","174376","NA","237881","199999","2461","201033","NA","2446","NA","237994","238583","237869","237994","Flanker Task ","77","42799","81","yes","1024"
"95.1219512195122","95.1219512195122","527.280487804878","527.280487804878","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","81","0","81","81","0","0","0","0","81","81","81","81","81","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","438","NA","58728","36807","NA","438","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","174376","NA","239668","238608","2461","201033","NA","2446","NA","239782","240221","239654","239782","Flanker Task ","78","43237","82","yes","1024"
"95.18072289156626","95.18072289156626","527.5301204819277","527.5301204819277","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","82","0","82","82","0","0","0","0","82","82","82","82","82","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","548","NA","58728","36807","NA","548","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","174376","NA","241300","240242","2461","201033","NA","2446","NA","241414","241963","241288","241414","Flanker Task ","79","43785","83","yes","1024"
"95.23809523809524","95.23809523809524","528.9166666666666","528.9166666666666","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","83","0","83","83","0","0","0","0","83","83","83","83","83","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","644","NA","58728","36807","NA","644","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","174376","NA","243040","241984","2461","201033","NA","2446","NA","243153","243798","243028","243153","Flanker Task ","80","44429","84","yes","1024"
"95.29411764705883","95.29411764705883","530.4823529411765","530.4823529411765","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","84","0","84","84","0","0","0","0","84","84","84","84","84","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","662","NA","58728","36807","NA","662","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","174376","NA","245388","244331","2461","201033","NA","2446","243818","245502","246165","245377","245502","Flanker Task ","81","45091","85","yes","1024"
"95.34883720930233","95.34883720930233","529.2209302325581","529.2209302325581","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","85","0","85","85","0","0","0","0","85","85","85","85","85","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","422","NA","58728","36807","NA","422","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","174376","NA","247755","246699","2461","201033","NA","2446","246185","247870","248293","247744","247870","Flanker Task ","82","45513","86","yes","1024"
"95.40229885057471","95.40229885057471","526.9885057471264","526.9885057471264","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","86","0","86","86","0","0","0","0","86","86","86","86","86","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","335","NA","58728","36807","NA","335","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","174376","NA","249370","248313","2461","201033","NA","2446","246185","249485","249821","249359","249485","Flanker Task ","83","45848","87","yes","1024"
"94.31818181818181","94.31818181818181","527.1136363636364","527.1136363636364","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","87","0","87","87","0","0","0","0","87","87","87","87","87","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","538","NA","58728","36807","NA","538","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","174376","NA","250899","249842","2461","201033","NA","2446","246185","251012","251551","250887","251012","Flanker Task ","83","46386","88","yes","1024"
"94.38202247191012","94.38202247191012","527.8089887640449","527.8089887640449","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","88","0","88","88","0","0","0","0","88","88","88","88","88","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","589","NA","58728","36807","NA","589","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","251576","NA","253147","252090","2461","201033","NA","2446","246185","253261","253851","253135","253261","Flanker Task ","84","46975","89","yes","1024"
"94.44444444444444","94.44444444444444","527.1222222222223","527.1222222222223","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","89","0","89","89","0","0","0","0","89","89","89","89","89","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","466","NA","58728","36807","NA","466","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","251576","NA","254929","253872","2461","201033","NA","2446","246185","255043","255510","254917","255043","Flanker Task ","85","47441","90","yes","1024"
"94.50549450549451","94.50549450549451","525.9230769230769","525.9230769230769","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","90","0","90","90","0","0","0","0","90","90","90","90","90","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","418","NA","58728","36807","NA","418","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","251576","NA","256587","255530","2461","201033","NA","2446","246185","256702","257121","256575","256702","Flanker Task ","86","47859","91","yes","1024"
"94.56521739130434","94.56521739130434","525.75","525.75","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","91","0","91","91","0","0","0","0","91","91","91","91","91","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","510","NA","58728","36807","NA","510","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","251576","NA","258198","257141","2461","201033","NA","2446","246185","258312","258823","258186","258312","Flanker Task ","87","48369","92","yes","1024"
"94.6236559139785","94.6236559139785","524.7741935483871","524.7741935483871","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","92","0","92","92","0","0","0","0","92","92","92","92","92","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","435","NA","58728","36807","NA","435","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","251576","NA","259902","258843","2461","201033","NA","2446","246185","260016","260453","259889","260016","Flanker Task ","88","48804","93","yes","1024"
"94.68085106382979","94.68085106382979","522.8191489361702","522.8191489361702","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","93","0","93","93","0","0","0","0","93","93","93","93","93","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","341","NA","58728","36807","NA","341","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","251576","NA","261531","260473","2461","201033","NA","2446","246185","261645","261989","261519","261645","Flanker Task ","89","49145","94","yes","1024"
"93.6842105263158","93.6842105263158","520.5578947368421","520.5578947368421","black","legacy","legacy","legacy","0","congrunent ","uniform","0","undefined","0","s","0","0","0","94","0","94","94","0","0","0","0","94","94","94","94","94","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","308","NA","58728","36807","NA","308","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","251576","NA","263068","262011","2461","201033","NA","2446","246185","263182","263492","263056","263182","Flanker Task ","89","49453","95","yes","1024"
"92.70833333333333","92.70833333333333","519.40625","519.40625","black","legacy","legacy","legacy","0","incongruent ","uniform","0","undefined","0","h","0","0","0","95","0","95","95","0","0","0","0","95","95","95","95","95","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","410","NA","58728","36807","NA","410","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","263512","NA","265082","264025","2461","201033","NA","2446","246185","265197","265609","265070","265196","Flanker Task ","89","49863","96","yes","1024"
"92.78350515463917","92.78350515463917","518.9690721649484","518.9690721649484","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","96","0","96","96","0","0","0","0","96","96","96","96","96","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","477","NA","58728","36807","NA","477","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","265629","NA","267199","266142","2461","201033","NA","2446","246185","267313","267792","267188","267313","Flanker Task ","90","50340","97","yes","1024"
"92.85714285714286","92.85714285714286","518.4285714285714","518.4285714285714","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","97","0","97","97","0","0","0","0","97","97","97","97","97","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","466","NA","58728","36807","NA","466","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","265629","NA","268870","267813","2461","201033","NA","2446","246185","268984","269452","268858","268984","Flanker Task ","91","50806","98","yes","1024"
