"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instruction","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Errorfeedback","count_Finish","count_Fixation","count_ISI","count_Instruction","count_Instruction2","count_Instruction3","count_experiment","count_faster","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instruction","response_Instruction2","response_Instruction3","response_keyboard_response","response_time","response_time_Finish","response_time_Instruction","response_time_Instruction2","response_time_Instruction3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Errorfeedback","time_Finish","time_Fixation","time_ISI","time_Instruction","time_Instruction2","time_Instruction3","time_experiment","time_faster","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"92","92","504.232","504.232","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","124","0","124","124","0","0","0","0","124","124","124","124","124","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","44","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","398","NA","58728","36807","NA","398","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","302291","NA","315466","314408","2461","201033","NA","2446","286811","315580","315979","315453","315580","Flanker Task ","115","63029","125","yes","1024"
"92.06349206349206","92.06349206349206","503.64285714285717","503.64285714285717","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","125","0","125","125","0","0","0","0","125","125","125","125","125","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","45","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","430","NA","58728","36807","NA","430","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","302291","NA","317058","316000","2461","201033","NA","2446","286811","317172","317603","317045","317172","Flanker Task ","116","63459","126","yes","1024"
"92.1259842519685","92.1259842519685","510.48818897637796","510.48818897637796","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","126","0","126","126","0","0","0","0","126","126","126","126","126","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","46","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","1373","NA","58728","36807","NA","1373","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","302291","NA","318683","317625","2461","201033","NA","2446","286811","318797","320171","318671","318797","Flanker Task ","117","64832","127","yes","1024"
"92.1875","92.1875","510.0234375","510.0234375","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","127","0","127","127","0","0","0","0","127","127","127","127","127","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","47","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","451","NA","58728","36807","NA","451","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","302291","NA","321764","320707","2461","201033","NA","2446","320192","321878","322330","321752","321878","Flanker Task ","118","65283","128","yes","1024"
"92.24806201550388","92.24806201550388","508.3565891472868","508.3565891472868","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","128","0","128","128","0","0","0","0","128","128","128","128","128","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","48","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","295","NA","58728","36807","NA","295","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","302291","NA","323407","322350","2461","201033","NA","2446","320192","323521","323817","323395","323521","Flanker Task ","119","65578","129","yes","1024"
"92.3076923076923","92.3076923076923","506.60769230769233","506.60769230769233","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","129","0","129","129","0","0","0","0","129","129","129","129","129","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","49","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","281","NA","58728","36807","NA","281","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","302291","NA","324896","323839","2461","201033","NA","2446","320192","325009","325291","324884","325009","Flanker Task ","120","65859","130","yes","1024"
"91.6030534351145","91.6030534351145","504.96946564885496","504.96946564885496","black","legacy","legacy","legacy","0","incongruent ","uniform","0","undefined","0","h","0","0","0","130","0","130","130","0","0","0","0","130","130","130","130","130","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","50","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","292","NA","58728","36807","NA","292","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","302291","NA","326370","325312","2461","201033","NA","2446","320192","326484","326777","326358","326484","Flanker Task ","120","66151","131","yes","1024"
"91.66666666666667","91.66666666666667","504.3863636363636","504.3863636363636","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","131","0","131","131","0","0","0","0","131","131","131","131","131","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","51","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","428","NA","58728","36807","NA","428","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","326798","NA","328369","327311","2461","201033","NA","2446","320192","328484","328913","328358","328484","Flanker Task ","121","66579","132","yes","1024"
"90.97744360902256","90.97744360902256","503.09774436090225","503.09774436090225","black","legacy","legacy","legacy","0","congruent","uniform","0","undefined","0","h","0","0","0","132","0","132","132","0","0","0","0","132","132","132","132","132","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","52","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","333","NA","58728","36807","NA","333","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","326798","NA","329991","328934","2461","201033","NA","2446","320192","330105","330441","329979","330105","Flanker Task ","121","66912","133","yes","1024"
"91.04477611940298","91.04477611940298","503.94776119402985","503.94776119402985","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","133","0","133","133","0","0","0","0","133","133","133","133","133","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","53","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","617","NA","58728","36807","NA","617","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","330463","NA","332033","330977","2461","201033","NA","2446","320192","332147","332766","332021","332147","Flanker Task ","122","67529","134","yes","1024"
"91.11111111111111","91.11111111111111","503.5925925925926","503.5925925925926","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","134","0","134","134","0","0","0","0","134","134","134","134","134","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","54","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","456","NA","58728","36807","NA","456","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","330463","NA","334359","333301","2461","201033","NA","2446","332788","334473","334930","334347","334473","Flanker Task ","123","67985","135","yes","1024"
"90.44117647058823","90.44117647058823","503.31617647058823","503.31617647058823","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","135","0","135","135","0","0","0","0","135","135","135","135","135","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","55","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","466","NA","58728","36807","NA","466","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","330463","NA","336008","334952","2461","201033","NA","2446","332788","336122","336590","335997","336122","Flanker Task ","123","68451","136","yes","1024"
"90.51094890510949","90.51094890510949","502.8540145985401","502.8540145985401","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","136","0","136","136","0","0","0","0","136","136","136","136","136","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","56","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","440","NA","58728","36807","NA","440","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","336610","NA","338180","337123","2461","201033","NA","2446","332788","338294","338736","338168","338294","Flanker Task ","124","68891","137","yes","1024"
"90.57971014492753","90.57971014492753","501.4927536231884","501.4927536231884","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","137","0","137","137","0","0","0","0","137","137","137","137","137","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","57","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","315","NA","58728","36807","NA","315","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","336610","NA","339814","338757","2461","201033","NA","2446","332788","339928","340245","339802","339928","Flanker Task ","125","69206","138","yes","1024"
"89.92805755395683","89.92805755395683","500.7841726618705","500.7841726618705","black","legacy","legacy","legacy","0","incongruent ","uniform","0","undefined","0","h","0","0","0","138","0","138","138","0","0","0","0","138","138","138","138","138","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","58","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","403","NA","58728","36807","NA","403","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","336610","NA","341324","340267","2461","201033","NA","2446","332788","341438","341843","341312","341438","Flanker Task ","125","69609","139","yes","1024"
"90","90","501.01428571428573","501.01428571428573","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","139","0","139","139","0","0","0","0","139","139","139","139","139","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","59","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","533","NA","58728","36807","NA","533","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","341866","NA","343437","342380","2461","201033","NA","2446","332788","343551","344086","343425","343551","Flanker Task ","126","70142","140","yes","1024"
"90.0709219858156","90.0709219858156","500.0567375886525","500.0567375886525","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","140","0","140","140","0","0","0","0","140","140","140","140","140","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","60","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","366","NA","58728","36807","NA","366","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","341866","NA","345167","344108","2461","201033","NA","2446","332788","345280","345648","345155","345280","Flanker Task ","127","70508","141","yes","1024"
"90.14084507042253","90.14084507042253","499.7676056338028","499.7676056338028","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","141","0","141","141","0","0","0","0","141","141","141","141","141","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","61","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","459","NA","58728","36807","NA","459","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","341866","NA","346726","345669","2461","201033","NA","2446","332788","346840","347301","346714","346840","Flanker Task ","128","70967","142","yes","1024"
"90.20979020979021","90.20979020979021","499.1188811188811","499.1188811188811","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","142","0","142","142","0","0","0","0","142","142","142","142","142","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","62","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","407","NA","58728","36807","NA","407","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","341866","NA","348380","347323","2461","201033","NA","2446","332788","348494","348903","348368","348494","Flanker Task ","129","71374","143","yes","1024"
"90.27777777777777","90.27777777777777","498.0486111111111","498.0486111111111","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","143","0","143","143","0","0","0","0","143","143","143","143","143","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","63","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","345","NA","58728","36807","NA","345","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","341866","NA","349980","348923","2461","201033","NA","2446","332788","350094","350441","349968","350094","Flanker Task ","130","71719","144","yes","1024"
"89.65517241379311","89.65517241379311","497.22758620689655","497.22758620689655","black","legacy","legacy","legacy","0","congrunent ","uniform","0","undefined","0","s","0","0","0","144","0","144","144","0","0","0","0","144","144","144","144","144","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","64","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","379","NA","58728","36807","NA","379","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","341866","NA","351518","350461","2461","201033","NA","2446","332788","351632","352013","351506","351632","Flanker Task ","130","72098","145","yes","1024"
"89.04109589041096","89.04109589041096","496.94520547945206","496.94520547945206","black","legacy","legacy","legacy","0","congruent","uniform","0","undefined","0","h","0","0","0","145","0","145","145","0","0","0","0","145","145","145","145","145","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","65","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","456","NA","58728","36807","NA","456","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","352033","NA","353603","352546","2461","201033","NA","2446","332788","353718","354176","353591","353718","Flanker Task ","130","72554","146","yes","1024"
"88.43537414965986","88.43537414965986","495.97278911564626","495.97278911564626","black","legacy","legacy","legacy","0","congrunent ","uniform","0","undefined","0","s","0","0","0","146","0","146","146","0","0","0","0","146","146","146","146","146","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","66","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","354","NA","58728","36807","NA","354","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","354196","NA","355767","354710","2461","201033","NA","2446","332788","355882","356238","355756","355882","Flanker Task ","130","72908","147","yes","1024"
"88.51351351351352","88.51351351351352","496.02702702702703","496.02702702702703","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","147","0","147","147","0","0","0","0","147","147","147","147","147","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","67","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","504","NA","58728","36807","NA","504","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","356258","NA","357830","356772","2461","201033","NA","2446","332788","357945","358451","357817","357944","Flanker Task ","131","73412","148","yes","1024"
"88.59060402684564","88.59060402684564","495.8523489932886","495.8523489932886","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","148","0","148","148","0","0","0","0","148","148","148","148","148","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","68","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","470","NA","58728","36807","NA","470","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","356258","NA","359529","358472","2461","201033","NA","2446","332788","359643","360115","359517","359643","Flanker Task ","132","73882","149","yes","1024"
"88","88","495.8933333333333","495.8933333333333","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","149","0","149","149","0","0","0","0","149","149","149","149","149","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","69","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","502","NA","58728","36807","NA","502","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","356258","NA","361194","360136","2461","201033","NA","2446","332788","361308","361812","361182","361308","Flanker Task ","132","74384","150","yes","1024"
"88.0794701986755","88.0794701986755","496.6158940397351","496.6158940397351","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","150","0","150","150","0","0","0","0","150","150","150","150","150","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","70","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","605","NA","58728","36807","NA","605","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","361832","NA","363403","362345","2461","201033","NA","2446","332788","363517","364124","363391","363517","Flanker Task ","133","74989","151","yes","1024"
"88.15789473684211","88.15789473684211","495.9342105263158","495.9342105263158","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","151","0","151","151","0","0","0","0","151","151","151","151","151","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","71","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","393","NA","58728","36807","NA","393","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","361832","NA","365716","364659","2461","201033","NA","2446","364145","365830","366225","365704","365830","Flanker Task ","134","75382","152","yes","1024"
"88.23529411764706","88.23529411764706","495.1111111111111","495.1111111111111","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","152","0","152","152","0","0","0","0","152","152","152","152","152","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","72","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","370","NA","58728","36807","NA","370","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","61198","237842","NA","361832","NA","367302","366245","2461","201033","NA","2446","364145","367416","367788","367290","367416","Flanker Task ","135","75752","153","yes","1024"
"87.66233766233766","87.66233766233766","493.9220779220779","493.9220779220779","black","legacy","legacy","legacy","0","incongruent ","uniform","0","undefined","0","h","0","0","0","153","0","153","153","0","0","0","0","153","153","153","153","153","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","73","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","312","NA","58728","36807","NA","312","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","61198","237842","NA","361832","NA","368865","367808","2461","201033","NA","2446","364145","368979","369293","368853","368979","Flanker Task ","135","76064","154","yes","1024"
"87.74193548387096","87.74193548387096","493.68387096774194","493.68387096774194","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","154","0","154","154","0","0","0","0","154","154","154","154","154","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","74","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","q","h","NA","s","457","NA","58728","36807","NA","457","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","369313","NA","370883","369826","2461","201033","NA","2446","364145","370997","371456","370872","370997","Flanker Task ","136","76521","155","yes","1024"
"87.82051282051282","87.82051282051282","494.1730769230769","494.1730769230769","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","155","0","155","155","0","0","0","0","155","155","155","155","155","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","75","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","570","NA","58728","36807","NA","570","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","369313","NA","372537","371480","2461","201033","NA","2446","364145","372651","373223","372525","372651","Flanker Task ","137","77091","156","yes","1024"
"87.89808917197452","87.89808917197452","493.71337579617835","493.71337579617835","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","156","0","156","156","0","0","0","0","156","156","156","156","156","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","76","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","422","NA","58728","36807","NA","422","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","369313","NA","374302","373243","2461","201033","NA","2446","364145","374416","374840","374290","374416","Flanker Task ","138","77513","157","yes","1024"
"87.9746835443038","87.9746835443038","493.22151898734177","493.22151898734177","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","157","0","157","157","0","0","0","0","157","157","157","157","157","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","77","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","416","NA","58728","36807","NA","416","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","369313","NA","375919","374860","2461","201033","NA","2446","364145","376033","376450","375907","376033","Flanker Task ","139","77929","158","yes","1024"
"87.42138364779875","87.42138364779875","492.42138364779873","492.42138364779873","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","158","0","158","158","0","0","0","0","158","158","158","158","158","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","78","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","366","NA","58728","36807","NA","366","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","61198","237842","NA","369313","NA","377529","376471","2461","201033","NA","2446","364145","377643","378010","377517","377643","Flanker Task ","139","78295","159","yes","1024"
"87.5","87.5","492.59375","492.59375","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","159","0","159","159","0","0","0","0","159","159","159","159","159","Sat Sep 19 10:43:40 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","79","79","/Users/kaylaredder/Desktop/fr-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","q","h","NA","h","520","NA","58728","36807","NA","520","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","61198","237842","NA","378031","NA","379601","378544","2461","201033","NA","2446","364145","379715","380237","379589","379715","Flanker Task ","140","78815","160","yes","1024"
