acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions3,count_instrutions2,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions3,response_instrutions2,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions3,response_time_instrutions2,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions3,time_instrutions2,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
90.90909091,90.90909091,431.3636364,431.3636364,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,10,10,0,10,0,10,0,0,0,10,10,10,10,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,445,NA,9439,NA,NA,445,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,11550,NA,NA,26978,26468,2077,NA,NA,28026,2104,NA,NA,28133,28578,28021,28133,New experiment,10,4745,11,yes,1024
91.66666667,91.66666667,429.8333333,429.8333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,11,11,0,11,0,11,0,0,0,11,11,11,11,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,413,NA,9439,NA,NA,413,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,11550,NA,NA,28583,26468,2077,NA,NA,29630,2104,NA,NA,29738,30152,29625,29738,New experiment,11,5158,12,yes,1024
92.30769231,92.30769231,425.7692308,425.7692308,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,12,12,0,12,0,12,0,0,0,12,12,12,12,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,12,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,377,NA,9439,NA,NA,377,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,11550,NA,NA,30156,26468,2077,NA,NA,31205,2104,NA,NA,31311,31688,31199,31311,New experiment,12,5535,13,yes,1024
92.85714286,92.85714286,426.7142857,426.7142857,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,13,13,0,13,0,13,0,0,0,13,13,13,13,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,13,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,439,NA,9439,NA,NA,439,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,11550,NA,NA,31693,26468,2077,NA,NA,32741,2104,NA,NA,32848,33287,32735,32847,New experiment,13,5974,14,yes,1024
93.33333333,93.33333333,423.0666667,423.0666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,14,14,0,14,0,14,0,0,0,14,14,14,14,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,14,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,372,NA,9439,NA,NA,372,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,11550,NA,NA,33292,26468,2077,NA,NA,34342,2104,NA,NA,34448,34820,34336,34448,New experiment,14,6346,15,yes,1024
93.75,93.75,417.0625,417.0625,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,15,15,0,15,0,15,0,0,0,15,15,15,15,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,15,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,327,NA,9439,NA,NA,327,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,11550,NA,NA,34824,26468,2077,NA,NA,35872,2104,NA,NA,35979,36306,35866,35978,New experiment,15,6673,16,yes,1024
94.11764706,94.11764706,413,413,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,16,16,0,16,0,16,0,0,0,16,16,16,16,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,16,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,348,NA,9439,NA,NA,348,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,11550,NA,NA,36311,26468,2077,NA,NA,37359,2104,NA,NA,37466,37815,37353,37466,New experiment,16,7021,17,yes,1024
94.44444444,94.44444444,408.1111111,408.1111111,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,17,17,0,17,0,17,0,0,0,17,17,17,17,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,17,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,325,NA,9439,NA,NA,325,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,11550,NA,NA,37819,26468,2077,NA,NA,38868,2104,NA,NA,38975,39300,38862,38974,New experiment,17,7346,18,yes,1024
94.73684211,94.73684211,403.8947368,403.8947368,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,18,18,0,18,0,18,0,0,0,18,18,18,18,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,18,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,328,NA,9439,NA,NA,328,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,11550,NA,NA,39305,26468,2077,NA,NA,40355,2104,NA,NA,40462,40790,40349,40462,New experiment,18,7674,19,yes,1024
95,95,400.6,400.6,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,19,19,0,19,0,19,0,0,0,19,19,19,19,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,19,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,338,NA,9439,NA,NA,338,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,11550,NA,NA,40795,26468,2077,NA,NA,41846,2104,NA,NA,41952,42291,41840,41952,New experiment,19,8012,20,yes,1024
95.23809524,95.23809524,400.952381,400.952381,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,20,20,0,20,0,20,0,0,0,20,20,20,20,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,20,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,408,NA,9439,NA,NA,408,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,11550,NA,NA,42295,26468,2077,NA,NA,43345,2104,NA,NA,43451,43860,43339,43451,New experiment,20,8420,21,yes,1024
95.45454545,95.45454545,398.8636364,398.8636364,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,21,21,0,21,0,21,0,0,0,21,21,21,21,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,21,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,355,NA,9439,NA,NA,355,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,11550,NA,NA,43864,26468,2077,NA,NA,44912,2104,NA,NA,45019,45374,44906,45019,New experiment,21,8775,22,yes,1024
95.65217391,95.65217391,399.9130435,399.9130435,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,22,22,0,22,0,22,0,0,0,22,22,22,22,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,22,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,423,NA,9439,NA,NA,423,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,11550,NA,NA,45379,26468,2077,NA,NA,46428,2104,NA,NA,46535,46958,46422,46534,New experiment,22,9198,23,yes,1024
95.83333333,95.83333333,397.9166667,397.9166667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,23,23,0,23,0,23,0,0,0,23,23,23,23,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,23,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,352,NA,9439,NA,NA,352,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,11550,NA,NA,46963,26468,2077,NA,NA,48011,2104,NA,NA,48118,48470,48005,48117,New experiment,23,9550,24,yes,1024
96,96,398,398,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,24,24,0,24,0,24,0,0,0,24,24,24,24,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,24,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,400,NA,9439,NA,NA,400,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,11550,NA,NA,48475,26468,2077,NA,NA,49523,2104,NA,NA,49629,50030,49517,49629,New experiment,24,9950,25,yes,1024
96.15384615,96.15384615,397.6153846,397.6153846,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,25,25,0,25,0,25,0,0,0,25,25,25,25,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,25,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,388,NA,9439,NA,NA,388,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,11550,NA,NA,50034,26468,2077,NA,NA,51082,2104,NA,NA,51189,51578,51076,51188,New experiment,25,10338,26,yes,1024
96.2962963,96.2962963,395.037037,395.037037,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,26,26,0,26,0,26,0,0,0,26,26,26,26,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,26,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,328,NA,9439,NA,NA,328,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,11550,NA,NA,51582,26468,2077,NA,NA,52631,2104,NA,NA,52738,53066,52625,52738,New experiment,26,10666,27,yes,1024
96.42857143,96.42857143,392.5357143,392.5357143,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,27,27,0,27,0,27,0,0,0,27,27,27,27,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,27,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,325,NA,9439,NA,NA,325,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,11550,NA,NA,53071,26468,2077,NA,NA,54119,2104,NA,NA,54227,54552,54113,54227,New experiment,27,10991,28,yes,1024
96.55172414,96.55172414,390.1724138,390.1724138,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,28,28,0,28,0,28,0,0,0,28,28,28,28,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,28,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,324,NA,9439,NA,NA,324,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,11550,NA,NA,54557,26468,2077,NA,NA,55606,2104,NA,NA,55713,56038,55599,55713,New experiment,28,11315,29,yes,1024
96.66666667,96.66666667,389.6666667,389.6666667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,29,29,0,29,0,29,0,0,0,29,29,29,29,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,29,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,375,NA,9439,NA,NA,375,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,11550,NA,NA,56042,26468,2077,NA,NA,57090,2104,NA,NA,57196,57572,57084,57196,New experiment,29,11690,30,yes,1024
96.77419355,96.77419355,390.0645161,390.0645161,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,30,30,0,30,0,30,0,0,0,30,30,30,30,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,30,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,402,NA,9439,NA,NA,402,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,11550,NA,NA,57576,26468,2077,NA,NA,58626,2104,NA,NA,58732,59135,58619,58732,New experiment,30,12092,31,yes,1024
96.875,96.875,387.3125,387.3125,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,31,31,0,31,0,31,0,0,0,31,31,31,31,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,31,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,302,NA,9439,NA,NA,302,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,11550,NA,NA,59139,26468,2077,NA,NA,60188,2104,NA,NA,60294,60596,60182,60294,New experiment,31,12394,32,yes,1024
96.96969697,96.96969697,384.3333333,384.3333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,32,32,0,32,0,32,0,0,0,32,32,32,32,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,32,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,289,NA,9439,NA,NA,289,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,11550,NA,NA,60601,26468,2077,NA,NA,61649,2104,NA,NA,61755,62044,61643,61755,New experiment,32,12683,33,yes,1024
97.05882353,97.05882353,382.7941176,382.7941176,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,33,33,0,33,0,33,0,0,0,33,33,33,33,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,33,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,332,NA,9439,NA,NA,332,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,11550,NA,NA,62049,26468,2077,NA,NA,63098,2104,NA,NA,63205,63538,63092,63204,New experiment,33,13015,34,yes,1024
97.14285714,97.14285714,382.0857143,382.0857143,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,34,34,0,34,0,34,0,0,0,34,34,34,34,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,34,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,h,NA,h,NA,NA,h,358,NA,9439,NA,NA,358,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,11550,NA,NA,63543,26468,2077,NA,NA,64593,2104,NA,NA,64700,65058,64587,64700,New experiment,34,13373,35,yes,1024
97.22222222,97.22222222,381.8055556,381.8055556,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,35,35,0,35,0,35,0,0,0,35,35,35,35,Sun Sep 24 12:33:15 2023,1500,The main experiment item,yes,Flankertask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,35,/Users/Thingtwo/Desktop/NC-subject-2.csv,legacy,Lentiform Loewenfeld,3.3.14,0,s,NA,h,NA,NA,s,372,NA,9439,NA,NA,372,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,11550,NA,NA,65063,26468,2077,NA,NA,66113,2104,NA,NA,66220,66593,66107,66220,New experiment,35,13745,36,yes,1024
