"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Finish","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_block1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_fixation","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Instructions3","response_keyboard_response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Finish","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_block1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_fixation","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","643","643","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","643","NA","33392","NA","NA","643","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","NA","NA","3752","NA","NA","37148","NA","NA","NA","3737","NA","37360","37466","38111","37353","37466","Flanker Task","1","643","1","yes","1024"
"100","100","673.5","673.5","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","1","0","0","0","0","0","0","1","0","1","1","1","1","1","1","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","704","NA","33392","NA","NA","704","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","NA","38201","3752","NA","NA","37148","NA","NA","NA","3737","NA","39401","39508","40214","39394","39508","Flanker Task","2","1347","2","yes","1024"
"100","100","695","695","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","2","0","0","0","0","0","0","2","0","2","2","2","2","2","2","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","738","NA","33392","NA","NA","738","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","NA","40278","3752","NA","NA","37148","NA","NA","NA","3737","NA","41470","41581","42321","41462","41580","Flanker Task","3","2085","3","yes","1024"
"100","100","739.75","739.75","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","3","0","0","0","0","0","0","3","0","3","3","3","3","3","3","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","874","NA","33392","NA","NA","874","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","NA","42392","3752","NA","NA","37148","NA","NA","NA","3737","NA","43584","43691","44567","43576","43691","Flanker Task","4","2959","4","yes","1024"
"100","100","733.4","733.4","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","4","0","0","0","0","0","0","4","0","4","4","4","4","4","4","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","708","NA","33392","NA","NA","708","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","NA","44614","3752","NA","NA","37148","NA","NA","NA","3737","NA","45798","45904","46613","45791","45904","Flanker Task","5","3667","5","yes","1024"
"100","100","737.333333333","737.333333333","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","5","0","0","0","0","0","0","5","0","5","5","5","5","5","5","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","757","NA","33392","NA","NA","757","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","NA","46677","3752","NA","NA","37148","NA","NA","NA","3737","NA","47872","47978","48736","47865","47978","Flanker Task","6","4424","6","yes","1024"
"85.7142857143","85.7142857143","723.428571429","723.428571429","black","legacy","legacy","legacy","0","congruent","uniform","0","undefined","0","s","0","6","0","0","0","0","0","0","6","0","6","6","6","6","6","6","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","640","NA","33392","NA","NA","640","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","NA","48803","3752","NA","NA","37148","NA","NA","NA","3737","NA","49996","50102","50743","49990","50102","Flanker Task","6","5064","7","yes","1024"
"87.5","87.5","802.625","802.625","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","7","0","0","0","0","0","0","7","0","7","7","7","7","7","7","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","1357","NA","33392","NA","NA","1357","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","NA","51324","3752","NA","NA","37148","NA","NA","50816","3737","NA","52516","52623","53982","52509","52622","Flanker Task","7","6421","8","yes","1024"
"88.8888888889","88.8888888889","795.666666667","795.666666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","8","0","0","0","0","0","0","8","0","8","8","8","8","8","8","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","740","NA","33392","NA","NA","740","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","NA","54049","3752","NA","NA","37148","NA","NA","50816","3737","NA","55243","55348","56090","55237","55348","Flanker Task","8","7161","9","yes","1024"
"90","90","796.1","796.1","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","9","0","0","0","0","0","0","9","0","9","9","9","9","9","9","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","800","NA","33392","NA","NA","800","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","NA","56177","3752","NA","NA","37148","NA","NA","50816","3737","NA","57369","57474","58276","57362","57474","Flanker Task","9","7961","10","yes","1024"
