"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Finish","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_block1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_fixation","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Instructions3","response_keyboard_response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Finish","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_block1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_fixation","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.9090909091","90.9090909091","794.090909091","794.090909091","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","10","0","0","0","0","0","0","10","0","10","10","10","10","10","10","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","774","NA","33392","NA","NA","774","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","NA","58356","3752","NA","NA","37148","NA","NA","50816","3737","NA","59542","59651","60426","59534","59651","Flanker Task","10","8735","11","yes","1024"
"91.6666666667","91.6666666667","798.333333333","798.333333333","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","11","0","0","0","0","0","0","11","0","11","11","11","11","11","11","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","845","NA","33392","NA","NA","845","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","NA","60453","3752","NA","NA","37148","NA","NA","50816","3737","NA","61647","61754","62600","61640","61754","Flanker Task","11","9580","12","yes","1024"
"92.3076923077","92.3076923077","792.923076923","792.923076923","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","12","0","0","0","0","0","0","12","0","12","12","12","12","12","12","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","12","12","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","728","NA","33392","NA","NA","728","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","NA","62672","3752","NA","NA","37148","NA","NA","50816","3737","NA","63860","63970","64700","63853","63969","Flanker Task","12","10308","13","yes","1024"
"92.8571428571","92.8571428571","777.285714286","777.285714286","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","13","0","0","0","0","0","0","13","0","13","13","13","13","13","13","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","13","13","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","574","NA","33392","NA","NA","574","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","NA","64761","3752","NA","NA","37148","NA","NA","50816","3737","NA","65944","66050","66625","65938","66050","Flanker Task","13","10882","14","yes","1024"
"93.3333333333","93.3333333333","790.4","790.4","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","14","0","0","0","0","0","0","14","0","14","14","14","14","14","14","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","14","14","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","974","NA","33392","NA","NA","974","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","NA","66695","3752","NA","NA","37148","NA","NA","50816","3737","NA","67893","68008","68984","67886","68008","Flanker Task","14","11856","15","yes","1024"
"93.75","93.75","788.25","788.25","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","15","0","0","0","0","0","0","15","0","15","15","15","15","15","15","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","15","15","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","756","NA","33392","NA","NA","756","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","NA","69046","3752","NA","NA","37148","NA","NA","50816","3737","NA","70240","70350","71108","70233","70350","Flanker Task","15","12612","16","yes","1024"
"94.1176470588","94.1176470588","781.529411765","781.529411765","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","16","0","0","0","0","0","0","16","0","16","16","16","16","16","16","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","16","16","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","674","NA","33392","NA","NA","674","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","NA","71173","3752","NA","NA","37148","NA","NA","50816","3737","NA","72360","72467","73143","72352","72466","Flanker Task","16","13286","17","yes","1024"
"94.4444444444","94.4444444444","783.277777778","783.277777778","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","17","0","0","0","0","0","0","17","0","17","17","17","17","17","17","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","17","17","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","813","NA","33392","NA","NA","813","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","NA","73210","3752","NA","NA","37148","NA","NA","50816","3737","NA","74399","74511","75326","74393","74510","Flanker Task","17","14099","18","yes","1024"
"94.7368421053","94.7368421053","777.421052632","777.421052632","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","18","0","0","0","0","0","0","18","0","18","18","18","18","18","18","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","18","18","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","672","NA","33392","NA","NA","672","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","NA","75395","3752","NA","NA","37148","NA","NA","50816","3737","NA","76596","76703","77377","76589","76703","Flanker Task","18","14771","19","yes","1024"
"95","95","777.35","777.35","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","19","0","0","0","0","0","0","19","0","19","19","19","19","19","19","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","19","19","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","776","NA","33392","NA","NA","776","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","NA","77439","3752","NA","NA","37148","NA","NA","50816","3737","NA","78617","78729","79507","78610","78729","Flanker Task","19","15547","20","yes","1024"
"95.2380952381","95.2380952381","776.857142857","776.857142857","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","20","0","0","0","0","0","0","20","0","20","20","20","20","20","20","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","20","20","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","767","NA","33392","NA","NA","767","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","NA","79585","3752","NA","NA","37148","NA","NA","50816","3737","NA","80776","80882","81650","80769","80882","Flanker Task","20","16314","21","yes","1024"
"95.4545454545","95.4545454545","774.045454545","774.045454545","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","21","0","0","0","0","0","0","21","0","21","21","21","21","21","21","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","21","21","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","715","NA","33392","NA","NA","715","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","NA","81716","3752","NA","NA","37148","NA","NA","50816","3737","NA","82913","83020","83737","82907","83020","Flanker Task","21","17029","22","yes","1024"
"95.652173913","95.652173913","770.608695652","770.608695652","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","22","0","0","0","0","0","0","22","0","22","22","22","22","22","22","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","22","22","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","695","NA","33392","NA","NA","695","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","NA","83807","3752","NA","NA","37148","NA","NA","50816","3737","NA","85005","85111","85808","84998","85111","Flanker Task","22","17724","23","yes","1024"
"95.8333333333","95.8333333333","761.916666667","761.916666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","23","0","0","0","0","0","0","23","0","23","23","23","23","23","23","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","23","23","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","562","NA","33392","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","NA","85904","3752","NA","NA","37148","NA","NA","50816","3737","NA","87111","87216","87780","87104","87216","Flanker Task","23","18286","24","yes","1024"
"96","96","754.84","754.84","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","24","0","0","0","0","0","0","24","0","24","24","24","24","24","24","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","24","24","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","585","NA","33392","NA","NA","585","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","NA","87847","3752","NA","NA","37148","NA","NA","50816","3737","NA","89035","89141","89728","89028","89141","Flanker Task","24","18871","25","yes","1024"
"96.1538461538","96.1538461538","747.653846154","747.653846154","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","25","0","0","0","0","0","0","25","0","25","25","25","25","25","25","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","25","25","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","568","NA","33392","NA","NA","568","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","NA","89806","3752","NA","NA","37148","NA","NA","50816","3737","NA","90990","91097","91667","90985","91097","Flanker Task","25","19439","26","yes","1024"
"96.2962962963","96.2962962963","750.703703704","750.703703704","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","26","0","0","0","0","0","0","26","0","26","26","26","26","26","26","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","26","26","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","830","NA","33392","NA","NA","830","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","NA","91739","3752","NA","NA","37148","NA","NA","50816","3737","NA","92935","93049","93881","92928","93048","Flanker Task","26","20269","27","yes","1024"
"96.4285714286","96.4285714286","744.357142857","744.357142857","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","27","0","0","0","0","0","0","27","0","27","27","27","27","27","27","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","27","27","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","573","NA","33392","NA","NA","573","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","NA","93946","3752","NA","NA","37148","NA","NA","50816","3737","NA","95135","95243","95818","95128","95243","Flanker Task","27","20842","28","yes","1024"
"96.5517241379","96.5517241379","738.482758621","738.482758621","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","28","0","0","0","0","0","0","28","0","28","28","28","28","28","28","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","28","28","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","574","NA","33392","NA","NA","574","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","NA","95884","3752","NA","NA","37148","NA","NA","50816","3737","NA","97073","97179","97756","97066","97179","Flanker Task","28","21416","29","yes","1024"
"96.6666666667","96.6666666667","736.366666667","736.366666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","29","0","0","0","0","0","0","29","0","29","29","29","29","29","29","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","29","29","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","675","NA","33392","NA","NA","675","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","NA","97821","3752","NA","NA","37148","NA","NA","50816","3737","NA","99013","99119","99796","99007","99119","Flanker Task","29","22091","30","yes","1024"
"96.7741935484","96.7741935484","732.903225806","732.903225806","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","30","0","0","0","0","0","0","30","0","30","30","30","30","30","30","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","30","30","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","629","NA","33392","NA","NA","629","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","NA","99879","3752","NA","NA","37148","NA","NA","50816","3737","NA","101068","101174","101805","101061","101174","Flanker Task","30","22720","31","yes","1024"
"96.875","96.875","730.375","730.375","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","31","0","0","0","0","0","0","31","0","31","31","31","31","31","31","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","31","31","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","652","NA","33392","NA","NA","652","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","NA","101872","3752","NA","NA","37148","NA","NA","50816","3737","NA","103059","103166","103820","103053","103166","Flanker Task","31","23372","32","yes","1024"
"96.9696969697","96.9696969697","722.939393939","722.939393939","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","32","0","0","0","0","0","0","32","0","32","32","32","32","32","32","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","32","32","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","485","NA","33392","NA","NA","485","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","NA","103886","3752","NA","NA","37148","NA","NA","50816","3737","NA","105083","105188","105675","105076","105188","Flanker Task","32","23857","33","yes","1024"
"97.0588235294","97.0588235294","718","718","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","33","0","0","0","0","0","0","33","0","33","33","33","33","33","33","09/26/20 13:33:51","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613","no","mono","no","18","no","white","no","yes","768","legacy","33","33","C:/Users/Jennifer Wright/Desktop/PSYC5613/hw-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","555","NA","33392","NA","NA","555","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","NA","105711","3752","NA","NA","37148","NA","NA","50816","3737","NA","106901","107009","107566","106894","107008","Flanker Task","33","24412","34","yes","1024"
