"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Fixation","count_ISI","count_Logger","count_Sequence","count_Stimulus","count_experiment","count_faster","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_new_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_new_sketchpad","response_time","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Fixation","time_ISI","time_Logger","time_Sequence","time_Stimulus","time_experiment","time_faster","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_new_sketchpad","title","total_correct","total_response_time","total_responses","width"
"81","81","404","404","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","57","57","57","57","57","57","0","57","0","0","0","57","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","57","57","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","440.0","169423","NA","NA","440","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","257195","264928","263891","265469","264927","265029","1858","NA","1862","NA","NA","265029","NA","Flanker Task","47","23434.0","58","1024"
"81","81","404","404","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","58","58","58","58","58","58","0","58","0","0","0","58","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","58","58","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","433.0","169423","NA","NA","433","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","265481","267015","265982","267550","267012","267116","1858","NA","1862","NA","NA","267116","NA","Flanker Task","48","23867.0","59","1024"
"80","80","404","404","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","59","59","59","59","59","59","0","59","0","0","0","59","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","59","59","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","386.0","169423","NA","NA","386","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","265481","268599","267562","269087","268598","268701","1858","NA","1862","NA","NA","268701","NA","Flanker Task","48","24253.0","60","1024"
"80","80","404","404","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","60","60","60","60","60","60","0","60","0","0","0","60","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","60","60","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","414.0","169423","NA","NA","414","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","269099","270639","269600","271156","270637","270740","1858","NA","1862","NA","NA","270741","NA","Flanker Task","49","24667.0","61","1024"
"80","80","404","404","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","61","61","61","61","61","61","0","61","0","0","0","61","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","61","61","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","440.0","169423","NA","NA","440","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","269099","272204","271170","272748","272203","272306","1858","NA","1862","NA","NA","272307","NA","Flanker Task","50","25107.0","62","1024"
"79","79","406","406","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","62","62","62","62","62","62","0","62","0","0","0","62","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","62","62","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","476.0","169423","NA","NA","476","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","269099","273803","272761","274381","273802","273904","1858","NA","1862","NA","NA","273904","NA","Flanker Task","50","25583.0","63","1024"
"79","79","407","407","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","63","63","63","63","63","63","0","63","0","0","0","63","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","63","63","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","489.0","169423","NA","NA","489","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","274393","275928","274894","276518","275927","276029","1858","NA","1862","NA","NA","276029","NA","Flanker Task","51","26072.0","64","1024"
"80","80","408","408","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","64","64","64","64","64","64","0","64","0","0","0","64","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","64","64","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","477.0","169423","NA","NA","477","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","274393","277562","276531","278141","277560","277663","1858","NA","1862","NA","NA","277663","NA","Flanker Task","52","26549.0","65","1024"
"80","80","412","412","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","65","65","65","65","65","65","0","65","0","0","0","65","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","65","65","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","680.0","169423","NA","NA","680","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","274393","279190","278153","279974","279187","279292","1858","NA","1862","NA","NA","279293","NA","Flanker Task","53","27229.0","66","1024"
"80","80","413","413","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","66","66","66","66","66","66","0","66","0","0","0","66","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","66","66","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","467.0","169423","NA","NA","467","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","274393","281018","279986","281587","281017","281119","1858","NA","1862","NA","NA","281119","NA","Flanker Task","54","27696.0","67","1024"
"80","80","413","413","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","67","67","67","67","67","67","0","67","0","0","0","67","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","67","67","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","452.0","169423","NA","NA","452","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","274393","282635","281599","283190","282633","282736","1858","NA","1862","NA","NA","282737","NA","Flanker Task","55","28148.0","68","1024"
"81","81","414","414","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","68","68","68","68","68","68","0","68","0","0","0","68","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","68","68","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","420.0","169423","NA","NA","420","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","274393","284235","283203","284758","284234","284337","1858","NA","1862","NA","NA","284337","NA","Flanker Task","56","28568.0","69","1024"
"81","81","414","414","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","69","69","69","69","69","69","0","69","0","0","0","69","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","69","69","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","455.0","169423","NA","NA","455","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","274393","285799","284760","286356","285797","285900","1858","NA","1862","NA","NA","285900","NA","Flanker Task","57","29023.0","70","1024"
"81","81","415","415","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","70","70","70","70","70","70","0","70","0","0","0","70","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","70","70","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","467.0","169423","NA","NA","467","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","274393","287410","286368","287979","287407","287511","1858","NA","1862","NA","NA","287511","NA","Flanker Task","58","29490.0","71","1024"
"81","81","415","415","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","71","71","71","71","71","71","0","71","0","0","0","71","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","71","71","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","417.0","169423","NA","NA","417","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","274393","289039","287991","289557","289037","289140","1858","NA","1862","NA","NA","289140","NA","Flanker Task","59","29907.0","72","1024"
"82","82","415","415","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","72","72","72","72","72","72","0","72","0","0","0","72","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","72","72","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","408.0","169423","NA","NA","408","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","274393","290605","289570","291115","290602","290706","1858","NA","1862","NA","NA","290706","NA","Flanker Task","60","30315.0","73","1024"
"81","81","415","415","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","73","73","73","73","73","73","0","73","0","0","0","73","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","73","73","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","442.0","169423","NA","NA","442","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","274393","292163","291127","292708","292162","292264","1858","NA","1862","NA","NA","292265","NA","Flanker Task","60","30757.0","74","1024"
"80","80","416","416","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","74","74","74","74","74","74","0","74","0","0","0","74","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","74","74","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","502.0","169423","NA","NA","502","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","292720","294251","293221","294855","294250","294352","1858","NA","1862","NA","NA","294352","NA","Flanker Task","60","31259.0","75","1024"
"80","80","417","417","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","75","75","75","75","75","75","0","75","0","0","0","75","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","75","75","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","498.0","169423","NA","NA","498","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","294867","296406","295368","297007","296404","296508","1858","NA","1862","NA","NA","296508","NA","Flanker Task","61","31757.0","76","1024"
"80","80","418","418","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","76","76","76","76","76","76","0","76","0","0","0","76","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","76","76","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","458.0","169423","NA","NA","458","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","294867","298060","297020","298620","298059","298161","1858","NA","1862","NA","NA","298161","NA","Flanker Task","62","32215.0","77","1024"
"80","80","420","420","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","77","77","77","77","77","77","0","77","0","0","0","77","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","77","77","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","622.0","169423","NA","NA","622","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","294867","299669","298633","300393","299666","299770","1858","NA","1862","NA","NA","299770","NA","Flanker Task","63","32837.0","78","1024"
"81","81","421","421","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","78","78","78","78","78","78","0","78","0","0","0","78","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","78","78","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","428.0","169423","NA","NA","428","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","294867","301446","300407","301977","301444","301548","1858","NA","1862","NA","NA","301548","NA","Flanker Task","64","33265.0","79","1024"
"81","81","421","421","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","79","79","79","79","79","79","0","79","0","0","0","79","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","79","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","417.0","169423","NA","NA","417","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","294867","303025","301989","303544","303023","303126","1858","NA","1862","NA","NA","303126","NA","Flanker Task","65","33682.0","80","1024"
"81","81","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","80","80","80","80","80","80","0","80","0","0","0","80","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","0","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","717.0","169423","16938","NA","717","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","294867","321542","303557","322362","321540","321643","1858","NA","1862","304559","NA","321644","NA","Flanker Task","66","34399.0","81","1024"
"81","81","424","424","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","81","81","81","81","81","81","0","81","0","0","0","81","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","1","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","409.0","169423","16938","NA","409","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","294867","323913","322875","324424","323911","324014","1858","322374","1862","304559","NA","324014","NA","Flanker Task","67","34808.0","82","1024"
"80","80","424","424","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","82","82","82","82","82","82","0","82","0","0","0","82","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","2","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","416.0","169423","16938","NA","416","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","294867","325474","324437","325992","325472","325575","1858","322374","1862","304559","NA","325576","NA","Flanker Task","67","35224.0","83","1024"
"80","80","424","424","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","83","83","83","83","83","83","0","83","0","0","0","83","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","3","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","411.0","169423","16938","NA","411","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","326005","327532","326506","328045","327530","327633","1858","322374","1862","304559","NA","327633","NA","Flanker Task","68","35635.0","84","1024"
"81","81","424","424","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","84","84","84","84","84","84","0","84","0","0","0","84","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","4","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","454.0","169423","16938","NA","454","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","326005","329091","328058","329647","329088","329192","1858","322374","1862","304559","NA","329193","NA","Flanker Task","69","36089.0","85","1024"
"80","80","424","424","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","85","85","85","85","85","85","0","85","0","0","0","85","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","5","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","447.0","169423","16938","NA","447","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","326005","330691","329659","331241","330688","330793","1858","322374","1862","304559","NA","330793","NA","Flanker Task","69","36536.0","86","1024"
"80","80","424","424","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","86","86","86","86","86","86","0","86","0","0","0","86","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","6","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","358.0","169423","16938","NA","358","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","331253","332793","331754","333253","332791","332894","1858","322374","1862","304559","NA","332894","NA","Flanker Task","70","36894.0","87","1024"
"80","80","424","424","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","87","87","87","87","87","87","0","87","0","0","0","87","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","7","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","450.0","169423","16938","NA","450","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","331253","334309","333265","334861","334306","334410","1858","322374","1862","304559","NA","334410","NA","Flanker Task","71","37344.0","88","1024"
"80","80","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","88","88","88","88","88","88","0","88","0","0","0","88","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","8","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","424.0","169423","16938","NA","424","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","331253","335909","334873","336435","335908","336010","1858","322374","1862","304559","NA","336010","NA","Flanker Task","72","37768.0","89","1024"
"81","81","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","89","89","89","89","89","89","0","89","0","0","0","89","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","9","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","476.0","169423","16938","NA","476","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","331253","337484","336447","338062","337483","337585","1858","322374","1862","304559","NA","337585","NA","Flanker Task","73","38244.0","90","1024"
"81","81","424","424","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","90","90","90","90","90","90","0","90","0","0","0","90","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","10","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","406.0","169423","16938","NA","406","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","331253","339116","338075","339625","339114","339217","1858","322374","1862","304559","NA","339218","NA","Flanker Task","74","38650.0","91","1024"
"81","81","424","424","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","91","91","91","91","91","91","0","91","0","0","0","91","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","11","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","417.0","169423","16938","NA","417","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","331253","340679","339637","341198","340678","340780","1858","322374","1862","304559","NA","340780","NA","Flanker Task","75","39067.0","92","1024"
"81","81","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","92","92","92","92","92","92","0","92","0","0","0","92","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","12","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","439.0","169423","16938","NA","439","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","331253","342235","341200","342776","342233","342336","1858","322374","1862","304559","NA","342336","NA","Flanker Task","76","39506.0","93","1024"
