"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Fixation","count_ISI","count_Logger","count_Sequence","count_Stimulus","count_experiment","count_faster","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_new_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_new_sketchpad","response_time","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Fixation","time_ISI","time_Logger","time_Sequence","time_Stimulus","time_experiment","time_faster","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_new_sketchpad","title","total_correct","total_response_time","total_responses","width"
"79","79","411","411","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","183","183","183","183","183","183","0","183","0","0","0","183","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","23","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","160.0","169423","16938","87187","160","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","588060","590094","589063","590357","590092","590195","1858","588561","1862","304559","455157","590195","NA","Flanker Task","146","75764.0","184","1024"
"79","79","411","411","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","184","184","184","184","184","184","0","184","0","0","0","184","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","24","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","286.0","169423","16938","87187","286","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","590369","591905","590870","592294","591903","592006","1858","588561","1862","304559","455157","592007","NA","Flanker Task","147","76050.0","185","1024"
"79","79","410","410","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","185","185","185","185","185","185","0","185","0","0","0","185","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","25","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","321.0","169423","16938","87187","321","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","590369","593338","592307","593763","593337","593439","1858","588561","1862","304559","455157","593440","NA","Flanker Task","147","76371.0","186","1024"
"78","78","410","410","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","186","186","186","186","186","186","0","186","0","0","0","186","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","26","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","353.0","169423","16938","87187","353","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","593775","595810","594777","596265","595808","595911","1858","594276","1862","304559","455157","595911","NA","Flanker Task","147","76724.0","187","1024"
"78","78","410","410","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","187","187","187","187","187","187","0","187","0","0","0","187","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","27","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","423.0","169423","16938","87187","423","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","596277","598312","597279","598837","598310","598413","1858","596778","1862","304559","455157","598413","NA","Flanker Task","148","77147.0","188","1024"
"78","78","408","408","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","188","188","188","188","188","188","0","188","0","0","0","188","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","28","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","145.0","169423","16938","87187","145","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","596277","600382","599350","600629","600380","600483","1858","598849","1862","304559","455157","600483","NA","Flanker Task","149","77292.0","189","1024"
"78","78","407","407","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","189","189","189","189","189","189","0","189","0","0","0","189","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","29","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","139.0","169423","16938","87187","139","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","596277","601677","600642","601918","601675","601778","1858","598849","1862","304559","455157","601778","NA","Flanker Task","149","77431.0","190","1024"
"78","78","406","406","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","h","0","0","0","190","190","190","190","190","190","0","190","0","0","0","190","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","30","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","118.0","169423","16938","87187","118","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","601930","603470","602431","603692","603468","603572","1858","598849","1862","304559","455157","603572","NA","Flanker Task","149","77549.0","191","1024"
"78","78","406","406","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","191","191","191","191","191","191","0","191","0","0","0","191","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","31","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","501.0","169423","16938","87187","501","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","603704","605245","604205","605849","605243","605346","1858","598849","1862","304559","455157","605346","NA","Flanker Task","150","78050.0","192","1024"
"77","77","406","406","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","s","0","0","0","192","192","192","192","192","192","0","192","0","0","0","192","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","32","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","416.0","169423","16938","87187","416","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","603704","607393","606362","607911","607392","607494","1858","605861","1862","304559","455157","607494","NA","Flanker Task","150","78466.0","193","1024"
"77","77","405","405","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","193","193","193","193","193","193","0","193","0","0","0","193","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","33","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","173.0","169423","16938","87187","173","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","607923","609958","608926","610235","609956","610059","1858","608424","1862","304559","455157","610059","NA","Flanker Task","151","78639.0","194","1024"
"77","77","404","404","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","194","194","194","194","194","194","0","194","0","0","0","194","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","34","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","251.0","169423","16938","87187","251","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","607923","611288","610248","611641","611286","611389","1858","608424","1862","304559","455157","611389","NA","Flanker Task","152","78890.0","195","1024"
"78","78","403","403","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","195","195","195","195","195","195","0","195","0","0","0","195","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","35","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","162.0","169423","16938","87187","162","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","607923","612691","611654","612955","612689","612792","1858","608424","1862","304559","455157","612792","NA","Flanker Task","153","79052.0","196","1024"
"78","78","402","402","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","196","196","196","196","196","196","0","196","0","0","0","196","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","36","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","159.0","169423","16938","87187","159","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","607923","614006","612967","614268","614004","614107","1858","608424","1862","304559","455157","614108","NA","Flanker Task","154","79211.0","197","1024"
"78","78","401","401","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","197","197","197","197","197","197","0","197","0","0","0","197","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","37","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","251.0","169423","16938","87187","251","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","607923","615313","614281","615666","615312","615414","1858","608424","1862","304559","455157","615414","NA","Flanker Task","155","79462.0","198","1024"
"78","78","400","400","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","198","198","198","198","198","198","0","198","0","0","0","198","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","38","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","224.0","169423","16938","87187","224","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","607923","616709","615679","617035","616708","616810","1858","608424","1862","304559","455157","616810","NA","Flanker Task","156","79686.0","199","1024"
"78","78","399","399","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","199","199","199","199","199","199","0","199","0","0","0","199","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","39","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","205.0","169423","16938","87187","205","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","607923","618076","617037","618383","618075","618177","1858","608424","1862","304559","455157","618177","NA","Flanker Task","156","79891.0","200","1024"
"78","78","398","398","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","200","200","200","200","200","200","0","200","0","0","0","200","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","40","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","195.0","169423","16938","87187","195","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","618395","619944","618896","620241","619942","620045","1858","608424","1862","304559","455157","620045","NA","Flanker Task","157","80086.0","201","1024"
"78","78","397","397","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","201","201","201","201","201","201","0","201","0","0","0","201","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","41","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","181.0","169423","16938","87187","181","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","618395","621286","620253","621569","621284","621387","1858","608424","1862","304559","455157","621387","NA","Flanker Task","158","80267.0","202","1024"
"78","78","396","396","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","202","202","202","202","202","202","0","202","0","0","0","202","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","42","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","200.0","169423","16938","87187","200","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","618395","622615","621582","622917","622614","622716","1858","608424","1862","304559","455157","622716","NA","Flanker Task","159","80467.0","203","1024"
"77","77","395","395","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","h","0","0","0","203","203","203","203","203","203","0","203","0","0","0","203","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","43","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","202.0","169423","16938","87187","202","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","618395","623962","622929","624266","623960","624063","1858","608424","1862","304559","455157","624063","NA","Flanker Task","159","80669.0","204","1024"
"78","78","394","394","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","204","204","204","204","204","204","0","204","0","0","0","204","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","44","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","297.0","169423","16938","87187","297","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","624278","625820","624779","626219","625818","625921","1858","608424","1862","304559","455157","625921","NA","Flanker Task","160","80966.0","205","1024"
"78","78","393","393","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","205","205","205","205","205","205","0","205","0","0","0","205","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","45","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","83.0","169423","16938","87187","83","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","624278","627273","626232","627458","627270","627374","1858","608424","1862","304559","455157","627374","NA","Flanker Task","161","81049.0","206","1024"
"78","78","392","392","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","206","206","206","206","206","206","0","206","0","0","0","206","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","46","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","186.0","169423","16938","87187","186","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","624278","628506","627470","628796","628504","628608","1858","608424","1862","304559","455157","628608","NA","Flanker Task","162","81235.0","207","1024"
"77","77","391","391","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","h","0","0","0","207","207","207","207","207","207","0","207","0","0","0","207","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","47","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","155.0","169423","16938","87187","155","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","624278","629856","628808","630114","629854","629957","1858","608424","1862","304559","455157","629958","NA","Flanker Task","162","81390.0","208","1024"
"77","77","391","391","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","208","208","208","208","208","208","0","208","0","0","0","208","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","48","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","355.0","169423","16938","87187","355","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","630126","631664","630627","632121","631662","631765","1858","608424","1862","304559","455157","631765","NA","Flanker Task","163","81745.0","209","1024"
"78","78","391","391","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","209","209","209","209","209","209","0","209","0","0","0","209","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","49","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","382.0","169423","16938","87187","382","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","630126","633665","632625","634150","633664","633766","1858","632124","1862","304559","455157","633766","NA","Flanker Task","164","82127.0","210","1024"
"77","77","390","390","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","h","0","0","0","210","210","210","210","210","210","0","210","0","0","0","210","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","50","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","259.0","169423","16938","87187","259","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","630126","635695","634663","636057","635693","635796","1858","634162","1862","304559","455157","635796","NA","Flanker Task","164","82386.0","211","1024"
"77","77","389","389","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","211","211","211","211","211","211","0","211","0","0","0","211","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","51","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","247.0","169423","16938","87187","247","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","636069","637600","636570","637949","637598","637701","1858","634162","1862","304559","455157","637701","NA","Flanker Task","165","82633.0","212","1024"
"77","77","388","388","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","212","212","212","212","212","212","0","212","0","0","0","212","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","52","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","64.0","169423","16938","87187","64","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","636069","638991","637962","639158","638989","639092","1858","634162","1862","304559","455157","639093","NA","Flanker Task","165","82697.0","213","1024"
"77","77","387","387","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","213","213","213","213","213","213","0","213","0","0","0","213","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","53","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","172.0","169423","16938","87187","172","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","639171","640709","639672","640983","640705","640810","1858","634162","1862","304559","455157","640810","NA","Flanker Task","166","82869.0","214","1024"
"77","77","385","385","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","214","214","214","214","214","214","0","214","0","0","0","214","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","54","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","87.0","169423","16938","87187","87","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","639171","642035","640996","642224","642031","642136","1858","634162","1862","304559","455157","642136","NA","Flanker Task","167","82956.0","215","1024"
"77","77","385","385","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","215","215","215","215","215","215","0","215","0","0","0","215","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","55","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","261.0","169423","16938","87187","261","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","639171","643274","642236","643639","643272","643376","1858","634162","1862","304559","455157","643376","NA","Flanker Task","168","83217.0","216","1024"
"77","77","384","384","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","216","216","216","216","216","216","0","216","0","0","0","216","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","56","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","301.0","169423","16938","87187","301","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","639171","644702","643651","645106","644700","644803","1858","634162","1862","304559","455157","644803","NA","Flanker Task","168","83518.0","217","1024"
"77","77","385","385","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","217","217","217","217","217","217","0","217","0","0","0","217","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","57","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","423.0","169423","16938","87187","423","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","645118","647151","646120","647677","647149","647252","1858","645619","1862","304559","455157","647253","NA","Flanker Task","169","83941.0","218","1024"
"77","77","384","384","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","s","0","0","0","218","218","218","218","218","218","0","218","0","0","0","218","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","58","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","216.0","169423","16938","87187","216","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","645118","649232","648190","649550","649230","649333","1858","647689","1862","304559","455157","649333","NA","Flanker Task","169","84157.0","219","1024"
"76","76","382","382","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","h","0","0","0","219","219","219","219","219","219","0","219","0","0","0","219","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","59","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","87.0","169423","16938","87187","87","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","649563","651098","650064","651288","651096","651199","1858","647689","1862","304559","455157","651199","NA","Flanker Task","169","84244.0","220","1024"
