acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,condition,correct,correct_instructions1,correct_keyboard_response,correct_response,count_ISI,count_block1,count_block2,count_block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_new_sketchpad,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_new_sketchpad,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,response_time_new_sketchpad,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ISI,time_block1,time_block2,time_block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_new_sketchpad,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,width
94,94,511,511,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,36,0,0,0,36,0,36,0,36,0,0,0,36,36,NA,36,36,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,36,36,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,425,NA,34597,NA,NA,425,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,95228,35764,NA,NA,76863,1163,NA,NA,96255,1166,NA,NA,96357,96782,NA,96254,96357,Flanker Task,35,18929,37,1024
94,94,510,510,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,37,0,0,0,37,0,37,0,37,0,0,0,37,37,NA,37,37,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,37,37,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,479,NA,34597,NA,NA,479,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,96786,35764,NA,NA,76863,1163,NA,NA,97817,1166,NA,NA,97920,98399,NA,97815,97920,Flanker Task,36,19408,38,1024
94,94,511,511,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,38,0,0,0,38,0,38,0,38,0,0,0,38,38,NA,38,38,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,38,38,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,545,NA,34597,NA,NA,545,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,98404,35764,NA,NA,76863,1163,NA,NA,99435,1166,NA,NA,99536,100082,NA,99433,99536,Flanker Task,37,19953,39,1024
95,95,510,510,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,39,0,0,0,39,0,39,0,39,0,0,0,39,39,NA,39,39,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,39,39,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,470,NA,34597,NA,NA,470,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,100086,35764,NA,NA,76863,1163,NA,NA,101117,1166,NA,NA,101218,101689,NA,101116,101218,Flanker Task,38,20423,40,1024
95,95,509,509,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,40,0,0,0,40,0,40,0,40,0,0,0,40,40,NA,40,40,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,40,40,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,464,NA,34597,NA,NA,464,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,101693,35764,NA,NA,76863,1163,NA,NA,102722,1166,NA,NA,102823,103287,NA,102720,102823,Flanker Task,39,20887,41,1024
95,95,507,507,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,41,0,0,0,41,0,41,0,41,0,0,0,41,41,NA,41,41,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,41,41,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,427,NA,34597,NA,NA,427,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,103291,35764,NA,NA,76863,1163,NA,NA,104321,1166,NA,NA,104423,104850,NA,104320,104423,Flanker Task,40,21314,42,1024
95,95,506,506,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,42,0,0,0,42,0,42,0,42,0,0,0,42,42,NA,42,42,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,42,42,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,452,NA,34597,NA,NA,452,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,104854,35764,NA,NA,76863,1163,NA,NA,105885,1166,NA,NA,105986,106439,NA,105883,105986,Flanker Task,41,21766,43,1024
95,95,506,506,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,43,0,0,0,43,0,43,0,43,0,0,0,43,43,NA,43,43,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,43,43,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,530,NA,34597,NA,NA,530,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,106443,35764,NA,NA,76863,1163,NA,NA,107470,1166,NA,NA,107571,108101,NA,107468,107571,Flanker Task,42,22296,44,1024
95,95,506,506,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,44,0,0,0,44,0,44,0,44,0,0,0,44,44,NA,44,44,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,44,44,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,496,NA,34597,NA,NA,496,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,108105,35764,NA,NA,76863,1163,NA,NA,109133,1166,NA,NA,109234,109731,NA,109132,109234,Flanker Task,43,22792,45,1024
95,95,508,508,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,45,0,0,0,45,0,45,0,45,0,0,0,45,45,NA,45,45,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,45,45,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,585,NA,34597,NA,NA,585,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,109734,35764,NA,NA,76863,1163,NA,NA,110761,1166,NA,NA,110862,111448,NA,110759,110862,Flanker Task,44,23377,46,1024
95,95,507,507,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,46,0,0,0,46,0,46,0,46,0,0,0,46,46,NA,46,46,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,46,46,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,468,NA,34597,NA,NA,468,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,111452,35764,NA,NA,76863,1163,NA,NA,112481,1166,NA,NA,112582,113050,NA,112479,112582,Flanker Task,45,23845,47,1024
95,95,508,508,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,47,0,0,0,47,0,47,0,47,0,0,0,47,47,NA,47,47,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,47,47,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,574,NA,34597,NA,NA,574,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,113056,35764,NA,NA,76863,1163,NA,NA,114089,1166,NA,NA,114190,114765,NA,114087,114190,Flanker Task,46,24419,48,1024
95,95,508,508,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,48,0,0,0,48,0,48,0,48,0,0,0,48,48,NA,48,48,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,48,48,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,495,NA,34597,NA,NA,495,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,114769,35764,NA,NA,76863,1163,NA,NA,115800,1166,NA,NA,115901,116397,NA,115798,115901,Flanker Task,47,24914,49,1024
96,96,507,507,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,49,0,0,0,49,0,49,0,49,0,0,0,49,49,NA,49,49,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,49,49,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,460,NA,34597,NA,NA,460,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,116401,35764,NA,NA,76863,1163,NA,NA,117433,1166,NA,NA,117534,117994,NA,117431,117534,Flanker Task,48,25374,50,1024
96,96,507,507,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,50,0,0,0,50,0,50,0,50,0,0,0,50,50,NA,50,50,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,50,50,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,503,NA,34597,NA,NA,503,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,117998,35764,NA,NA,76863,1163,NA,NA,119029,1166,NA,NA,119130,119634,NA,119027,119130,Flanker Task,49,25877,51,1024
96,96,511,511,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,51,0,0,0,51,0,51,0,51,0,0,0,51,51,NA,51,51,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,51,51,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,736,NA,34597,NA,NA,736,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,119638,35764,NA,NA,76863,1163,NA,NA,120667,1166,NA,NA,120768,121505,NA,120665,120768,Flanker Task,50,26613,52,1024
96,96,512,512,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,52,0,0,0,52,0,52,0,52,0,0,0,52,52,NA,52,52,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,52,52,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,551,NA,34597,NA,NA,551,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,121509,35764,NA,NA,76863,1163,NA,NA,122537,1166,NA,NA,122638,123189,NA,122536,122638,Flanker Task,51,27164,53,1024
96,96,512,512,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,53,0,0,0,53,0,53,0,53,0,0,0,53,53,NA,53,53,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,53,53,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,496,NA,34597,NA,NA,496,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,123193,35764,NA,NA,76863,1163,NA,NA,124238,1166,NA,NA,124339,124836,NA,124236,124339,Flanker Task,52,27660,54,1024
96,96,512,512,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,54,0,0,0,54,0,54,0,54,0,0,0,54,54,NA,54,54,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,54,54,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,543,NA,34597,NA,NA,543,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,124840,35764,NA,NA,76863,1163,NA,NA,125870,1166,NA,NA,125971,126514,NA,125867,125971,Flanker Task,53,28203,55,1024
96,96,512,512,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,55,0,0,0,55,0,55,0,55,0,0,0,55,55,NA,55,55,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,55,55,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,482,NA,34597,NA,NA,482,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,126518,35764,NA,NA,76863,1163,NA,NA,127548,1166,NA,NA,127649,128132,NA,127546,127649,Flanker Task,54,28685,56,1024
96,96,512,512,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,56,0,0,0,56,0,56,0,56,0,0,0,56,56,NA,56,56,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,56,56,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,552,NA,34597,NA,NA,552,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,128136,35764,NA,NA,76863,1163,NA,NA,129167,1166,NA,NA,129270,129822,NA,129165,129269,Flanker Task,55,29237,57,1024
96,96,512,512,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,57,0,0,0,57,0,57,0,57,0,0,0,57,57,NA,57,57,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,57,57,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,469,NA,34597,NA,NA,469,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,129826,35764,NA,NA,76863,1163,NA,NA,130856,1166,NA,NA,130957,131427,NA,130854,130957,Flanker Task,56,29706,58,1024
96,96,511,511,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,58,0,0,0,58,0,58,0,58,0,0,0,58,58,NA,58,58,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,58,58,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,497,NA,34597,NA,NA,497,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,131431,35764,NA,NA,76863,1163,NA,NA,132461,1166,NA,NA,132563,133060,NA,132459,132563,Flanker Task,57,30203,59,1024
96,96,511,511,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,59,0,0,0,59,0,59,0,59,0,0,0,59,59,NA,59,59,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,59,59,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,459,NA,34597,NA,NA,459,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,133065,35764,NA,NA,76863,1163,NA,NA,134091,1166,NA,NA,134192,134651,NA,134090,134192,Flanker Task,58,30662,60,1024
96,96,510,510,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,60,0,0,0,60,0,60,0,60,0,0,0,60,60,NA,60,60,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,60,60,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,450,NA,34597,NA,NA,450,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,134655,35764,NA,NA,76863,1163,NA,NA,135691,1166,NA,NA,135792,136243,NA,135689,135792,Flanker Task,59,31112,61,1024
96,96,510,510,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,61,0,0,0,61,0,61,0,61,0,0,0,61,61,NA,61,61,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,61,61,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,509,NA,34597,NA,NA,509,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,136247,35764,NA,NA,76863,1163,NA,NA,137280,1166,NA,NA,137381,137890,NA,137278,137381,Flanker Task,60,31621,62,1024
96,96,509,509,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,62,0,0,0,62,0,62,0,62,0,0,0,62,62,NA,62,62,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,62,62,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,490,NA,34597,NA,NA,490,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,137894,35764,NA,NA,76863,1163,NA,NA,138924,1166,NA,NA,139025,139515,NA,138922,139025,Flanker Task,61,32111,63,1024
96,96,510,510,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,63,0,0,0,63,0,63,0,63,0,0,0,63,63,NA,63,63,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,63,63,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,591,NA,34597,NA,NA,591,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,139520,35764,NA,NA,76863,1163,NA,NA,140549,1166,NA,NA,140650,141242,NA,140548,140650,Flanker Task,62,32702,64,1024
96,96,512,512,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,64,0,0,0,64,0,64,0,64,0,0,0,64,64,NA,64,64,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,64,64,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,580,NA,34597,NA,NA,580,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,141246,35764,NA,NA,76863,1163,NA,NA,142279,1166,NA,NA,142380,142961,NA,142277,142380,Flanker Task,63,33282,65,1024
96,96,512,512,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,65,0,0,0,65,0,65,0,65,0,0,0,65,65,NA,65,65,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,65,65,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,543,NA,34597,NA,NA,543,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,142965,35764,NA,NA,76863,1163,NA,NA,143992,1166,NA,NA,144093,144637,NA,143990,144093,Flanker Task,64,33825,66,1024
97,97,513,513,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,66,0,0,0,66,0,66,0,66,0,0,0,66,66,NA,66,66,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,66,66,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,554,NA,34597,NA,NA,554,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,144639,35764,NA,NA,76863,1163,NA,NA,145670,1166,NA,NA,145771,146326,NA,145668,145771,Flanker Task,65,34379,67,1024
97,97,515,515,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,67,0,0,0,67,0,67,0,67,0,0,0,67,67,NA,67,67,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,67,67,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,701,NA,34597,NA,NA,701,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,146330,35764,NA,NA,76863,1163,NA,NA,147363,1166,NA,NA,147464,148166,NA,147361,147464,Flanker Task,66,35080,68,1024
97,97,518,518,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,68,0,0,0,68,0,68,0,68,0,0,0,68,68,NA,68,68,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,68,68,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,695,NA,34597,NA,NA,695,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,148170,35764,NA,NA,76863,1163,NA,NA,149201,1166,NA,NA,149302,149998,NA,149199,149302,Flanker Task,67,35775,69,1024
97,97,519,519,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,69,0,0,0,69,0,69,0,69,0,0,0,69,69,NA,69,69,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,69,69,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,566,NA,34597,NA,NA,566,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,150002,35764,NA,NA,76863,1163,NA,NA,151031,1166,NA,NA,151132,151699,NA,151029,151132,Flanker Task,68,36341,70,1024
97,97,518,518,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,70,0,0,0,70,0,70,0,70,0,0,0,70,70,NA,70,70,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,70,70,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,445,NA,34597,NA,NA,445,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,151703,35764,NA,NA,76863,1163,NA,NA,152731,1166,NA,NA,152832,153277,NA,152729,152832,Flanker Task,69,36786,71,1024
97,97,517,517,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,71,0,0,0,71,0,71,0,71,0,0,0,71,71,NA,71,71,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,71,71,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,455,NA,34597,NA,NA,455,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,153281,35764,NA,NA,76863,1163,NA,NA,154310,1166,NA,NA,154411,154867,NA,154309,154411,Flanker Task,70,37241,72,1024
97,97,517,517,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,72,0,0,0,72,0,72,0,72,0,0,0,72,72,NA,72,72,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,72,72,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,532,NA,34597,NA,NA,532,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,154871,35764,NA,NA,76863,1163,NA,NA,155898,1166,NA,NA,155999,156532,NA,155895,155999,Flanker Task,71,37773,73,1024
97,97,515,515,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,73,0,0,0,73,0,73,0,73,0,0,0,73,73,NA,73,73,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,73,73,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,372,NA,34597,NA,NA,372,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,156536,35764,NA,NA,76863,1163,NA,NA,157567,1166,NA,NA,157668,158041,NA,157565,157668,Flanker Task,72,38145,74,1024
