acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,condition,correct,correct_instructions1,correct_keyboard_response,correct_response,count_ISI,count_block1,count_block2,count_block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_new_sketchpad,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_new_sketchpad,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,response_time_new_sketchpad,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ISI,time_block1,time_block2,time_block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_new_sketchpad,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,width
97,97,439,439,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,74,0,0,0,74,0,74,0,74,0,0,0,74,74,NA,74,74,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,74,74,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,526,NA,2308,NA,NA,526,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,120735,4092,NA,NA,96125,1780,NA,NA,121778,1783,NA,NA,121880,122407,NA,121776,121880,Flanker Task,73,32927,75,1024
97,97,438,438,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,75,0,0,0,75,0,75,0,75,0,0,0,75,75,NA,75,75,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,75,75,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,434,NA,2308,NA,NA,434,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,122411,4092,NA,NA,96125,1780,NA,NA,123440,1783,NA,NA,123541,123976,NA,123439,123541,Flanker Task,74,33361,76,1024
97,97,439,439,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,76,0,0,0,76,0,76,0,76,0,0,0,76,76,NA,76,76,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,76,76,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,457,NA,2308,NA,NA,457,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,123980,4092,NA,NA,96125,1780,NA,NA,125012,1783,NA,NA,125113,125571,NA,125010,125113,Flanker Task,75,33818,77,1024
97,97,438,438,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,77,0,0,0,77,0,77,0,77,0,0,0,77,77,NA,77,77,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,77,77,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,384,NA,2308,NA,NA,384,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,125575,4092,NA,NA,96125,1780,NA,NA,126606,1783,NA,NA,126707,127091,NA,126604,126707,Flanker Task,76,34202,78,1024
97,97,440,440,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,78,0,0,0,78,0,78,0,78,0,0,0,78,78,NA,78,78,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,78,78,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,570,NA,2308,NA,NA,570,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,127095,4092,NA,NA,96125,1780,NA,NA,128122,1783,NA,NA,128224,128794,NA,128120,128224,Flanker Task,77,34772,79,1024
97,97,440,440,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,79,0,0,0,79,0,79,0,79,0,0,0,79,79,NA,79,79,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,79,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,459,NA,2308,NA,NA,459,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,128798,4092,NA,NA,96125,1780,NA,NA,129826,1783,NA,NA,129927,130387,NA,129824,129927,Flanker Task,78,35231,80,1024
97,97,441,441,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,80,0,0,0,80,0,80,0,80,0,0,0,80,80,NA,80,80,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,0,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,541,NA,2308,27822,NA,541,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,130390,4092,159214,NA,96125,1780,NA,NA,159255,1783,131391,NA,159356,159897,NA,159253,159356,Flanker Task,79,35772,81,1024
97,97,440,440,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,81,0,0,0,81,0,81,0,81,0,0,0,81,81,NA,81,81,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,1,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,364,NA,2308,27822,NA,364,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,159901,4092,159214,NA,96125,1780,NA,NA,160933,1783,131391,NA,161034,161399,NA,160930,161034,Flanker Task,80,36136,82,1024
97,97,440,440,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,82,0,0,0,82,0,82,0,82,0,0,0,82,82,NA,82,82,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,2,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,430,NA,2308,27822,NA,430,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,161402,4092,159214,NA,96125,1780,NA,NA,162428,1783,131391,NA,162530,162960,NA,162427,162530,Flanker Task,81,36566,83,1024
97,97,440,440,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,83,0,0,0,83,0,83,0,83,0,0,0,83,83,NA,83,83,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,3,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,437,NA,2308,27822,NA,437,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,162965,4092,159214,NA,96125,1780,NA,NA,163998,1783,131391,NA,164099,164536,NA,163996,164099,Flanker Task,82,37003,84,1024
97,97,440,440,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,84,0,0,0,84,0,84,0,84,0,0,0,84,84,NA,84,84,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,4,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,454,NA,2308,27822,NA,454,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,164540,4092,159214,NA,96125,1780,NA,NA,165570,1783,131391,NA,165671,166125,NA,165568,165671,Flanker Task,83,37457,85,1024
97,97,440,440,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,85,0,0,0,85,0,85,0,85,0,0,0,85,85,NA,85,85,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,5,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,414,NA,2308,27822,NA,414,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,166129,4092,159214,NA,96125,1780,NA,NA,167158,1783,131391,NA,167259,167674,NA,167156,167259,Flanker Task,84,37871,86,1024
97,97,439,439,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,86,0,0,0,86,0,86,0,86,0,0,0,86,86,NA,86,86,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,6,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,359,NA,2308,27822,NA,359,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,167678,4092,159214,NA,96125,1780,NA,NA,168710,1783,131391,NA,168811,169171,NA,168707,168811,Flanker Task,85,38230,87,1024
97,97,439,439,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,87,0,0,0,87,0,87,0,87,0,0,0,87,87,NA,87,87,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,7,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,422,NA,2308,27822,NA,422,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,169173,4092,159214,NA,96125,1780,NA,NA,170205,1783,131391,NA,170306,170729,NA,170203,170306,Flanker Task,86,38652,88,1024
97,97,438,438,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,88,0,0,0,88,0,88,0,88,0,0,0,88,88,NA,88,88,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,8,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,383,NA,2308,27822,NA,383,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,170734,4092,159214,NA,96125,1780,NA,NA,171766,1783,131391,NA,171867,172251,NA,171764,171867,Flanker Task,87,39035,89,1024
97,97,438,438,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,89,0,0,0,89,0,89,0,89,0,0,0,89,89,NA,89,89,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,9,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,389,NA,2308,27822,NA,389,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,172255,4092,159214,NA,96125,1780,NA,NA,173296,1783,131391,NA,173397,173787,NA,173294,173397,Flanker Task,88,39424,90,1024
97,97,437,437,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,90,0,0,0,90,0,90,0,90,0,0,0,90,90,NA,90,90,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,10,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,350,NA,2308,27822,NA,350,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,173790,4092,159214,NA,96125,1780,NA,NA,174830,1783,131391,NA,174932,175283,NA,174827,174932,Flanker Task,89,39774,91,1024
97,97,435,435,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,91,0,0,0,91,0,91,0,91,0,0,0,91,91,NA,91,91,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,11,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,336,NA,2308,27822,NA,336,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,175287,4092,159214,NA,96125,1780,NA,NA,176318,1783,131391,NA,176419,176757,NA,176316,176419,Flanker Task,90,40110,92,1024
97,97,436,436,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,92,0,0,0,92,0,92,0,92,0,0,0,92,92,NA,92,92,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,12,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,439,NA,2308,27822,NA,439,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,176760,4092,159214,NA,96125,1780,NA,NA,177789,1783,131391,NA,177890,178330,NA,177787,177890,Flanker Task,91,40549,93,1024
97,97,435,435,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,93,0,0,0,93,0,93,0,93,0,0,0,93,93,NA,93,93,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,13,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,431,NA,2308,27822,NA,431,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,178334,4092,159214,NA,96125,1780,NA,NA,179368,1783,131391,NA,179470,179902,NA,179366,179470,Flanker Task,92,40980,94,1024
97,97,435,435,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,94,0,0,0,94,0,94,0,94,0,0,0,94,94,NA,94,94,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,14,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,402,NA,2308,27822,NA,402,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,179906,4092,159214,NA,96125,1780,NA,NA,180936,1783,131391,NA,181037,181440,NA,180935,181037,Flanker Task,93,41382,95,1024
97,97,434,434,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,95,0,0,0,95,0,95,0,95,0,0,0,95,95,NA,95,95,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,15,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,354,NA,2308,27822,NA,354,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,181442,4092,159214,NA,96125,1780,NA,NA,182480,1783,131391,NA,182581,182935,NA,182478,182581,Flanker Task,94,41736,96,1024
97,97,433,433,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,96,0,0,0,96,0,96,0,96,0,0,0,96,96,NA,96,96,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,16,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,326,NA,2308,27822,NA,326,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,182939,4092,159214,NA,96125,1780,NA,NA,183964,1783,131391,NA,184065,184392,NA,183962,184065,Flanker Task,95,42062,97,1024
97,97,433,433,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,97,0,0,0,97,0,97,0,97,0,0,0,97,97,NA,97,97,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,17,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,434,NA,2308,27822,NA,434,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,184396,4092,159214,NA,96125,1780,NA,NA,185427,1783,131391,NA,185528,185963,NA,185426,185528,Flanker Task,96,42496,98,1024
97,97,433,433,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,98,0,0,0,98,0,98,0,98,0,0,0,98,98,NA,98,98,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,18,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,397,NA,2308,27822,NA,397,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,185966,4092,159214,NA,96125,1780,NA,NA,187007,1783,131391,NA,187108,187506,NA,187006,187108,Flanker Task,97,42893,99,1024
98,98,432,432,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,99,0,0,0,99,0,99,0,99,0,0,0,99,99,NA,99,99,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,19,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,406,NA,2308,27822,NA,406,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,187509,4092,159214,NA,96125,1780,NA,NA,188538,1783,131391,NA,188640,189047,NA,188536,188639,Flanker Task,98,43299,100,1024
98,98,431,431,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,100,0,0,0,100,0,100,0,100,0,0,0,100,100,NA,100,100,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,20,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,307,NA,2308,27822,NA,307,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,189051,4092,159214,NA,96125,1780,NA,NA,190078,1783,131391,NA,190179,190487,NA,190076,190179,Flanker Task,99,43606,101,1024
97,97,431,431,black,legacy,legacy,legacy,incongruent,0,undefined,0,s,101,0,0,0,101,0,101,0,101,0,0,0,101,101,NA,101,101,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,21,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,399,NA,2308,27822,NA,399,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,190492,4092,159214,NA,96125,1780,NA,NA,191523,1783,131391,NA,191624,192025,NA,191521,191624,Flanker Task,99,44005,102,1024
97,97,431,431,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,102,0,0,0,102,0,102,0,102,0,0,0,102,102,NA,102,102,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,22,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,431,NA,2308,27822,NA,431,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,192530,4092,159214,NA,192029,1780,NA,NA,193562,1783,131391,NA,193663,194095,NA,193560,193663,Flanker Task,100,44436,103,1024
97,97,430,430,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,103,0,0,0,103,0,103,0,103,0,0,0,103,103,NA,103,103,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,23,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,386,NA,2308,27822,NA,386,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,194099,4092,159214,NA,192029,1780,NA,NA,195126,1783,131391,NA,195227,195613,NA,195124,195227,Flanker Task,101,44822,104,1024
97,97,430,430,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,104,0,0,0,104,0,104,0,104,0,0,0,104,104,NA,104,104,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,24,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,357,NA,2308,27822,NA,357,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,195619,4092,159214,NA,192029,1780,NA,NA,196650,1783,131391,NA,196751,197110,NA,196648,196751,Flanker Task,102,45179,105,1024
97,97,430,430,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,105,0,0,0,105,0,105,0,105,0,0,0,105,105,NA,105,105,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,25,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,444,NA,2308,27822,NA,444,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,197113,4092,159214,NA,192029,1780,NA,NA,198144,1783,131391,NA,198246,198691,NA,198141,198246,Flanker Task,103,45623,106,1024
97,97,429,429,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,106,0,0,0,106,0,106,0,106,0,0,0,106,106,NA,106,106,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,26,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,348,NA,2308,27822,NA,348,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,198695,4092,159214,NA,192029,1780,NA,NA,199725,1783,131391,NA,199826,200175,NA,199724,199826,Flanker Task,104,45971,107,1024
97,97,429,429,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,107,0,0,0,107,0,107,0,107,0,0,0,107,107,NA,107,107,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,27,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,422,NA,2308,27822,NA,422,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,200180,4092,159214,NA,192029,1780,NA,NA,201221,1783,131391,NA,201322,201745,NA,201219,201322,Flanker Task,105,46393,108,1024
97,97,429,429,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,108,0,0,0,108,0,108,0,108,0,0,0,108,108,NA,108,108,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,28,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,393,NA,2308,27822,NA,393,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,201749,4092,159214,NA,192029,1780,NA,NA,202783,1783,131391,NA,202884,203278,NA,202780,202884,Flanker Task,106,46786,109,1024
97,97,428,428,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,109,0,0,0,109,0,109,0,109,0,0,0,109,109,NA,109,109,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,29,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,380,NA,2308,27822,NA,380,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,203281,4092,159214,NA,192029,1780,NA,NA,204307,1783,131391,NA,204408,204789,NA,204305,204408,Flanker Task,107,47166,110,1024
97,97,428,428,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,110,0,0,0,110,0,110,0,110,0,0,0,110,110,NA,110,110,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,30,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,374,NA,2308,27822,NA,374,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,204792,4092,159214,NA,192029,1780,NA,NA,205817,1783,131391,NA,205918,206293,NA,205815,205918,Flanker Task,108,47540,111,1024
97,97,428,428,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,111,0,0,0,111,0,111,0,111,0,0,0,111,111,NA,111,111,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,31,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,429,NA,2308,27822,NA,429,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,206296,4092,159214,NA,192029,1780,NA,NA,207327,1783,131391,NA,207428,207858,NA,207326,207428,Flanker Task,109,47969,112,1024
