"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1","correct_keyboard_response","correct_response","count_ISI","count_block1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_fixation","count_getting_started","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_new_sketchpad","count_sequence","count_stimulus","count_welcome","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_new_sketchpad","response_time","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_new_sketchpad","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_ISI","time_block1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_fixation","time_getting_started","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_new_sketchpad","time_sequence","time_stimulus","time_welcome","title","total_correct","total_response_time","total_responses","width"
"90","90","741","741","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","20","0","0","0","20","0","20","20","NA","0","0","0","20","20","0","20","20","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","20","20","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","857.0","51568","NA","NA","857","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","98077","59404","NA","NA","91910","7812","NA","99177","NA","7835","NA","NA","99279","100137","NA","99175","99278","NA","Flanker Task ","19","15566.0","21","1024"
"90","90","734","734","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","21","0","0","0","21","0","21","21","NA","0","0","0","21","21","0","21","21","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","21","21","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","587.0","51568","NA","NA","587","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","100142","59404","NA","NA","91910","7812","NA","101218","NA","7835","NA","NA","101319","101907","NA","101216","101319","NA","Flanker Task ","20","16153.0","22","1024"
"91","91","730","730","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","22","0","0","0","22","0","22","22","NA","0","0","0","22","22","0","22","22","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","22","22","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","651.0","51568","NA","NA","651","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","101912","59404","NA","NA","91910","7812","NA","103000","NA","7835","NA","NA","103102","103754","NA","102998","103102","NA","Flanker Task ","21","16804.0","23","1024"
"91","91","741","741","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","23","0","0","0","23","0","23","23","NA","0","0","0","23","23","0","23","23","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","23","23","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","986.0","51568","NA","NA","986","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","103758","59404","NA","NA","91910","7812","NA","104841","NA","7835","NA","NA","104944","105931","NA","104839","104944","NA","Flanker Task ","22","17790.0","24","1024"
"92","92","744","744","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","24","0","0","0","24","0","24","24","NA","0","0","0","24","24","0","24","24","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","24","24","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","831.0","51568","NA","NA","831","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","105935","59404","NA","NA","91910","7812","NA","107020","NA","7835","NA","NA","107122","107954","NA","107018","107122","NA","Flanker Task ","23","18621.0","25","1024"
"92","92","736","736","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","25","0","0","0","25","0","25","25","NA","0","0","0","25","25","0","25","25","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","25","25","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","517.0","51568","NA","NA","517","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","107959","59404","NA","NA","91910","7812","NA","109039","NA","7835","NA","NA","109142","109660","NA","109037","109141","NA","Flanker Task ","24","19138.0","26","1024"
"92","92","729","729","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","26","0","0","0","26","0","26","26","NA","0","0","0","26","26","0","26","26","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","26","26","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","554.0","51568","NA","NA","554","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","109666","59404","NA","NA","91910","7812","NA","110740","NA","7835","NA","NA","110841","111395","NA","110738","110841","NA","Flanker Task ","25","19692.0","27","1024"
"92","92","723","723","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","27","0","0","0","27","0","27","27","NA","0","0","0","27","27","0","27","27","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","27","27","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","558.0","51568","NA","NA","558","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","111400","59404","NA","NA","91910","7812","NA","112476","NA","7835","NA","NA","112578","113137","NA","112474","112577","NA","Flanker Task ","26","20250.0","28","1024"
"93","93","723","723","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","28","0","0","0","28","0","28","28","NA","0","0","0","28","28","0","28","28","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","28","28","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","727.0","51568","NA","NA","727","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","113143","59404","NA","NA","91910","7812","NA","114224","NA","7835","NA","NA","114326","115054","NA","114222","114325","NA","Flanker Task ","27","20977.0","29","1024"
"93","93","721","721","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","29","0","0","0","29","0","29","29","NA","0","0","0","29","29","0","29","29","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","29","29","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","672.0","51568","NA","NA","672","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","115057","59404","NA","NA","91910","7812","NA","116153","NA","7835","NA","NA","116255","116928","NA","116151","116255","NA","Flanker Task ","28","21649.0","30","1024"
"93","93","716","716","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","30","0","0","0","30","0","30","30","NA","0","0","0","30","30","0","30","30","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","30","30","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","576.0","51568","NA","NA","576","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","116934","59404","NA","NA","91910","7812","NA","118019","NA","7835","NA","NA","118121","118698","NA","118017","118121","NA","Flanker Task ","29","22225.0","31","1024"
"93","93","718","718","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","31","0","0","0","31","0","31","31","NA","0","0","0","31","31","0","31","31","NA","Sat Sep 16 21:21:51 2023","1500","The main experiment item","True","FlankerTask.osexp","C:/Users/backs/OneDrive/Documents","False","mono","False","18","no","white","no","yes","768","legacy","31","31","C:/Users/backs/OneDrive/Documents/BZ-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","780.0","51568","NA","NA","780","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","118702","59404","NA","NA","91910","7812","NA","119794","NA","7835","NA","NA","119897","120678","NA","119792","119896","NA","Flanker Task ","30","23005.0","32","1024"
