acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_new_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ErrorFeedback,count_Faster,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Stimulus,count_experiment,count_new_keyboard_response,count_new_logger,count_new_sequence,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_new_keyboard_response,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_new_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ErrorFeedback,time_Faster,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Stimulus,time_experiment,time_new_keyboard_response,time_new_logger,time_new_sequence,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
96.77419355,96.77419355,492.8709677,492.8709677,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,30,30,0,30,30,0,0,0,30,0,30,30,30,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,30,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,358,NA,2395,NA,NA,358,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,14659,NA,NA,41127,NA,NA,106753,104578,12262,NA,NA,106859,12237,106859,107218,106728,Flanker Task ,30,15279,31,yes,1024
96.875,96.875,490.75,490.75,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,31,31,0,31,31,0,0,0,31,0,31,31,31,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,31,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,425,NA,2395,NA,NA,425,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,14659,NA,NA,41127,NA,NA,109590,107536,12262,NA,NA,109696,12237,109696,110122,109567,Flanker Task ,31,15704,32,yes,1024
96.96969697,96.96969697,490.030303,490.030303,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,32,32,0,32,32,0,0,0,32,0,32,32,32,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,32,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,467,NA,2395,NA,NA,467,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,14659,NA,NA,41127,NA,NA,112613,110204,12262,NA,NA,112718,12237,112718,113186,112588,Flanker Task ,32,16171,33,yes,1024
97.05882353,97.05882353,488.4411765,488.4411765,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,33,33,0,33,33,0,0,0,33,0,33,33,33,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,33,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,436,NA,2395,NA,NA,436,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,14659,NA,NA,41127,NA,NA,115521,113437,12262,NA,NA,115630,12237,115630,116067,115496,Flanker Task ,33,16607,34,yes,1024
97.14285714,97.14285714,486.5714286,486.5714286,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,34,34,0,34,34,0,0,0,34,0,34,34,34,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,34,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,423,NA,2395,NA,NA,423,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,14659,NA,NA,41127,NA,NA,118244,116191,12262,NA,NA,118351,12237,118351,118774,118220,Flanker Task ,34,17030,35,yes,1024
97.22222222,97.22222222,483.4722222,483.4722222,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,35,35,0,35,35,0,0,0,35,0,35,35,35,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,35,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,375,NA,2395,NA,NA,375,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,14659,NA,NA,41127,NA,NA,121289,119204,12262,NA,NA,121395,12237,121395,121771,121265,Flanker Task ,35,17405,36,yes,1024
97.2972973,97.2972973,483.0810811,483.0810811,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,36,36,0,36,36,0,0,0,36,0,36,36,36,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,36,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,469,NA,2395,NA,NA,469,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,14659,NA,NA,41127,NA,NA,123947,121921,12262,NA,NA,124053,12237,124053,124524,123923,Flanker Task ,36,17874,37,yes,1024
97.36842105,97.36842105,482.2368421,482.2368421,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,37,37,0,37,37,0,0,0,37,0,37,37,37,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,37,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,451,NA,2395,NA,NA,451,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,14659,NA,NA,41127,NA,NA,126968,124707,12262,NA,NA,127074,12237,127074,127526,126944,Flanker Task ,37,18325,38,yes,1024
97.43589744,97.43589744,479.974359,479.974359,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,38,38,0,38,38,0,0,0,38,0,38,38,38,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,38,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,394,NA,2395,NA,NA,394,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,14659,NA,NA,41127,NA,NA,129819,127689,12262,NA,NA,129925,12237,129925,130320,129795,Flanker Task ,38,18719,39,yes,1024
97.5,97.5,479.7,479.7,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,39,39,0,39,39,0,0,0,39,0,39,39,39,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,39,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,469,NA,2395,NA,NA,469,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,14659,NA,NA,41127,NA,NA,133068,130629,12262,NA,NA,133173,12237,133174,133644,133044,Flanker Task ,39,19188,40,yes,1024
97.56097561,97.56097561,478.3414634,478.3414634,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,40,40,0,40,40,0,0,0,40,0,40,40,40,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,40,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,424,NA,2395,NA,NA,424,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,14659,NA,NA,41127,NA,NA,136026,133981,12262,NA,NA,136132,12237,136133,136558,136003,Flanker Task ,40,19612,41,yes,1024
97.61904762,97.61904762,477.7857143,477.7857143,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,41,41,0,41,41,0,0,0,41,0,41,41,41,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,41,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,455,NA,2395,NA,NA,455,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,14659,NA,NA,41127,NA,NA,139118,137005,12262,NA,NA,139225,12237,139225,139680,139094,Flanker Task ,41,20067,42,yes,1024
97.6744186,97.6744186,487.255814,487.255814,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,42,42,0,42,42,0,0,0,42,0,42,42,42,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,42,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,885,NA,2395,NA,NA,885,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,14659,NA,NA,41127,NA,NA,142000,139920,12262,NA,NA,142107,12237,142107,142993,141977,Flanker Task ,42,20952,43,yes,1024
95.45454545,95.45454545,485,485,black,xpyriment,legacy,legacy,0,Incongruent,uniform,0,undefined,0,h,0,0,0,43,43,0,43,43,0,0,0,43,0,43,43,43,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,43,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,388,NA,2395,NA,NA,388,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,14659,NA,NA,41127,NA,NA,145215,143040,12262,NA,NA,145320,12237,145320,145709,145190,Flanker Task ,42,21340,44,yes,1024
95.55555556,95.55555556,486.6222222,486.6222222,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,44,44,0,44,44,0,0,0,44,0,44,44,44,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,44,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,558,NA,2395,NA,NA,558,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,14659,NA,NA,145817,NA,NA,148492,146323,12262,NA,NA,148599,12237,148599,149158,148468,Flanker Task ,43,21898,45,yes,1024
95.65217391,95.65217391,486.0217391,486.0217391,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,45,45,0,45,45,0,0,0,45,0,45,45,45,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,45,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,459,NA,2395,NA,NA,459,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,14659,NA,NA,145817,NA,NA,151522,149357,12262,NA,NA,151630,12237,151630,152090,151499,Flanker Task ,44,22357,46,yes,1024
95.74468085,95.74468085,485.5957447,485.5957447,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,46,46,0,46,46,0,0,0,46,0,46,46,46,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,46,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,466,NA,2395,NA,NA,466,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,14659,NA,NA,145817,NA,NA,154558,152414,12262,NA,NA,154663,12237,154663,155130,154534,Flanker Task ,45,22823,47,yes,1024
95.83333333,95.83333333,484.0625,484.0625,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,47,47,0,47,47,0,0,0,47,0,47,47,47,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,47,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,412,NA,2395,NA,NA,412,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,14659,NA,NA,145817,NA,NA,157503,155424,12262,NA,NA,157608,12237,157608,158021,157479,Flanker Task ,46,23235,48,yes,1024
95.91836735,95.91836735,483.9591837,483.9591837,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,48,48,0,48,48,0,0,0,48,0,48,48,48,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,48,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,479,NA,2395,NA,NA,479,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,14659,NA,NA,145817,NA,NA,160702,158250,12262,NA,NA,160810,12237,160810,161290,160679,Flanker Task ,47,23714,49,yes,1024
96,96,484.16,484.16,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,49,49,0,49,49,0,0,0,49,0,49,49,49,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,49,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,494,NA,2395,NA,NA,494,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,14659,NA,NA,145817,NA,NA,163500,161450,12262,NA,NA,163606,12237,163606,164100,163477,Flanker Task ,48,24208,50,yes,1024
96.07843137,96.07843137,483.2941176,483.2941176,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,50,50,0,50,50,0,0,0,50,0,50,50,50,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,50,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,440,NA,2395,NA,NA,440,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,14659,NA,NA,145817,NA,NA,166396,164345,12262,NA,NA,166504,12237,166504,166945,166371,Flanker Task ,49,24648,51,yes,1024
96.15384615,96.15384615,482.25,482.25,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,51,51,0,51,51,0,0,0,51,0,51,51,51,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,51,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,429,NA,2395,NA,NA,429,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,14659,NA,NA,145817,NA,NA,169346,167330,12262,NA,NA,169453,12237,169453,169883,169322,Flanker Task ,50,25077,52,yes,1024
96.22641509,96.22641509,484.6603774,484.6603774,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,52,52,0,52,52,0,0,0,52,0,52,52,52,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,52,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,610,NA,2395,NA,NA,610,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,14659,NA,NA,145817,NA,NA,172231,170215,12262,NA,NA,172339,12237,172339,172950,172206,Flanker Task ,51,25687,53,yes,1024
96.2962963,96.2962963,487.6666667,487.6666667,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,53,53,0,53,53,0,0,0,53,0,53,53,53,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,53,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,647,NA,2395,NA,NA,647,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,14659,NA,NA,145817,NA,NA,175812,173247,12262,NA,NA,175919,12237,175919,176567,175787,Flanker Task ,52,26334,54,yes,1024
96.36363636,96.36363636,486.8545455,486.8545455,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,54,54,0,54,54,0,0,0,54,0,54,54,54,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,54,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,443,NA,2395,NA,NA,443,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,14659,NA,NA,145817,NA,NA,178987,176694,12262,NA,NA,179094,12237,179094,179538,178961,Flanker Task ,53,26777,55,yes,1024
96.42857143,96.42857143,487.2857143,487.2857143,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,55,55,0,55,55,0,0,0,55,0,55,55,55,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,55,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,511,NA,2395,NA,NA,511,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,14659,NA,NA,145817,NA,NA,181824,179786,12262,NA,NA,181932,12237,181932,182444,181800,Flanker Task ,54,27288,56,yes,1024
96.49122807,96.49122807,487,487,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,56,56,0,56,56,0,0,0,56,0,56,56,56,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,56,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,471,NA,2395,NA,NA,471,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,14659,NA,NA,145817,NA,NA,184915,182725,12262,NA,NA,185022,12237,185022,185494,184892,Flanker Task ,55,27759,57,yes,1024
96.55172414,96.55172414,486.6896552,486.6896552,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,57,57,0,57,57,0,0,0,57,0,57,57,57,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,57,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,469,NA,2395,NA,NA,469,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,14659,NA,NA,145817,NA,NA,187705,185704,12262,NA,NA,187812,12237,187812,188282,187681,Flanker Task ,56,28228,58,yes,1024
96.61016949,96.61016949,488.2542373,488.2542373,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,58,58,0,58,58,0,0,0,58,0,58,58,58,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,58,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,579,NA,2395,NA,NA,579,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,14659,NA,NA,145817,NA,NA,190714,188651,12262,NA,NA,190820,12237,190820,191400,190690,Flanker Task ,57,28807,59,yes,1024
96.66666667,96.66666667,487.5666667,487.5666667,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,59,59,0,59,59,0,0,0,59,0,59,59,59,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,59,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,447,NA,2395,NA,NA,447,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,14659,NA,NA,145817,NA,NA,193791,191758,12262,NA,NA,193897,12237,193897,194345,193767,Flanker Task ,58,29254,60,yes,1024
96.72131148,96.72131148,489.9508197,489.9508197,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,60,60,0,60,60,0,0,0,60,0,60,60,60,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,60,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,633,NA,2395,NA,NA,633,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,14659,NA,NA,145817,NA,NA,196762,194722,12262,NA,NA,196868,12237,196869,197503,196739,Flanker Task ,59,29887,61,yes,1024
96.77419355,96.77419355,489.6774194,489.6774194,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,61,61,0,61,61,0,0,0,61,0,61,61,61,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,61,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,473,NA,2395,NA,NA,473,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,14659,NA,NA,145817,NA,NA,199861,197824,12262,NA,NA,199967,12237,199967,200442,199837,Flanker Task ,60,30360,62,yes,1024
96.82539683,96.82539683,488,488,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,62,62,0,62,62,0,0,0,62,0,62,62,62,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,62,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,384,NA,2395,NA,NA,384,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,14659,NA,NA,145817,NA,NA,202572,200548,12262,NA,NA,202679,12237,202679,203064,202547,Flanker Task ,61,30744,63,yes,1024
96.875,96.875,487.25,487.25,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,63,63,0,63,63,0,0,0,63,0,63,63,63,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,63,63,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,440,NA,2395,NA,NA,440,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,14659,NA,NA,145817,NA,NA,205563,203515,12262,NA,NA,205670,12237,205670,206112,205540,Flanker Task ,62,31184,64,yes,1024
96.92307692,96.92307692,485.9384615,485.9384615,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,64,64,0,64,64,0,0,0,64,0,64,64,64,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,64,64,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,402,NA,2395,NA,NA,402,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,14659,NA,NA,145817,NA,NA,208219,206169,12262,NA,NA,208326,12237,208326,208729,208196,Flanker Task ,63,31586,65,yes,1024
96.96969697,96.96969697,485.6212121,485.6212121,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,65,65,0,65,65,0,0,0,65,0,65,65,65,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,65,65,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,465,NA,2395,NA,NA,465,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,14659,NA,NA,145817,NA,NA,211011,208930,12262,NA,NA,211117,12237,211117,211584,210986,Flanker Task ,64,32051,66,yes,1024
97.01492537,97.01492537,484.6268657,484.6268657,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,66,66,0,66,66,0,0,0,66,0,66,66,66,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,66,66,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,419,NA,2395,NA,NA,419,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,14659,NA,NA,145817,NA,NA,214105,211939,12262,NA,NA,214212,12237,214212,214633,214080,Flanker Task ,65,32470,67,yes,1024
97.05882353,97.05882353,483.4117647,483.4117647,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,67,67,0,67,67,0,0,0,67,0,67,67,67,9/26/19 11:20,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,67,67,C:/Users/hosan/Desktop/TB_subject-04.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,402,NA,2395,NA,NA,402,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,14659,NA,NA,145817,NA,NA,217039,214918,12262,NA,NA,217145,12237,217145,217548,217016,Flanker Task ,66,32872,68,yes,1024
