condition,Deadline,Stimulus,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Sequence,count_Stimulus,count_errorFeedback,count_experiment,count_faster,count_keyboard_response,count_logger,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboard_response,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Sequence,time_Stimulus,time_errorFeedback,time_experiment,time_faster,time_keyboard_response,time_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
Congruent,1500,HHHHH,88.88888889,88.88888889,949.0277778,949.0277778,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,35,35,0,0,0,35,35,35,0,35,35,35,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,35,35,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,857,NA,121334,NA,NA,857,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,202672,201606,4464,NA,NA,202669,202774,142270,4426,139099,202775,203633,Flanker Task,32,34165,36,yes,1024
Congruent,1500,SSSSS,89.18918919,89.18918919,942.1351351,942.1351351,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,36,36,0,0,0,36,36,36,0,36,36,36,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,36,36,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,694,NA,121334,NA,NA,694,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,204700,203638,4464,NA,NA,204697,204802,142270,4426,139099,204803,205498,Flanker Task,33,34859,37,yes,1024
Incongruent,1500,HHSHH,89.47368421,89.47368421,945.3421053,945.3421053,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,37,37,0,0,0,37,37,37,0,37,37,37,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,37,37,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,1064,NA,121334,NA,NA,1064,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,206564,205503,4464,NA,NA,206562,206667,142270,4426,139099,206667,207732,Flanker Task,34,35923,38,yes,1024
Incongruent,1500,SSHSS,89.74358974,89.74358974,943.7179487,943.7179487,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,38,38,0,0,0,38,38,38,0,38,38,38,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,38,38,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,882,NA,121334,NA,NA,882,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,208799,207736,4464,NA,NA,208796,208901,142270,4426,139099,208902,209785,Flanker Task,35,36805,39,yes,1024
Incongruent,1500,HHSHH,90,90,938.55,938.55,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,39,39,0,0,0,39,39,39,0,39,39,39,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,39,39,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,737,NA,121334,NA,NA,737,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,210853,209790,4464,NA,NA,210851,210955,142270,4426,139099,210955,211692,Flanker Task,36,37542,40,yes,1024
Incongruent,1500,HHSHH,90.24390244,90.24390244,933.3414634,933.3414634,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,40,40,0,0,0,40,40,40,0,40,40,40,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,40,40,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,725,NA,121334,NA,NA,725,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,212760,211697,4464,NA,NA,212757,212862,142270,4426,139099,212863,213588,Flanker Task,37,38267,41,yes,1024
Incongruent,1500,SSHSS,90.47619048,90.47619048,930.9285714,930.9285714,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,41,41,0,0,0,41,41,41,0,41,41,41,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,41,41,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,832,NA,121334,NA,NA,832,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,214656,213593,4464,NA,NA,214653,214758,142270,4426,139099,214758,215590,Flanker Task,38,39099,42,yes,1024
Congruent,1500,SSSSS,90.69767442,90.69767442,922.5813953,922.5813953,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,42,42,0,0,0,42,42,42,0,42,42,42,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,42,42,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,572,NA,121334,NA,NA,572,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,216658,215595,4464,NA,NA,216655,216760,142270,4426,139099,216761,217333,Flanker Task,39,39671,43,yes,1024
Congruent,1500,HHHHH,90.90909091,90.90909091,924.2045455,924.2045455,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,43,43,0,0,0,43,43,43,0,43,43,43,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,43,43,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,994,NA,121334,NA,NA,994,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,218400,217338,4464,NA,NA,218397,218502,142270,4426,139099,218503,219497,Flanker Task,40,40665,44,yes,1024
Incongruent,1500,HHSHH,91.11111111,91.11111111,918.8444444,918.8444444,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,44,44,0,0,0,44,44,44,0,44,44,44,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,44,44,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,683,NA,121334,NA,NA,683,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,220564,219502,4464,NA,NA,220561,220666,142270,4426,139099,220666,221350,Flanker Task,41,41348,45,yes,1024
Congruent,1500,SSSSS,91.30434783,91.30434783,919.2391304,919.2391304,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,45,45,0,0,0,45,45,45,0,45,45,45,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,45,45,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,937,NA,121334,NA,NA,937,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,222416,221354,4464,NA,NA,222414,222518,142270,4426,139099,222518,223456,Flanker Task,42,42285,46,yes,1024
Congruent,1500,HHHHH,91.4893617,91.4893617,919.4893617,919.4893617,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,46,46,0,0,0,46,46,46,0,46,46,46,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,46,46,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,931,NA,121334,NA,NA,931,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,224523,223461,4464,NA,NA,224521,224625,142270,4426,139099,224626,225558,Flanker Task,43,43216,47,yes,1024
Congruent,1500,HHHHH,89.58333333,89.58333333,912.875,912.875,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,0,47,47,0,0,0,47,47,47,0,47,47,47,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,47,47,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,602,NA,121334,NA,NA,602,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,226624,225563,4464,NA,NA,226622,226726,142270,4426,139099,226726,227329,Flanker Task,43,43818,48,yes,1024
Congruent,1500,SSSSS,89.79591837,89.79591837,911.8163265,911.8163265,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,48,48,0,0,0,48,48,48,0,48,48,48,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,48,48,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,861,NA,121334,NA,NA,861,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,228898,227837,4464,NA,NA,228896,229000,227334,4426,139099,229001,229863,Flanker Task,44,44679,49,yes,1024
Congruent,1500,SSSSS,90,90,902.38,902.38,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,49,49,0,0,0,49,49,49,0,49,49,49,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,49,49,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,440,NA,121334,NA,NA,440,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,230930,229868,4464,NA,NA,230928,231033,227334,4426,139099,231033,231474,Flanker Task,45,45119,50,yes,1024
Incongruent,1500,HHSHH,90.19607843,90.19607843,898.6078431,898.6078431,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,50,50,0,0,0,50,50,50,0,50,50,50,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,50,50,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,710,NA,121334,NA,NA,710,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,232540,231478,4464,NA,NA,232538,232642,227334,4426,139099,232642,233353,Flanker Task,46,45829,51,yes,1024
Incongruent,1500,HHSHH,90.38461538,90.38461538,897.9615385,897.9615385,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,51,51,0,0,0,51,51,51,0,51,51,51,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,51,51,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,865,NA,121334,NA,NA,865,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,234421,233358,4464,NA,NA,234418,234523,227334,4426,139099,234523,235389,Flanker Task,47,46694,52,yes,1024
Incongruent,1500,HHSHH,90.56603774,90.56603774,894.7358491,894.7358491,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,52,52,0,0,0,52,52,52,0,52,52,52,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,52,52,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,727,NA,121334,NA,NA,727,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,236455,235393,4464,NA,NA,236452,236557,227334,4426,139099,236558,237286,Flanker Task,48,47421,53,yes,1024
Congruent,1500,HHHHH,90.74074074,90.74074074,894.0925926,894.0925926,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,53,53,0,0,0,53,53,53,0,53,53,53,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,53,53,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,860,NA,121334,NA,NA,860,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,238352,237290,4464,NA,NA,238350,238454,227334,4426,139099,238454,239315,Flanker Task,49,48281,54,yes,1024
Incongruent,1500,SSHSS,90.90909091,90.90909091,896.9818182,896.9818182,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,54,54,0,0,0,54,54,54,0,54,54,54,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,54,54,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,1053,NA,121334,NA,NA,1053,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,240381,239319,4464,NA,NA,240379,240483,227334,4426,139099,240483,241537,Flanker Task,50,49334,55,yes,1024
Incongruent,1500,SSHSS,91.07142857,91.07142857,897.9642857,897.9642857,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,55,55,0,0,0,55,55,55,0,55,55,55,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,55,55,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,952,NA,121334,NA,NA,952,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,242604,241541,4464,NA,NA,242601,242706,227334,4426,139099,242706,243658,Flanker Task,51,50286,56,yes,1024
Congruent,1500,HHHHH,91.22807018,91.22807018,899.7192982,899.7192982,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,56,56,0,0,0,56,56,56,0,56,56,56,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,56,56,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,998,NA,121334,NA,NA,998,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,244724,243663,4464,NA,NA,244722,244826,227334,4426,139099,244826,245824,Flanker Task,52,51284,57,yes,1024
Congruent,1500,SSSSS,91.37931034,91.37931034,891.7068966,891.7068966,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,57,57,0,0,0,57,57,57,0,57,57,57,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,57,57,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,435,NA,121334,NA,NA,435,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,246891,245829,4464,NA,NA,246889,246993,227334,4426,139099,246994,247430,Flanker Task,53,51719,58,yes,1024
Incongruent,1500,SSHSS,91.52542373,91.52542373,891.6779661,891.6779661,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,58,58,0,0,0,58,58,58,0,58,58,58,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,58,58,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,890,NA,121334,NA,NA,890,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,248497,247435,4464,NA,NA,248494,248599,227334,4426,139099,248599,249489,Flanker Task,54,52609,59,yes,1024
Congruent,1500,SSSSS,91.66666667,91.66666667,885.6166667,885.6166667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,59,59,0,0,0,59,59,59,0,59,59,59,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,59,59,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,528,NA,121334,NA,NA,528,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,250557,249494,4464,NA,NA,250554,250659,227334,4426,139099,250659,251188,Flanker Task,55,53137,60,yes,1024
Incongruent,1500,SSHSS,91.80327869,91.80327869,885.1311475,885.1311475,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,60,60,0,0,0,60,60,60,0,60,60,60,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,60,60,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,856,NA,121334,NA,NA,856,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,252256,251194,4464,NA,NA,252254,252358,227334,4426,139099,252358,253215,Flanker Task,56,53993,61,yes,1024
Incongruent,1500,SSHSS,91.93548387,91.93548387,884.6935484,884.6935484,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,61,61,0,0,0,61,61,61,0,61,61,61,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,61,61,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,858,NA,121334,NA,NA,858,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,254282,253220,4464,NA,NA,254279,254384,227334,4426,139099,254384,255243,Flanker Task,57,54851,62,yes,1024
Incongruent,1500,SSHSS,92.06349206,92.06349206,883,883,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,62,62,0,0,0,62,62,62,0,62,62,62,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,62,62,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,778,NA,121334,NA,NA,778,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,256310,255248,4464,NA,NA,256307,256412,227334,4426,139099,256412,257191,Flanker Task,58,55629,63,yes,1024
Congruent,1500,HHHHH,92.1875,92.1875,881.3125,881.3125,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,63,63,0,0,0,63,63,63,0,63,63,63,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,63,63,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,775,NA,121334,NA,NA,775,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,258257,257196,4464,NA,NA,258255,258359,227334,4426,139099,258360,259136,Flanker Task,59,56404,64,yes,1024
Incongruent,1500,HHSHH,92.30769231,92.30769231,881.0769231,881.0769231,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,64,64,0,0,0,64,64,64,0,64,64,64,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,64,64,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,866,NA,121334,NA,NA,866,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,260203,259141,4464,NA,NA,260200,260305,227334,4426,139099,260305,261172,Flanker Task,60,57270,65,yes,1024
Congruent,1500,HHHHH,92.42424242,92.42424242,877.8181818,877.8181818,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,65,65,0,0,0,65,65,65,0,65,65,65,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,65,65,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,666,NA,121334,NA,NA,666,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,262239,261177,4464,NA,NA,262236,262341,227334,4426,139099,262341,263008,Flanker Task,61,57936,66,yes,1024
Congruent,1500,HHHHH,92.53731343,92.53731343,875.880597,875.880597,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,66,66,0,0,0,66,66,66,0,66,66,66,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,66,66,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,748,NA,121334,NA,NA,748,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,264073,263012,4464,NA,NA,264071,264175,227334,4426,139099,264176,264925,Flanker Task,62,58684,67,yes,1024
Congruent,1500,HHHHH,92.64705882,92.64705882,874.4411765,874.4411765,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,67,67,0,0,0,67,67,67,0,67,67,67,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,67,67,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,778,NA,121334,NA,NA,778,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,265991,264930,4464,NA,NA,265989,266093,227334,4426,139099,266093,266872,Flanker Task,63,59462,68,yes,1024
Congruent,1500,SSSSS,92.75362319,92.75362319,870.7536232,870.7536232,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,68,68,0,0,0,68,68,68,0,68,68,68,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,68,68,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,620,NA,121334,NA,NA,620,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,267938,266876,4464,NA,NA,267936,268040,227334,4426,139099,268040,268661,Flanker Task,64,60082,69,yes,1024
Incongruent,1500,SSHSS,92.85714286,92.85714286,871.2428571,871.2428571,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,69,69,0,0,0,69,69,69,0,69,69,69,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,69,69,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,905,NA,121334,NA,NA,905,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,269727,268666,4464,NA,NA,269725,269830,227334,4426,139099,269830,270736,Flanker Task,65,60987,70,yes,1024
Incongruent,1500,HHSHH,92.95774648,92.95774648,870.2394366,870.2394366,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,70,70,0,0,0,70,70,70,0,70,70,70,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,70,70,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,800,NA,121334,NA,NA,800,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,271804,270740,4464,NA,NA,271802,271906,227334,4426,139099,271906,272707,Flanker Task,66,61787,71,yes,1024
Congruent,1500,HHHHH,93.05555556,93.05555556,869.3888889,869.3888889,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,71,71,0,0,0,71,71,71,0,71,71,71,Sun Sep 26 18:46:48 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Downloads,no,mono,no,18,no,white,no,yes,768,legacy,71,71,/Users/samonemarks/Downloads/CM-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,809,NA,121334,NA,NA,809,2,legacy,1024,2,48000,-16,experiment,3,odd,125806,NA,NA,NA,273773,272711,4464,NA,NA,273771,273875,227334,4426,139099,273875,274685,Flanker Task,67,62596,72,yes,1024
