p_go,d,RT
0.75,4,310
0.75,4,310
0.75,4,310
0.75,4,311
0.75,4,312
0.75,4,312
0.75,4,312
0.75,4,312
0.75,4,312
0.75,4,312
0.75,4,312
0.75,4,312
0.75,4,312
0.75,4,312
0.75,4,312
0.75,4,313
0.75,4,313
0.75,4,313
0.75,4,313
0.75,4,313
0.75,4,313
0.75,4,313
0.75,4,313
0.75,4,313
0.75,4,313
0.75,4,313
0.75,4,314
0.75,4,314
0.75,4,314
0.75,4,314
0.75,4,314
0.75,4,315
0.75,4,315
0.75,4,315
0.75,4,315
0.75,4,315
0.75,4,316
0.75,4,316
0.75,4,316
0.75,4,316
0.75,4,317
0.75,4,318
0.75,4,318
0.75,4,318
0.75,4,318
0.75,4,319
0.75,4,319
0.75,4,320
0.75,4,320
0.75,4,321
0.75,4,321
0.75,4,321
0.75,4,321
0.75,4,321
0.75,4,322
0.75,4,322
0.75,4,323
0.75,4,323
0.75,4,323
0.75,4,324
0.75,4,324
0.75,4,324
0.75,4,324
0.75,4,325
0.75,4,326
0.75,4,326
0.75,4,326
0.75,4,326
0.75,4,326
0.75,4,326
0.75,4,326
0.75,4,326
0.75,4,327
0.75,4,327
0.75,4,327
0.75,4,327
0.75,4,327
0.75,4,327
0.75,4,327
0.75,4,328
0.75,4,328
0.75,4,328
0.75,4,328
0.75,4,328
0.75,4,328
0.75,4,329
0.75,4,330
0.75,4,330
0.75,4,330
0.75,4,330
0.75,4,330
0.75,4,331
0.75,4,331
0.75,4,331
0.75,4,332
0.75,4,332
0.75,4,333
0.75,4,334
0.75,4,334
0.75,4,335
0.75,4,335
0.75,4,335
0.75,4,336
0.75,4,336
0.75,4,336
0.75,4,336
0.75,4,337
0.75,4,337
0.75,4,337
0.75,4,337
0.75,4,337
0.75,4,337
0.75,4,337
0.75,4,338
0.75,4,338
0.75,4,338
0.75,4,338
0.75,4,339
0.75,4,339
0.75,4,339
0.75,4,340
0.75,4,340
0.75,4,340
0.75,4,341
0.75,4,341
0.75,4,341
0.75,4,341
0.75,4,341
0.75,4,341
0.75,4,342
0.75,4,342
0.75,4,343
0.75,4,343
0.75,4,343
0.75,4,343
0.75,4,344
0.75,4,344
0.75,4,344
0.75,4,344
0.75,4,344
0.75,4,344
0.75,4,345
0.75,4,345
0.75,4,346
0.75,4,346
0.75,4,347
0.75,4,347
0.75,4,348
0.75,4,348
0.75,4,349
0.75,4,349
0.75,4,349
0.75,4,349
0.75,4,349
0.75,4,350
0.75,4,350
0.75,4,350
0.75,4,350
0.75,4,350
0.75,4,351
0.75,4,351
0.75,4,352
0.75,4,353
0.75,4,353
0.75,4,353
0.75,4,353
0.75,4,353
0.75,4,354
0.75,4,354
0.75,4,354
0.75,4,355
0.75,4,355
0.75,4,355
0.75,4,355
0.75,4,358
0.75,4,358
0.75,4,358
0.75,4,359
0.75,4,359
0.75,4,360
0.75,4,360
0.75,4,360
0.75,4,360
0.75,4,361
0.75,4,362
0.75,4,362
0.75,4,363
0.75,4,363
0.75,4,363
0.75,4,364
0.75,4,364
0.75,4,364
0.75,4,365
0.75,4,366
0.75,4,366
0.75,4,367
0.75,4,367
0.75,4,367
0.75,4,368
0.75,4,368
0.75,4,369
0.75,4,370
0.75,4,372
0.75,4,372
0.75,4,374
0.75,4,374
0.75,4,374
0.75,4,374
0.75,4,374
0.75,4,375
0.75,4,376
0.75,4,379
0.75,4,380
0.75,4,381
0.75,4,382
0.75,4,382
0.75,4,383
0.75,4,383
0.75,4,385
0.75,4,385
0.75,4,388
0.75,4,388
0.75,4,389
0.75,4,391
0.75,4,394
0.75,4,401
0.75,4,403
0.75,4,403
0.75,4,405
0.75,4,406
0.75,4,406
0.75,4,407
0.75,4,407
0.75,4,411
0.75,4,413
0.75,4,414
0.75,4,421
0.75,4,421
0.75,4,423
0.75,4,424
0.75,4,425
0.75,4,431
0.75,4,434
0.75,4,434
0.75,4,437
0.75,4,437
0.75,4,441
0.75,4,442
0.75,4,444
0.75,4,445
0.75,4,446
0.75,4,456
0.75,4,458
0.75,4,466
0.75,4,488
