"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1_sketchpad","correct_keyboard_keyboard_response","correct_response","count__logger","count_correctfeeback_sketchpad","count_exp_sequence","count_experiment","count_experimentloop","count_fixation_sketchpad","count_incorrectfeedback_sketchpad","count_instruction1_sketchpad","count_instruction2_sketchpad","count_isi_sketchpad","count_keyboard_keyboard_response","count_memoryset_sketchpad","count_practice_loop","count_probe_sketchpad","count_thankyou_sketchpad","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1_sketchpad","response_instruction2_sketchpad","response_keyboard_keyboard_response","response_thankyou_sketchpad","response_time","response_time_instruction1_sketchpad","response_time_instruction2_sketchpad","response_time_keyboard_keyboard_response","response_time_thankyou_sketchpad","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time__logger","time_correctfeeback_sketchpad","time_exp_sequence","time_experiment","time_experimentloop","time_fixation_sketchpad","time_incorrectfeedback_sketchpad","time_instruction1_sketchpad","time_instruction2_sketchpad","time_isi_sketchpad","time_keyboard_keyboard_response","time_memoryset_sketchpad","time_practice_loop","time_probe_sketchpad","time_thankyou_sketchpad","title","total_correct","total_response_time","total_responses","width"
"90","90","749","749","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","10","C:/Users/User/Desktop/subject-1.csv","legacy","4 3 1 7 9 8","Melodramatic Milgram","4.0.5","1","y","0","left","left","NA","left","NA","809.0","1039","NA","809","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","70231","64145","65218","3497","NA","65219","9812","3519","NA","67421","69422","66220","4558","69422","NA","Sternberg task","10","8248.0","11","1024"
"91","91","736","736","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/User/Desktop/subject-1.csv","legacy","4 1 5","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","594.0","1039","NA","594","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","76116","70237","71316","3497","NA","71318","9812","3519","NA","73520","75521","72319","4558","75521","NA","Sternberg task","11","8842.0","12","1024"
"92","92","741","741","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","0","11","C:/Users/User/Desktop/subject-1.csv","legacy","8 9 5 7 1 6","Melodramatic Milgram","4.0.5","4","y","0","left","left","right","left","NA","796.0","1039","1682","796","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","83899","76122","78897","3497","78806","78898","9812","3519","77124","81100","83102","79899","4558","83101","NA","Sternberg task","12","9638.0","13","1024"
"92","92","740","740","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","1","11","C:/Users/User/Desktop/subject-1.csv","legacy","6 7 9 3 1 2","Melodramatic Milgram","4.0.5","1","y","0","left","left","right","left","NA","730.0","1039","1682","730","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","89925","83905","84990","3497","78806","84991","9812","3519","77124","87193","89194","85992","4558","89194","NA","Sternberg task","13","10368.0","14","1024"
"93","93","729","729","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","2","11","C:/Users/User/Desktop/subject-1.csv","legacy","7 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","572.0","1039","1682","572","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","1","95786","89931","91010","3497","78806","91011","9812","3519","77124","93213","95214","92012","4558","95214","NA","Sternberg task","14","10940.0","15","1024"
"93","93","739","739","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","3","11","C:/Users/User/Desktop/subject-1.csv","legacy","9 5 8 1","Melodramatic Milgram","4.0.5","2","y","0","left","left","right","left","NA","891.0","1039","1682","891","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","101965","95792","96871","3497","78806","96871","9812","3519","77124","99073","101074","97872","4558","101074","NA","Sternberg task","15","11831.0","16","1024"
"94","94","727","727","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","4","11","C:/Users/User/Desktop/subject-1.csv","legacy","6 7 5 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","534.0","1039","1682","534","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","107790","101971","103051","3497","78806","103052","9812","3519","77124","105254","107255","104053","4558","107255","NA","Sternberg task","16","12365.0","17","1024"
"94","94","726","726","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","5","11","C:/Users/User/Desktop/subject-1.csv","legacy","6 1 2","Melodramatic Milgram","4.0.5","3","y","0","left","left","right","left","NA","719.0","1039","1682","719","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","113793","107796","108869","3497","78806","108870","9812","3519","77124","111072","113073","109871","4558","113073","NA","Sternberg task","17","13084.0","18","1024"
"94","94","737","737","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","6","11","C:/Users/User/Desktop/subject-1.csv","legacy","4 7 6 8 2 3","Melodramatic Milgram","4.0.5","6","y","0","left","left","right","left","NA","936.0","1039","1682","936","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","120015","113799","114874","3497","78806","114875","9812","3519","77124","117077","119078","115876","4558","119078","NA","Sternberg task","18","14020.0","19","1024"
"95","95","749","749","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","7","11","C:/Users/User/Desktop/subject-1.csv","legacy","9 7 4 5 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","970.0","1039","1682","970","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","6","126273","120021","121098","3497","78806","121099","9812","3519","77124","123301","125302","122100","4558","125302","NA","Sternberg task","19","14990.0","20","1024"
"95","95","770","770","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","8","11","C:/Users/User/Desktop/subject-1.csv","legacy","8 5 4 2 9 6","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","1190.0","1039","1682","1190","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","132753","126280","127359","3497","78806","127360","9812","3519","77124","129562","131563","128361","4558","131563","NA","Sternberg task","20","16180.0","21","1024"
"95","95","761","761","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","9","11","C:/Users/User/Desktop/subject-1.csv","legacy","8 7 3","Melodramatic Milgram","4.0.5","1","y","0","left","left","right","left","NA","564.0","1039","1682","564","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","138604","132759","133835","3497","78806","133836","9812","3519","77124","136038","138039","134837","4558","138039","NA","Sternberg task","21","16744.0","22","1024"
"95","95","752","752","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","11","C:/Users/User/Desktop/subject-1.csv","legacy","4 1 5","Melodramatic Milgram","4.0.5","2","y","0","left","left","right","left","NA","566.0","1039","1682","566","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","144465","138610","139695","3497","78806","139696","9812","3519","77124","141898","143899","140697","4558","143899","NA","Sternberg task","22","17310.0","23","1024"
"95","95","761","761","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/User/Desktop/subject-1.csv","legacy","1 4 9 3 2 5","Melodramatic Milgram","4.0.5","3","y","0","left","left","right","left","NA","960.0","1039","1682","960","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","150713","144472","145550","3497","78806","145550","9812","3519","77124","147752","149753","146551","4558","149753","NA","Sternberg task","23","18270.0","24","1024"
"96","96","762","762","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","12","11","C:/Users/User/Desktop/subject-1.csv","legacy","9 5 3 2 8 6","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","780.0","1039","1682","780","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","156791","150719","151807","3497","78806","151808","9812","3519","77124","154010","156011","152809","4558","156011","NA","Sternberg task","24","19050.0","25","1024"
"96","96","763","763","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","13","11","C:/Users/User/Desktop/subject-1.csv","legacy","4 2 7 6 1 3","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","791.0","1039","1682","791","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","162863","156797","157866","3497","78806","157867","9812","3519","77124","160070","162071","158869","4558","162071","NA","Sternberg task","25","19841.0","26","1024"
"96","96","760","760","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","14","11","C:/Users/User/Desktop/subject-1.csv","legacy","6 8 4","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","688.0","1039","1682","688","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","168841","162869","163949","3497","78806","163950","9812","3519","77124","166152","168153","164951","4558","168153","NA","Sternberg task","26","20529.0","27","1024"
"96","96","757","757","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","15","11","C:/Users/User/Desktop/subject-1.csv","legacy","7 4 2 8 1 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","670.0","1039","1682","670","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","174802","168848","169928","3497","78806","169929","9812","3519","77124","172131","174132","170930","4558","174132","NA","Sternberg task","27","21199.0","28","1024"
"93","93","758","758","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","16","11","C:/Users/User/Desktop/subject-1.csv","legacy","6 8 9 3 4 9","Melodramatic Milgram","4.0.5","5","y","0","right","left","right","right","NA","810.0","1039","1682","810","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","180902","174808","175888","3497","78806","175888","9812","3519","77124","178091","180092","176890","4558","180092","NA","Sternberg task","27","22009.0","29","1024"
"93","93","755","755","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","17","11","C:/Users/User/Desktop/subject-1.csv","legacy","3 4 2","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","661.0","1039","1682","661","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","5","186854","174808","181989","3497","78806","181990","180909","3519","77124","184192","186193","182991","4558","186193","NA","Sternberg task","28","22670.0","30","1024"
"93","93","752","752","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","18","11","C:/Users/User/Desktop/subject-1.csv","legacy","5 9 2 3","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","661.0","1039","1682","661","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","192804","186861","187938","3497","78806","187940","180909","3519","77124","190142","192143","188941","4558","192143","NA","Sternberg task","29","23331.0","31","1024"
"93","93","759","759","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","19","11","C:/Users/User/Desktop/subject-1.csv","legacy","1 7 5 2","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","977.0","1039","1682","977","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","199079","192810","193898","3497","78806","193899","180909","3519","77124","196101","198102","194900","4558","198102","NA","Sternberg task","30","24308.0","32","1024"
"93","93","758","758","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","20","11","C:/Users/User/Desktop/subject-1.csv","legacy","9 8 4","Melodramatic Milgram","4.0.5","1","y","0","left","left","right","left","NA","717.0","1039","1682","717","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","205084","199085","200163","3497","78806","200164","180909","3519","77124","202366","204367","201165","4558","204367","NA","Sternberg task","31","25025.0","33","1024"
"91","91","753","753","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","21","11","C:/Users/User/Desktop/subject-1.csv","legacy","7 2 3","Melodramatic Milgram","4.0.5","3","y","0","right","left","right","right","NA","586.0","1039","1682","586","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","3","210965","205091","206174","3497","78806","206175","180909","3519","77124","208377","210379","207176","4558","210379","NA","Sternberg task","31","25611.0","34","1024"
"91","91","746","746","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","22","11","C:/Users/User/Desktop/subject-1.csv","legacy","3 4","Melodramatic Milgram","4.0.5","1","y","0","left","left","right","left","NA","522.0","1039","1682","522","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","3","216779","205091","212053","3497","78806","212054","210971","3519","77124","214256","216257","213055","4558","216257","NA","Sternberg task","32","26133.0","35","1024"
"88","88","747","747","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","23","11","C:/Users/User/Desktop/subject-1.csv","legacy","8 5 3 7 4 6","Melodramatic Milgram","4.0.5","6","y","0","right","left","right","right","NA","771.0","1039","1682","771","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","222841","216786","217866","3497","78806","217867","210971","3519","77124","220069","222070","218868","4558","222070","NA","Sternberg task","32","26904.0","36","1024"
"89","89","747","747","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","36","36","36","0","0","36","36","0","0","36","36","36","0","36","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","24","11","C:/Users/User/Desktop/subject-1.csv","legacy","8","Melodramatic Milgram","4.0.5","1","y","0","left","left","right","left","NA","761.0","1039","1682","761","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","8","228889","216786","223924","3497","78806","223925","222847","3519","77124","226127","228128","224926","4558","228128","NA","Sternberg task","33","27665.0","37","1024"
"89","89","752","752","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","37","37","37","0","0","37","37","0","0","37","37","37","0","37","0","Sun Oct 15 08:25:54 2023","The main experiment item","False","Sternbergtask.osexp","C:/Users/User/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","25","11","C:/Users/User/Desktop/subject-1.csv","legacy","3 2 1 4 7","Melodramatic Milgram","4.0.5","2","y","0","left","left","right","left","NA","921.0","1039","1682","921","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","235099","228896","229973","3497","78806","229974","222847","3519","77124","232176","234177","230975","4558","234177","NA","Sternberg task","34","28586.0","38","1024"
