"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_ISI","count_PracticeLoop","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instructions1","count_instructions2","count_keyboard_response","count_memorySet","count_new_logger","count_new_loop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instructions1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instructions1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_PracticeLoop","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instructions1","time_instructions2","time_keyboard_response","time_memorySet","time_new_logger","time_new_loop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"54.54545454545455","54.54545454545455","1435.090909090909","1435.090909090909","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","0","10","10","0","0","10","10","0","0","10","10","10","NA","10","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","10","10","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.5","3","y","0","left","right","NA","left","NA","1316","17086","NA","1316","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","4","89371","19134","78739","87128","2026","NA","87140","86072","2041","NA","91385","88154","92702","NA","91384","NA","Sternberg Task ","6","15786","11","yes","1024"
"58.333333333333336","58.333333333333336","1401.6666666666667","1401.6666666666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","11","0","11","11","0","0","11","11","0","0","11","11","11","NA","11","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","NA","right","NA","1034","17086","NA","1034","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","96016","19134","92720","93775","2026","NA","93787","86072","2041","NA","98031","94802","99066","NA","98031","NA","Sternberg Task ","7","16820","12","yes","1024"
"61.53846153846154","61.53846153846154","1387.3846153846155","1387.3846153846155","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","0","12","12","0","0","12","12","0","0","12","12","12","NA","12","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","0","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","3 4 2","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","right","NA","1216","17086","12065","1216","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","5","114482","19134","99088","112238","2026","112193","112251","86072","2041","100127","116496","113266","117713","NA","116496","NA","Sternberg Task ","8","18036","13","yes","1024"
"64.28571428571429","64.28571428571429","1340.5714285714287","1340.5714285714287","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","0","13","13","0","0","13","13","0","0","13","13","13","NA","13","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","1","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","7 1 3","Lentiform Loewenfeld","3.3.5","2","y","0","left","right","right","left","NA","732","17086","12065","732","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","121033","19134","117734","118790","2026","112193","118802","86072","2041","100127","123047","119817","123780","NA","123047","NA","Sternberg Task ","9","18768","14","yes","1024"
"66.66666666666667","66.66666666666667","1325.3333333333333","1325.3333333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","0","14","14","0","0","14","14","0","0","14","14","14","NA","14","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","2","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","2 4 6 9","Lentiform Loewenfeld","3.3.5","3","y","0","left","right","right","left","NA","1112","17086","12065","1112","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","127102","19134","123804","124859","2026","112193","124872","86072","2041","100127","129116","125887","130228","NA","129116","NA","Sternberg Task ","10","19880","15","yes","1024"
"68.75","68.75","1287.1875","1287.1875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","15","0","15","15","0","0","15","15","0","0","15","15","15","NA","15","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","3","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.5","1","y","0","left","right","right","left","NA","715","17086","12065","715","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","3","133548","19134","130250","131304","2026","112193","131317","86072","2041","100127","135562","132332","136277","NA","135562","NA","Sternberg Task ","11","20595","16","yes","1024"
"70.58823529411765","70.58823529411765","1304.9411764705883","1304.9411764705883","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","0","16","16","0","0","16","16","0","0","16","16","16","NA","16","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","4","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","6 9 7 3 8 2","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","right","NA","1589","17086","12065","1589","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","5","139597","19134","136298","137353","2026","112193","137366","86072","2041","100127","141611","138381","143201","NA","141611","NA","Sternberg Task ","12","22184","17","yes","1024"
"66.66666666666667","66.66666666666667","1343.5555555555557","1343.5555555555557","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","17","0","17","17","0","0","17","17","0","0","17","17","17","NA","17","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","5","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","2 8 6 3 1","Lentiform Loewenfeld","3.3.5","0","n","0","None","right","right","None","NA","2000","17086","12065","2000","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","146522","19134","143223","144278","2026","112193","144291","86072","2041","100127","148536","145305","150536","NA","148536","NA","Sternberg Task ","12","24184","18","yes","1024"
"68.42105263157895","68.42105263157895","1341.157894736842","1341.157894736842","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","18","0","18","18","0","0","18","18","0","0","18","18","18","NA","18","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","6","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","right","NA","1298","17086","12065","1298","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","153856","19134","143223","151613","2026","112193","151626","150558","2041","100127","155870","152641","157169","NA","155870","NA","Sternberg Task ","13","25482","19","yes","1024"
"70","70","1324.7","1324.7","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","19","0","19","19","0","0","19","19","0","0","19","19","19","NA","19","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","7","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","right","NA","1012","17086","12065","1012","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","160490","19134","157191","158246","2026","112193","158259","150558","2041","100127","162503","159274","163516","NA","162503","NA","Sternberg Task ","14","26494","20","yes","1024"
"71.42857142857143","71.42857142857143","1328.904761904762","1328.904761904762","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","0","20","20","0","0","20","20","0","0","20","20","20","NA","20","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","8","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","7 8 6 3 1","Lentiform Loewenfeld","3.3.5","5","y","0","left","right","right","left","NA","1413","17086","12065","1413","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","166836","19134","163537","164592","2026","112193","164605","150558","2041","100127","168850","165620","170264","NA","168850","NA","Sternberg Task ","15","27907","21","yes","1024"
"72.72727272727273","72.72727272727273","1338.0454545454545","1338.0454545454545","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","0","21","21","0","0","21","21","0","0","21","21","21","NA","21","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","9","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","2 8 7 9 5 3","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","right","NA","1530","17086","12065","1530","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","173584","19134","170285","171340","2026","112193","171353","150558","2041","100127","175598","172367","177129","NA","175598","NA","Sternberg Task ","16","29437","22","yes","1024"
"73.91304347826087","73.91304347826087","1328.304347826087","1328.304347826087","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","22","0","22","22","0","0","22","22","0","0","22","22","22","NA","22","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","10","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","6 9 4 5 2","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","right","NA","1114","17086","12065","1114","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","180452","19134","177151","178208","2026","112193","178221","150558","2041","100127","182466","179236","183580","NA","182466","NA","Sternberg Task ","17","30551","23","yes","1024"
"75","75","1323.0833333333333","1323.0833333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","0","23","23","0","0","23","23","0","0","23","23","23","NA","23","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.5","3","y","0","left","right","right","left","NA","1203","17086","12065","1203","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","6","186899","19134","183601","184656","2026","112193","184668","150558","2041","100127","188913","185683","190116","NA","188913","NA","Sternberg Task ","18","31754","24","yes","1024"
"76","76","1318.4","1318.4","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","24","0","24","24","0","0","24","24","0","0","24","24","24","NA","24","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","12","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","right","NA","1206","17086","12065","1206","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","193437","19134","190137","191193","2026","112193","191206","150558","2041","100127","195451","192221","196657","NA","195451","NA","Sternberg Task ","19","32960","25","yes","1024"
"76.92307692307692","76.92307692307692","1325.5","1325.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","0","25","25","0","0","25","25","0","0","25","25","25","NA","25","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","13","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.5","4","y","0","left","right","right","left","NA","1503","17086","12065","1503","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","199977","19134","196678","197733","2026","112193","197746","150558","2041","100127","201991","198761","203495","NA","201991","NA","Sternberg Task ","20","34463","26","yes","1024"
"77.77777777777777","77.77777777777777","1317.7777777777778","1317.7777777777778","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","0","26","26","0","0","26","26","0","0","26","26","26","NA","26","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","14","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","7 8 4 6 9 5","Lentiform Loewenfeld","3.3.5","4","y","0","left","right","right","left","NA","1117","17086","12065","1117","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","206816","19134","203517","204573","2026","112193","204585","150558","2041","100127","208830","205600","209948","NA","208830","NA","Sternberg Task ","21","35580","27","yes","1024"
"78.57142857142857","78.57142857142857","1303.0714285714287","1303.0714285714287","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","0","27","27","0","0","27","27","0","0","27","27","27","NA","27","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","15","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","7 1","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","right","NA","906","17086","12065","906","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","8","213268","19134","209969","211024","2026","112193","211037","150558","2041","100127","215282","212052","216188","NA","215282","NA","Sternberg Task ","22","36486","28","yes","1024"
"79.3103448275862","79.3103448275862","1289.4827586206898","1289.4827586206898","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","0","28","28","0","0","28","28","0","0","28","28","28","NA","28","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","16","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","1 4 9 3","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","right","NA","909","17086","12065","909","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","5","219508","19134","216209","217264","2026","112193","217277","150558","2041","100127","221522","218292","222432","NA","221522","NA","Sternberg Task ","23","37395","29","yes","1024"
"80","80","1279.4666666666667","1279.4666666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","0","29","29","0","0","29","29","0","0","29","29","29","NA","29","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","17","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","1 6 4","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","right","NA","989","17086","12065","989","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","7","225752","19134","222454","223509","2026","112193","223521","150558","2041","100127","227766","224536","228756","NA","227766","NA","Sternberg Task ","24","38384","30","yes","1024"
"80.64516129032258","80.64516129032258","1264.967741935484","1264.967741935484","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","30","0","30","30","0","0","30","30","0","0","30","30","30","NA","30","0","Sun Oct 25 14:14:30 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","18","11","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/MR-subject-4.csv","legacy","8 9 5 6 7","Lentiform Loewenfeld","3.3.5","1","y","0","left","right","right","left","NA","830","17086","12065","830","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","232073","19134","228776","229831","2026","112193","229843","150558","2041","100127","234087","230857","234918","NA","234087","NA","Sternberg Task ","25","39214","31","yes","1024"
