"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instuctions1","correct_keyboard_response","correct_response","count_Exp_sequence","count_Fixation","count_ISI","count_MemorySet","count_correctFeedback","count_experiment","count_experiment_loop","count_incorrectFeeback","count_instructions2","count_instuctions1","count_keyboard_response","count_logger","count_practice_loop","count_probe","count_thankyou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instructions2","response_instuctions1","response_keyboard_response","response_thankyou","response_time","response_time_instructions2","response_time_instuctions1","response_time_keyboard_response","response_time_thankyou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Exp_sequence","time_Fixation","time_ISI","time_MemorySet","time_correctFeedback","time_experiment","time_experiment_loop","time_incorrectFeeback","time_instructions2","time_instuctions1","time_keyboard_response","time_logger","time_practice_loop","time_probe","time_thankyou","title","total_correct","total_response_time","total_responses","width"
"56","56","836","836","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","115","115","115","115","115","0","0","115","0","0","115","115","0","115","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","103","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","1 3 2 6 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","646.0","5228","2736","646","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","5","722710","722713","724919","723715","715804","13444","94396","721679","89167","13557","726924","727570","16324","726924","NA","SternbergTask","66","97047.0","116","1024"
"57","57","836","836","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","116","116","116","116","116","0","0","116","0","0","116","116","0","116","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","104","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","4 7 6 8 2 3","Melodramatic Milgram","4.0.5","6","y","0","left","left","right","left","NA","820.0","5228","2736","820","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","728600","728608","730816","729613","727574","13444","94396","721679","89167","13557","732823","733644","16324","732823","NA","SternbergTask","67","97867.0","117","1024"
"56","56","837","837","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","117","117","117","117","117","0","0","117","0","0","117","117","0","117","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","105","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","2 6 1 7 4","Melodramatic Milgram","4.0.5","2","y","0","right","left","right","right","NA","958.0","5228","2736","958","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","6","734680","734682","736890","735685","733647","13444","94396","721679","89167","13557","738896","739855","16324","738896","NA","SternbergTask","67","98825.0","118","1024"
"56","56","839","839","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","118","118","118","118","118","0","0","118","0","0","118","118","0","118","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","106","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","7 1 5 6 3","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","1083.0","5228","2736","1083","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","740895","740900","743110","741902","733647","13444","94396","739860","89167","13557","745114","746198","16324","745114","NA","SternbergTask","67","99908.0","119","1024"
"56","56","836","836","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","119","119","119","119","119","0","0","119","0","0","119","119","0","119","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","107","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","5 9 2 3","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","513.0","5228","2736","513","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","8","747239","747243","749450","748246","733647","13444","94396","746202","89167","13557","751453","751967","16324","751453","NA","SternbergTask","68","100421.0","120","1024"
"56","56","837","837","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","120","120","120","120","120","0","0","120","0","0","120","120","0","120","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","108","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","6 3 1 7 9 8","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","966.0","5228","2736","966","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","753002","753005","755219","754012","751973","13444","94396","746202","89167","13557","757226","758193","16324","757225","NA","SternbergTask","68","101387.0","121","1024"
"56","56","835","835","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","121","121","121","121","121","0","0","121","0","0","121","121","0","121","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","109","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","6 7 8 5","Melodramatic Milgram","4.0.5","3","y","0","left","left","right","left","NA","599.0","5228","2736","599","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","8","759227","759229","761441","760231","751973","13444","94396","758196","89167","13557","763446","764046","16324","763446","NA","SternbergTask","69","101986.0","122","1024"
"56","56","836","836","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","122","122","122","122","122","0","0","122","0","0","122","122","0","122","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","110","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","7 3 2 8","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","864.0","5228","2736","864","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","4","765087","765089","767297","766091","764051","13444","94396","758196","89167","13557","769302","770166","16324","769302","NA","SternbergTask","69","102850.0","123","1024"
"55","55","834","834","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","123","123","123","123","123","0","0","123","0","0","123","123","0","123","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","111","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","8 1 6","Melodramatic Milgram","4.0.5","3","y","0","right","left","right","right","NA","583.0","5228","2736","583","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","6","771205","771210","773425","772216","764051","13444","94396","770172","89167","13557","775430","776014","16324","775429","NA","SternbergTask","69","103433.0","124","1024"
"56","56","833","833","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","124","124","124","124","124","0","0","124","0","0","124","124","0","124","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","112","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","4 1 8 7 5","Melodramatic Milgram","4.0.5","3","y","0","left","left","right","left","NA","778.0","5228","2736","778","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","777048","777050","779256","778053","764051","13444","94396","776017","89167","13557","781264","782043","16324","781264","NA","SternbergTask","70","104211.0","125","1024"
"55","55","835","835","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","125","125","125","125","125","0","0","125","0","0","125","125","0","125","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","113","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","4 1","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","1018.0","5228","2736","1018","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","783081","783086","785297","784088","782048","13444","94396","776017","89167","13557","787301","788320","16324","787301","NA","SternbergTask","70","105229.0","126","1024"
"55","55","833","833","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","126","126","126","126","126","0","0","126","0","0","126","126","0","126","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","114","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","1 6 4 3 9 7","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","611.0","5228","2736","611","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","789366","789369","791579","790374","782048","13444","94396","788328","89167","13557","793584","794196","16324","793584","NA","SternbergTask","71","105840.0","127","1024"
"55","55","832","832","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","127","127","127","127","127","0","0","127","0","0","127","127","0","127","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","115","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","8 3","Melodramatic Milgram","4.0.5","2","y","0","right","left","right","right","NA","697.0","5228","2736","697","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","3","795233","795236","797443","796237","794203","13444","94396","788328","89167","13557","799449","800147","16324","799449","NA","SternbergTask","71","106537.0","128","1024"
"55","55","829","829","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","128","128","128","128","128","0","0","128","0","0","128","128","0","128","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","116","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","8 9 6 1","Melodramatic Milgram","4.0.5","2","y","0","right","left","right","right","NA","465.0","5228","2736","465","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","9","801185","801187","803400","802190","794203","13444","94396","800151","89167","13557","805403","805869","16324","805403","NA","SternbergTask","71","107002.0","129","1024"
"54","54","828","828","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","129","129","129","129","129","0","0","129","0","0","129","129","0","129","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","117","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","2 5 1 4","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","754.0","5228","2736","754","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","806906","806908","809118","807910","794203","13444","94396","805873","89167","13557","811122","811876","16324","811122","NA","SternbergTask","71","107756.0","130","1024"
"54","54","827","827","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","130","130","130","130","130","0","0","130","0","0","130","130","0","130","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","118","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","4 9 7 8 5 3","Melodramatic Milgram","4.0.5","4","y","0","left","left","right","left","NA","594.0","5228","2736","594","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","812913","812915","815126","813920","794203","13444","94396","811880","89167","13557","817131","817726","16324","817131","NA","SternbergTask","72","108350.0","131","1024"
"54","54","827","827","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","131","131","131","131","131","0","0","131","0","0","131","131","0","131","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","119","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","8 6 3 4 7","Melodramatic Milgram","4.0.5","0","n","0","left","left","right","left","NA","914.0","5228","2736","914","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","818765","818767","820982","819772","817733","13444","94396","811880","89167","13557","822989","823904","16324","822989","NA","SternbergTask","72","109264.0","132","1024"
"54","54","828","828","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","132","132","132","132","132","0","0","132","0","0","132","132","0","132","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","120","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","2 7 5","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","940.0","5228","2736","940","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","8","824946","824951","827156","825953","817733","13444","94396","823913","89167","13557","829161","830102","16324","829160","NA","SternbergTask","73","110204.0","133","1024"
"55","55","828","828","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","133","133","133","133","133","0","0","133","0","0","133","133","0","133","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","121","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","8 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","749.0","5228","2736","749","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","831138","831142","833354","832147","830105","13444","94396","823913","89167","13557","835359","836109","16324","835359","NA","SternbergTask","74","110953.0","134","1024"
"55","55","825","825","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","134","134","134","134","134","0","0","134","0","0","134","134","0","134","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","122","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","7","Melodramatic Milgram","4.0.5","1","y","0","left","left","right","left","NA","506.0","5228","2736","506","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","837145","837148","839358","838152","836113","13444","94396","823913","89167","13557","841362","841869","16324","841362","NA","SternbergTask","75","111459.0","135","1024"
"55","55","824","824","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","135","135","135","135","135","0","0","135","0","0","135","135","0","135","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","123","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","9 8 2 7 4","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","659.0","5228","2736","659","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","5","842908","842915","845121","843917","841873","13444","94396","823913","89167","13557","847127","847787","16324","847126","NA","SternbergTask","76","112118.0","136","1024"
"56","56","825","825","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","136","136","136","136","136","0","0","136","0","0","136","136","0","136","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","124","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","8 5 7 3 6","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","right","NA","1031.0","5228","2736","1031","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","848824","848827","851034","849830","847796","13444","94396","823913","89167","13557","853039","854071","16324","853039","NA","SternbergTask","77","113149.0","137","1024"
"55","55","832","832","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","137","137","137","137","137","0","0","137","0","0","137","137","0","137","0","Thu Oct 19 12:47:04 2023","The main experiment item","True","SternbergTask.osexp","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design","False","mono","False","18","no","white","no","no","768","legacy","125","11","/Users/RMILLER1/Library/CloudStorage/OneDrive-tarleton.edu(NTNET)/TSU Online Classes/Graduate Class/ Adv Quant Methods and Design/Sternberg/RM-subject-3.csv","legacy","4 3 2 5 8","Melodramatic Milgram","4.0.5","2","y","0","right","left","right","right","NA","1717.0","5228","2736","1717","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","855103","855106","857317","856112","854078","13444","94396","823913","89167","13557","859321","861039","16324","859320","NA","SternbergTask","77","114866.0","138","1024"
