"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_PracticeLoop","count_correctFeedback","count_exSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_PracticeLoop","time_correctFeedback","time_exSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","width"
"97","97","815","815","black","experiment","legacy","legacy","legacy","1","undefined","1","right","39","0","39","39","0","0","39","39","0","0","39","39","39","39","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","27","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","1 8 7","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","899.0","34137","5612","899","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","4","282084","36758","278840","279873","2454","117494","279875","98703","2529","111881","284086","284986","280879","284086","NA","Sternberg Task","39","32631.0","40","1024"
"97","97","823","823","black","experiment","legacy","legacy","legacy","1","undefined","1","left","40","0","40","40","0","0","40","40","0","0","40","40","40","40","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","28","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","3 5 4 7","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","1150.0","34137","5612","1150","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","3","288229","36758","284988","286018","2454","117494","286020","98703","2529","111881","290231","291382","287024","290231","NA","Sternberg Task","40","33781.0","41","1024"
"97","97","826","826","black","experiment","legacy","legacy","legacy","1","undefined","1","right","41","0","41","41","0","0","41","41","0","0","41","41","41","41","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","29","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","6 9 4 5 3 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","934.0","34137","5612","934","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","294627","36758","291384","292417","2454","117494","292419","98703","2529","111881","296629","297564","293422","296629","NA","Sternberg Task","41","34715.0","42","1024"
"97","97","827","827","black","experiment","legacy","legacy","legacy","1","undefined","1","right","42","0","42","42","0","0","42","42","0","0","42","42","42","42","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","30","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","1 7 8 3 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","857.0","34137","5612","857","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","300811","36758","297567","298597","2454","117494","298599","98703","2529","111881","302816","303674","299605","302815","NA","Sternberg Task","42","35572.0","43","1024"
"97","97","840","840","black","experiment","legacy","legacy","legacy","1","undefined","1","left","43","0","43","43","0","0","43","43","0","0","43","43","43","43","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","31","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","6 8 9 3 4 9","Melodramatic Milgram","4.0.5","5","y","0","left","right","right","left","NA","1402.0","34137","5612","1402","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","306920","36758","303677","304708","2454","117494","304710","98703","2529","111881","308922","310325","305715","308922","NA","Sternberg Task","43","36974.0","44","1024"
"97","97","844","844","black","experiment","legacy","legacy","legacy","1","undefined","1","left","44","0","44","44","0","0","44","44","0","0","44","44","44","44","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","32","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","4 7 6 8 2 3","Melodramatic Milgram","4.0.5","6","y","0","left","right","right","left","NA","1032.0","34137","5612","1032","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","313568","36758","310327","311359","2454","117494","311361","98703","2529","111881","315571","316604","312364","315571","NA","Sternberg Task","44","38006.0","45","1024"
"97","97","841","841","black","experiment","legacy","legacy","legacy","1","undefined","1","left","45","0","45","45","0","0","45","45","0","0","45","45","45","45","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","33","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","3 9 7 6 4","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","690.0","34137","5612","690","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","319858","36758","316606","317646","2454","117494","317648","98703","2529","111881","321860","322550","318652","321860","NA","Sternberg Task","45","38696.0","46","1024"
"97","97","837","837","black","experiment","legacy","legacy","legacy","1","undefined","1","right","46","0","46","46","0","0","46","46","0","0","46","46","46","46","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","34","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","2 7 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","661.0","34137","5612","661","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","8","325802","36758","322554","323591","2454","117494","323593","98703","2529","111881","327804","328466","324597","327804","NA","Sternberg Task","46","39357.0","47","1024"
"97","97","833","833","black","experiment","legacy","legacy","legacy","1","undefined","1","right","47","0","47","47","0","0","47","47","0","0","47","47","47","47","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","35","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","654.0","34137","5612","654","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","6","331711","36758","328468","329500","2454","117494","329502","98703","2529","111881","333713","334368","330506","333713","NA","Sternberg Task","47","40011.0","48","1024"
"97","97","829","829","black","experiment","legacy","legacy","legacy","1","undefined","1","left","48","0","48","48","0","0","48","48","0","0","48","48","48","48","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","36","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","7 1 3","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","619.0","34137","5612","619","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","337617","36758","334371","335404","2454","117494","335407","98703","2529","111881","339619","340239","336411","339619","NA","Sternberg Task","48","40630.0","49","1024"
"98","98","827","827","black","experiment","legacy","legacy","legacy","1","undefined","1","left","49","0","49","49","0","0","49","49","0","0","49","49","49","49","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","37","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","2 5 4 8 7","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","724.0","34137","5612","724","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","4","343491","36758","340242","341280","2454","117494","341282","98703","2529","111881","345493","346218","342287","345493","NA","Sternberg Task","49","41354.0","50","1024"
"98","98","822","822","black","experiment","legacy","legacy","legacy","1","undefined","1","left","50","0","50","50","0","0","50","50","0","0","50","50","50","50","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","38","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","9 4 2","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","597.0","34137","5612","597","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","9","349460","36758","346220","347250","2454","117494","347252","98703","2529","111881","351463","352061","348256","351463","NA","Sternberg Task","50","41951.0","51","1024"
"98","98","822","822","black","experiment","legacy","legacy","legacy","1","undefined","1","left","51","0","51","51","0","0","51","51","0","0","51","51","51","51","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","39","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","5 2 9 6 1 7","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","817.0","34137","5612","817","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","355306","36758","352064","353094","2454","117494","353096","98703","2529","111881","357309","358127","354102","357309","NA","Sternberg Task","51","42768.0","52","1024"
"98","98","822","822","black","experiment","legacy","legacy","legacy","1","undefined","1","left","52","0","52","52","0","0","52","52","0","0","52","52","52","52","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","40","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","7 1 8 5 6 2","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","829.0","34137","5612","829","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","1","361374","36758","358130","359163","2454","117494","359165","98703","2529","111881","363376","364206","360170","363376","NA","Sternberg Task","52","43597.0","53","1024"
"98","98","821","821","black","experiment","legacy","legacy","legacy","1","undefined","1","right","53","0","53","53","0","0","53","53","0","0","53","53","53","53","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","41","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","1 6 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","741.0","34137","5612","741","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","7","367453","36758","364208","365240","2454","117494","365242","98703","2529","111881","369455","370197","366246","369455","NA","Sternberg Task","53","44338.0","54","1024"
"98","98","823","823","black","experiment","legacy","legacy","legacy","1","undefined","1","left","54","0","54","54","0","0","54","54","0","0","54","54","54","54","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","42","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","9 3 1 2 5","Melodramatic Milgram","4.0.5","4","y","0","left","right","right","left","NA","937.0","34137","5612","937","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","373445","36758","370199","371232","2454","117494","371235","98703","2529","111881","375447","376385","372240","375447","NA","Sternberg Task","54","45275.0","55","1024"
"98","98","820","820","black","experiment","legacy","legacy","legacy","1","undefined","1","left","55","0","55","55","0","0","55","55","0","0","55","55","55","55","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","43","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","4 3 2 5 8","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","691.0","34137","5612","691","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","379636","36758","376388","377423","2454","117494","377425","98703","2529","111881","381638","382330","378431","381638","NA","Sternberg Task","55","45966.0","56","1024"
"98","98","819","819","black","experiment","legacy","legacy","legacy","1","undefined","1","left","56","0","56","56","0","0","56","56","0","0","56","56","56","56","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","44","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","4 6 2 5 1","Melodramatic Milgram","4.0.5","5","y","0","left","right","right","left","NA","718.0","34137","5612","718","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","385577","36758","382333","383365","2454","117494","383367","98703","2529","111881","387580","388299","384372","387580","NA","Sternberg Task","56","46684.0","57","1024"
"98","98","816","816","black","experiment","legacy","legacy","legacy","1","undefined","1","left","57","0","57","57","0","0","57","57","0","0","57","57","57","57","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","45","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","5 2 6","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","663.0","34137","5612","663","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","391549","36758","388301","389339","2454","117494","389341","98703","2529","111881","393551","394215","390344","393551","NA","Sternberg Task","57","47347.0","58","1024"
"98","98","812","812","black","experiment","legacy","legacy","legacy","1","undefined","1","left","58","0","58","58","0","0","58","58","0","0","58","58","58","58","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","46","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","7 2 3","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","618.0","34137","5612","618","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","3","397458","36758","394217","395247","2454","117494","395249","98703","2529","111881","399463","400082","396253","399462","NA","Sternberg Task","58","47965.0","59","1024"
"98","98","814","814","black","experiment","legacy","legacy","legacy","1","undefined","1","right","59","0","59","59","0","0","59","59","0","0","59","59","59","59","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","47","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","2 8 7 9 5 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","897.0","34137","5612","897","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","403326","36758","400084","401113","2454","117494","401116","98703","2529","111881","405328","406226","402121","405328","NA","Sternberg Task","59","48862.0","60","1024"
"98","98","814","814","black","experiment","legacy","legacy","legacy","1","undefined","1","left","60","0","60","60","0","0","60","60","0","0","60","60","60","60","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","48","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","6 1 2","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","832.0","34137","5612","832","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","409473","36758","406229","407263","2454","117494","407265","98703","2529","111881","411475","412308","408268","411475","NA","Sternberg Task","60","49694.0","61","1024"
"98","98","813","813","black","experiment","legacy","legacy","legacy","1","undefined","1","right","61","0","61","61","0","0","61","61","0","0","61","61","61","61","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","49","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","5 3 8 7 2 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","723.0","34137","5612","723","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","415551","36758","412311","413341","2454","117494","413343","98703","2529","111881","417554","418278","414346","417554","NA","Sternberg Task","61","50417.0","62","1024"
"98","98","818","818","black","experiment","legacy","legacy","legacy","1","undefined","1","left","62","0","62","62","0","0","62","62","0","0","62","62","62","62","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","50","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","8 9 5 7 1 6","Melodramatic Milgram","4.0.5","4","y","0","left","right","right","left","NA","1167.0","34137","5612","1167","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","421524","36758","418280","419311","2454","117494","419313","98703","2529","111881","423527","424695","420318","423527","NA","Sternberg Task","62","51584.0","63","1024"
"98","98","820","820","black","experiment","legacy","legacy","legacy","1","undefined","1","right","63","0","63","63","0","0","63","63","0","0","63","63","63","63","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","51","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","7 1 5 6 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","910.0","34137","5612","910","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","427946","36758","424698","425731","2454","117494","425734","98703","2529","111881","429948","430859","426741","429948","NA","Sternberg Task","63","52494.0","64","1024"
"98","98","819","819","black","experiment","legacy","legacy","legacy","1","undefined","1","right","64","0","64","64","0","0","64","64","0","0","64","64","64","64","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","52","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","8 5 4 2 9 6","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","776.0","34137","5612","776","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","434106","36758","430861","431894","2454","117494","431896","98703","2529","111881","436110","436886","432900","436110","NA","Sternberg Task","64","53270.0","65","1024"
"98","98","817","817","black","experiment","legacy","legacy","legacy","1","undefined","1","right","65","0","65","65","0","0","65","65","0","0","65","65","65","65","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","53","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","2 3 8 5 6 7","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","711.0","34137","5612","711","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","1","440131","36758","436889","437922","2454","117494","437924","98703","2529","111881","442133","442845","438926","442133","NA","Sternberg Task","65","53981.0","66","1024"
"98","98","819","819","black","experiment","legacy","legacy","legacy","1","undefined","1","left","66","0","66","66","0","0","66","66","0","0","66","66","66","66","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","54","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","6 5","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","955.0","34137","5612","955","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","5","446089","36758","442847","443880","2454","117494","443882","98703","2529","111881","448091","449047","444884","448091","NA","Sternberg Task","66","54936.0","67","1024"
"98","98","816","816","black","experiment","legacy","legacy","legacy","1","undefined","1","left","67","0","67","67","0","0","67","67","0","0","67","67","67","67","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","55","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","3 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","586.0","34137","5612","586","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","3","452298","36758","449049","450086","2454","117494","450089","98703","2529","111881","454300","454887","451091","454300","NA","Sternberg Task","67","55522.0","68","1024"
"98","98","813","813","black","experiment","legacy","legacy","legacy","1","undefined","1","left","68","0","68","68","0","0","68","68","0","0","68","68","68","68","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","56","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","8","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","587.0","34137","5612","587","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","8","458136","36758","454890","455923","2454","117494","455925","98703","2529","111881","460138","460726","456930","460138","NA","Sternberg Task","68","56109.0","69","1024"
"98","98","810","810","black","experiment","legacy","legacy","legacy","1","undefined","1","right","69","0","69","69","0","0","69","69","0","0","69","69","69","69","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","57","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","8 4 3 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","603.0","34137","5612","603","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","463972","36758","460729","461760","2454","117494","461762","98703","2529","111881","465974","466578","462767","465974","NA","Sternberg Task","69","56712.0","70","1024"
"98","98","808","808","black","experiment","legacy","legacy","legacy","1","undefined","1","left","70","0","70","70","0","0","70","70","0","0","70","70","70","70","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","58","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","9 1 7 2","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","679.0","34137","5612","679","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","1","469827","36758","466580","467615","2454","117494","467617","98703","2529","111881","471830","472510","468622","471830","NA","Sternberg Task","70","57391.0","71","1024"
"98","98","807","807","black","experiment","legacy","legacy","legacy","1","undefined","1","left","71","0","71","71","0","0","71","71","0","0","71","71","71","71","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","59","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","3 5 7 1","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","755.0","34137","5612","755","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","475758","36758","472512","473547","2454","117494","473549","98703","2529","111881","477760","478515","474553","477760","NA","Sternberg Task","71","58146.0","72","1024"
"98","98","806","806","black","experiment","legacy","legacy","legacy","1","undefined","1","left","72","0","72","72","0","0","72","72","0","0","72","72","72","72","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","60","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","1 4 9 3 2 5","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","723.0","34137","5612","723","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","481760","36758","478518","479548","2454","117494","479550","98703","2529","111881","483764","484488","480554","483764","NA","Sternberg Task","72","58869.0","73","1024"
"98","98","804","804","black","experiment","legacy","legacy","legacy","1","undefined","1","left","73","0","73","73","0","0","73","73","0","0","73","73","73","73","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","61","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","9 6 2 4 1","Melodramatic Milgram","4.0.5","4","y","0","left","right","right","left","NA","633.0","34137","5612","633","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","4","487733","36758","484490","485521","2454","117494","485523","98703","2529","111881","489735","490369","486527","489735","NA","Sternberg Task","73","59502.0","74","1024"
"98","98","802","802","black","experiment","legacy","legacy","legacy","1","undefined","1","right","74","0","74","74","0","0","74","74","0","0","74","74","74","74","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","62","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","1 4 3 6 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","716.0","34137","5612","716","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","493620","36758","490372","491411","2454","117494","491413","98703","2529","111881","495622","496339","492416","495622","NA","Sternberg Task","74","60218.0","75","1024"
"97","97","800","800","black","experiment","legacy","legacy","legacy","0","undefined","0","left","75","0","75","75","0","0","75","75","0","0","75","75","75","75","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","63","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","8 1 6","Melodramatic Milgram","4.0.5","3","y","0","right","right","right","right","NA","626.0","34137","5612","626","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","6","499589","36758","496344","497378","2454","117494","497380","98703","2529","111881","501594","502221","498383","501594","NA","Sternberg Task","74","60844.0","76","1024"
"97","97","799","799","black","experiment","legacy","legacy","legacy","1","undefined","1","right","76","0","76","76","0","0","76","76","0","0","76","76","76","76","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","64","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","1","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","738.0","34137","5612","738","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","7","505464","36758","496344","503253","2454","117494","503256","502224","2529","111881","507469","508207","504258","507469","NA","Sternberg Task","75","61582.0","77","1024"
"97","97","802","802","black","experiment","legacy","legacy","legacy","1","undefined","1","left","77","0","77","77","0","0","77","77","0","0","77","77","77","77","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","65","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","4 1 5","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","1034.0","34137","5612","1034","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","511460","36758","508210","509249","2454","117494","509251","502224","2529","111881","513462","514497","510255","513462","NA","Sternberg Task","76","62616.0","78","1024"
"97","97","805","805","black","experiment","legacy","legacy","legacy","1","undefined","1","right","78","0","78","78","0","0","78","78","0","0","78","78","78","78","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","66","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","6 9 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","1014.0","34137","5612","1014","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","8","517747","36758","514500","515538","2454","117494","515540","502224","2529","111881","519749","520764","516542","519749","NA","Sternberg Task","77","63630.0","79","1024"
"97","97","805","805","black","experiment","legacy","legacy","legacy","1","undefined","1","right","79","0","79","79","0","0","79","79","0","0","79","79","79","79","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","67","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","2 6 4 3 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","772.0","34137","5612","772","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","524020","36758","520766","521811","2454","117494","521814","502224","2529","111881","526023","526796","522816","526023","NA","Sternberg Task","78","64402.0","80","1024"
