acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correct_feedback,count_exp_sequence,count_experiment,count_experiment_loop,count_fixation,count_incorrect_feedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memory_set,count_practice_loop,count_probe,count_thankyou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practice_loop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankyou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankyou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correct_feedback,time_exp_sequence,time_experiment,time_experiment_loop,time_fixation,time_incorrect_feedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memory_set,time_practice_loop,time_probe,time_thankyou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
84.09090909,84.09090909,528.2727272727273,528.2727272727273,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,43,43,43,0,0,43,43,0,0,43,43,43,0,43,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 1 8 5 6 2,Lentiform Loewenfeld,3.3.14,2,y,0,left,left,right,left,NA,641,1806,1797,641,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,1,258288,254993,256057,1099,75117,256062,249361,1121,73319,260298,260940,257075,2938,260298,NA,Sternberg Task,37,23244,44,yes,1024
82.22222222222223,82.22222222222223,532.5111111111111,532.5111111111111,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,44,44,44,0,0,44,44,0,0,44,44,44,0,44,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 2 9 3 8 4,Lentiform Loewenfeld,3.3.14,0,n,0,left,left,right,left,NA,719,1806,1797,719,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,1,264244,260944,262010,1099,75117,262016,249361,1121,73319,266256,266976,263029,2938,266256,NA,Sternberg Task,37,23963,45,yes,1024
82.60869565,82.60869565,533.8695652173913,533.8695652173913,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,45,45,45,0,0,45,45,0,0,45,45,45,0,45,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 8 9 3 4 9,Lentiform Loewenfeld,3.3.14,5,y,0,left,left,right,left,NA,595,1806,1797,595,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,270279,260944,268047,1099,75117,268053,266981,1121,73319,272293,272889,269066,2938,272293,NA,Sternberg Task,38,24558,46,yes,1024
82.97872340425532,82.97872340425532,532.1702127659574,532.1702127659574,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,46,46,46,0,0,46,46,0,0,46,46,46,0,46,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 7 8 5,Lentiform Loewenfeld,3.3.14,3,y,0,left,left,right,left,NA,454,1806,1797,454,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,8,276189,272894,273958,1099,75117,273964,266981,1121,73319,278198,278653,274975,2938,278198,NA,Sternberg Task,39,25012,47,yes,1024
81.25,81.25,530.9583333333334,530.9583333333334,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,47,47,47,0,0,47,47,0,0,47,47,47,0,47,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,9 7 4 5 8,Lentiform Loewenfeld,3.3.14,0,n,0,left,left,right,left,NA,474,1806,1797,474,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,6,281954,278658,279724,1099,75117,279729,266981,1121,73319,283966,284441,280741,2938,283966,NA,Sternberg Task,39,25486,48,yes,1024
81.63265306122449,81.63265306122449,530.5306122,530.5306122,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,48,48,48,0,0,48,48,0,0,48,48,48,0,48,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,9 8 2 7 4,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,510,1806,1797,510,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,5,287742,278658,285511,1099,75117,285516,284447,1121,73319,289751,290262,286528,2938,289751,NA,Sternberg Task,40,25996,49,yes,1024
82,82,534.24,534.24,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,49,49,49,0,0,49,49,0,0,49,49,49,0,49,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 8 6 3 1,Lentiform Loewenfeld,3.3.14,5,y,0,left,left,right,left,NA,716,1806,1797,716,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,1,293566,290267,291332,1099,75117,291337,284447,1121,73319,295582,296299,292352,2938,295582,NA,Sternberg Task,41,26712,50,yes,1024
82.35294118,82.35294118,532.4313725490196,532.4313725490196,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,50,50,50,0,0,50,50,0,0,50,50,50,0,50,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 2 3,Lentiform Loewenfeld,3.3.14,3,y,0,left,left,right,left,NA,442,1806,1797,442,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,3,299606,296305,297370,1099,75117,297375,284447,1121,73319,301620,302062,298388,2938,301619,NA,Sternberg Task,42,27154,51,yes,1024
82.69230769,82.69230769,531.5384615384615,531.5384615384615,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,51,51,51,0,0,51,51,0,0,51,51,51,0,51,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8 9,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,486,1806,1797,486,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,5,305363,302068,303132,1099,75117,303138,284447,1121,73319,307376,307863,304148,2938,307375,NA,Sternberg Task,43,27640,52,yes,1024
83.01886792452831,83.01886792452831,530.0188679245283,530.0188679245283,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,52,52,52,0,0,52,52,0,0,52,52,52,0,52,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,2 4 6 9,Lentiform Loewenfeld,3.3.14,3,y,0,left,left,right,left,NA,451,1806,1797,451,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,6,311164,307869,308933,1099,75117,308938,284447,1121,73319,313178,313630,309948,2938,313178,NA,Sternberg Task,44,28091,53,yes,1024
83.33333333333333,83.33333333333333,528.8148148148148,528.8148148148148,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,53,53,53,0,0,53,53,0,0,53,53,53,0,53,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,2 3,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,465,1806,1797,465,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,2,316930,313636,314700,1099,75117,314705,284447,1121,73319,318940,319407,315715,2938,318940,NA,Sternberg Task,45,28556,54,yes,1024
83.63636363636364,83.63636363636364,529.3636363636364,529.3636363636364,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,54,54,54,0,0,54,54,0,0,54,54,54,0,54,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,2 3 8 5 6 7,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,559,1806,1797,559,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,1,322717,319412,320484,1099,75117,320489,284447,1121,73319,324734,325294,321500,2938,324734,NA,Sternberg Task,46,29115,55,yes,1024
83.92857142857143,83.92857142857143,527.4821428571429,527.4821428571429,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,55,55,55,0,0,55,55,0,0,55,55,55,0,55,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,4,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,424,1806,1797,424,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,4,328596,325300,326365,1099,75117,326371,284447,1121,73319,330612,331037,327382,2938,330611,NA,Sternberg Task,47,29539,56,yes,1024
84.21052631578948,84.21052631578948,527.4736842105264,527.4736842105264,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,56,56,56,0,0,56,56,0,0,56,56,56,0,56,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,1 7 5 2,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,527,1806,1797,527,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,3,334345,331043,332109,1099,75117,332116,284447,1121,73319,336362,336890,333131,2938,336362,NA,Sternberg Task,48,30066,57,yes,1024
84.48275862068965,84.48275862068965,526.6724137931035,526.6724137931035,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,57,57,57,0,0,57,57,0,0,57,57,57,0,57,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8 5 3 7 4 6,Lentiform Loewenfeld,3.3.14,6,y,0,left,left,right,left,NA,481,1806,1797,481,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,340194,336896,337960,1099,75117,337966,284447,1121,73319,342210,342692,338979,2938,342210,NA,Sternberg Task,49,30547,58,yes,1024
84.74576271,84.74576271,526.1694915254237,526.1694915254237,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,58,58,58,0,0,58,58,0,0,58,58,58,0,58,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,2 8 9,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,497,1806,1797,497,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,6,345997,342697,343764,1099,75117,343769,284447,1121,73319,348008,348506,344784,2938,348008,NA,Sternberg Task,50,31044,59,yes,1024
85,85,526.8,526.8,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,59,59,59,0,0,59,59,0,0,59,59,59,0,59,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,1 4 9 3 2 5,Lentiform Loewenfeld,3.3.14,3,y,0,left,left,right,left,NA,564,1806,1797,564,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,9,351809,348512,349577,1099,75117,349582,284447,1121,73319,353822,354387,350595,2938,353822,NA,Sternberg Task,51,31608,60,yes,1024
85.24590163934427,85.24590163934427,526.7377049180328,526.7377049180328,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,60,60,60,0,0,60,60,0,0,60,60,60,0,60,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,9 6 2 4 1,Lentiform Loewenfeld,3.3.14,4,y,0,left,left,right,left,NA,523,1806,1797,523,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,4,357689,354393,355457,1099,75117,355462,284447,1121,73319,359701,360226,356475,2938,359701,NA,Sternberg Task,52,32131,61,yes,1024
85.48387096774194,85.48387096774194,525.5322580645161,525.5322580645161,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,61,61,61,0,0,61,61,0,0,61,61,61,0,61,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,2 5 4 8 7,Lentiform Loewenfeld,3.3.14,3,y,0,left,left,right,left,NA,452,1806,1797,452,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,4,363531,360231,361296,1099,75117,361301,284447,1121,73319,365542,365996,362312,2938,365542,NA,Sternberg Task,53,32583,62,yes,1024
85.71428571428571,85.71428571428571,526.2857142857143,526.2857142857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,62,62,62,0,0,62,62,0,0,62,62,62,0,62,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,5 3 8 7 2 4,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,573,1806,1797,573,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,9,369297,366001,367067,1099,75117,367072,284447,1121,73319,371310,371884,368083,2938,371310,NA,Sternberg Task,54,33156,63,yes,1024
85.9375,85.9375,526.21875,526.21875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,63,63,63,0,0,63,63,0,0,63,63,63,0,63,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 7 9 3 1 2,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,522,1806,1797,522,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,375188,371890,372955,1099,75117,372961,284447,1121,73319,377206,377729,373973,2938,377205,NA,Sternberg Task,55,33678,64,yes,1024
86.15384615384616,86.15384615384616,525.3076923076923,525.3076923076923,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,64,64,64,0,0,64,64,0,0,64,64,64,0,64,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,1 7 5 2 9,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,467,1806,1797,467,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,3,381034,377735,378800,1099,75117,378806,284447,1121,73319,383052,383521,379820,2938,383052,NA,Sternberg Task,56,34145,65,yes,1024
86.36363636363636,86.36363636363636,525.1818181818181,525.1818181818181,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,65,65,65,0,0,65,65,0,0,65,65,65,0,65,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8 5 4 2 9 6,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,517,1806,1797,517,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,3,386824,383526,384591,1099,75117,384596,284447,1121,73319,388840,389358,385610,2938,388840,NA,Sternberg Task,57,34662,66,yes,1024
86.56716417910448,86.56716417910448,524.5522388059702,524.5522388059702,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,66,66,66,0,0,66,66,0,0,66,66,66,0,66,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,9 4 2,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,483,1806,1797,483,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,9,392663,389364,390428,1099,75117,390434,284447,1121,73319,394674,395158,391449,2938,394674,NA,Sternberg Task,58,35145,67,yes,1024
86.76470588235294,86.76470588235294,523.1323529411765,523.1323529411765,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,67,67,67,0,0,67,67,0,0,67,67,67,0,67,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8 9 5 7 1 6,Lentiform Loewenfeld,3.3.14,4,y,0,left,left,right,left,NA,428,1806,1797,428,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,7,398460,395164,396229,1099,75117,396234,284447,1121,73319,400471,400901,397247,2938,400471,NA,Sternberg Task,59,35573,68,yes,1024
86.95652173913044,86.95652173913044,526.2173913043479,526.2173913043479,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,68,68,68,0,0,68,68,0,0,68,68,68,0,68,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 6 4 8 1 2,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,736,1806,1797,736,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,9,404200,400906,401970,1099,75117,401975,284447,1121,73319,406209,406946,402985,2938,406209,NA,Sternberg Task,60,36309,69,yes,1024
87.14285714285714,87.14285714285714,523.9,523.9,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,69,69,69,0,0,69,69,0,0,69,69,69,0,69,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 5,Lentiform Loewenfeld,3.3.14,2,y,0,left,left,right,left,NA,364,1806,1797,364,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,5,410249,406951,408016,1099,75117,408022,284447,1121,73319,412262,412626,409036,2938,412261,NA,Sternberg Task,61,36673,70,yes,1024
87.32394366197182,87.32394366197182,522.6478873239437,522.6478873239437,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,70,70,70,0,0,70,70,0,0,70,70,70,0,70,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,3 9 7 6 4,Lentiform Loewenfeld,3.3.14,3,y,0,left,left,right,left,NA,435,1806,1797,435,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,7,415927,412632,413698,1099,75117,413703,284447,1121,73319,417938,418374,414713,2938,417937,NA,Sternberg Task,62,37108,71,yes,1024
87.5,87.5,522.875,522.875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,71,71,71,0,0,71,71,0,0,71,71,71,0,71,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 6,Lentiform Loewenfeld,3.3.14,2,y,0,left,left,right,left,NA,539,1806,1797,539,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,6,421676,418380,419445,1099,75117,419450,284447,1121,73319,423687,424227,420461,2938,423687,NA,Sternberg Task,63,37647,72,yes,1024
87.67123287671232,87.67123287671232,522.0821918,522.0821918,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,72,72,72,0,0,72,72,0,0,72,72,72,0,72,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,2 8 6 3 1,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,465,1806,1797,465,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,7,427526,424233,425299,1099,75117,425305,284447,1121,73319,429538,430004,426314,2938,429538,NA,Sternberg Task,64,38112,73,yes,1024
87.83783783783784,87.83783783783784,524.4864864864865,524.4864864864865,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,73,73,73,0,0,73,73,0,0,73,73,73,0,73,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,4 2 6 9,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,700,1806,1797,700,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,7,433302,430010,431073,1099,75117,431078,284447,1121,73319,435312,436013,432089,2938,435312,NA,Sternberg Task,65,38812,74,yes,1024
88,88,524,524,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,74,74,74,0,0,74,74,0,0,74,74,74,0,74,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,1 4 9 2 5,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,488,1806,1797,488,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,7,439318,436018,437085,1099,75117,437090,284447,1121,73319,441334,441823,438103,2938,441334,NA,Sternberg Task,66,39300,75,yes,1024
88.15789473684211,88.15789473684211,528.1710526,528.1710526,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,75,75,75,0,0,75,75,0,0,75,75,75,0,75,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,63,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8 2 1 4 5 9,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,841,1806,1797,841,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,7,445126,441829,442892,1099,75117,442897,284447,1121,73319,447135,447978,443908,2938,447135,NA,Sternberg Task,67,40141,76,yes,1024
88.31168831168831,88.31168831168831,528.5584415584416,528.5584415584416,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,76,76,76,0,0,76,76,0,0,76,76,76,0,76,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,64,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 9 4 5 2,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,558,1806,1797,558,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,1,451283,447983,449048,1099,75117,449054,284447,1121,73319,453294,453854,450066,2938,453294,NA,Sternberg Task,68,40699,77,yes,1024
88.46153846153847,88.46153846153847,527.8974358974359,527.8974358974359,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,77,77,77,0,0,77,77,0,0,77,77,77,0,77,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,65,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 1,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,477,1806,1797,477,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,8,457161,453859,454926,1099,75117,454932,284447,1121,73319,459177,459655,455946,2938,459176,NA,Sternberg Task,69,41176,78,yes,1024
