acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correct_feedback,count_exp_sequence,count_experiment,count_experiment_loop,count_fixation,count_incorrect_feedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memory_set,count_practice_loop,count_probe,count_thankyou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practice_loop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankyou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankyou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correct_feedback,time_exp_sequence,time_experiment,time_experiment_loop,time_fixation,time_incorrect_feedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memory_set,time_practice_loop,time_probe,time_thankyou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
88.60759493670886,88.60759493670886,529.7974683544304,529.7974683544304,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,78,78,78,0,0,78,78,0,0,78,78,78,0,78,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,66,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,3 9 8 1 6 4,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,678,1806,1797,678,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,7,462958,459661,460723,1099,75117,460728,284447,1121,73319,464973,465652,461744,2938,464973,NA,Sternberg Task,70,41854,79,yes,1024
88.75,88.75,533.9375,533.9375,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,79,79,79,0,0,79,79,0,0,79,79,79,0,79,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,67,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,3 2 1 4 7,Lentiform Loewenfeld,3.3.14,2,y,0,left,left,right,left,NA,861,1806,1797,861,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,2,468956,465658,466722,1099,75117,466727,284447,1121,73319,470970,471832,467741,2938,470969,NA,Sternberg Task,71,42715,80,yes,1024
88.88888888888889,88.88888888888889,533.6049383,533.6049383,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,80,80,80,0,0,80,80,0,0,80,80,80,0,80,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,68,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8 7 3,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,507,1806,1797,507,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,8,475136,471837,472903,1099,75117,472909,284447,1121,73319,477150,477658,473922,2938,477150,NA,Sternberg Task,72,43222,81,yes,1024
89.02439024390245,89.02439024390245,533.6219512195122,533.6219512195122,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,81,81,81,0,0,81,81,0,0,81,81,81,0,81,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,69,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,4 2 7 6 1 3,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,535,1806,1797,535,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,8,480960,477664,478728,1099,75117,478734,284447,1121,73319,482973,483510,479744,2938,482973,NA,Sternberg Task,73,43757,82,yes,1024
89.15662651,89.15662651,534.4216867469879,534.4216867469879,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,82,82,82,0,0,82,82,0,0,82,82,82,0,82,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,70,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,3 5 7 1,Lentiform Loewenfeld,3.3.14,3,y,0,left,left,right,left,NA,600,1806,1797,600,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,7,486808,483515,484578,1099,75117,484583,284447,1121,73319,488818,489419,485594,2938,488818,NA,Sternberg Task,74,44357,83,yes,1024
88.0952381,88.0952381,534.3809523809524,534.3809523809524,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,83,83,83,0,0,83,83,0,0,83,83,83,0,83,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,71,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,3 5 9 6 2 4,Lentiform Loewenfeld,3.3.14,1,y,0,right,left,right,right,NA,531,1806,1797,531,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,3,492720,489424,490488,1099,75117,490494,284447,1121,73319,494739,495271,491506,2938,494739,NA,Sternberg Task,74,44888,84,yes,1024
88.23529411764706,88.23529411764706,533.6588235294117,533.6588235294117,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,84,84,84,0,0,84,84,0,0,84,84,84,0,84,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,72,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,5 2 6,Lentiform Loewenfeld,3.3.14,2,y,0,left,left,right,left,NA,473,1806,1797,473,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,2,498573,489424,496342,1099,75117,496348,495277,1121,73319,500583,501057,497360,2938,500583,NA,Sternberg Task,75,45361,85,yes,1024
88.37209302325581,88.37209302325581,532.1162790697674,532.1162790697674,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,85,85,85,0,0,85,85,0,0,85,85,85,0,85,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,73,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,9,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,401,1806,1797,401,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,6,504355,501062,502125,1099,75117,502130,495277,1121,73319,506368,506770,503142,2938,506368,NA,Sternberg Task,76,45762,86,yes,1024
88.50574712643679,88.50574712643679,530.8965517241379,530.8965517241379,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,86,86,86,0,0,86,86,0,0,86,86,86,0,86,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,74,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,3 4,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,426,1806,1797,426,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,3,510070,506776,507837,1099,75117,507842,495277,1121,73319,512084,512511,508854,2938,512084,NA,Sternberg Task,77,46188,87,yes,1024
87.5,87.5,530.6590909090909,530.6590909090909,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,87,87,87,0,0,87,87,0,0,87,87,87,0,87,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,75,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 8 4 6 9 5,Lentiform Loewenfeld,3.3.14,4,y,0,right,left,right,right,NA,510,1806,1797,510,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,515816,512517,513582,1099,75117,513587,495277,1121,73319,517834,518345,514601,2938,517834,NA,Sternberg Task,77,46698,88,yes,1024
87.64044943820225,87.64044943820225,529.7303370786517,529.7303370786517,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,88,88,88,0,0,88,88,0,0,88,88,88,0,88,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,76,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,9 8 4,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,448,1806,1797,448,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,9,521652,512517,519418,1099,75117,519424,518351,1121,73319,523668,524117,520436,2938,523668,NA,Sternberg Task,78,47146,89,yes,1024
87.77777777777777,87.77777777777777,529.6111111111111,529.6111111111111,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,89,89,89,0,0,89,89,0,0,89,89,89,0,89,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,77,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 3 1 7 9 8,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,519,1806,1797,519,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,527422,524123,525187,1099,75117,525193,518351,1121,73319,529439,529959,526205,2938,529439,NA,Sternberg Task,79,47665,90,yes,1024
87.91208791208791,87.91208791208791,527.9230769230769,527.9230769230769,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,90,90,90,0,0,90,90,0,0,90,90,90,0,90,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,78,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,4 6 5 8,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,376,1806,1797,376,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,4,533266,529964,531032,1099,75117,531038,518351,1121,73319,535282,535659,532052,2938,535281,NA,Sternberg Task,80,48041,91,yes,1024
88.04347826086956,88.04347826086956,528.9565217391304,528.9565217391304,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,91,91,91,0,0,91,91,0,0,91,91,91,0,91,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,79,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,4 9 7 8 5 3,Lentiform Loewenfeld,3.3.14,4,y,0,left,left,right,left,NA,623,1806,1797,623,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,8,538960,535664,536727,1099,75117,536732,518351,1121,73319,540975,541599,537746,2938,540975,NA,Sternberg Task,81,48664,92,yes,1024
88.17204301075269,88.17204301075269,528.0860215053764,528.0860215053764,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,92,92,92,0,0,92,92,0,0,92,92,92,0,92,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,80,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,448,1806,1797,448,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,8,544908,541605,542670,1099,75117,542676,518351,1121,73319,546915,547364,543690,2938,546915,NA,Sternberg Task,82,49112,93,yes,1024
88.29787234042553,88.29787234042553,527.5425531914893,527.5425531914893,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,93,93,93,0,0,93,93,0,0,93,93,93,0,93,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,81,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 7 5 9,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,477,1806,1797,477,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,2,550664,547370,548435,1099,75117,548440,518351,1121,73319,552678,553157,549451,2938,552678,NA,Sternberg Task,83,49589,94,yes,1024
88.42105263157895,88.42105263157895,529.5894736842105,529.5894736842105,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,94,94,94,0,0,94,94,0,0,94,94,94,0,94,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,82,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 9 4 5 3 2,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,722,1806,1797,722,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,8,556455,553162,554226,1099,75117,554231,518351,1121,73319,558471,559195,555241,2938,558471,NA,Sternberg Task,84,50311,95,yes,1024
88.54166666666667,88.54166666666667,530.3229166666666,530.3229166666666,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,95,95,95,0,0,95,95,0,0,95,95,95,0,95,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,83,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 9 1 6,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,600,1806,1797,600,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,4,562495,559200,560264,1099,75117,560269,518351,1121,73319,564505,565106,561280,2938,564505,NA,Sternberg Task,85,50911,96,yes,1024
87.62886597938144,87.62886597938144,529.9896907216495,529.9896907216495,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,96,96,96,0,0,96,96,0,0,96,96,96,0,96,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,84,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8 4 3 9,Lentiform Loewenfeld,3.3.14,0,n,0,left,left,right,left,NA,498,1806,1797,498,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,5,568401,565112,566173,1099,75117,566178,518351,1121,73319,570412,570911,567188,2938,570412,NA,Sternberg Task,85,51409,97,yes,1024
86.73469387755102,86.73469387755102,534.1122448979592,534.1122448979592,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,97,97,97,0,0,97,97,0,0,97,97,97,0,97,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,85,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,4 6 2 5 1,Lentiform Loewenfeld,3.3.14,5,y,0,right,left,right,right,NA,934,1806,1797,934,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,1,574212,565112,571982,1099,75117,571987,570917,1121,73319,576224,577159,572997,2938,576224,NA,Sternberg Task,85,52343,98,yes,1024
86.86868686868686,86.86868686868686,534.7676767676768,534.7676767676768,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,98,98,98,0,0,98,98,0,0,98,98,98,0,98,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,86,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,9 5 3 8 4,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,599,1806,1797,599,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,9,580460,565112,578230,1099,75117,578235,577164,1121,73319,582472,583072,579247,2938,582472,NA,Sternberg Task,86,52942,99,yes,1024
87,87,533.81,533.81,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,99,99,99,0,0,99,99,0,0,99,99,99,0,99,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,87,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,5,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,439,1806,1797,439,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,8,586375,583078,584143,1099,75117,584148,577164,1121,73319,588392,588832,585161,2938,588392,NA,Sternberg Task,87,53381,100,yes,1024
87.12871287128714,87.12871287128714,533.7029702970297,533.7029702970297,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,100,100,100,0,0,100,100,0,0,100,100,100,0,100,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,88,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 9,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,523,1806,1797,523,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,1,592130,588838,589902,1099,75117,589907,577164,1121,73319,594142,594666,590918,2938,594142,NA,Sternberg Task,88,53904,101,yes,1024
86.27450980392157,86.27450980392157,533.9313725490196,533.9313725490196,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,101,101,101,0,0,101,101,0,0,101,101,101,0,101,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,89,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,3 4 9 6 2 9,Lentiform Loewenfeld,3.3.14,5,y,0,right,left,right,right,NA,557,1806,1797,557,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,2,597968,594671,595737,1099,75117,595742,577164,1121,73319,599979,600537,596755,2938,599978,NA,Sternberg Task,88,54461,102,yes,1024
86.40776699029126,86.40776699029126,533.8834951456311,533.8834951456311,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,102,102,102,0,0,102,102,0,0,102,102,102,0,102,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,90,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,529,1806,1797,529,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,7,603837,594671,601606,1099,75117,601611,600542,1121,73319,605847,606377,602622,2938,605847,NA,Sternberg Task,89,54990,103,yes,1024
86.53846153846153,86.53846153846153,534.0865384615385,534.0865384615385,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,103,103,103,0,0,103,103,0,0,103,103,103,0,103,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,91,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,1 4 3 6 5,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,555,1806,1797,555,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,8,609677,606383,607447,1099,75117,607452,600542,1121,73319,611688,612244,608462,2938,611688,NA,Sternberg Task,90,55545,104,yes,1024
86.66666666666667,86.66666666666667,534.9714285714285,534.9714285714285,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,104,104,104,0,0,104,104,0,0,104,104,104,0,104,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,92,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8 4 3 5,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,627,1806,1797,627,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,6,615544,612250,613314,1099,75117,613319,600542,1121,73319,617555,618184,614330,2938,617554,NA,Sternberg Task,91,56172,105,yes,1024
85.84905660377359,85.84905660377359,534.0566037735849,534.0566037735849,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,105,105,105,0,0,105,105,0,0,105,105,105,0,105,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,93,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 1 8 4 9 3,Lentiform Loewenfeld,3.3.14,0,n,0,left,left,right,left,NA,438,1806,1797,438,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,621483,618190,619254,1099,75117,619259,600542,1121,73319,623494,623934,620270,2938,623493,NA,Sternberg Task,91,56610,106,yes,1024
85.04672897196262,85.04672897196262,533.0747663551402,533.0747663551402,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,106,106,106,0,0,106,106,0,0,106,106,106,0,106,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,94,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,3 9 6 2,Lentiform Loewenfeld,3.3.14,4,y,0,right,left,right,right,NA,429,1806,1797,429,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,2,627229,618190,625000,1099,75117,625005,623939,1121,73319,629239,629670,626016,2938,629239,NA,Sternberg Task,91,57039,107,yes,1024
85.18518518518519,85.18518518518519,533.2685185185185,533.2685185185185,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,107,107,107,0,0,107,107,0,0,107,107,107,0,107,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,95,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 8 6 1,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,554,1806,1797,554,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,3,632966,618190,630737,1099,75117,630742,629676,1121,73319,634977,635532,631753,2938,634977,NA,Sternberg Task,92,57593,108,yes,1024
85.32110092,85.32110092,534.5229357798165,534.5229357798165,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,108,108,108,0,0,108,108,0,0,108,108,108,0,108,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,96,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,2 7 5,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,670,1806,1797,670,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,8,638825,635538,636598,1099,75117,636603,629676,1121,73319,640837,641508,637613,2938,640837,NA,Sternberg Task,93,58263,109,yes,1024
84.54545454545455,84.54545454545455,537.3090909090909,537.3090909090909,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,109,109,109,0,0,109,109,0,0,109,109,109,0,109,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,97,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,5 7 8 2 3 8,Lentiform Loewenfeld,3.3.14,5,y,0,right,left,right,right,NA,841,1806,1797,841,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,3,644809,641513,642579,1099,75117,642584,629676,1121,73319,646820,647662,643595,2938,646820,NA,Sternberg Task,93,59104,110,yes,1024
84.68468468468468,84.68468468468468,536.7837837837837,536.7837837837837,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,110,110,110,0,0,110,110,0,0,110,110,110,0,110,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,98,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,4 1 8 7 5,Lentiform Loewenfeld,3.3.14,3,y,0,left,left,right,left,NA,479,1806,1797,479,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,8,650961,641513,648732,1099,75117,648736,647668,1121,73319,652971,653451,649747,2938,652971,NA,Sternberg Task,94,59583,111,yes,1024
84.82142857142857,84.82142857142857,536.5089285714286,536.5089285714286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,111,111,111,0,0,111,111,0,0,111,111,111,0,111,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,99,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,9 3 1 2 5,Lentiform Loewenfeld,3.3.14,4,y,0,left,left,right,left,NA,506,1806,1797,506,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,2,656745,653457,654519,1099,75117,654524,647668,1121,73319,658757,659265,655533,2938,658757,NA,Sternberg Task,95,60089,112,yes,1024
84.95575221238938,84.95575221238938,536.0619469026549,536.0619469026549,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,112,112,112,0,0,112,112,0,0,112,112,112,0,112,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,100,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,4 3 2 5 8,Lentiform Loewenfeld,3.3.14,2,y,0,left,left,right,left,NA,486,1806,1797,486,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,3,662569,659270,660331,1099,75117,660336,647668,1121,73319,664579,665066,661350,2938,664579,NA,Sternberg Task,96,60575,113,yes,1024
