"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_experiment","count_experimentLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_memoryset","count_new_keyboard_response","count_new_logger","count_practiceLoop","count_probe","count_thankyou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_new_keyboard_response","response_thankyou","response_time","response_time_instruction1","response_time_instructions2","response_time_new_keyboard_response","response_time_thankyou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_experiment","time_experimentLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_memoryset","time_new_keyboard_response","time_new_logger","time_practiceLoop","time_probe","time_thankyou","title","total_correct","total_response_time","total_responses","width"
"43","43","526","526","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","36","36","0","0","36","36","36","0","0","36","36","36","0","36","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","24","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 6 4 8 1 2","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","250.0","1330","2075","250","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","221957","207665","5674","79235","219755","219756","218718","5681","77160","220756","223958","224209","7013","223957","NA","Sternberg Task","16","19467.0","37","1024"
"44","44","517","517","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","37","37","0","0","37","37","37","0","0","37","37","37","0","37","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","25","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 1 8 4 9 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","215.0","1330","2075","215","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","227471","207665","5674","79235","225269","225270","224216","5681","77160","226270","229472","229688","7013","229472","NA","Sternberg Task","17","19682.0","38","1024"
"46","46","512","512","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","38","38","0","0","38","38","38","0","0","38","38","38","0","38","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","26","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","4 6 5 8","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","304.0","1330","2075","304","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","4","232975","229714","5674","79235","230773","230774","224216","5681","77160","231774","234975","235280","7013","234975","NA","Sternberg Task","18","19986.0","39","1024"
"45","45","505","505","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","39","39","0","0","39","39","39","0","0","39","39","39","0","39","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","27","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 1 5 6 3","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","250.0","1330","2075","250","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","238528","235287","5674","79235","236325","236327","224216","5681","77160","237327","240528","240779","7013","240528","NA","Sternberg Task","18","20236.0","40","1024"
"43","43","501","501","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","40","40","0","0","40","40","40","0","0","40","40","40","0","40","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","28","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 2 3","Melodramatic Milgram","4.0.5","3","y","0","right","right","right","right","NA","344.0","1330","2075","344","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","3","244052","235287","5674","79235","241849","241850","240805","5681","77160","242851","246053","246398","7013","246053","NA","Sternberg Task","18","20580.0","41","1024"
"42","42","495","495","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","41","41","0","0","41","41","41","0","0","41","41","41","0","41","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","29","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 9 8 1 6 4","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","233.0","1330","2075","233","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","249648","235287","5674","79235","247446","247447","246406","5681","77160","248447","251648","251882","7013","251648","NA","Sternberg Task","18","20813.0","42","1024"
"44","44","496","496","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","42","42","0","0","42","42","42","0","0","42","42","42","0","42","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","30","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 9 1 6","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","537.0","1330","2075","537","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","4","255165","235287","5674","79235","252962","252963","251909","5681","77160","253964","257165","257703","7013","257165","NA","Sternberg Task","19","21350.0","43","1024"
"45","45","505","505","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","43","43","0","0","43","43","43","0","0","43","43","43","0","43","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","31","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 4 3 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","879.0","1330","2075","879","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","260976","257730","5674","79235","258773","258774","251909","5681","77160","259775","262976","263856","7013","262976","NA","Sternberg Task","20","22229.0","44","1024"
"46","46","507","507","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","44","44","0","0","44","44","44","0","0","44","44","44","0","44","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","32","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","5 2 6","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","619.0","1330","2075","619","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","2","267106","263863","5674","79235","264903","264904","251909","5681","77160","265905","269106","269726","7013","269106","NA","Sternberg Task","21","22848.0","45","1024"
"47","47","510","510","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","45","45","0","0","45","45","45","0","0","45","45","45","0","45","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","33","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","2 8 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","616.0","1330","2075","616","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","6","272974","269734","5674","79235","270772","270773","251909","5681","77160","271773","274975","275592","7013","274975","NA","Sternberg Task","22","23464.0","46","1024"
"46","46","514","514","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","46","46","0","0","46","46","46","0","0","46","46","46","0","46","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","34","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","2 3 8 5 6 7","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","727.0","1330","2075","727","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","278881","275619","5674","79235","276678","276679","251909","5681","77160","277680","280882","281609","7013","280882","NA","Sternberg Task","22","24191.0","47","1024"
"45","45","514","514","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","47","47","0","0","47","47","47","0","0","47","47","47","0","47","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","35","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 3","Melodramatic Milgram","4.0.5","2","y","0","right","right","right","right","NA","501.0","1330","2075","501","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","3","284879","275619","5674","79235","282676","282677","281636","5681","77160","283678","286880","287382","7013","286880","NA","Sternberg Task","22","24692.0","48","1024"
"44","44","520","520","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","48","48","0","0","48","48","48","0","0","48","48","48","0","48","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","36","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 9 4 5 3 2","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","828.0","1330","2075","828","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","290650","275619","5674","79235","288447","288448","287390","5681","77160","289449","292650","293479","7013","292650","NA","Sternberg Task","22","25520.0","49","1024"
"44","44","541","541","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","49","49","0","0","49","49","49","0","0","49","49","49","0","49","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","37","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 1 3","Melodramatic Milgram","4.0.5","2","y","0","right","right","right","right","NA","1564.0","1330","2075","1564","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","1","296728","275619","5674","79235","294525","294526","293487","5681","77160","295526","298728","300293","7013","298728","NA","Sternberg Task","22","27084.0","50","1024"
"45","45","543","543","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","50","50","0","0","50","50","50","0","0","50","50","50","0","50","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","38","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","2 6 1 7 4","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","638.0","1330","2075","638","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","6","303541","275619","5674","79235","301339","301340","300301","5681","77160","302341","305541","306180","7013","305541","NA","Sternberg Task","23","27722.0","51","1024"
"46","46","550","550","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","51","51","0","0","51","51","51","0","0","51","51","51","0","51","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","39","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","878.0","1330","2075","878","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","1","309449","306206","5674","79235","307247","307247","300301","5681","77160","308248","311450","312329","7013","311450","NA","Sternberg Task","24","28600.0","52","1024"
"45","45","570","570","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","52","52","0","0","52","52","52","0","0","52","52","52","0","52","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","40","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 9","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","1628.0","1330","2075","1628","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","315600","312356","5674","79235","313399","313400","300301","5681","77160","314400","317600","319229","7013","317600","NA","Sternberg Task","24","30228.0","53","1024"
"44","44","596","596","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","53","53","0","0","53","53","53","0","0","53","53","53","0","53","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","41","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 2 1 4 5 9","Melodramatic Milgram","4.0.5","0","n","0","None","right","right","None","NA","2000.0","1330","2075","2000","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","322502","312356","5674","79235","320300","320301","319237","5681","77160","321301","324502","326502","7013","324502","NA","Sternberg Task","24","32228.0","54","1024"
"45","45","606","606","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","54","54","0","0","54","54","54","0","0","54","54","54","0","54","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","42","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 1 8 5 6 2","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","1131.0","1330","2075","1131","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","329788","312356","5674","79235","327586","327587","326529","5681","77160","328587","331789","332921","7013","331789","NA","Sternberg Task","25","33359.0","55","1024"
"44","44","631","631","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","55","55","0","0","55","55","55","0","0","55","55","55","0","55","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","43","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 5 4 7 3 1","Melodramatic Milgram","4.0.5","2","y","0","None","right","right","None","NA","2000.0","1330","2075","2000","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","336196","332947","5674","79235","333993","333994","326529","5681","77160","334995","338196","340196","7013","338196","NA","Sternberg Task","25","35359.0","56","1024"
"45","45","632","632","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","56","56","0","0","56","56","56","0","0","56","56","56","0","56","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","44","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 2 1 4 7","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","703.0","1330","2075","703","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","2","343474","332947","5674","79235","341272","341272","340222","5681","77160","342273","345476","346180","7013","345475","NA","Sternberg Task","26","36062.0","57","1024"
"46","46","636","636","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","57","57","0","0","57","57","57","0","0","57","57","57","0","57","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","45","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","4 8 1 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","831.0","1330","2075","831","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","349423","346183","5674","79235","347220","347222","340222","5681","77160","348222","351423","352255","7013","351423","NA","Sternberg Task","27","36893.0","58","1024"
"45","45","647","647","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","58","58","0","0","58","58","58","0","0","58","58","58","0","58","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","46","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 2 9 3 8 4","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","1280.0","1330","2075","1280","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","355503","352263","5674","79235","353301","353302","340222","5681","77160","354302","357503","358784","7013","357503","NA","Sternberg Task","27","38173.0","59","1024"
"45","45","653","653","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","59","59","0","0","59","59","59","0","0","59","59","59","0","59","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","47","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 5 7 1","Melodramatic Milgram","4.0.5","3","y","0","right","right","right","right","NA","1025.0","1330","2075","1025","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","362055","352263","5674","79235","359852","359853","358811","5681","77160","360854","364056","365082","7013","364056","NA","Sternberg Task","27","39198.0","60","1024"
"45","45","667","667","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","60","60","0","0","60","60","60","0","0","60","60","60","0","60","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","48","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","2 4 6 9","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","1526.0","1330","2075","1526","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","368336","352263","5674","79235","366133","366134","365090","5681","77160","367135","370337","371864","7013","370337","NA","Sternberg Task","28","40724.0","61","1024"
"46","46","669","669","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","61","61","0","0","61","61","61","0","0","61","61","61","0","61","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","49","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 8 4 6 9 5","Melodramatic Milgram","4.0.5","4","y","0","left","right","right","left","NA","775.0","1330","2075","775","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","375132","371872","5674","79235","372931","372932","365090","5681","77160","373932","377132","377908","7013","377132","NA","Sternberg Task","29","41499.0","62","1024"
"47","47","661","661","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","62","62","0","0","62","62","62","0","0","62","62","62","0","62","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","50","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","5 3 8 7 2 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","162.0","1330","2075","162","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","381172","377916","5674","79235","378970","378970","365090","5681","77160","379971","383173","383336","7013","383173","NA","Sternberg Task","30","41661.0","63","1024"
"46","46","682","682","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","63","63","0","0","63","63","63","0","0","63","63","63","0","63","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","51","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 6","Melodramatic Milgram","4.0.5","2","y","0","None","right","right","None","NA","2000.0","1330","2075","2000","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","386591","383340","5674","79235","384388","384389","365090","5681","77160","385390","388592","390592","7013","388592","NA","Sternberg Task","30","43661.0","64","1024"
"46","46","699","699","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","64","64","0","0","64","64","64","0","0","64","64","64","0","64","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","52","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 5","Melodramatic Milgram","4.0.5","2","y","0","right","right","right","right","NA","1834.0","1330","2075","1834","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","393858","383340","5674","79235","391655","391656","390600","5681","77160","392657","395859","397694","7013","395859","NA","Sternberg Task","30","45495.0","65","1024"
"45","45","695","695","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","65","65","0","0","65","65","65","0","0","65","65","65","0","65","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","53","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","2 5 1 4","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","389.0","1330","2075","389","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","400942","383340","5674","79235","398740","398741","397702","5681","77160","399741","402943","403333","7013","402943","NA","Sternberg Task","30","45884.0","66","1024"
"44","44","689","689","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","66","66","0","0","66","66","66","0","0","66","66","66","0","66","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","54","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 9 5 7 1 6","Melodramatic Milgram","4.0.5","4","y","0","right","right","right","right","NA","340.0","1330","2075","340","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","406613","383340","5674","79235","404411","404412","403360","5681","77160","405413","408614","408955","7013","408613","NA","Sternberg Task","30","46224.0","67","1024"
"45","45","683","683","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","67","67","0","0","67","67","67","0","0","67","67","67","0","67","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","55","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","5 2 9 6 1 7","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","250.0","1330","2075","250","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","412220","383340","5674","79235","410018","410019","408963","5681","77160","411019","414220","414472","7013","414220","NA","Sternberg Task","31","46474.0","68","1024"
"44","44","698","698","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","68","68","0","0","68","68","68","0","0","68","68","68","0","68","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","56","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","9 4 2","Melodramatic Milgram","4.0.5","1","y","0","right","right","right","right","NA","1718.0","1330","2075","1718","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","417728","414479","5674","79235","415526","415527","408963","5681","77160","416527","419729","421448","7013","419728","NA","Sternberg Task","31","48192.0","69","1024"
"45","45","696","696","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","69","69","0","0","69","69","69","0","0","69","69","69","0","69","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","57","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","2 3 7 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","544.0","1330","2075","544","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","2","424695","414479","5674","79235","422492","422493","421455","5681","77160","423494","426695","427240","7013","426695","NA","Sternberg Task","32","48736.0","70","1024"
"46","46","690","690","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","70","70","0","0","70","70","70","0","0","70","70","70","0","70","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","58","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","4 3 2 5 8","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","299.0","1330","2075","299","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","430502","427248","5674","79235","428300","428301","421455","5681","77160","429301","432503","432803","7013","432503","NA","Sternberg Task","33","49035.0","71","1024"
"47","47","690","690","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","71","71","0","0","71","71","71","0","0","71","71","71","0","71","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","59","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 1 6","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","675.0","1330","2075","675","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","6","436061","432806","5674","79235","433859","433860","421455","5681","77160","434860","438062","438738","7013","438062","NA","Sternberg Task","34","49710.0","72","1024"
"46","46","708","708","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","72","72","0","0","72","72","72","0","0","72","72","72","0","72","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","60","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8","Melodramatic Milgram","4.0.5","1","y","0","None","right","right","None","NA","2000.0","1330","2075","2000","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","8","441985","438746","5674","79235","439782","439783","421455","5681","77160","440784","443987","445987","7013","443986","NA","Sternberg Task","34","51710.0","73","1024"
"45","45","703","703","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","73","73","0","0","73","73","73","0","0","73","73","73","0","73","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","61","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","9 8 2 7 4","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","352.0","1330","2075","352","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","5","449240","438746","5674","79235","447037","447039","445995","5681","77160","448039","451240","451592","7013","451240","NA","Sternberg Task","34","52062.0","74","1024"
