"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1_sketchpad","correct_keyboard_response","correct_response","count_ISI_sketchpad","count_correct_sketchpad","count_exp_sequence","count_experiment","count_experiment_loop","count_fixation_sketchpad","count_incorrect_sketchpad","count_instruction1_sketchpad","count_instructions2_sketchpad","count_keyboard_response","count_memoryset_sketchpad","count_new_logger","count_practice_loop","count_probe_sketchpad","count_thankyou_sketchpad","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1_sketchpad","response_instructions2_sketchpad","response_keyboard_response","response_thankyou_sketchpad","response_time","response_time_instruction1_sketchpad","response_time_instructions2_sketchpad","response_time_keyboard_response","response_time_thankyou_sketchpad","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI_sketchpad","time_correct_sketchpad","time_exp_sequence","time_experiment","time_experiment_loop","time_fixation_sketchpad","time_incorrect_sketchpad","time_instruction1_sketchpad","time_instructions2_sketchpad","time_keyboard_response","time_memoryset_sketchpad","time_new_logger","time_practice_loop","time_probe_sketchpad","time_thankyou_sketchpad","title","total_correct","total_response_time","total_responses","width"
"100","100","777","777","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","10","10","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","2 9 4","Melodramatic Milgram","4.0.5","3","y","0","left","right","NA","left","NA","756.0","11869","NA","756","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","77240","73994","75037","2077","NA","75038","NA","2083","NA","79241","76039","79997","13953","79241","NA","Sternberg task ","11","8557.0","11","1024"
"100","100","778","778","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","4 3 1 7 9 8","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","NA","786.0","11869","NA","786","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","83248","80001","81045","2077","NA","81046","NA","2083","NA","85249","82047","86036","13953","85249","NA","Sternberg task ","12","9343.0","12","1024"
"100","100","772","772","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","0","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","5 7 3 6 2","Melodramatic Milgram","4.0.5","5","y","0","left","right","right","left","NA","695.0","11869","7446","695","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","96863","86042","94659","2077","94490","94661","NA","2083","87043","98864","95662","99560","13953","98864","NA","Sternberg task ","13","10038.0","13","1024"
"100","100","778","778","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","1","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","1 6 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","857.0","11869","7446","857","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","102811","99567","100607","2077","94490","100609","NA","2083","87043","104812","101610","105670","13953","104812","NA","Sternberg task ","14","10895.0","14","1024"
"100","100","774","774","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","2","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","9 5 3 2 8 6","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","722.0","11869","7446","722","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","108921","105674","106718","2077","94490","106719","NA","2083","87043","110922","107720","111645","13953","110922","NA","Sternberg task ","15","11617.0","15","1024"
"100","100","765","765","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","3","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","2 3 7 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","637.0","11869","7446","637","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","114893","111648","112690","2077","94490","112691","NA","2083","87043","116894","113692","117532","13953","116894","NA","Sternberg task ","16","12254.0","16","1024"
"100","100","775","775","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","4","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","6 7 8 5","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","935.0","11869","7446","935","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","120792","117538","118589","2077","94490","118590","NA","2083","87043","122793","119591","123729","13953","122793","NA","Sternberg task ","17","13189.0","17","1024"
"100","100","772","772","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","5","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","5 7 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","709.0","11869","7446","709","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","126976","123732","124772","2077","94490","124774","NA","2083","87043","128977","125775","129687","13953","128977","NA","Sternberg task ","18","13898.0","18","1024"
"100","100","784","784","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","6","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","7 1 5 6 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","1010.0","11869","7446","1010","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","132939","129694","130735","2077","94490","130737","NA","2083","87043","134940","131738","135951","13953","134940","NA","Sternberg task ","19","14908.0","19","1024"
"100","100","775","775","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","7","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","8 5 7 3 6","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","592.0","11869","7446","592","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","139203","135954","136999","2077","94490","137001","NA","2083","87043","141204","138002","141796","13953","141204","NA","Sternberg task ","20","15500.0","20","1024"
"100","100","768","768","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","8","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","8 6 3 4 7","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","638.0","11869","7446","638","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","145067","141802","142864","2077","94490","142865","NA","2083","87043","147068","143866","147707","13953","147068","NA","Sternberg task ","21","16138.0","21","1024"
"100","100","762","762","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","9","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","8","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","642.0","11869","7446","642","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","8","150959","147713","148756","2077","94490","148757","NA","2083","87043","152960","149758","153603","13953","152960","NA","Sternberg task ","22","16780.0","22","1024"
"100","100","764","764","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","10","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","4 2 7 6 1 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","800.0","11869","7446","800","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","156851","153605","154647","2077","94490","154648","NA","2083","87043","158852","155649","159653","13953","158852","NA","Sternberg task ","23","17580.0","23","1024"
"100","100","765","765","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","1 4 9 3 2 5","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","792.0","11869","7446","792","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","162921","159659","160718","2077","94490","160719","NA","2083","87043","164922","161720","165715","13953","164922","NA","Sternberg task ","24","18372.0","24","1024"
"100","100","762","762","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","12","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","6 7 9 3 1 2","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","688.0","11869","7446","688","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","168964","165718","166761","2077","94490","166762","NA","2083","87043","170965","167763","171654","13953","170965","NA","Sternberg task ","25","19060.0","25","1024"
"100","100","767","767","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","13","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","2 4 8 5 1 3","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","882.0","11869","7446","882","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","174905","171657","172702","2077","94490","172703","NA","2083","87043","176906","173704","177789","13953","176906","NA","Sternberg task ","26","19942.0","26","1024"
"100","100","763","763","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","14","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","1 5 3 2 8","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","664.0","11869","7446","664","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","181044","177795","178841","2077","94490","178842","NA","2083","87043","183045","179843","183710","13953","183045","NA","Sternberg task ","27","20606.0","27","1024"
"100","100","759","759","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","15","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","1 7 5 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","652.0","11869","7446","652","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","186958","183713","184755","2077","94490","184756","NA","2083","87043","188959","185757","189611","13953","188959","NA","Sternberg task ","28","21258.0","28","1024"
"100","100","755","755","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","16","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","7 4 2 6 3 5","Melodramatic Milgram","4.0.5","6","y","0","left","right","right","left","NA","659.0","11869","7446","659","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","192880","189619","190676","2077","94490","190678","NA","2083","87043","194881","191679","195541","13953","194881","NA","Sternberg task ","29","21917.0","29","1024"
"100","100","751","751","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","17","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","4 1","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","637.0","11869","7446","637","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","198798","195547","196594","2077","94490","196596","NA","2083","87043","200799","197597","201437","13953","200799","NA","Sternberg task ","30","22554.0","30","1024"
"100","100","748","748","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","18","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","3 4 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","663.0","11869","7446","663","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","5","204684","201440","202480","2077","94490","202481","NA","2083","87043","206685","203483","207349","13953","206685","NA","Sternberg task ","31","23217.0","31","1024"
"100","100","752","752","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","19","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","6 9 4 5 3 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","873.0","11869","7446","873","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","210605","207352","208402","2077","94490","208403","NA","2083","87043","212606","209404","213480","13953","212606","NA","Sternberg task ","32","24090.0","32","1024"
"100","100","747","747","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","20","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","6 8 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","589.0","11869","7446","589","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","216738","213484","214534","2077","94490","214535","NA","2083","87043","218740","215537","219330","13953","218739","NA","Sternberg task ","33","24679.0","33","1024"
"97","97","752","752","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","Wed Oct 11 01:28:00 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","21","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/HBsubject-1.csv","legacy","6 8 9 3 4 9","Melodramatic Milgram","4.0.5","5","y","0","right","right","right","right","NA","907.0","11869","7446","907","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","222583","219333","220379","2077","94490","220380","NA","2083","87043","224584","221381","225492","13953","224584","NA","Sternberg task ","33","25586.0","34","1024"
