"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_correctfeedback","count_expSequence","count_experementloop","count_experiment","count_fixation","count_getting_started","count_incorrectfeedback","count_instruction1","count_instructions2_2","count_isi","count_keyboard_response","count_logger","count_memorySet","count_practiceloop","count_probe","count_thankyou","count_welcome","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2_2","response_keyboard_response","response_thankyou","response_time","response_time_instruction1","response_time_instructions2_2","response_time_keyboard_response","response_time_thankyou","response_time_welcome","response_welcome","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_correctfeedback","time_expSequence","time_experementloop","time_experiment","time_fixation","time_getting_started","time_incorrectfeedback","time_instruction1","time_instructions2_2","time_isi","time_keyboard_response","time_logger","time_memorySet","time_practiceloop","time_probe","time_thankyou","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"91.6666666667","91.6666666667","534.988610415","534.988610415","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","47","47","0","0","47","NA","47","0","0","47","47","47","47","0","47","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","35","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","3 2 1 4 7","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","484.248099965","7996.19719997","8955.31379996","484.248099965","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","319070.365","320151.71","113605.4285","17669.9112","320155.1539","NA","266390.0004","18305.2969","104649.4978","322361.8436","324365.2805","324850.3301","321158.2673","26302.6336","324365.1016","NA","NA","Sternberg Task","44","25679.4532999","48","yes","1024"
"91.8367346939","91.8367346939","533.223271427","533.223271427","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","48","48","0","0","48","NA","48","0","0","48","48","48","48","0","48","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","36","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 1","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","448.487000016","7996.19719997","8955.31379996","448.487000016","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","8","324917.988","325998.8323","113605.4285","17669.9112","326002.1839","NA","266390.0004","18305.2969","104649.4978","328209.4494","330213.1105","330662.58","327005.7882","26302.6336","330212.905","NA","NA","Sternberg Task","45","26127.9402999","49","yes","1024"
"92","92","529.430711998","529.430711998","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","49","49","0","0","49","NA","49","0","0","49","49","49","49","0","49","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","37","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","4 6 5 8","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","343.595299986","7996.19719997","8955.31379996","343.595299986","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","4","330693.3763","331772.8132","113605.4285","17669.9112","331776.3781","NA","266390.0004","18305.2969","104649.4978","333982.2826","335985.8819","336330.3209","332779.1689","26302.6336","335985.7281","NA","NA","Sternberg Task","46","26471.5355999","50","yes","1024"
"92.1568627451","92.1568627451","528.682088234","528.682088234","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","50","50","0","0","50","NA","50","0","0","50","50","50","50","0","50","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","38","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","3 5 4 7","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","491.250900028","7996.19719997","8955.31379996","491.250900028","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","3","336349.3857","337427.9508","113605.4285","17669.9112","337431.4262","NA","266390.0004","18305.2969","104649.4978","339638.604","341642.0096","342134.1534","338435.0205","26302.6336","341641.8223","NA","NA","Sternberg Task","47","26962.7864999","51","yes","1024"
"92.3076923077","92.3076923077","527.716734613","527.716734613","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","51","51","0","0","51","NA","51","0","0","51","51","51","51","0","51","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","39","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9 7 4 5 8","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","478.483699961","7996.19719997","8955.31379996","478.483699961","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","6","342161.059","343241.5933","113605.4285","17669.9112","343245.0502","NA","266390.0004","18305.2969","104649.4978","345452.309","347456.6074","347936.4371","344249.5204","26302.6336","347456.4519","NA","NA","Sternberg Task","48","27441.2701999","52","yes","1024"
"92.4528301887","92.4528301887","524.902609432","524.902609432","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","52","52","0","0","52","NA","52","0","0","52","52","52","52","0","52","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","40","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","4 3 2 5 8","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","378.568099986","7996.19719997","8955.31379996","378.568099986","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","347972.5841","349061.3169","113605.4285","17669.9112","349064.6884","NA","266390.0004","18305.2969","104649.4978","351270.8421","353274.1803","353653.57","350067.5232","26302.6336","353274.0028","NA","NA","Sternberg Task","49","27819.8382999","53","yes","1024"
"92.5925925926","92.5925925926","526.738648145","526.738648145","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","53","53","0","0","53","NA","53","0","0","53","53","53","53","0","53","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","41","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 7 5 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","624.048699974","7996.19719997","8955.31379996","624.048699974","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","2","353684.1643","354762.111","113605.4285","17669.9112","354765.5203","NA","266390.0004","18305.2969","104649.4978","356970.9729","358974.8842","359599.9305","355768.2393","26302.6336","358974.7237","NA","NA","Sternberg Task","50","28443.8869999","54","yes","1024"
"92.7272727273","92.7272727273","524.48171818","524.48171818","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","54","54","0","0","54","NA","54","0","0","54","54","54","54","0","54","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","42","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","5 2","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","402.607500029","7996.19719997","8955.31379996","402.607500029","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","7","359627.9333","360705.9413","113605.4285","17669.9112","360709.3489","NA","266390.0004","18305.2969","104649.4978","362914.8805","364918.1845","365321.74","361712.3475","26302.6336","364917.9424","NA","NA","Sternberg Task","51","28846.4944999","55","yes","1024"
"92.8571428571","92.8571428571","530.135416069","530.135416069","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","55","55","0","0","55","NA","55","0","0","55","55","55","55","0","55","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","43","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9 3 1 2 5","Lentiform Loewenfeld","3.3.9","4","y","0","left","left","right","left","NA","841.088799993","7996.19719997","8955.31379996","841.088799993","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","365386.3225","366472.2753","113605.4285","17669.9112","366475.7001","NA","266390.0004","18305.2969","104649.4978","368682.3029","370685.8817","371528.5008","367479.3361","26302.6336","370685.6764","NA","NA","Sternberg Task","52","29687.5832999","56","yes","1024"
"92.9824561404","92.9824561404","529.452577191","529.452577191","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","56","56","0","0","56","NA","56","0","0","56","56","56","56","0","56","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","44","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 3 2 8","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","491.213600035","7996.19719997","8955.31379996","491.213600035","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","4","371561.9482","372651.894","113605.4285","17669.9112","372655.4328","NA","266390.0004","18305.2969","104649.4978","374861.7899","376865.4679","377357.5232","373659.2771","26302.6336","376865.2947","NA","NA","Sternberg Task","53","30178.7968999","57","yes","1024"
"91.3793103448","91.3793103448","533.018877585","533.018877585","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","right","57","57","0","0","57","NA","57","0","0","57","57","57","57","0","57","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","45","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1 6 4","Lentiform Loewenfeld","3.3.9","0","n","0","left","left","right","left","NA","736.298000033","7996.19719997","8955.31379996","736.298000033","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","7","377384.5026","378463.4001","113605.4285","17669.9112","378466.8023","NA","266390.0004","18305.2969","104649.4978","380672.8814","382676.3781","383413.5388","379470.0846","26302.6336","382676.1868","NA","NA","Sternberg Task","53","30915.0948999","58","yes","1024"
"91.5254237288","91.5254237288","532.117269491","532.117269491","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","58","58","0","0","58","NA","58","0","0","58","58","58","58","0","58","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","46","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","5 7 3","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","479.824000038","7996.19719997","8955.31379996","479.824000038","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","9","377384.5026","384518.837","113605.4285","17669.9112","384522.3671","NA","383440.7241","18305.2969","104649.4978","386729.796","388733.9555","389214.8033","385526.0603","26302.6336","388733.7226","NA","NA","Sternberg Task","54","31394.9189","59","yes","1024"
"91.6666666667","91.6666666667","531.620833333","531.620833333","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","59","59","0","0","59","NA","59","0","0","59","59","59","59","0","59","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","47","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","3 4 9 6 7 8","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","502.331099997","7996.19719997","8955.31379996","502.331099997","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","2","389276.8237","390364.0837","113605.4285","17669.9112","390367.5997","NA","383440.7241","18305.2969","104649.4978","392573.2161","394577.3344","395080.5972","391370.5168","26302.6336","394577.1709","NA","NA","Sternberg Task","55","31897.25","60","yes","1024"
"91.8032786885","91.8032786885","537.208614754","537.208614754","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","60","60","0","0","60","NA","60","0","0","60","60","60","60","0","60","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","48","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","5 7 8 2 3 8","Lentiform Loewenfeld","3.3.9","5","y","0","left","left","right","left","NA","872.475499986","7996.19719997","8955.31379996","872.475499986","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","395107.7416","396187.1786","113605.4285","17669.9112","396190.6145","NA","383440.7241","18305.2969","104649.4978","398398.5203","400401.9168","401275.3782","397194.9694","26302.6336","400401.7436","NA","NA","Sternberg Task","56","32769.7255","61","yes","1024"
"91.935483871","91.935483871","537.172340322","537.172340322","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","61","61","0","0","61","NA","61","0","0","61","61","61","61","0","61","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","49","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","534.959600016","7996.19719997","8955.31379996","534.959600016","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","1","401333.8837","402418.1085","113605.4285","17669.9112","402421.6034","NA","383440.7241","18305.2969","104649.4978","404628.2341","406631.7685","407167.8437","403424.8902","26302.6336","406631.6018","NA","NA","Sternberg Task","57","33304.6851","62","yes","1024"
"90.4761904762","90.4761904762","541.074612698","541.074612698","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","right","62","62","0","0","62","NA","62","0","0","62","62","62","62","0","62","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","50","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 8 6 1","Lentiform Loewenfeld","3.3.9","0","n","0","left","left","right","left","NA","783.015499997","7996.19719997","8955.31379996","783.015499997","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","3","407233.2628","408315.1994","113605.4285","17669.9112","408318.6369","NA","383440.7241","18305.2969","104649.4978","410525.5747","412529.22","413313.2638","409322.0392","26302.6336","412529.038","NA","NA","Sternberg Task","57","34087.7006","63","yes","1024"
"90.625","90.625","541.061848437","541.061848437","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","63","63","0","0","63","NA","63","0","0","63","63","63","63","0","63","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","51","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 2 3","Lentiform Loewenfeld","3.3.9","3","y","0","left","left","right","left","NA","540.25770002","7996.19719997","8955.31379996","540.25770002","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","3","407233.2628","414420.9436","113605.4285","17669.9112","414424.5494","NA","413342.6112","18305.2969","104649.4978","416631.1831","418634.914","419176.2257","415427.807","26302.6336","418634.7405","NA","NA","Sternberg Task","58","34627.9583","64","yes","1024"
"90.7692307692","90.7692307692","540.330764615","540.330764615","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","64","64","0","0","64","NA","64","0","0","64","64","64","64","0","64","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","52","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","493.541400007","7996.19719997","8955.31379996","493.541400007","NA","NA","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","6","419268.2542","420348.2193","113605.4285","17669.9112","420351.6476","NA","413342.6112","18305.2969","104649.4978","422558.0128","424561.2845","425056.1071","421354.9718","26302.6336","424561.1023","NA","NA","Sternberg Task","59","35121.4997","65","yes","1024"
"90.9090909091","90.9090909091","538.637310606","538.637310606","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","65","65","0","0","65","NA","65","0","0","65","65","65","65","0","65","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","53","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","4 1","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","428.562799993","7996.19719997","8955.31379996","428.562799993","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","6","425122.8265","426205.3406","113605.4285","17669.9112","426208.8586","NA","413342.6112","18305.2969","104649.4978","428414.393","430418.453","430848.0328","427211.8798","26302.6336","430418.2985","NA","NA","Sternberg Task","60","35550.0625","66","yes","1024"
"91.0447761194","91.0447761194","538.731058209","538.731058209","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","66","66","0","0","66","NA","66","0","0","66","66","66","66","0","66","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","54","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 9 7 4 5 1","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","544.918400003","7996.19719997","8955.31379996","544.918400003","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","430912.289","431995.1645","113605.4285","17669.9112","431998.7406","NA","413342.6112","18305.2969","104649.4978","434205.3166","436209.1158","436755.1125","433002.4792","26302.6336","436208.9465","NA","NA","Sternberg Task","61","36094.9809","67","yes","1024"
"91.1764705882","91.1764705882","537.018280882","537.018280882","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","67","67","0","0","67","NA","67","0","0","67","67","67","67","0","67","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","55","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9 1 6 7 8","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","422.26219998","7996.19719997","8955.31379996","422.26219998","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","9","436824.0808","437903.7154","113605.4285","17669.9112","437907.4857","NA","413342.6112","18305.2969","104649.4978","440113.3219","442116.6727","442539.9512","438910.7295","26302.6336","442116.5109","NA","NA","Sternberg Task","62","36517.2431","68","yes","1024"
"91.3043478261","91.3043478261","534.635463768","534.635463768","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","68","68","0","0","68","NA","68","0","0","68","68","68","68","0","68","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","56","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","3 4","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","372.603900032","7996.19719997","8955.31379996","372.603900032","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","3","442566.0899","443645.082","113605.4285","17669.9112","443648.6449","NA","413342.6112","18305.2969","104649.4978","445855.5826","447858.8697","448233.1808","444652.0718","26302.6336","447858.6991","NA","NA","Sternberg Task","63","36889.847","69","yes","1024"
"90","90","533.80113","533.80113","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","right","69","69","0","0","69","NA","69","0","0","69","69","69","69","0","69","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","57","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","5 3 2 6 9 8","Lentiform Loewenfeld","3.3.9","0","n","0","left","left","right","left","NA","476.232099987","7996.19719997","8955.31379996","476.232099987","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","448288.5523","449367.1487","113605.4285","17669.9112","449370.5627","NA","413342.6112","18305.2969","104649.4978","451576.7973","453579.954","454057.1379","450373.7512","26302.6336","453579.7491","NA","NA","Sternberg Task","63","37366.0791","70","yes","1024"
"90.1408450704","90.1408450704","532.855747887","532.855747887","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","70","70","0","0","70","NA","70","0","0","70","70","70","70","0","70","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","58","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","4 1 5","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","466.679000005","7996.19719997","8955.31379996","466.679000005","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","448288.5523","455190.4923","113605.4285","17669.9112","455193.8406","NA","454110.6167","18305.2969","104649.4978","457400.2034","459404.1875","459871.9588","456197.3151","26302.6336","459404.0145","NA","NA","Sternberg Task","64","37832.7581","71","yes","1024"
"90.2777777778","90.2777777778","533.441393056","533.441393056","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","71","71","0","0","71","NA","71","0","0","71","71","71","71","0","71","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","59","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 1 8 5 6 2","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","575.022200006","7996.19719997","8955.31379996","575.022200006","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","1","459959.8524","461039.4212","113605.4285","17669.9112","461042.7444","NA","454110.6167","18305.2969","104649.4978","463249.9966","465254.1899","465830.2265","462046.4703","26302.6336","465254.0052","NA","NA","Sternberg Task","65","38407.7803","72","yes","1024"
"90.4109589041","90.4109589041","533.733294521","533.733294521","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","72","72","0","0","72","NA","72","0","0","72","72","72","72","0","72","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","60","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1 4 9 2 5","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","554.750200012","7996.19719997","8955.31379996","554.750200012","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","465866.6922","466945.2124","113605.4285","17669.9112","466948.7557","NA","454110.6167","18305.2969","104649.4978","469154.5897","471158.2942","471714.0153","467951.7993","26302.6336","471158.1405","NA","NA","Sternberg Task","66","38962.5305","73","yes","1024"
"90.5405405405","90.5405405405","534.93362973","534.93362973","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","73","73","0","0","73","NA","73","0","0","73","73","73","73","0","73","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","61","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 8 4","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","622.558099974","7996.19719997","8955.31379996","622.558099974","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","471780.4936","472859.3623","113605.4285","17669.9112","472862.5024","NA","454110.6167","18305.2969","104649.4978","475069.5679","477072.7538","477696.3521","473866.5179","26302.6336","477072.5783","NA","NA","Sternberg Task","67","39585.0886","74","yes","1024"
