"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_correctfeedback","count_expSequence","count_experementloop","count_experiment","count_fixation","count_getting_started","count_incorrectfeedback","count_instruction1","count_instructions2_2","count_isi","count_keyboard_response","count_logger","count_memorySet","count_practiceloop","count_probe","count_thankyou","count_welcome","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2_2","response_keyboard_response","response_thankyou","response_time","response_time_instruction1","response_time_instructions2_2","response_time_keyboard_response","response_time_thankyou","response_time_welcome","response_welcome","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_correctfeedback","time_expSequence","time_experementloop","time_experiment","time_fixation","time_getting_started","time_incorrectfeedback","time_instruction1","time_instructions2_2","time_isi","time_keyboard_response","time_logger","time_memorySet","time_practiceloop","time_probe","time_thankyou","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.4761904762","90.4761904762","529.48075238","529.48075238","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","20","20","0","0","20","NA","20","0","0","20","20","20","20","0","20","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","8","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 4 3 5","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","501.2154","7996.19719997","8955.31379996","501.2154","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","160063.0073","161147.7084","113605.4285","17669.9112","161151.0965","NA","142351.0454","18305.2969","104649.4978","163358.3357","165362.75","165864.7087","162155.2363","26302.6336","165362.5606","NA","NA","Sternberg Task","19","11119.0958","21","yes","1024"
"90.9090909091","90.9090909091","524.542063636","524.542063636","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","21","21","0","0","21","NA","21","0","0","21","21","21","21","0","21","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","9","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 3 7 4","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","420.829600014","7996.19719997","8955.31379996","420.829600014","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","2","166074.8407","167161.0897","113605.4285","17669.9112","167164.3927","NA","142351.0454","18305.2969","104649.4978","169371.6796","171375.3973","171796.9668","168168.0205","26302.6336","171375.2119","NA","NA","Sternberg Task","20","11539.9254","22","yes","1024"
"91.3043478261","91.3043478261","521.270552174","521.270552174","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","22","22","0","0","22","NA","22","0","0","22","22","22","22","0","22","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","10","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 3","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","449.297300016","7996.19719997","8955.31379996","449.297300016","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","3","171818.9433","172901.3717","113605.4285","17669.9112","172905.0398","NA","142351.0454","18305.2969","104649.4978","175110.613","177114.4157","177564.343","173908.0507","26302.6336","177114.1908","NA","NA","Sternberg Task","21","11989.2227","23","yes","1024"
"91.6666666667","91.6666666667","522.190020834","522.190020834","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","23","23","0","0","23","NA","23","0","0","23","23","23","23","0","23","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","11","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","543.337800016","7996.19719997","8955.31379996","543.337800016","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","177597.9113","178680.7922","113605.4285","17669.9112","178684.2955","NA","142351.0454","18305.2969","104649.4978","180891.3026","182895.0385","183439.1845","179687.6689","26302.6336","182894.8608","NA","NA","Sternberg Task","22","12532.5605","24","yes","1024"
"92","92","522.485440001","522.485440001","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","24","24","0","0","24","NA","24","0","0","24","24","24","24","0","24","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","12","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.9","4","y","0","left","left","right","left","NA","529.575499997","7996.19719997","8955.31379996","529.575499997","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","183487.8055","184571.1213","113605.4285","17669.9112","184574.8314","NA","142351.0454","18305.2969","104649.4978","186781.1356","188784.4598","189314.6715","185577.8482","26302.6336","188784.2772","NA","NA","Sternberg Task","23","13062.136","25","yes","1024"
"92.3076923077","92.3076923077","522.347188461","522.347188461","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","25","25","0","0","25","NA","25","0","0","25","25","25","25","0","25","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","13","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9 4 2","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","518.890899955","7996.19719997","8955.31379996","518.890899955","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","9","189556.7846","190636.9065","113605.4285","17669.9112","190640.3825","NA","142351.0454","18305.2969","104649.4978","192847.9578","194851.5219","195371.0871","191644.6265","26302.6336","194851.3632","NA","NA","Sternberg Task","24","13581.0269","26","yes","1024"
"92.5925925926","92.5925925926","523.997566667","523.997566667","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","26","26","0","0","26","NA","26","0","0","26","26","26","26","0","26","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","14","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 1 5 6 3","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","566.907400033","7996.19719997","8955.31379996","566.907400033","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","195398.763","196479.9252","113605.4285","17669.9112","196483.5725","NA","142351.0454","18305.2969","104649.4978","198690.5443","200694.9837","201262.6246","197486.8655","26302.6336","200694.8312","NA","NA","Sternberg Task","25","14147.9343","27","yes","1024"
"92.8571428571","92.8571428571","531.199725","531.199725","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","27","27","0","0","27","NA","27","0","0","27","27","27","27","0","27","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","15","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","5 7 3 6 2","Lentiform Loewenfeld","3.3.9","5","y","0","left","left","right","left","NA","725.657999981","7996.19719997","8955.31379996","725.657999981","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","201310.0766","202393.4889","113605.4285","17669.9112","202396.7505","NA","142351.0454","18305.2969","104649.4978","204603.7878","206608.3105","207334.7158","203400.6613","26302.6336","206608.1499","NA","NA","Sternberg Task","26","14873.5923","28","yes","1024"
"93.1034482759","93.1034482759","530.783099999","530.783099999","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","28","28","0","0","28","NA","28","0","0","28","28","28","28","0","28","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","16","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 5 1 3 9","Lentiform Loewenfeld","3.3.9","4","y","0","left","left","right","left","NA","519.117599993","7996.19719997","8955.31379996","519.117599993","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","207369.538","208448.6768","113605.4285","17669.9112","208452.2862","NA","142351.0454","18305.2969","104649.4978","210659.2071","212662.7451","213182.5581","209455.6463","26302.6336","212662.575","NA","NA","Sternberg Task","27","15392.7099","29","yes","1024"
"93.3333333333","93.3333333333","532.346763332","532.346763332","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","29","29","0","0","29","NA","29","0","0","29","29","29","29","0","29","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","17","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","5 9 2 3","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","577.69299997","7996.19719997","8955.31379996","577.69299997","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","8","213233.4212","214318.5987","113605.4285","17669.9112","214322.1559","NA","142351.0454","18305.2969","104649.4978","216528.6164","218532.201","219110.6189","215325.2456","26302.6336","218532.0218","NA","NA","Sternberg Task","28","15970.4029","30","yes","1024"
"93.5483870968","93.5483870968","536.318725805","536.318725805","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","30","30","0","0","30","NA","30","0","0","30","30","30","30","0","30","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","18","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 8 6 3 1","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","655.477599998","7996.19719997","8955.31379996","655.477599998","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","219154.2711","220239.949","113605.4285","17669.9112","220243.4943","NA","142351.0454","18305.2969","104649.4978","222450.1082","224453.5054","225109.768","221246.7551","26302.6336","224453.34","NA","NA","Sternberg Task","29","16625.8805","31","yes","1024"
"93.75","93.75","541.1108875","541.1108875","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","31","31","0","0","31","NA","31","0","0","31","31","31","31","0","31","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","19","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","4 6 2 5 1","Lentiform Loewenfeld","3.3.9","5","y","0","left","left","right","left","NA","689.667900035","7996.19719997","8955.31379996","689.667900035","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","225166.3209","226248.6614","113605.4285","17669.9112","226252.2383","NA","142351.0454","18305.2969","104649.4978","228458.2571","230461.7866","231152.252","227255.4131","26302.6336","230461.616","NA","NA","Sternberg Task","30","17315.5484","32","yes","1024"
"93.9393939394","93.9393939394","538.8065","538.8065","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","32","32","0","0","32","NA","32","0","0","32","32","32","32","0","32","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","20","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","4 9 7 8 5 3","Lentiform Loewenfeld","3.3.9","4","y","0","left","left","right","left","NA","465.066100005","7996.19719997","8955.31379996","465.066100005","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","231207.986","232295.5841","113605.4285","17669.9112","232299.2142","NA","142351.0454","18305.2969","104649.4978","234505.8307","236508.8007","236974.609","233302.3287","26302.6336","236508.644","NA","NA","Sternberg Task","31","17780.6145","33","yes","1024"
"91.1764705882","91.1764705882","538.650511764","538.650511764","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","left","33","33","0","0","33","NA","33","0","0","33","33","33","33","0","33","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","21","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.9","1","y","0","right","left","right","right","NA","533.502899983","7996.19719997","8955.31379996","533.502899983","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","237015.7523","238097.1908","113605.4285","17669.9112","238100.5476","NA","142351.0454","18305.2969","104649.4978","240307.7702","242310.6772","242844.9823","239104.2462","26302.6336","242310.5183","NA","NA","Sternberg Task","31","18314.1174","34","yes","1024"
"91.4285714286","91.4285714286","533.425691428","533.425691428","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","34","34","0","0","34","NA","34","0","0","34","34","34","34","0","34","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","22","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","355.781799997","7996.19719997","8955.31379996","355.781799997","NA","NA","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","7","237015.7523","243987.6496","113605.4285","17669.9112","243990.9829","NA","242908.0629","18305.2969","104649.4978","246198.0909","248201.7092","248558.2397","244994.1768","26302.6336","248201.5232","NA","NA","Sternberg Task","32","18669.8992","35","yes","1024"
"91.6666666667","91.6666666667","534.615266666","534.615266666","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","35","35","0","0","35","NA","35","0","0","35","35","35","35","0","35","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","23","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 4 2 8 1 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","576.250399987","7996.19719997","8955.31379996","576.250399987","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","5","248648.0351","249726.3038","113605.4285","17669.9112","249729.7709","NA","242908.0629","18305.2969","104649.4978","251936.3517","253939.6339","254516.6302","250733.3776","26302.6336","253939.47","NA","NA","Sternberg Task","33","19246.1496","36","yes","1024"
"91.8918918919","91.8918918919","534.151832432","534.151832432","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","36","36","0","0","36","NA","36","0","0","36","36","36","36","0","36","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","24","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1 7 8 3 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","517.468200007","7996.19719997","8955.31379996","517.468200007","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","254545.0816","255625.7638","113605.4285","17669.9112","255629.1929","NA","242908.0629","18305.2969","104649.4978","257835.4252","259839.0409","260357.2618","256632.3752","26302.6336","259838.874","NA","NA","Sternberg Task","34","19763.6178","37","yes","1024"
"89.4736842105","89.4736842105","538.268739472","538.268739472","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","left","37","37","0","0","37","NA","37","0","0","37","37","37","37","0","37","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","25","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","4 7 6 8 2 3","Lentiform Loewenfeld","3.3.9","6","y","0","right","left","right","right","NA","690.594299987","7996.19719997","8955.31379996","690.594299987","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","260390.1506","261469.7791","113605.4285","17669.9112","261473.362","NA","242908.0629","18305.2969","104649.4978","263679.6879","265683.3011","266374.8126","262477.245","26302.6336","265683.1213","NA","NA","Sternberg Task","34","20454.2121","38","yes","1024"
"89.7435897436","89.7435897436","538.436825639","538.436825639","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","38","38","0","0","38","NA","38","0","0","38","38","38","38","0","38","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","26","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1 3 2 6 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","544.824099983","7996.19719997","8955.31379996","544.824099983","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","5","260390.1506","267469.5125","113605.4285","17669.9112","267472.9647","NA","266390.0004","18305.2969","104649.4978","269678.2045","271681.0601","272226.9949","268475.8052","26302.6336","271680.8846","NA","NA","Sternberg Task","35","20999.0361999","39","yes","1024"
"90","90","535.543457499","535.543457499","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","39","39","0","0","39","NA","39","0","0","39","39","39","39","0","39","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","27","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","422.702100012","7996.19719997","8955.31379996","422.702100012","NA","NA","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","7","272261.7985","273342.4592","113605.4285","17669.9112","273345.9443","NA","266390.0004","18305.2969","104649.4978","275552.9014","277556.5321","277980.0287","274349.5491","26302.6336","277556.3349","NA","NA","Sternberg Task","36","21421.7382999","40","yes","1024"
"90.243902439","90.243902439","533.745641462","533.745641462","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","40","40","0","0","40","NA","40","0","0","40","40","40","40","0","40","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","28","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 2","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","461.833000008","7996.19719997","8955.31379996","461.833000008","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","6","278013.3474","279092.4757","113605.4285","17669.9112","279095.7834","NA","266390.0004","18305.2969","104649.4978","281301.6828","283304.7123","283767.3951","280098.3112","26302.6336","283304.5496","NA","NA","Sternberg Task","37","21883.5713","41","yes","1024"
"90.4761904762","90.4761904762","531.666649999","531.666649999","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","41","41","0","0","41","NA","41","0","0","41","41","41","41","0","41","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","29","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","5","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","446.427999996","7996.19719997","8955.31379996","446.427999996","NA","NA","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","8","283802.2003","284883.026","113605.4285","17669.9112","284886.7275","NA","266390.0004","18305.2969","104649.4978","287092.9048","289096.3841","289543.5616","285889.7811","26302.6336","289096.1883","NA","NA","Sternberg Task","38","22329.9993","42","yes","1024"
"90.6976744186","90.6976744186","534.735376742","534.735376742","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","42","42","0","0","42","NA","42","0","0","42","42","42","42","0","42","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","30","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9 8 2 7 4","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","663.621899963","7996.19719997","8955.31379996","663.621899963","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","5","289580.2551","290662.2767","113605.4285","17669.9112","290665.6215","NA","266390.0004","18305.2969","104649.4978","292871.7149","294874.408","295538.879","291668.7399","26302.6336","294874.2345","NA","NA","Sternberg Task","39","22993.6211999","43","yes","1024"
"90.9090909091","90.9090909091","533.984138634","533.984138634","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","43","43","0","0","43","NA","43","0","0","43","43","43","43","0","43","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","31","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","5 2 6","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","501.680899994","7996.19719997","8955.31379996","501.680899994","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","295558.024","296639.7897","113605.4285","17669.9112","296643.223","NA","266390.0004","18305.2969","104649.4978","298850.5201","300854.2275","301356.7015","297647.423","26302.6336","300854.0588","NA","NA","Sternberg Task","40","23495.3020999","44","yes","1024"
"91.1111111111","91.1111111111","537.683666664","537.683666664","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","44","44","0","0","44","NA","44","0","0","44","44","44","44","0","44","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","32","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 9 4 5 3 2","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","700.462899986","7996.19719997","8955.31379996","700.462899986","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","301380.412","302458.9786","113605.4285","17669.9112","302462.4696","NA","266390.0004","18305.2969","104649.4978","304669.0489","306671.9701","307373.4234","303465.7447","26302.6336","306671.8081","NA","NA","Sternberg Task","41","24195.7649999","45","yes","1024"
"91.3043478261","91.3043478261","534.05284565","534.05284565","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","45","45","0","0","45","NA","45","0","0","45","45","45","45","0","45","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","33","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9 6 2 4 1","Lentiform Loewenfeld","3.3.9","4","y","0","left","left","right","left","NA","370.665900002","7996.19719997","8955.31379996","370.665900002","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","4","307392.594","308473.8897","113605.4285","17669.9112","308477.2078","NA","266390.0004","18305.2969","104649.4978","310683.8807","312688.2025","313059.7766","309480.2786","26302.6336","312687.9432","NA","NA","Sternberg Task","42","24566.4308999","46","yes","1024"
"91.4893617021","91.4893617021","536.068195743","536.068195743","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","46","46","0","0","46","NA","46","0","0","46","46","46","46","0","46","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","34","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9 8 4","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","628.774300043","7996.19719997","8955.31379996","628.774300043","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","9","313129.0083","314207.0688","113605.4285","17669.9112","314210.5194","NA","266390.0004","18305.2969","104649.4978","316417.4686","318421.0269","319050.619","315214.3582","26302.6336","318420.8324","NA","NA","Sternberg Task","43","25195.2051999","47","yes","1024"
