"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_Instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_Instruction1","count_ThankYou","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instructions2","count_memorySet","count_new_keyboard_response","count_new_logger","count_practiceloop","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instruction1","response_ThankYou","response_instructions2","response_new_keyboard_response","response_time","response_time_Instruction1","response_time_ThankYou","response_time_instructions2","response_time_new_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_Instruction1","time_ThankYou","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instructions2","time_memorySet","time_new_keyboard_response","time_new_logger","time_practiceloop","time_probe","title","total_correct","total_response_time","total_responses","width"
"83","83","902","902","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","64","0","0","64","64","0","0","64","64","0","64","64","64","0","64","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","52","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","3 5 7 1","Melodramatic Milgram","4.0.5","3","y","0","right","right","NA","left","right","693.0","53035","NA","8345","693","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","462086","2992","NA","458843","459879","2880","143599","459881","452295","135253","460884","464090","464784","56084","464089","New experiment","54","58675.0","65","1024"
"83","83","901","901","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","65","0","0","65","65","0","0","65","65","0","65","65","65","0","65","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","53","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7 6 4 8 1 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","831.0","53035","NA","8345","831","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","468034","2992","NA","458843","465827","2880","143599","465829","464787","135253","466831","470037","470868","56084","470036","New experiment","55","59506.0","66","1024"
"83","83","897","897","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","66","0","0","66","66","0","0","66","66","0","66","66","66","0","66","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","54","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","2 5 1 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","640.0","53035","NA","8345","640","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","474126","2992","NA","470872","471917","2880","143599","471919","464787","135253","472922","476129","476770","56084","476128","New experiment","56","60146.0","67","1024"
"83","83","892","892","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","67","0","0","67","67","0","0","67","67","0","67","67","67","0","67","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","55","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","4 6 5 8","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","left","577.0","53035","NA","8345","577","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","480029","2992","NA","476773","477821","2880","143599","477823","464787","135253","478826","482031","482609","56084","482031","New experiment","57","60723.0","68","1024"
"84","84","900","900","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","68","0","0","68","68","0","0","68","68","0","68","68","68","0","68","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","56","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","5 7 8 2 3 8","Melodramatic Milgram","4.0.5","5","y","0","left","right","NA","left","left","1377.0","53035","NA","8345","1377","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","485865","2992","NA","482612","483659","2880","143599","483661","464787","135253","484663","487867","489245","56084","487867","New experiment","58","62100.0","69","1024"
"84","84","897","897","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","69","0","0","69","69","0","0","69","69","0","69","69","69","0","69","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","57","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","3 9 7 6 4","Melodramatic Milgram","4.0.5","3","y","0","left","right","NA","left","left","705.0","53035","NA","8345","705","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","492499","2992","NA","489248","490293","2880","143599","490294","464787","135253","491296","494500","495206","56084","494500","New experiment","59","62805.0","70","1024"
"84","84","894","894","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","70","0","0","70","70","0","0","70","70","0","70","70","70","0","70","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","58","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","6 9 4 5 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","672.0","53035","NA","8345","672","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","498444","2992","NA","495209","496238","2880","143599","496239","464787","135253","497241","500446","501119","56084","500446","New experiment","60","63477.0","71","1024"
"83","83","898","898","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","71","0","0","71","71","0","0","71","71","0","71","71","71","0","71","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","59","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","9 3 1 2 5","Melodramatic Milgram","4.0.5","4","y","0","right","right","NA","left","right","1194.0","53035","NA","8345","1194","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","504363","2992","NA","501121","502156","2880","143599","502158","464787","135253","503160","506365","507560","56084","506365","New experiment","60","64671.0","72","1024"
"83","83","898","898","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","72","0","0","72","72","0","0","72","72","0","72","72","72","0","72","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","60","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7 8 6 3 1","Melodramatic Milgram","4.0.5","5","y","0","left","right","NA","left","left","919.0","53035","NA","8345","919","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","510815","2992","NA","501121","508608","2880","143599","508609","507564","135253","509611","512818","513738","56084","512817","New experiment","61","65590.0","73","1024"
"83","83","901","901","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","73","0","0","73","73","0","0","73","73","0","73","73","73","0","73","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","61","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","6 2 9 3 8 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","1118.0","53035","NA","8345","1118","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","516992","2992","NA","513741","514784","2880","143599","514786","507564","135253","515788","518995","520114","56084","518994","New experiment","62","66708.0","74","1024"
"84","84","894","894","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","74","0","0","74","74","0","0","74","74","0","74","74","74","0","74","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","62","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","left","377.0","53035","NA","8345","377","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","523375","2992","NA","520117","521167","2880","143599","521168","507564","135253","522172","525377","525755","56084","525376","New experiment","63","67085.0","75","1024"
"84","84","891","891","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","75","0","0","75","75","0","0","75","75","0","75","75","75","0","75","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","63","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","8 4 3 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","698.0","53035","NA","8345","698","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","529031","2992","NA","525757","526823","2880","143599","526825","507564","135253","527828","531033","531732","56084","531033","New experiment","64","67783.0","76","1024"
"83","83","900","900","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","76","0","0","76","76","0","0","76","76","0","76","76","76","0","76","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","64","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","5 3 2 6 9 8","Melodramatic Milgram","4.0.5","0","n","0","left","right","NA","left","left","1547.0","53035","NA","8345","1547","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","534978","2992","NA","531736","532772","2880","143599","532774","507564","135253","533776","536981","538529","56084","536981","New experiment","64","69330.0","77","1024"
"83","83","899","899","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","77","0","0","77","77","0","0","77","77","0","77","77","77","0","77","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","65","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","8 9 5 7 1 6","Melodramatic Milgram","4.0.5","4","y","0","left","right","NA","left","left","853.0","53035","NA","8345","853","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","541779","2992","NA","531736","539571","2880","143599","539573","538531","135253","540575","543781","544635","56084","543781","New experiment","65","70183.0","78","1024"
"83","83","896","896","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","78","0","0","78","78","0","0","78","78","0","78","78","78","0","78","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","66","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","9 6 2 4 1","Melodramatic Milgram","4.0.5","4","y","0","left","right","NA","left","left","654.0","53035","NA","8345","654","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","547891","2992","NA","544638","545685","2880","143599","545687","538531","135253","546689","549893","550548","56084","549893","New experiment","66","70837.0","79","1024"
"83","83","895","895","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","79","0","0","79","79","0","0","79","79","0","79","79","79","0","79","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","67","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","8 5 4 2 9 6","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","842.0","53035","NA","8345","842","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","553802","2992","NA","550551","551595","2880","143599","551597","538531","135253","552599","555804","556647","56084","555804","New experiment","67","71679.0","80","1024"
"83","83","894","894","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","80","0","0","80","80","0","0","80","80","0","80","80","80","0","80","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","68","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","8 1 6","Melodramatic Milgram","4.0.5","3","y","0","left","right","NA","left","left","815.0","53035","NA","8345","815","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","559901","2992","NA","556649","557693","2880","143599","557695","538531","135253","558697","561904","562720","56084","561903","New experiment","68","72494.0","81","1024"
"84","84","892","892","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","81","0","0","81","81","0","0","81","81","0","81","81","81","0","81","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","69","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7 1 8 5 6 2","Melodramatic Milgram","4.0.5","2","y","0","left","right","NA","left","left","707.0","53035","NA","8345","707","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","565985","2992","NA","562723","563777","2880","143599","563779","538531","135253","564782","567987","568695","56084","567987","New experiment","69","73201.0","82","1024"
"84","84","895","895","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","82","0","0","82","82","0","0","82","82","0","82","82","82","0","82","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","70","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","2 3 7 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","left","1104.0","53035","NA","8345","1104","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","571942","2992","NA","568698","569735","2880","143599","569737","538531","135253","570739","573945","575050","56084","573945","New experiment","70","74305.0","83","1024"
"84","84","893","893","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","83","0","0","83","83","0","0","83","83","0","83","83","83","0","83","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","71","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7 3 2 8","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","751.0","53035","NA","8345","751","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","578298","2992","NA","575052","576092","2880","143599","576093","538531","135253","577095","580300","581051","56084","580300","New experiment","71","75056.0","84","1024"
"84","84","890","890","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","84","0","0","84","84","0","0","84","84","0","84","84","84","0","84","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","72","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","2 7 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","648.0","53035","NA","8345","648","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","584304","2992","NA","581054","582097","2880","143599","582099","538531","135253","583101","586306","586955","56084","586306","New experiment","72","75704.0","85","1024"
"84","84","890","890","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","85","0","0","85","85","0","0","85","85","0","85","85","85","0","85","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","73","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","3 4 9 6 7 8","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","859.0","53035","NA","8345","859","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","590210","2992","NA","586958","588003","2880","143599","588005","538531","135253","589008","592213","593073","56084","592213","New experiment","73","76563.0","86","1024"
"85","85","886","886","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","86","0","0","86","86","0","0","86","86","0","86","86","86","0","86","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","74","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","8 9 5 6 7","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","left","581.0","53035","NA","8345","581","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","596329","2992","NA","593076","594121","2880","143599","594123","538531","135253","595126","598331","598913","56084","598331","New experiment","74","77144.0","87","1024"
"85","85","884","884","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","87","0","0","87","87","0","0","87","87","0","87","87","87","0","87","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","75","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","8 5 1 3 9","Melodramatic Milgram","4.0.5","4","y","0","left","right","NA","left","left","671.0","53035","NA","8345","671","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","602176","2992","NA","598917","599969","2880","143599","599971","538531","135253","600973","604179","604851","56084","604178","New experiment","75","77815.0","88","1024"
"85","85","881","881","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","88","0","0","88","88","0","0","88","88","0","88","88","88","0","88","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","76","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7 6","Melodramatic Milgram","4.0.5","2","y","0","left","right","NA","left","left","619.0","53035","NA","8345","619","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","608097","2992","NA","604854","605890","2880","143599","605892","538531","135253","606894","610100","610720","56084","610099","New experiment","76","78434.0","89","1024"
"85","85","879","879","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","89","0","0","89","89","0","0","89","89","0","89","89","89","0","89","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","77","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7 9 1 6","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","738.0","53035","NA","8345","738","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","613970","2992","NA","610723","611763","2880","143599","611765","538531","135253","612767","615973","616712","56084","615972","New experiment","77","79172.0","90","1024"
"84","84","880","880","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","90","0","0","90","90","0","0","90","90","0","90","90","90","0","90","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","78","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","6 8 9 3 4 9","Melodramatic Milgram","4.0.5","5","y","0","right","right","NA","left","right","976.0","53035","NA","8345","976","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","619965","2992","NA","616715","617758","2880","143599","617760","538531","135253","618762","621967","622943","56084","621967","New experiment","77","80148.0","91","1024"
"84","84","877","877","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","91","0","0","91","91","0","0","91","91","0","91","91","91","0","91","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","79","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","2 3","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","left","583.0","53035","NA","8345","583","2","legacy","2","1024","2","48000","-16","experiment","2","even","2","626198","2992","NA","616715","623990","2880","143599","623992","622947","135253","624994","628201","628785","56084","628200","New experiment","78","80731.0","92","1024"
"83","83","877","877","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","92","0","0","92","92","0","0","92","92","0","92","92","92","0","92","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","80","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","6 9 3 1","Melodramatic Milgram","4.0.5","4","y","0","right","right","NA","left","right","890.0","53035","NA","8345","890","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","632039","2992","NA","628788","629832","2880","143599","629834","622947","135253","630836","634042","634933","56084","634042","New experiment","78","81621.0","93","1024"
"84","84","875","875","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","93","0","0","93","93","0","0","93","93","0","93","93","93","0","93","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","81","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","3 5 9 6 2 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","left","703.0","53035","NA","8345","703","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","638198","2992","NA","628788","635990","2880","143599","635992","634936","135253","636995","640201","640905","56084","640200","New experiment","79","82324.0","94","1024"
"84","84","878","878","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","94","0","0","94","94","0","0","94","94","0","94","94","94","0","94","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","82","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","1 7 8 3 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","1180.0","53035","NA","8345","1180","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","644147","2992","NA","640909","641941","2880","143599","641943","634936","135253","642945","646150","647331","56084","646150","New experiment","80","83504.0","95","1024"
"84","84","876","876","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","95","0","0","95","95","0","0","95","95","0","95","95","95","0","95","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","83","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","8 3","Melodramatic Milgram","4.0.5","2","y","0","left","right","NA","left","left","665.0","53035","NA","8345","665","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","650580","2992","NA","647333","648373","2880","143599","648375","634936","135253","649377","652583","653248","56084","652582","New experiment","81","84169.0","96","1024"
"84","84","873","873","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","96","0","0","96","96","0","0","96","96","0","96","96","96","0","96","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","84","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","5","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","561.0","53035","NA","8345","561","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","656499","2992","NA","653252","654292","2880","143599","654294","634936","135253","655296","658501","659063","56084","658501","New experiment","82","84730.0","97","1024"
