"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_keyboard_response","correct_response","count_correctFeedback","count_expSequence","count_experiment","count_experimentalLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_keyboard_response","count_logger","count_memorySet","count_new_1_sketchpad","count_new_sketchpad","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_keyboard_response","response_new_1_sketchpad","response_thankYou","response_time","response_time_instruction1","response_time_keyboard_response","response_time_new_1_sketchpad","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_correctFeedback","time_expSequence","time_experiment","time_experimentalLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_keyboard_response","time_logger","time_memorySet","time_new_1_sketchpad","time_new_sketchpad","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","width"
"48","48","588","588","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","30","30","0","0","30","30","0","30","30","30","0","30","0","30","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","18","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","1","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","406.0","50086","406","3183","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","230959","231999","2368","125294","232001","225190","2371","236204","236611","233002","122111","234203","52458","236204","NA","Sternberg task","15","18256.0","31","1024"
"50","50","598","598","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","31","31","0","0","31","31","0","31","31","31","0","31","0","31","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","19","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","8","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","910.0","50086","910","3183","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","8","236623","237678","2368","125294","237680","225190","2371","241883","242794","238681","122111","239882","52458","241883","NA","Sternberg task","16","19166.0","32","1024"
"48","48","600","600","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","32","32","0","0","32","32","0","32","32","32","0","32","0","32","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","20","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","3 2 1 4 7","Melodramatic Milgram","4.0.5","2","y","0","right","left","right","left","NA","636.0","50086","636","3183","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","242796","243832","2368","125294","243834","225190","2371","248037","248673","244835","122111","246036","52458","248037","NA","Sternberg task","16","19802.0","33","1024"
"50","50","596","596","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","33","33","0","0","33","33","0","33","33","33","0","33","0","33","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","21","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","8 5 1 3 9","Melodramatic Milgram","4.0.5","4","y","0","left","left","left","left","NA","488.0","50086","488","3183","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","242796","249727","2368","125294","249729","248685","2371","253934","254422","250731","122111","251932","52458","253933","NA","Sternberg task","17","20290.0","34","1024"
"51","51","596","596","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","34","34","0","0","34","34","0","34","34","34","0","34","0","34","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","22","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","9 4 2","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","582.0","50086","582","3183","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","254434","255469","2368","125294","255471","248685","2371","259674","260257","256472","122111","257673","52458","259674","NA","Sternberg task","18","20872.0","35","1024"
"52","52","605","605","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","35","35","0","0","35","35","0","35","35","35","0","35","0","35","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","23","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","8 4 3 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","923.0","50086","923","3183","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","260269","261309","2368","125294","261311","248685","2371","265514","266438","262312","122111","263512","52458","265514","NA","Sternberg task","19","21795.0","36","1024"
"54","54","609","609","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","36","36","0","0","36","36","0","36","36","36","0","36","0","36","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","24","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","8 6 3 4 7","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","773.0","50086","773","3183","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","266450","267481","2368","125294","267483","248685","2371","271686","272460","268484","122111","269685","52458","271686","NA","Sternberg task","20","22568.0","37","1024"
"55","55","602","602","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","37","37","0","0","37","37","0","37","37","37","0","37","0","37","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","25","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","6 7 5 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","334.0","50086","334","3183","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","272472","273514","2368","125294","273516","248685","2371","277720","278055","274517","122111","275718","52458","277720","NA","Sternberg task","21","22902.0","38","1024"
"56","56","595","595","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","38","38","0","0","38","38","0","38","38","38","0","38","0","38","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","26","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","8 1 6","Melodramatic Milgram","4.0.5","3","y","0","left","left","left","left","NA","328.0","50086","328","3183","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","278068","279121","2368","125294","279123","248685","2371","283326","283655","280124","122111","281325","52458","283326","NA","Sternberg task","22","23230.0","39","1024"
"57","57","591","591","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","39","39","0","0","39","39","0","39","39","39","0","39","0","39","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","27","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","7 3 2 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","442.0","50086","442","3183","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","283667","284708","2368","125294","284709","248685","2371","288912","289355","285710","122111","286911","52458","288912","NA","Sternberg task","23","23672.0","40","1024"
"56","56","590","590","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","40","40","0","0","40","40","0","40","40","40","0","40","0","40","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","28","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","2 8 7 9 5 3","Melodramatic Milgram","4.0.5","0","n","0","left","left","left","left","NA","522.0","50086","522","3183","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","289367","290413","2368","125294","290415","248685","2371","294618","295141","291416","122111","292617","52458","294618","NA","Sternberg task","23","24194.0","41","1024"
"57","57","588","588","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","41","41","0","0","41","41","0","41","41","41","0","41","0","41","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","29","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","6 1 2","Melodramatic Milgram","4.0.5","3","y","0","left","left","left","left","NA","508.0","50086","508","3183","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","289367","296196","2368","125294","296197","295153","2371","300401","300909","297199","122111","298400","52458","300401","NA","Sternberg task","24","24702.0","42","1024"
"58","58","575","575","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","42","42","0","0","42","42","0","42","42","42","0","42","0","42","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","30","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","8 2 1 4 5 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","52.0","50086","52","3183","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","300911","301955","2368","125294","301957","295153","2371","306161","306213","302959","122111","304160","52458","306161","NA","Sternberg task","25","24754.0","43","1024"
"59","59","576","576","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","43","43","0","0","43","43","0","43","43","43","0","43","0","43","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","31","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","9 7 4 5 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","633.0","50086","633","3183","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","6","306225","307264","2368","125294","307266","295153","2371","311469","312103","308267","122111","309468","52458","311469","NA","Sternberg task","26","25387.0","44","1024"
"60","60","576","576","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","44","44","0","0","44","44","0","44","44","44","0","44","0","44","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","32","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","2 6 4 3 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","557.0","50086","557","3183","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","312116","313160","2368","125294","313161","295153","2371","317365","317924","314163","122111","315364","52458","317365","NA","Sternberg task","27","25944.0","45","1024"
"60","60","578","578","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","45","45","0","0","45","45","0","45","45","45","0","45","0","45","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","33","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","4 2 7 6 1 3","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","652.0","50086","652","3183","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","317926","318968","2368","125294","318970","295153","2371","323174","323827","319971","122111","321173","52458","323174","NA","Sternberg task","28","26596.0","46","1024"
"61","61","579","579","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","46","46","0","0","46","46","0","46","46","46","0","46","0","46","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","34","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","5 7 3","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","635.0","50086","635","3183","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","323838","324890","2368","125294","324892","295153","2371","329095","329731","325893","122111","327094","52458","329094","NA","Sternberg task","29","27231.0","47","1024"
"62","62","580","580","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","47","47","0","0","47","47","0","47","47","47","0","47","0","47","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","35","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","5 2","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","620.0","50086","620","3183","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","7","329743","330780","2368","125294","330782","295153","2371","334985","335606","331783","122111","332984","52458","334984","NA","Sternberg task","30","27851.0","48","1024"
"63","63","581","581","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","48","48","0","0","48","48","0","48","48","48","0","48","0","48","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","36","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","7 1 3","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","620.0","50086","620","3183","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","335608","336639","2368","125294","336641","295153","2371","340844","341464","337642","122111","338843","52458","340844","NA","Sternberg task","31","28471.0","49","1024"
"64","64","581","581","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","49","49","0","0","49","49","0","49","49","49","0","49","0","49","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","37","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","9 1 7 2","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","621.0","50086","621","3183","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","341476","342513","2368","125294","342514","295153","2371","346717","347339","343515","122111","344716","52458","346717","NA","Sternberg task","32","29092.0","50","1024"
"62","62","588","588","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","50","50","0","0","50","50","0","50","50","50","0","50","0","50","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","38","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","7 8 6 1","Melodramatic Milgram","4.0.5","0","n","0","left","left","left","left","NA","915.0","50086","915","3183","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","347351","348388","2368","125294","348390","295153","2371","352593","353509","349391","122111","350592","52458","352593","NA","Sternberg task","32","30007.0","51","1024"
"63","63","585","585","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","51","51","0","0","51","51","0","51","51","51","0","51","0","51","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","39","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","8 9 6 1","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","437.0","50086","437","3183","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","9","347351","354553","2368","125294","354555","353511","2371","358758","359196","355556","122111","356757","52458","358758","NA","Sternberg task","33","30444.0","52","1024"
"64","64","587","587","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","52","52","0","0","52","52","0","52","52","52","0","52","0","52","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","40","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","5 3 8 7 2 4","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","714.0","50086","714","3183","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","359208","360249","2368","125294","360250","353511","2371","364453","365168","361251","122111","362452","52458","364453","NA","Sternberg task","34","31158.0","53","1024"
"64","64","584","584","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","53","53","0","0","53","53","0","53","53","53","0","53","0","53","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","41","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","8 9 5 6 7","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","420.0","50086","420","3183","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","365180","366228","2368","125294","366229","353511","2371","370432","370852","367230","122111","368431","52458","370432","NA","Sternberg task","35","31578.0","54","1024"
"65","65","584","584","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","54","54","0","0","54","54","0","54","54","54","0","54","0","54","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","42","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","6 2","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","571.0","50086","571","3183","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","370864","371905","2368","125294","371906","353511","2371","376110","376682","372908","122111","374109","52458","376110","NA","Sternberg task","36","32149.0","55","1024"
"64","64","585","585","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","55","55","0","0","55","55","0","55","55","55","0","55","0","55","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","43","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","4 1","Melodramatic Milgram","4.0.5","0","n","0","left","left","left","left","NA","636.0","50086","636","3183","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","376694","377730","2368","125294","377732","353511","2371","381935","382571","378733","122111","379934","52458","381935","NA","Sternberg task","36","32785.0","56","1024"
"64","64","585","585","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","56","56","0","0","56","56","0","56","56","56","0","56","0","56","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","44","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","7 1","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","566.0","50086","566","3183","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","8","376694","383615","2368","125294","383616","382584","2371","387819","388386","384617","122111","385818","52458","387819","NA","Sternberg task","37","33351.0","57","1024"
"65","65","588","588","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","57","57","0","0","57","57","0","57","57","57","0","57","0","57","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","45","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","7 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","804.0","50086","804","3183","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","1","388402","389435","2368","125294","389437","382584","2371","393640","394445","390438","122111","391639","52458","393640","NA","Sternberg task","38","34155.0","58","1024"
"66","66","580","580","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","58","58","0","0","58","58","0","58","58","58","0","58","0","58","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","46","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","6 7 8 5","Melodramatic Milgram","4.0.5","3","y","0","left","left","left","left","NA","96.0","50086","96","3183","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","394457","395490","2368","125294","395491","382584","2371","399698","399796","396492","122111","397693","52458","399693","NA","Sternberg task","39","34251.0","59","1024"
"66","66","577","577","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","59","59","0","0","59","59","0","59","59","59","0","59","0","59","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","47","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","4","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","390.0","50086","390","3183","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","4","399807","400838","2368","125294","400841","382584","2371","405049","405440","401842","122111","403043","52458","405044","NA","Sternberg task","40","34641.0","60","1024"
"67","67","568","568","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","60","60","0","0","60","60","0","60","60","60","0","60","0","60","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","48","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","2 8 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","15.0","50086","15","3183","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","405452","406492","2368","125294","406495","382584","2371","410702","410717","407496","122111","408697","52458","410698","NA","Sternberg task","41","34656.0","61","1024"
"66","66","561","561","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","61","61","0","0","61","61","0","61","61","61","0","61","0","61","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","49","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","3 9 1","Melodramatic Milgram","4.0.5","0","n","0","left","left","left","left","NA","156.0","50086","156","3183","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","410730","411760","2368","125294","411763","382584","2371","415970","416127","412764","122111","413965","52458","415966","NA","Sternberg task","41","34812.0","62","1024"
"66","66","554","554","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","62","62","0","0","62","62","0","62","62","62","0","62","0","62","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","50","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","1 7 5 2","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","94.0","50086","94","3183","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","410730","417181","2368","125294","417183","416139","2371","421392","421487","418184","122111","419385","52458","421386","NA","Sternberg task","42","34906.0","63","1024"
"65","65","552","552","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","63","63","0","0","63","63","0","63","63","63","0","63","0","63","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","51","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","8 7 3","Melodramatic Milgram","4.0.5","1","y","0","right","left","right","left","NA","458.0","50086","458","3183","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","421500","422531","2368","125294","422533","416139","2371","426738","427197","423534","122111","424735","52458","426736","NA","Sternberg task","42","35364.0","64","1024"
"66","66","564","564","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","64","64","0","0","64","64","0","64","64","64","0","64","0","64","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","52","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","7 8 6 3 1","Melodramatic Milgram","4.0.5","5","y","0","left","left","left","left","NA","1300.0","50086","1300","3183","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","421500","428235","2368","125294","428238","427199","2371","432445","433746","429239","122111","430440","52458","432441","NA","Sternberg task","43","36664.0","65","1024"
"65","65","585","585","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","65","65","0","0","65","65","0","65","65","65","0","65","0","65","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","53","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","5 9 2 3","Melodramatic Milgram","4.0.5","0","n","0","None","left","None","left","NA","2000.0","50086","2000","3183","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","433758","434797","2368","125294","434798","427199","2371","439006","441006","435800","122111","437001","52458","439002","NA","Sternberg task","43","38664.0","66","1024"
"65","65","577","577","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","66","66","0","0","66","66","0","66","66","66","0","66","0","66","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","54","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","6 3 1 7 9 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","right","left","NA","23.0","50086","23","3183","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","433758","442044","2368","125294","442047","441008","2371","446254","446278","443048","122111","444249","52458","446249","NA","Sternberg task","44","38687.0","67","1024"
"64","64","569","569","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","67","67","0","0","67","67","0","67","67","67","0","67","0","67","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","55","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","6 2 9 3 8 4","Melodramatic Milgram","4.0.5","0","n","0","left","left","left","left","NA","9.0","50086","9","3183","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","1","446290","447336","2368","125294","447339","441008","2371","451548","451558","448340","122111","449541","52458","451542","NA","Sternberg task","44","38696.0","68","1024"
"63","63","561","561","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","68","68","0","0","68","68","0","68","68","68","0","68","0","68","0","Sun Oct 15 15:59:22 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\Edward Banda\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","56","11","C:/Users/Edward Banda/Desktop/subject-1.csv","legacy","6 8 4","Melodramatic Milgram","4.0.5","0","n","0","left","left","left","left","NA","39.0","50086","39","3183","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","446290","452603","2368","125294","452606","451570","2371","456818","456858","453607","122111","454808","52458","456809","NA","Sternberg task","44","38735.0","69","1024"
