"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","width"
"100","100","586","586","#000000","practice","legacy","legacy","legacy","1","undefined","1","left","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","10","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","1 7 9 8 5","Melodramatic Milgram","4.0.5","4","y","0","left","left","NA","left","NA","537.0","3337","NA","537","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","67213","63957","65009","2452","NA","65010","NA","2456","NA","69214","69752","66012","5795","69214","NA","Sternberg Task","11","6455.0","11","1024"
"100","100","584","584","#000000","practice","legacy","legacy","legacy","1","undefined","1","right","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","4 1 5","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","556.0","3337","NA","556","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","72995","69756","70791","2452","NA","70792","NA","2456","NA","74996","75553","71794","5795","74996","NA","Sternberg Task","12","7011.0","12","1024"
"100","100","582","582","#000000","experiment","legacy","legacy","legacy","1","undefined","1","left","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","0","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","4 1 5","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","562.0","3337","31193","562","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","1","110071","75555","107868","2452","107750","107869","NA","2456","76556","112072","112635","108870","5795","112072","NA","Sternberg Task","13","7573.0","13","1024"
"92","92","591","591","#000000","experiment","legacy","legacy","legacy","0","undefined","0","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","1","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","6 8 9 3 4 9","Melodramatic Milgram","4.0.5","5","y","0","right","left","left","right","NA","706.0","3337","31193","706","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","115876","112639","113672","2452","107750","113674","NA","2456","76556","117877","118583","114675","5795","117877","NA","Sternberg Task","13","8279.0","14","1024"
"93","93","594","594","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","2","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","3 4 9 6 7 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","642.0","3337","31193","642","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","121827","112639","119624","2452","107750","119625","118588","2456","76556","123828","124470","120626","5795","123828","NA","Sternberg Task","14","8921.0","15","1024"
"93","93","591","591","#000000","experiment","legacy","legacy","legacy","1","undefined","1","left","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","3","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","4 6 2 5 1","Melodramatic Milgram","4.0.5","5","y","0","left","left","left","left","NA","535.0","3337","31193","535","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","127736","124475","125532","2452","107750","125534","118588","2456","76556","129737","130273","126535","5795","129737","NA","Sternberg Task","15","9456.0","16","1024"
"94","94","587","587","#000000","experiment","legacy","legacy","legacy","1","undefined","1","left","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","4","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","3 5 7 1","Melodramatic Milgram","4.0.5","3","y","0","left","left","left","left","NA","536.0","3337","31193","536","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","133533","130277","131329","2452","107750","131331","118588","2456","76556","135534","136071","132332","5795","135534","NA","Sternberg Task","16","9992.0","17","1024"
"94","94","602","602","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","5","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","6 7 5 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","857.0","3337","31193","857","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","139320","136073","137116","2452","107750","137118","118588","2456","76556","141321","142179","138119","5795","141321","NA","Sternberg Task","17","10849.0","18","1024"
"94","94","619","619","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","6","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","1 5 3 2 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","913.0","3337","31193","913","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","145419","142182","143215","2452","107750","143217","118588","2456","76556","147420","148334","144218","5795","147420","NA","Sternberg Task","18","11762.0","19","1024"
"95","95","612","612","#000000","experiment","legacy","legacy","legacy","1","undefined","1","left","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","7","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","9 4 2","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","485.0","3337","31193","485","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","151578","148338","149374","2452","107750","149375","118588","2456","76556","153579","154065","150377","5795","153579","NA","Sternberg Task","19","12247.0","20","1024"
"95","95","615","615","#000000","experiment","legacy","legacy","legacy","1","undefined","1","left","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","8","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","2 5 4 8 7","Melodramatic Milgram","4.0.5","3","y","0","left","left","left","left","NA","683.0","3337","31193","683","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","157310","154069","155106","2452","107750","155108","118588","2456","76556","159311","159995","156109","5795","159311","NA","Sternberg Task","20","12930.0","21","1024"
"95","95","625","625","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","9","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","8 4 3 5","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","841.0","3337","31193","841","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","163240","159999","161037","2452","107750","161038","118588","2456","76556","165241","166083","162039","5795","165241","NA","Sternberg Task","21","13771.0","22","1024"
"95","95","631","631","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","8 5 7 3 6","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","748.0","3337","31193","748","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","169333","166088","167129","2452","107750","167131","118588","2456","76556","171334","172083","168132","5795","171334","NA","Sternberg Task","22","14519.0","23","1024"
"95","95","640","640","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","8 5 4 2 9 6","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","857.0","3337","31193","857","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","175343","172087","173139","2452","107750","173140","118588","2456","76556","177345","178202","174142","5795","177345","NA","Sternberg Task","23","15376.0","24","1024"
"96","96","634","634","#000000","experiment","legacy","legacy","legacy","1","undefined","1","left","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","12","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","9 5 8 1","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","496.0","3337","31193","496","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","181446","178206","179242","2452","107750","179244","118588","2456","76556","183447","183944","180245","5795","183447","NA","Sternberg Task","24","15872.0","25","1024"
"96","96","637","637","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","13","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","1 7 5 2 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","710.0","3337","31193","710","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","187196","183948","184992","2452","107750","184994","118588","2456","76556","189198","189909","185995","5795","189197","NA","Sternberg Task","25","16582.0","26","1024"
"96","96","639","639","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","14","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","6 3 1 7 9 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","671.0","3337","31193","671","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","193152","189912","190948","2452","107750","190950","118588","2456","76556","195163","195834","191951","5795","195163","NA","Sternberg Task","26","17253.0","27","1024"
"96","96","636","636","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","15","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","3 9 1","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","563.0","3337","31193","563","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","7","199093","195845","196889","2452","107750","196891","118588","2456","76556","201095","201659","197892","5795","201094","NA","Sternberg Task","27","17816.0","28","1024"
"96","96","634","634","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","16","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","6 9 4 5 3 2","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","598.0","3337","31193","598","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","204906","201663","202702","2452","107750","202704","118588","2456","76556","206908","207506","203705","5795","206908","NA","Sternberg Task","28","18414.0","29","1024"
"96","96","635","635","#000000","experiment","legacy","legacy","legacy","1","undefined","1","left","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","17","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","6 7 8 5","Melodramatic Milgram","4.0.5","3","y","0","left","left","left","left","NA","638.0","3337","31193","638","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","210753","207510","208549","2452","107750","208551","118588","2456","76556","212755","213394","209552","5795","212755","NA","Sternberg Task","29","19052.0","30","1024"
"96","96","636","636","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","18","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","5 3 2 6 9 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","687.0","3337","31193","687","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","216646","213398","214441","2452","107750","214444","118588","2456","76556","218647","219335","215445","5795","218647","NA","Sternberg Task","30","19739.0","31","1024"
"96","96","637","637","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","19","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","2 8 7 9 5 3","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","648.0","3337","31193","648","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","222586","219339","220381","2452","107750","220383","118588","2456","76556","224587","225236","221384","5795","224587","NA","Sternberg Task","31","20387.0","32","1024"
"96","96","633","633","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","20","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","2 8 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","533.0","3337","31193","533","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","228482","225240","226278","2452","107750","226280","118588","2456","76556","230484","231018","227281","5795","230484","NA","Sternberg Task","32","20920.0","33","1024"
"97","97","626","626","#000000","experiment","legacy","legacy","legacy","1","undefined","1","left","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","21","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","5 7 3 6 2","Melodramatic Milgram","4.0.5","5","y","0","left","left","left","left","NA","396.0","3337","31193","396","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","234275","231022","232070","2452","107750","232072","118588","2456","76556","236277","236674","233073","5795","236277","NA","Sternberg Task","33","21316.0","34","1024"
"97","97","623","623","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","22","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","8 2 1 4 5 9","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","507.0","3337","31193","507","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","239927","236678","237724","2452","107750","237725","118588","2456","76556","241928","242436","238726","5795","241928","NA","Sternberg Task","34","21823.0","35","1024"
"97","97","623","623","#000000","experiment","legacy","legacy","legacy","1","undefined","1","left","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","23","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","8 3","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","631.0","3337","31193","631","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","245686","242440","243482","2452","107750","243484","118588","2456","76556","247687","248318","244485","5795","247687","NA","Sternberg Task","35","22454.0","36","1024"
"97","97","620","620","#000000","experiment","legacy","legacy","legacy","1","undefined","1","right","36","36","36","0","0","36","36","0","0","36","36","36","0","36","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","24","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","1 4 9 3","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","522.0","3337","31193","522","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","251571","248322","249367","2452","107750","249369","118588","2456","76556","253572","254095","250370","5795","253572","NA","Sternberg Task","36","22976.0","37","1024"
"97","97","618","618","#000000","experiment","legacy","legacy","legacy","1","undefined","1","left","37","37","37","0","0","37","37","0","0","37","37","37","0","37","0","Tue Oct 17 15:10:50 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\Simone\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","25","11","C:/Users/Simone/Documents/SD-subject-2.csv","legacy","7 1 8 5 6 2","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","532.0","3337","31193","532","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","257343","254102","255139","2452","107750","255141","118588","2456","76556","259344","259877","256142","5795","259344","NA","Sternberg Task","37","23508.0","38","1024"
