"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1_sketchpad","correct_keyboard_response","correct_response","count_ISI_sketchpad","count_correct_sketchpad","count_exp_sequence","count_experiment","count_experiment_loop","count_fixation_sketchpad","count_incorrect_sketchpad","count_instruction1_sketchpad","count_instructions2_sketchpad","count_keyboard_response","count_memoryset_sketchpad","count_new_logger","count_practice_loop","count_probe_sketchpad","count_thankyou_sketchpad","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1_sketchpad","response_instructions2_sketchpad","response_keyboard_response","response_thankyou_sketchpad","response_time","response_time_instruction1_sketchpad","response_time_instructions2_sketchpad","response_time_keyboard_response","response_time_thankyou_sketchpad","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI_sketchpad","time_correct_sketchpad","time_exp_sequence","time_experiment","time_experiment_loop","time_fixation_sketchpad","time_incorrect_sketchpad","time_instruction1_sketchpad","time_instructions2_sketchpad","time_keyboard_response","time_memoryset_sketchpad","time_new_logger","time_practice_loop","time_probe_sketchpad","time_thankyou_sketchpad","title","total_correct","total_response_time","total_responses","width"
"72","72","857","857","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","10","10","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","4 3 1 7 9 8","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","NA","868.0","14258","NA","868","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","81525","78244","79321","2781","NA","79323","70979","2787","NA","83526","80324","84395","17047","83526","NA","Sternberg task ","8","9437.0","11","1024"
"75","75","888","888","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","3 1 9 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","right","NA","1225.0","14258","NA","1225","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","87679","84400","85474","2781","NA","85476","70979","2787","NA","89681","86478","90907","17047","89681","NA","Sternberg task ","9","10662.0","12","1024"
"69","69","889","889","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","0","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","6 8 9 3 4 9","Melodramatic Milgram","4.0.5","5","y","0","right","right","right","right","NA","903.0","14258","5951","903","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","100310","90912","98104","2781","97865","98107","70979","2787","91913","102312","99109","103216","17047","102311","NA","Sternberg task ","9","11565.0","13","1024"
"71","71","858","858","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","1","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","7 1 3","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","458.0","14258","5951","458","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","106498","90912","104294","2781","97865","104296","103220","2787","91913","108500","105297","108959","17047","108500","NA","Sternberg task ","10","12023.0","14","1024"
"73","73","834","834","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","2","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","1 6 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","492.0","14258","5951","492","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","7","112243","108964","110039","2781","97865","110041","103220","2787","91913","114244","111042","114737","17047","114244","NA","Sternberg task ","11","12515.0","15","1024"
"75","75","809","809","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","3","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","2 3","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","429.0","14258","5951","429","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","2","118025","114744","115821","2781","97865","115823","103220","2787","91913","120026","116824","120456","17047","120026","NA","Sternberg task ","12","12944.0","16","1024"
"70","70","823","823","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","4","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","6 9 7 4 5 1","Melodramatic Milgram","4.0.5","2","y","0","right","right","right","right","NA","1060.0","14258","5951","1060","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","123748","120463","121544","2781","97865","121546","103220","2787","91913","125750","122547","126811","17047","125749","NA","Sternberg task ","12","14004.0","17","1024"
"72","72","803","803","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","5","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","4 2 6 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","460.0","14258","5951","460","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","130096","120463","127892","2781","97865","127894","126819","2787","91913","132097","128895","132558","17047","132097","NA","Sternberg task ","13","14464.0","18","1024"
"73","73","821","821","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","6","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","2 5 1 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","1147.0","14258","5951","1147","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","135847","132566","133642","2781","97865","133644","126819","2787","91913","137849","134645","138997","17047","137849","NA","Sternberg task ","14","15611.0","19","1024"
"75","75","808","808","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","7","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","9 3 1 2 5","Melodramatic Milgram","4.0.5","4","y","0","left","right","right","left","NA","560.0","14258","5951","560","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","142279","139002","140075","2781","97865","140077","126819","2787","91913","144280","141078","144841","17047","144280","NA","Sternberg task ","15","16171.0","20","1024"
"76","76","816","816","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","8","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","7 2 3","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","970.0","14258","5951","970","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","3","148127","144849","145923","2781","97865","145925","126819","2787","91913","150129","146926","151100","17047","150129","NA","Sternberg task ","16","17141.0","21","1024"
"77","77","805","805","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","9","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","6 9 4 5 3 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","585.0","14258","5951","585","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","154386","151104","152182","2781","97865","152184","126819","2787","91913","156388","153185","156974","17047","156387","NA","Sternberg task ","17","17726.0","22","1024"
"78","78","796","796","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","10","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","3 5 9 6 2 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","604.0","14258","5951","604","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","160265","156981","158061","2781","97865","158063","126819","2787","91913","162267","159064","162872","17047","162267","NA","Sternberg task ","18","18330.0","23","1024"
"79","79","793","793","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","3 9 1","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","721.0","14258","5951","721","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","7","166173","162880","163969","2781","97865","163971","126819","2787","91913","168174","164972","168896","17047","168174","NA","Sternberg task ","19","19051.0","24","1024"
"80","80","786","786","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","12","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","9 1 7 2","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","608.0","14258","5951","608","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","1","172178","168900","169974","2781","97865","169976","126819","2787","91913","174180","170977","174790","17047","174180","NA","Sternberg task ","20","19659.0","25","1024"
"80","80","781","781","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","13","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","8 5 4 7 3 1","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","672.0","14258","5951","672","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","5","178081","174798","175877","2781","97865","175879","126819","2787","91913","180082","176880","180755","17047","180082","NA","Sternberg task ","21","20331.0","26","1024"
"77","77","781","781","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","14","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","9 3 8 2 1 4","Melodramatic Milgram","4.0.5","3","y","0","right","right","right","right","NA","762.0","14258","5951","762","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","184054","180762","181849","2781","97865","181851","126819","2787","91913","186056","182853","186819","17047","186056","NA","Sternberg task ","21","21093.0","27","1024"
"78","78","773","773","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","15","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","9 1 6 7 8","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","572.0","14258","5951","572","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","9","190102","180762","187898","2781","97865","187900","186826","2787","91913","192103","188901","192676","17047","192103","NA","Sternberg task ","22","21665.0","28","1024"
"79","79","770","770","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","16","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","4 1","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","666.0","14258","5951","666","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","6","195958","192684","193753","2781","97865","193755","186826","2787","91913","197959","194756","198626","17047","197959","NA","Sternberg task ","23","22331.0","29","1024"
"80","80","760","760","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","17","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","3 5 4 7","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","469.0","14258","5951","469","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","3","201912","198631","199707","2781","97865","199709","186826","2787","91913","203913","200711","204383","17047","203913","NA","Sternberg task ","24","22800.0","30","1024"
"80","80","756","756","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","18","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","6 5","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","644.0","14258","5951","644","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","5","207677","204388","205472","2781","97865","205475","186826","2787","91913","209678","206476","210323","17047","209678","NA","Sternberg task ","25","23444.0","31","1024"
"81","81","760","760","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","19","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","4 8 1 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","879.0","14258","5951","879","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","213626","210331","211422","2781","97865","211424","186826","2787","91913","215627","212425","216507","17047","215627","NA","Sternberg task ","26","24323.0","32","1024"
"81","81","773","773","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","20","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","5 7 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","1188.0","14258","5951","1188","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","9","219798","216511","217594","2781","97865","217596","186826","2787","91913","221800","218597","222989","17047","221800","NA","Sternberg task ","27","25511.0","33","1024"
"82","82","772","772","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","Tue Oct 17 03:29:23 2023","The main experiment item","True","Sternbergtask.osexp","C:\Users\kikip\OneDrive\Dokumente\QUANT HW","False","mono","False","18","no","white","no","yes","768","legacy","21","11","C:/Users/kikip/OneDrive/Dokumente/QUANT HW/LG-subject-4.csv","legacy","8 5 4 2 9 6","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","751.0","14258","5951","751","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","226276","222997","224070","2781","97865","224073","186826","2787","91913","228277","225074","229029","17047","228277","NA","Sternberg task ","28","26262.0","34","1024"
