"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_Fixation","count_IncorrectFeedback","count_Instructions2","count_MemSet","count_ThankYou","count_correctfeedback","count_expLoop","count_expSequence","count_experiment","count_instruction1","count_isi","count_keyboard_response","count_logger","count_practiceLoop","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instructions2","response_ThankYou","response_instruction1","response_keyboard_response","response_time","response_time_Instructions2","response_time_ThankYou","response_time_instruction1","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Fixation","time_IncorrectFeedback","time_Instructions2","time_MemSet","time_ThankYou","time_correctfeedback","time_expLoop","time_expSequence","time_experiment","time_instruction1","time_isi","time_keyboard_response","time_logger","time_practiceLoop","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"75.80645161290323","75.80645161290323","801.8306451612904","801.8306451612904","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","123","123","0","123","0","123","0","123","0","0","123","123","123","0","123","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","111","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","9 3 1 2 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","NA","right","left","686","1933","NA","5111","686","2","legacy","5","1024","2","48000","-16","experiment","3","odd","2","769951","768807","82540","770956","NA","762713","84474","769949","3162","3166","772161","774166","774853","8278","774166","Sternberg task","94","99427","124","yes","1024"
"76","76","800.368","800.368","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","124","124","0","124","0","124","0","124","0","0","124","124","124","0","124","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","112","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","7","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","right","left","619","1933","NA","5111","619","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","775992","768807","82540","776997","NA","774862","84474","775990","3162","3166","778202","780207","780827","8278","780207","Sternberg task","95","100046","125","yes","1024"
"76.19047619047619","76.19047619047619","799.6666666666666","799.6666666666666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","125","125","0","125","0","125","0","125","0","0","125","125","125","0","125","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","113","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","4 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","right","712","1933","NA","5111","712","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","781967","768807","82540","782972","NA","780836","84474","781965","3162","3166","784177","786182","786897","8278","786182","Sternberg task","96","100758","126","yes","1024"
"75.59055118110236","75.59055118110236","808.4330708661417","808.4330708661417","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","126","126","0","126","0","126","0","126","0","0","126","126","126","0","126","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","114","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","NA","right","left","1913","1933","NA","5111","1913","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","788048","768807","82540","789053","NA","786907","84474","788046","3162","3166","790258","792263","794180","8278","792263","Sternberg task","96","102671","127","yes","1024"
"75.78125","75.78125","808.046875","808.046875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","127","127","0","127","0","127","0","127","0","0","127","127","127","0","127","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","115","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","9 1 6 7 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","right","left","759","1933","NA","5111","759","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","795336","794192","82540","796341","NA","786907","84474","795334","3162","3166","797546","799551","800313","8278","799551","Sternberg task","97","103430","128","yes","1024"
"75.96899224806202","75.96899224806202","805.4883720930233","805.4883720930233","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","128","128","0","128","0","128","0","128","0","0","128","128","128","0","128","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","116","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","6 9 7 3 8 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","right","478","1933","NA","5111","478","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","801463","794192","82540","802468","NA","800324","84474","801461","3162","3166","803673","805678","806158","8278","805678","Sternberg task","98","103908","129","yes","1024"
"76.15384615384616","76.15384615384616","803.6846153846154","803.6846153846154","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","129","129","0","129","0","129","0","129","0","0","129","129","129","0","129","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","117","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","right","left","571","1933","NA","5111","571","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","807322","794192","82540","808327","NA","806168","84474","807320","3162","3166","809532","811537","812109","8278","811537","Sternberg task","99","104479","130","yes","1024"
"76.33587786259542","76.33587786259542","802.1526717557252","802.1526717557252","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","130","130","0","130","0","130","0","130","0","0","130","130","130","0","130","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","118","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","right","left","603","1933","NA","5111","603","2","legacy","4","1024","2","48000","-16","experiment","3","odd","4","813255","794192","82540","814260","NA","812119","84474","813253","3162","3166","815465","817471","818075","8278","817470","Sternberg task","100","105082","131","yes","1024"
"76.51515151515152","76.51515151515152","801.6136363636364","801.6136363636364","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","131","131","0","131","0","131","0","131","0","0","131","131","131","0","131","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","119","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","right","left","731","1933","NA","5111","731","2","legacy","1","1024","2","48000","-16","experiment","3","odd","4","819238","794192","82540","820244","NA","818084","84474","819236","3162","3166","821449","823454","824187","8278","823454","Sternberg task","101","105813","132","yes","1024"
"76.69172932330827","76.69172932330827","799.3383458646616","799.3383458646616","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","132","132","0","132","0","132","0","132","0","0","132","132","132","0","132","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","120","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","right","499","1933","NA","5111","499","2","legacy","1","1024","2","48000","-16","experiment","3","odd","8","825339","794192","82540","826344","NA","824198","84474","825337","3162","3166","827549","829554","830054","8278","829554","Sternberg task","102","106312","133","yes","1024"
"76.86567164179104","76.86567164179104","797.4328358208955","797.4328358208955","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","133","133","0","133","0","133","0","133","0","0","133","133","133","0","133","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","121","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","7 8 6 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","right","544","1933","NA","5111","544","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","831230","794192","82540","832235","NA","830063","84474","831228","3162","3166","833440","835445","835990","8278","835445","Sternberg task","103","106856","134","yes","1024"
"76.29629629629629","76.29629629629629","796.8592592592593","796.8592592592593","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","134","134","0","134","0","134","0","134","0","0","134","134","134","0","134","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","122","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.3","3","y","0","right","right","NA","right","right","720","1933","NA","5111","720","2","legacy","4","1024","2","48000","-16","experiment","3","odd","8","837153","794192","82540","838158","NA","836000","84474","837149","3162","3166","839364","841370","842091","8278","841370","Sternberg task","103","107576","135","yes","1024"
"76.47058823529412","76.47058823529412","796.4044117647059","796.4044117647059","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","135","135","0","135","0","135","0","135","0","0","135","135","135","0","135","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","123","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","NA","right","left","735","1933","NA","5111","735","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","843244","842101","82540","844249","NA","836000","84474","843242","3162","3166","845454","847459","848195","8278","847459","Sternberg task","104","108311","136","yes","1024"
"76.64233576642336","76.64233576642336","794.4452554744526","794.4452554744526","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","136","136","0","136","0","136","0","136","0","0","136","136","136","0","136","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","124","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","8 5 4 2 9 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","right","528","1933","NA","5111","528","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","849343","842101","82540","850348","NA","848204","84474","849341","3162","3166","851553","853559","854089","8278","853559","Sternberg task","105","108839","137","yes","1024"
"76.81159420289855","76.81159420289855","793.5144927536232","793.5144927536232","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","137","137","0","137","0","137","0","137","0","0","137","137","137","0","137","Tue Oct 20 12:59:17 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","125","11","C:/Users/chris/OneDrive/Desktop/CM-subject-3.csv","legacy","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","right","666","1933","NA","5111","666","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","855229","842101","82540","856234","NA","854097","84474","855227","3162","3166","857439","859444","860111","8278","859444","Sternberg task","106","109505","138","yes","1024"
