"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_Instructions2","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instructions2","response_instruction1","response_keyboard_response","response_thankYou","response_time","response_time_Instructions2","response_time_instruction1","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_Instructions2","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"78.3783783784","78.3783783784","949.378378378","949.378378378","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","36","0","36","36","0","0","36","36","0","36","36","36","0","36","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","5 7 3 6 2","Lentiform Loewenfeld","3.3.3","5","y","0","right","right","right","right","NA","603","10972","30922","603","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","282408","118845","278995","280195","4238","129818","280199","210732","4247","284414","285019","281204","35171","284413","NA","Sternberg task","29","35127","37","yes","1024"
"78.9473684211","78.9473684211","938.447368421","938.447368421","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","37","0","37","37","0","0","37","37","0","37","37","37","0","37","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","534","10972","30922","534","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","288451","118845","278995","286236","4238","129818","286240","285039","4247","290458","290995","287246","35171","290457","NA","Sternberg task","30","35661","38","yes","1024"
"79.4871794872","79.4871794872","934.333333333","934.333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","38","0","38","38","0","0","38","38","0","38","38","38","0","38","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","8 5 7 3 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","778","10972","30922","778","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","294433","118845","291020","292218","4238","129818","292222","285039","4247","296438","297218","293227","35171","296438","NA","Sternberg task","31","36439","39","yes","1024"
"80","80","930.125","930.125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","39","0","39","39","0","0","39","39","0","39","39","39","0","39","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","4 3 2 5 8","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","766","10972","30922","766","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","300667","118845","297258","298455","4238","129818","298459","285039","4247","302674","303442","299462","35171","302674","NA","Sternberg task","32","37205","40","yes","1024"
"80.487804878","80.487804878","923.682926829","923.682926829","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","40","0","40","40","0","0","40","40","0","40","40","40","0","40","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","666","10972","30922","666","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","306881","118845","303466","304667","4238","129818","304671","285039","4247","308887","309555","305676","35171","308887","NA","Sternberg task","33","37871","41","yes","1024"
"80.9523809524","80.9523809524","909.047619048","909.047619048","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","41","0","41","41","0","0","41","41","0","41","41","41","0","41","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","4 9 7 8 5 3","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","309","10972","30922","309","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","312998","118845","309585","310782","4238","129818","310786","285039","4247","315004","315315","311792","35171","315003","NA","Sternberg task","34","38180","42","yes","1024"
"81.3953488372","81.3953488372","903.674418605","903.674418605","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","42","0","42","42","0","0","42","42","0","42","42","42","0","42","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","678","10972","30922","678","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","318748","118845","315336","316533","4238","129818","316537","285039","4247","320754","321434","317542","35171","320753","NA","Sternberg task","35","38858","43","yes","1024"
"81.8181818182","81.8181818182","903.977272727","903.977272727","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","43","0","43","43","0","0","43","43","0","43","43","43","0","43","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","3 2 1 4 7","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","917","10972","30922","917","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","324871","118845","321458","322658","4238","129818","322662","285039","4247","326876","327795","323667","35171","326875","NA","Sternberg task","36","39775","44","yes","1024"
"82.2222222222","82.2222222222","897.488888889","897.488888889","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","44","0","44","44","0","0","44","44","0","44","44","44","0","44","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","9 4 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","612","10972","30922","612","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","331226","118845","327815","329013","4238","129818","329017","285039","4247","333229","333843","330020","35171","333229","NA","Sternberg task","37","40387","45","yes","1024"
"82.6086956522","82.6086956522","891.934782609","891.934782609","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","45","0","45","45","0","0","45","45","0","45","45","45","0","45","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","1 5 3 2 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","642","10972","30922","642","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","337289","118845","333877","335074","4238","129818","335078","285039","4247","339295","339939","336083","35171","339295","NA","Sternberg task","38","41029","46","yes","1024"
"82.9787234043","82.9787234043","894.489361702","894.489361702","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","46","0","46","46","0","0","46","46","0","46","46","46","0","46","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","1012","10972","30922","1012","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","343384","118845","339971","341169","4238","129818","341173","285039","4247","345389","346403","342178","35171","345388","NA","Sternberg task","39","42041","47","yes","1024"
"83.3333333333","83.3333333333","894.166666667","894.166666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","47","0","47","47","0","0","47","47","0","47","47","47","0","47","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","879","10972","30922","879","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","349845","118845","346430","347630","4238","129818","347634","285039","4247","351850","352731","348639","35171","351849","NA","Sternberg task","40","42920","48","yes","1024"
"81.6326530612","81.6326530612","900.102040816","900.102040816","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","48","0","48","48","0","0","48","48","0","48","48","48","0","48","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","5 9 2 3","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","1185","10972","30922","1185","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","356169","118845","352756","353954","4238","129818","353958","285039","4247","358176","359363","354963","35171","358175","NA","Sternberg task","40","44105","49","yes","1024"
"80","80","902.16","902.16","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","49","0","49","49","0","0","49","49","0","49","49","49","0","49","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","1003","10972","30922","1003","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","362798","118845","352756","360582","4238","129818","360586","359385","4247","364805","365811","361592","35171","364804","NA","Sternberg task","40","45108","50","yes","1024"
"78.431372549","78.431372549","896.470588235","896.470588235","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","50","0","50","50","0","0","50","50","0","50","50","50","0","50","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","612","10972","30922","612","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","369249","118845","352756","367034","4238","129818","367038","365836","4247","371253","371867","368043","35171","371252","NA","Sternberg task","40","45720","51","yes","1024"
"78.8461538462","78.8461538462","890.096153846","890.096153846","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","51","0","51","51","0","0","51","51","0","51","51","51","0","51","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","565","10972","30922","565","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","375309","118845","352756","373094","4238","129818","373098","371897","4247","377315","377883","374103","35171","377315","NA","Sternberg task","41","46285","52","yes","1024"
"79.2452830189","79.2452830189","884.283018868","884.283018868","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","52","0","52","52","0","0","52","52","0","52","52","52","0","52","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","582","10972","30922","582","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","381318","118845","377907","379105","4238","129818","379109","371897","4247","383323","383907","380114","35171","383322","NA","Sternberg task","42","46867","53","yes","1024"
"79.6296296296","79.6296296296","879.592592593","879.592592593","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","53","0","53","53","0","0","53","53","0","53","53","53","0","53","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","1 4 9 3 2 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","631","10972","30922","631","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","387347","118845","383934","385131","4238","129818","385135","371897","4247","389354","389988","386141","35171","389353","NA","Sternberg task","43","47498","54","yes","1024"
"78.1818181818","78.1818181818","880.036363636","880.036363636","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","54","0","54","54","0","0","54","54","0","54","54","54","0","54","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","1 3 2 6 9","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","904","10972","30922","904","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","393426","118845","390012","391210","4238","129818","391214","371897","4247","395432","396339","392219","35171","395431","NA","Sternberg task","43","48402","55","yes","1024"
"78.5714285714","78.5714285714","877.107142857","877.107142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","55","0","55","55","0","0","55","55","0","55","55","55","0","55","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","2 4 8 5 1 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","716","10972","30922","716","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","399776","118845","390012","397560","4238","129818","397564","396362","4247","401781","402499","398570","35171","401780","NA","Sternberg task","44","49118","56","yes","1024"
"78.9473684211","78.9473684211","871.245614035","871.245614035","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","56","0","56","56","0","0","56","56","0","56","56","56","0","56","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","1 4 9 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","543","10972","30922","543","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","405940","118845","402523","403726","4238","129818","403730","396362","4247","407946","408491","404735","35171","407946","NA","Sternberg task","45","49661","57","yes","1024"
"79.3103448276","79.3103448276","868.672413793","868.672413793","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","57","0","57","57","0","0","57","57","0","57","57","57","0","57","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","2 3 7 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","722","10972","30922","722","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","411928","118845","408516","409713","4238","129818","409717","396362","4247","413935","414659","410722","35171","413934","NA","Sternberg task","46","50383","58","yes","1024"
"79.6610169492","79.6610169492","872.728813559","872.728813559","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","58","0","58","58","0","0","58","58","0","58","58","58","0","58","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","9 3 1 2 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","1108","10972","30922","1108","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","418097","118845","414685","415881","4238","129818","415885","396362","4247","420101","421211","416890","35171","420101","NA","Sternberg task","47","51491","59","yes","1024"
"80","80","871.583333333","871.583333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","59","0","59","59","0","0","59","59","0","59","59","59","0","59","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","3 5 7 1","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","804","10972","30922","804","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","424656","118845","421236","422441","4238","129818","422445","396362","4247","426661","427467","423450","35171","426661","NA","Sternberg task","48","52295","60","yes","1024"
"78.6885245902","78.6885245902","867.475409836","867.475409836","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","60","0","60","60","0","0","60","60","0","60","60","60","0","60","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","8 5 4 2 9 6","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","621","10972","30922","621","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","430908","118845","427497","428694","4238","129818","428698","396362","4247","432915","433539","429703","35171","432914","NA","Sternberg task","48","52916","61","yes","1024"
"79.0322580645","79.0322580645","861.338709677","861.338709677","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","61","0","61","61","0","0","61","61","0","61","61","61","0","61","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","8 4 3 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","487","10972","30922","487","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","436978","118845","427497","434762","4238","129818","434767","433565","4247","438985","439475","435773","35171","438984","NA","Sternberg task","49","53403","62","yes","1024"
"79.3650793651","79.3650793651","858.777777778","858.777777778","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","62","0","62","62","0","0","62","62","0","62","62","62","0","62","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","7 8 4 6 9 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","700","10972","30922","700","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","442920","118845","439509","440708","4238","129818","440712","433565","4247","444925","445628","441717","35171","444925","NA","Sternberg task","50","54103","63","yes","1024"
"79.6875","79.6875","853.390625","853.390625","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","63","0","63","63","0","0","63","63","0","63","63","63","0","63","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","4 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","514","10972","30922","514","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","449066","118845","445652","446850","4238","129818","446854","433565","4247","451071","451588","447860","35171","451071","NA","Sternberg task","51","54617","64","yes","1024"
"80","80","855.8","855.8","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","64","0","64","64","0","0","64","64","0","64","64","64","0","64","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","8 5 1 3 9","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","1010","10972","30922","1010","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","455034","118845","451621","452819","4238","129818","452823","433565","4247","457039","458052","453828","35171","457038","NA","Sternberg task","52","55627","65","yes","1024"
"78.7878787879","78.7878787879","859.151515152","859.151515152","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","65","0","65","65","0","0","65","65","0","65","65","65","0","65","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","3 9 8 1 6 4","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","1077","10972","30922","1077","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","461494","118845","458081","459279","4238","129818","459283","433565","4247","463499","464579","460289","35171","463498","NA","Sternberg task","52","56704","66","yes","1024"
"79.1044776119","79.1044776119","853.582089552","853.582089552","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","66","0","66","66","0","0","66","66","0","66","66","66","0","66","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","486","10972","30922","486","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","4","468020","118845","458081","465804","4238","129818","465809","464609","4247","470027","470516","466814","35171","470027","NA","Sternberg task","53","57190","67","yes","1024"
"77.9411764706","77.9411764706","852.058823529","852.058823529","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","67","0","67","67","0","0","67","67","0","67","67","67","0","67","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","55","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","8 7 3","Lentiform Loewenfeld","3.3.3","1","y","0","right","right","right","right","NA","750","10972","30922","750","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","473957","118845","470544","471741","4238","129818","471746","464609","4247","475963","476716","472751","35171","475963","NA","Sternberg task","53","57940","68","yes","1024"
"78.2608695652","78.2608695652","852.492753623","852.492753623","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","68","0","68","68","0","0","68","68","0","68","68","68","0","68","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","56","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","6 8 9 3 4 9","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","882","10972","30922","882","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","480161","118845","470544","477945","4238","129818","477949","476745","4247","482167","483051","478955","35171","482166","NA","Sternberg task","54","58822","69","yes","1024"
"78.5714285714","78.5714285714","847.842857143","847.842857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","69","0","69","69","0","0","69","69","0","69","69","69","0","69","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","57","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","9 1 7 2","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","527","10972","30922","527","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","486492","118845","483080","484277","4238","129818","484281","476745","4247","488498","489028","485287","35171","488497","NA","Sternberg task","55","59349","70","yes","1024"
"78.8732394366","78.8732394366","847.450704225","847.450704225","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","70","0","70","70","0","0","70","70","0","70","70","70","0","70","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","58","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","3 4 9 6 7 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","820","10972","30922","820","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","492471","118845","489058","490256","4238","129818","490260","476745","4247","494477","495300","491266","35171","494477","NA","Sternberg task","56","60169","71","yes","1024"
"77.7777777778","77.7777777778","844.305555556","844.305555556","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","71","0","71","71","0","0","71","71","0","71","71","71","0","71","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","59","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","621","10972","30922","621","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","498750","118845","495334","496534","4238","129818","496538","476745","4247","500756","501380","497544","35171","500756","NA","Sternberg task","56","60790","72","yes","1024"
"76.7123287671","76.7123287671","850.178082192","850.178082192","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","72","0","72","72","0","0","72","72","0","72","72","72","0","72","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","60","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","6 9 7 3 8 2","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","1273","10972","30922","1273","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","504817","118845","495334","502602","4238","129818","502606","501403","4247","506824","508100","503611","35171","506823","NA","Sternberg task","56","62063","73","yes","1024"
"77.027027027","77.027027027","846.797297297","846.797297297","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","73","0","73","73","0","0","73","73","0","73","73","73","0","73","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","61","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","8 3","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","600","10972","30922","600","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","511532","118845","495334","509318","4238","129818","509322","508121","4247","513537","514141","510327","35171","513537","NA","Sternberg task","57","62663","74","yes","1024"
