"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1_sketchpad","correct_keyboard_keyboard_response","correct_response","count__logger","count_correctfeeback_sketchpad","count_exp_sequence","count_experiment","count_experimentloop","count_fixation_sketchpad","count_incorrectfeedback_sketchpad","count_instruction1_sketchpad","count_instruction2_sketchpad","count_isi_sketchpad","count_keyboard_keyboard_response","count_memoryset_sketchpad","count_practice_loop","count_probe_sketchpad","count_thankyou_sketchpad","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1_sketchpad","response_instruction2_sketchpad","response_keyboard_keyboard_response","response_thankyou_sketchpad","response_time","response_time_instruction1_sketchpad","response_time_instruction2_sketchpad","response_time_keyboard_keyboard_response","response_time_thankyou_sketchpad","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time__logger","time_correctfeeback_sketchpad","time_exp_sequence","time_experiment","time_experimentloop","time_fixation_sketchpad","time_incorrectfeedback_sketchpad","time_instruction1_sketchpad","time_instruction2_sketchpad","time_isi_sketchpad","time_keyboard_keyboard_response","time_memoryset_sketchpad","time_practice_loop","time_probe_sketchpad","time_thankyou_sketchpad","title","total_correct","total_response_time","total_responses","width"
"67","67","866","866","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","18","11","C:/Users/User/Desktop/subject-2.csv","legacy","9 3 8 2 1 4","Melodramatic Milgram","4.0.5","3","y","0","left","space","left","left","NA","1095.0","54491","4039","1095","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","253085","246737","247787","2680","138068","247788","216254","2687","134029","249989","251990","248788","57180","251989","NA","Sternberg task","21","26874.0","31","1024"
"65","65","864","864","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","19","11","C:/Users/User/Desktop/subject-2.csv","legacy","6 3 1 7 9 8","Melodramatic Milgram","4.0.5","0","n","0","left","space","left","left","NA","804.0","54491","4039","804","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","259153","253091","254146","2680","138068","254147","216254","2687","134029","256348","258348","255148","57180","258348","NA","Sternberg task","21","27678.0","32","1024"
"66","66","863","863","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","20","11","C:/Users/User/Desktop/subject-2.csv","legacy","8 5 7 3 6","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","817.0","54491","4039","817","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","265230","253091","260208","2680","138068","260209","259159","2687","134029","262410","264412","261210","57180","264411","NA","Sternberg task","22","28495.0","33","1024"
"64","64","862","862","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","21","11","C:/Users/User/Desktop/subject-2.csv","legacy","5 3 8 7 2 4","Melodramatic Milgram","4.0.5","0","n","0","left","space","left","left","NA","818.0","54491","4039","818","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","271310","265236","266290","2680","138068","266291","259159","2687","134029","268491","270492","267291","57180","270492","NA","Sternberg task","22","29313.0","34","1024"
"65","65","861","861","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","22","11","C:/Users/User/Desktop/subject-2.csv","legacy","6 9 4 5 3 2","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","846.0","54491","4039","846","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","277417","265236","272369","2680","138068","272370","271317","2687","134029","274571","276571","273371","57180","276571","NA","Sternberg task","23","30159.0","35","1024"
"63","63","863","863","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","23","11","C:/Users/User/Desktop/subject-2.csv","legacy","8 5 4 2 9 6","Melodramatic Milgram","4.0.5","0","n","0","left","space","left","left","NA","910.0","54491","4039","910","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","283590","277420","278477","2680","138068","278478","271317","2687","134029","280678","282679","279478","57180","282679","NA","Sternberg task","23","31069.0","36","1024"
"62","62","866","866","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","36","36","36","0","0","36","36","0","0","36","36","36","0","36","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","24","11","C:/Users/User/Desktop/subject-2.csv","legacy","2 8 6 3 1","Melodramatic Milgram","4.0.5","0","n","0","left","space","left","left","NA","1004.0","54491","4039","1004","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","289840","277420","284633","2680","138068","284634","283592","2687","134029","286835","288836","285634","57180","288835","NA","Sternberg task","23","32073.0","37","1024"
"63","63","869","869","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","37","37","37","0","0","37","37","0","0","37","37","37","0","37","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","25","11","C:/Users/User/Desktop/subject-2.csv","legacy","3 4","Melodramatic Milgram","4.0.5","1","y","0","left","space","left","left","NA","969.0","54491","4039","969","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","296070","277420","290897","2680","138068","290898","289846","2687","134029","293100","295101","291899","57180","295101","NA","Sternberg task","24","33042.0","38","1024"
"64","64","866","866","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","38","38","38","0","0","38","38","0","0","38","38","38","0","38","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","26","11","C:/Users/User/Desktop/subject-2.csv","legacy","8 3","Melodramatic Milgram","4.0.5","2","y","0","left","space","left","left","NA","750.0","54491","4039","750","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","302081","296077","297126","2680","138068","297127","289846","2687","134029","299328","301330","298128","57180","301329","NA","Sternberg task","25","33792.0","39","1024"
"65","65","861","861","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","39","39","39","0","0","39","39","0","0","39","39","39","0","39","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","27","11","C:/Users/User/Desktop/subject-2.csv","legacy","9 1 7 2","Melodramatic Milgram","4.0.5","2","y","0","left","space","left","left","NA","667.0","54491","4039","667","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","308011","302087","303141","2680","138068","303142","289846","2687","134029","305344","307344","304143","57180","307344","NA","Sternberg task","26","34459.0","40","1024"
"65","65","862","862","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","40","40","40","0","0","40","40","0","0","40","40","40","0","40","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","28","11","C:/Users/User/Desktop/subject-2.csv","legacy","5 9 2 3","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","905.0","54491","4039","905","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","314170","308017","309062","2680","138068","309063","289846","2687","134029","311264","313264","310063","57180","313264","NA","Sternberg task","27","35364.0","41","1024"
"66","66","861","861","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","41","41","41","0","0","41","41","0","0","41","41","41","0","41","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","29","11","C:/Users/User/Desktop/subject-2.csv","legacy","6 7 5 9","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","818.0","54491","4039","818","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","320244","314176","315222","2680","138068","315223","289846","2687","134029","317425","319426","316224","57180","319425","NA","Sternberg task","28","36182.0","42","1024"
"65","65","855","855","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","42","42","42","0","0","42","42","0","0","42","42","42","0","42","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","30","11","C:/Users/User/Desktop/subject-2.csv","legacy","8 1 6","Melodramatic Milgram","4.0.5","3","y","0","right","space","left","right","NA","613.0","54491","4039","613","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","326120","320250","321302","2680","138068","321303","289846","2687","134029","323505","325506","322304","57180","325505","NA","Sternberg task","28","36795.0","43","1024"
"65","65","850","850","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","43","43","43","0","0","43","43","0","0","43","43","43","0","43","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","31","11","C:/Users/User/Desktop/subject-2.csv","legacy","5 2","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","617.0","54491","4039","617","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","7","332001","320250","327178","2680","138068","327179","326126","2687","134029","329382","331383","328181","57180","331382","NA","Sternberg task","29","37412.0","44","1024"
"66","66","850","850","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","44","44","44","0","0","44","44","0","0","44","44","44","0","44","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","32","11","C:/Users/User/Desktop/subject-2.csv","legacy","6 7 9 3 1 2","Melodramatic Milgram","4.0.5","1","y","0","left","space","left","left","NA","839.0","54491","4039","839","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","338096","332006","333054","2680","138068","333055","326126","2687","134029","335256","337256","334056","57180","337256","NA","Sternberg task","30","38251.0","45","1024"
"67","67","845","845","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","45","45","45","0","0","45","45","0","0","45","45","45","0","45","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","33","11","C:/Users/User/Desktop/subject-2.csv","legacy","4 6 5 8","Melodramatic Milgram","4.0.5","1","y","0","left","space","left","left","NA","646.0","54491","4039","646","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","343999","338098","339148","2680","138068","339150","326126","2687","134029","341350","343352","340150","57180","343352","NA","Sternberg task","31","38897.0","46","1024"
"65","65","854","854","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","46","46","46","0","0","46","46","0","0","46","46","46","0","46","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","34","11","C:/Users/User/Desktop/subject-2.csv","legacy","9 3 1 2 5","Melodramatic Milgram","4.0.5","4","y","0","right","space","left","right","NA","1273.0","54491","4039","1273","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","350538","344002","345060","2680","138068","345062","326126","2687","134029","347262","349264","346062","57180","349263","NA","Sternberg task","31","40170.0","47","1024"
"66","66","853","853","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","47","47","47","0","0","47","47","0","0","47","47","47","0","47","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","35","11","C:/Users/User/Desktop/subject-2.csv","legacy","2 3 7 4","Melodramatic Milgram","4.0.5","1","y","0","left","space","left","left","NA","819.0","54491","4039","819","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","356619","344002","351595","2680","138068","351596","350541","2687","134029","353797","355799","352596","57180","355799","NA","Sternberg task","32","40989.0","48","1024"
"65","65","848","848","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","48","48","48","0","0","48","48","0","0","48","48","48","0","48","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","36","11","C:/Users/User/Desktop/subject-2.csv","legacy","9 5 8 1","Melodramatic Milgram","4.0.5","2","y","0","right","space","left","right","NA","583.0","54491","4039","583","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","362464","356626","357677","2680","138068","357678","350541","2687","134029","359879","361880","358678","57180","361879","NA","Sternberg task","32","41572.0","49","1024"
"66","66","842","842","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","49","49","49","0","0","49","49","0","0","49","49","49","0","49","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","37","11","C:/Users/User/Desktop/subject-2.csv","legacy","6 8 9 3 4 9","Melodramatic Milgram","4.0.5","5","y","0","left","space","left","left","NA","543.0","54491","4039","543","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","368259","356626","363511","2680","138068","363512","362470","2687","134029","365714","367715","364513","57180","367715","NA","Sternberg task","33","42115.0","50","1024"
"66","66","836","836","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","50","50","50","0","0","50","50","0","0","50","50","50","0","50","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","38","11","C:/Users/User/Desktop/subject-2.csv","legacy","8 9 5 7 1 6","Melodramatic Milgram","4.0.5","4","y","0","left","space","left","left","NA","542.0","54491","4039","542","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","374067","368265","369322","2680","138068","369323","362470","2687","134029","371525","373525","370324","57180","373525","NA","Sternberg task","34","42657.0","51","1024"
"67","67","835","835","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","51","51","51","0","0","51","51","0","0","51","51","51","0","51","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","39","11","C:/Users/User/Desktop/subject-2.csv","legacy","2 8 9","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","796.0","54491","4039","796","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","380116","374073","375116","2680","138068","375118","362470","2687","134029","377319","379319","376119","57180","379319","NA","Sternberg task","35","43453.0","52","1024"
"66","66","836","836","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","52","52","52","0","0","52","52","0","0","52","52","52","0","52","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","40","11","C:/Users/User/Desktop/subject-2.csv","legacy","5 2 9 6 1 7","Melodramatic Milgram","4.0.5","3","y","0","right","space","left","right","NA","893.0","54491","4039","893","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","386276","380121","381178","2680","138068","381180","362470","2687","134029","383381","385382","382181","57180","385382","NA","Sternberg task","35","44346.0","53","1024"
"66","66","832","832","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","53","53","53","0","0","53","53","0","0","53","53","53","0","53","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","41","11","C:/Users/User/Desktop/subject-2.csv","legacy","6 9 5","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","617.0","54491","4039","617","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","392143","380121","387322","2680","138068","387323","386282","2687","134029","389524","391525","388323","57180","391525","NA","Sternberg task","36","44963.0","54","1024"
"67","67","830","830","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","54","54","54","0","0","54","54","0","0","54","54","54","0","54","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","42","11","C:/Users/User/Desktop/subject-2.csv","legacy","1 6 4","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","735.0","54491","4039","735","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","7","398147","392150","393209","2680","138068","393210","386282","2687","134029","395411","397411","394211","57180","397411","NA","Sternberg task","37","45698.0","55","1024"
"67","67","830","830","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","55","55","55","0","0","55","55","0","0","55","55","55","0","55","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","43","11","C:/Users/User/Desktop/subject-2.csv","legacy","2 4 8 5 1 3","Melodramatic Milgram","4.0.5","1","y","0","left","space","left","left","NA","818.0","54491","4039","818","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","404236","398153","399215","2680","138068","399216","386282","2687","134029","401418","403418","400217","57180","403418","NA","Sternberg task","38","46516.0","56","1024"
"68","68","826","826","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","56","56","56","0","0","56","56","0","0","56","56","56","0","56","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","44","11","C:/Users/User/Desktop/subject-2.csv","legacy","1 4 3 6 5","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","585.0","54491","4039","585","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","410065","404239","405275","2680","138068","405276","386282","2687","134029","407478","409479","406277","57180","409479","NA","Sternberg task","39","47101.0","57","1024"
"68","68","823","823","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","57","57","57","0","0","57","57","0","0","57","57","57","0","57","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","45","11","C:/Users/User/Desktop/subject-2.csv","legacy","2 8 9 4 1","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","645.0","54491","4039","645","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","415985","410072","411135","2680","138068","411136","386282","2687","134029","413338","415339","412137","57180","415339","NA","Sternberg task","40","47746.0","58","1024"
"69","69","817","817","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","58","58","58","0","0","58","58","0","0","58","58","58","0","58","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","46","11","C:/Users/User/Desktop/subject-2.csv","legacy","4 3 2 5 8","Melodramatic Milgram","4.0.5","2","y","0","left","space","left","left","NA","475.0","54491","4039","475","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","421734","415991","417055","2680","138068","417056","386282","2687","134029","419258","421259","418057","57180","421259","NA","Sternberg task","41","48221.0","59","1024"
"70","70","816","816","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","59","59","59","0","0","59","59","0","0","59","59","59","0","59","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","47","11","C:/Users/User/Desktop/subject-2.csv","legacy","3 5 7 1","Melodramatic Milgram","4.0.5","3","y","0","left","space","left","left","NA","745.0","54491","4039","745","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","427752","421741","422803","2680","138068","422804","386282","2687","134029","425006","427007","423805","57180","427007","NA","Sternberg task","42","48966.0","60","1024"
"70","70","814","814","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","60","60","60","0","0","60","60","0","0","60","60","60","0","60","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","48","11","C:/Users/User/Desktop/subject-2.csv","legacy","4 2 6 9","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","729.0","54491","4039","729","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","433752","427759","428819","2680","138068","428820","386282","2687","134029","431021","433022","429820","57180","433022","NA","Sternberg task","43","49695.0","61","1024"
"70","70","811","811","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","61","61","61","0","0","61","61","0","0","61","61","61","0","61","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","49","11","C:/Users/User/Desktop/subject-2.csv","legacy","1 7 8 3 9","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","592.0","54491","4039","592","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","439619","433758","434822","2680","138068","434823","386282","2687","134029","437025","439026","435824","57180","439026","NA","Sternberg task","44","50287.0","62","1024"
"71","71","819","819","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","62","62","62","0","0","62","62","0","0","62","62","62","0","62","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","50","11","C:/Users/User/Desktop/subject-2.csv","legacy","1 8 7","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","1341.0","54491","4039","1341","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","4","446204","439625","440657","2680","138068","440658","386282","2687","134029","442860","444862","441659","57180","444862","NA","Sternberg task","45","51628.0","63","1024"
"71","71","816","816","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","63","63","63","0","0","63","63","0","0","63","63","63","0","63","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","51","11","C:/Users/User/Desktop/subject-2.csv","legacy","3 9 8 1 6 4","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","601.0","54491","4039","601","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","452061","446210","447255","2680","138068","447256","386282","2687","134029","449458","451459","448257","57180","451459","NA","Sternberg task","46","52229.0","64","1024"
"70","70","816","816","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","64","64","64","0","0","64","64","0","0","64","64","64","0","64","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","52","11","C:/Users/User/Desktop/subject-2.csv","legacy","6 1 2","Melodramatic Milgram","4.0.5","3","y","0","right","space","left","right","NA","851.0","54491","4039","851","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","458180","452067","453124","2680","138068","453125","386282","2687","134029","455327","457328","454126","57180","457328","NA","Sternberg task","46","53080.0","65","1024"
"71","71","813","813","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","65","65","65","0","0","65","65","0","0","65","65","65","0","65","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","53","11","C:/Users/User/Desktop/subject-2.csv","legacy","7 2 3","Melodramatic Milgram","4.0.5","3","y","0","left","space","left","left","NA","592.0","54491","4039","592","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","3","464041","452067","459245","2680","138068","459246","458182","2687","134029","461448","463449","460247","57180","463449","NA","Sternberg task","47","53672.0","66","1024"
"71","71","810","810","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","66","66","66","0","0","66","66","0","0","66","66","66","0","66","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","54","11","C:/Users/User/Desktop/subject-2.csv","legacy","1 6 4 3 9 7","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","659.0","54491","4039","659","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","469968","464047","465105","2680","138068","465106","458182","2687","134029","467307","469308","466106","57180","469308","NA","Sternberg task","48","54331.0","67","1024"
"70","70","810","810","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","67","67","67","0","0","67","67","0","0","67","67","67","0","67","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","55","11","C:/Users/User/Desktop/subject-2.csv","legacy","5 2 6","Melodramatic Milgram","4.0.5","2","y","0","right","space","left","right","NA","772.0","54491","4039","772","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","476012","469974","471035","2680","138068","471036","458182","2687","134029","473238","475239","472037","57180","475239","NA","Sternberg task","48","55103.0","68","1024"
"69","69","810","810","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","68","68","68","0","0","68","68","0","0","68","68","68","0","68","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","56","11","C:/Users/User/Desktop/subject-2.csv","legacy","3 4 9 6 2 9","Melodramatic Milgram","4.0.5","5","y","0","right","space","left","right","NA","830.0","54491","4039","830","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","482113","469974","477078","2680","138068","477079","476019","2687","134029","479281","481282","478080","57180","481282","NA","Sternberg task","48","55933.0","69","1024"
"70","70","806","806","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","69","69","69","0","0","69","69","0","0","69","69","69","0","69","0","Sun Oct 22 13:42:56 2023","The main experiment item","False","Sternbergtask.osexp","C:\Users\User\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","57","11","C:/Users/User/Desktop/subject-2.csv","legacy","4 1","Melodramatic Milgram","4.0.5","0","n","0","right","space","left","right","NA","500.0","54491","4039","500","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","487885","469974","483179","2680","138068","483180","482115","2687","134029","485383","487384","484182","57180","487384","NA","Sternberg task","49","56433.0","70","1024"
