"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_iSi","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_iSi","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"81.98198198198199","81.98198198198199","667.2342342342342","667.2342342342342","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","110","110","0","0","110","110","110","0","0","110","110","110","0","110","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","98","11","C:/Users/rayra/Documents/subject-3.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","787","19509","10671","787","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","701842","703024","2843","107566","703026","705234","677919","2847","96894","707239","708028","704030","22358","707238","NA","Sternberg task","91","74063","111","yes","1024"
"82.14285714285714","82.14285714285714","667.3839285714286","667.3839285714286","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","111","111","0","0","111","111","111","0","0","111","111","111","0","111","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","99","11","C:/Users/rayra/Documents/subject-3.csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.9","4","y","0","left","return","return","left","NA","684","19509","10671","684","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","708034","709201","2843","107566","709203","711411","677919","2847","96894","713416","714102","710207","22358","713416","NA","Sternberg task","92","74747","112","yes","1024"
"82.30088495575221","82.30088495575221","667.3274336283185","667.3274336283185","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","112","112","0","0","112","112","112","0","0","112","112","112","0","112","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","100","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 2 3","Lentiform Loewenfeld","3.3.9","3","y","0","left","return","return","left","NA","661","19509","10671","661","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","3","714109","715307","2843","107566","715309","717516","677919","2847","96894","719520","720183","716312","22358","719520","NA","Sternberg task","93","75408","113","yes","1024"
"82.45614035087719","82.45614035087719","666.5","666.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","113","113","0","0","113","113","113","0","0","113","113","113","0","113","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","101","11","C:/Users/rayra/Documents/subject-3.csv","legacy","9 3 8 2 1 4","Lentiform Loewenfeld","3.3.9","3","y","0","left","return","return","left","NA","573","19509","10671","573","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","720204","721413","2843","107566","721415","723623","677919","2847","96894","725627","726201","722419","22358","725626","NA","Sternberg task","94","75981","114","yes","1024"
"82.6086956521739","82.6086956521739","666.6434782608695","666.6434782608695","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","114","114","0","0","114","114","114","0","0","114","114","114","0","114","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","102","11","C:/Users/rayra/Documents/subject-3.csv","legacy","1 4 9 3","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","683","19509","10671","683","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","726222","727434","2843","107566","727436","729645","677919","2847","96894","731649","732334","728440","22358","731649","NA","Sternberg task","95","76664","115","yes","1024"
"82.75862068965517","82.75862068965517","665.6724137931035","665.6724137931035","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","115","115","0","0","115","115","115","0","0","115","115","115","0","115","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","103","11","C:/Users/rayra/Documents/subject-3.csv","legacy","8 4 3 5","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","554","19509","10671","554","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","732341","733547","2843","107566","733550","735759","677919","2847","96894","737763","738319","734554","22358","737763","NA","Sternberg task","96","77218","116","yes","1024"
"82.90598290598291","82.90598290598291","669.4102564102565","669.4102564102565","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","116","116","0","0","116","116","116","0","0","116","116","116","0","116","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","104","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 8 4 6 9 5","Lentiform Loewenfeld","3.3.9","4","y","0","left","return","return","left","NA","1103","19509","10671","1103","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","738325","739507","2843","107566","739509","741717","677919","2847","96894","743722","744827","740513","22358","743722","NA","Sternberg task","97","78321","117","yes","1024"
"83.05084745762711","83.05084745762711","668.0847457627119","668.0847457627119","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","117","117","0","0","117","117","117","0","0","117","117","117","0","117","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","105","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","513","19509","10671","513","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","744833","746021","2843","107566","746023","748232","677919","2847","96894","750236","750751","747026","22358","750236","NA","Sternberg task","98","78834","118","yes","1024"
"83.19327731092437","83.19327731092437","667.5798319327731","667.5798319327731","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","118","118","0","0","118","118","118","0","0","118","118","118","0","118","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","106","11","C:/Users/rayra/Documents/subject-3.csv","legacy","8 5 4 7 3 1","Lentiform Loewenfeld","3.3.9","2","y","0","left","return","return","left","NA","608","19509","10671","608","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","750757","751930","2843","107566","751932","754141","677919","2847","96894","756144","756754","752936","22358","756144","NA","Sternberg task","99","79442","119","yes","1024"
"83.33333333333333","83.33333333333333","669.1166666666667","669.1166666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","119","119","0","0","119","119","119","0","0","119","119","119","0","119","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","107","11","C:/Users/rayra/Documents/subject-3.csv","legacy","2 8 6 3 1","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","852","19509","10671","852","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","756759","757945","2843","107566","757947","760156","677919","2847","96894","762160","763014","758951","22358","762160","NA","Sternberg task","100","80294","120","yes","1024"
"83.47107438016529","83.47107438016529","668.7355371900826","668.7355371900826","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","120","120","0","0","120","120","120","0","0","120","120","120","0","120","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","108","11","C:/Users/rayra/Documents/subject-3.csv","legacy","9 8 2 7 4","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","623","19509","10671","623","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","5","763020","764233","2843","107566","764235","766443","677919","2847","96894","768447","769071","765239","22358","768447","NA","Sternberg task","101","80917","121","yes","1024"
"83.60655737704919","83.60655737704919","667.5327868852459","667.5327868852459","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","121","121","0","0","121","121","121","0","0","121","121","121","0","121","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","109","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 4 2 6 3 5","Lentiform Loewenfeld","3.3.9","6","y","0","left","return","return","left","NA","522","19509","10671","522","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","769077","770267","2843","107566","770269","772477","677919","2847","96894","774481","775004","771273","22358","774481","NA","Sternberg task","102","81439","122","yes","1024"
"83.73983739837398","83.73983739837398","665.4634146341464","665.4634146341464","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","122","122","0","0","122","122","122","0","0","122","122","122","0","122","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","110","11","C:/Users/rayra/Documents/subject-3.csv","legacy","5 7 8 2 3 8","Lentiform Loewenfeld","3.3.9","5","y","0","left","return","return","left","NA","413","19509","10671","413","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","775011","776211","2843","107566","776214","778422","677919","2847","96894","780426","780842","777218","22358","780426","NA","Sternberg task","103","81852","123","yes","1024"
"83.87096774193549","83.87096774193549","664.25","664.25","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","123","123","0","0","123","123","123","0","0","123","123","123","0","123","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","111","11","C:/Users/rayra/Documents/subject-3.csv","legacy","1 4 9 3 2 5","Lentiform Loewenfeld","3.3.9","3","y","0","left","return","return","left","NA","515","19509","10671","515","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","780849","782063","2843","107566","782065","784273","677919","2847","96894","786279","786795","783069","22358","786279","NA","Sternberg task","104","82367","124","yes","1024"
"83.2","83.2","662.288","662.288","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","124","124","0","0","124","124","124","0","0","124","124","124","0","124","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","112","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 9 1 6","Lentiform Loewenfeld","3.3.9","0","n","0","left","return","return","left","NA","419","19509","10671","419","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","4","786802","788007","2843","107566","788009","790218","677919","2847","96894","792222","792643","789013","22358","792222","NA","Sternberg task","104","82786","125","yes","1024"
"83.33333333333333","83.33333333333333","661.5793650793651","661.5793650793651","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","125","125","0","0","125","125","125","0","0","125","125","125","0","125","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","113","11","C:/Users/rayra/Documents/subject-3.csv","legacy","8 6 3 4 7","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","573","19509","10671","573","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","786802","793829","2843","107566","793831","796039","792649","2847","96894","798043","798617","794835","22358","798043","NA","Sternberg task","105","83359","126","yes","1024"
"83.46456692913385","83.46456692913385","660.2440944881889","660.2440944881889","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","126","126","0","0","126","126","126","0","0","126","126","126","0","126","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","114","11","C:/Users/rayra/Documents/subject-3.csv","legacy","6 2","Lentiform Loewenfeld","3.3.9","1","y","0","left","return","return","left","NA","492","19509","10671","492","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","798624","799794","2843","107566","799797","802006","792649","2847","96894","804011","804504","800801","22358","804010","NA","Sternberg task","106","83851","127","yes","1024"
"83.59375","83.59375","660.2109375","660.2109375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","127","127","0","0","127","127","127","0","0","127","127","127","0","127","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","115","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 1 8 5 6 2","Lentiform Loewenfeld","3.3.9","2","y","0","left","return","return","left","NA","656","19509","10671","656","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","804510","805697","2843","107566","805700","807909","792649","2847","96894","809913","810571","806704","22358","809913","NA","Sternberg task","107","84507","128","yes","1024"
"83.72093023255815","83.72093023255815","658.5813953488372","658.5813953488372","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","128","128","0","0","128","128","128","0","0","128","128","128","0","128","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","116","11","C:/Users/rayra/Documents/subject-3.csv","legacy","1 6 4","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","450","19509","10671","450","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","7","810577","811752","2843","107566","811755","813963","792649","2847","96894","815967","816420","812759","22358","815966","NA","Sternberg task","108","84957","129","yes","1024"
"83.84615384615384","83.84615384615384","656.9307692307692","656.9307692307692","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","129","129","0","0","129","129","129","0","0","129","129","129","0","129","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","117","11","C:/Users/rayra/Documents/subject-3.csv","legacy","8","Lentiform Loewenfeld","3.3.9","1","y","0","left","return","return","left","NA","444","19509","10671","444","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","8","816428","817649","2843","107566","817652","819860","792649","2847","96894","821865","822310","818656","22358","821865","NA","Sternberg task","109","85401","130","yes","1024"
"83.96946564885496","83.96946564885496","656.6870229007634","656.6870229007634","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","130","130","0","0","130","130","130","0","0","130","130","130","0","130","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","118","11","C:/Users/rayra/Documents/subject-3.csv","legacy","8 2 1 4 5 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","625","19509","10671","625","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","822316","823514","2843","107566","823516","825726","792649","2847","96894","827730","828358","824521","22358","827729","NA","Sternberg task","110","86026","131","yes","1024"
"84.0909090909091","84.0909090909091","656.6969696969697","656.6969696969697","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","131","131","0","0","131","131","131","0","0","131","131","131","0","131","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","119","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","658","19509","10671","658","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","1","828366","829576","2843","107566","829579","831789","792649","2847","96894","833793","834453","830584","22358","833793","NA","Sternberg task","111","86684","132","yes","1024"
"84.21052631578948","84.21052631578948","655.593984962406","655.593984962406","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","132","132","0","0","132","132","132","0","0","132","132","132","0","132","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","120","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 8 6 1","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","510","19509","10671","510","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","834462","835695","2843","107566","835698","837907","792649","2847","96894","839911","840423","836702","22358","839911","NA","Sternberg task","112","87194","133","yes","1024"
"84.32835820895522","84.32835820895522","654.9179104477612","654.9179104477612","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","133","133","0","0","133","133","133","0","0","133","133","133","0","133","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","121","11","C:/Users/rayra/Documents/subject-3.csv","legacy","8 9 6 1","Lentiform Loewenfeld","3.3.9","2","y","0","left","return","return","left","NA","565","19509","10671","565","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","9","840444","841644","2843","107566","841646","843855","792649","2847","96894","845858","846425","842651","22358","845858","NA","Sternberg task","113","87759","134","yes","1024"
"84.44444444444444","84.44444444444444","653.9185185185186","653.9185185185186","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","134","134","0","0","134","134","134","0","0","134","134","134","0","134","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","122","11","C:/Users/rayra/Documents/subject-3.csv","legacy","5 2 9 6 1 7","Lentiform Loewenfeld","3.3.9","3","y","0","left","return","return","left","NA","520","19509","10671","520","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","846431","847617","2843","107566","847619","849829","792649","2847","96894","851834","852356","848624","22358","851833","NA","Sternberg task","114","88279","135","yes","1024"
"84.55882352941177","84.55882352941177","652.9338235294117","652.9338235294117","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","135","135","0","0","135","135","135","0","0","135","135","135","0","135","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","123","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","520","19509","10671","520","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","852362","853544","2843","107566","853547","855756","792649","2847","96894","857761","858283","854551","22358","857761","NA","Sternberg task","115","88799","136","yes","1024"
"84.67153284671532","84.67153284671532","652.3430656934306","652.3430656934306","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","136","136","0","0","136","136","136","0","0","136","136","136","0","136","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","124","11","C:/Users/rayra/Documents/subject-3.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.9","3","y","0","left","return","return","left","NA","572","19509","10671","572","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","8","858288","859505","2843","107566","859507","861716","792649","2847","96894","863720","864294","860511","22358","863720","NA","Sternberg task","116","89371","137","yes","1024"
"84.78260869565217","84.78260869565217","651.7391304347826","651.7391304347826","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","137","137","0","0","137","137","137","0","0","137","137","137","0","137","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","125","11","C:/Users/rayra/Documents/subject-3.csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","569","19509","10671","569","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","864299","865491","2843","107566","865493","867701","792649","2847","96894","869706","870276","866497","22358","869706","NA","Sternberg task","117","89940","138","yes","1024"
