"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_iSi","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_iSi","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","929","929","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/rayra/Documents/subject-3.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","NA","right","NA","929","19509","NA","929","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","NA","23311","2843","NA","23314","25521","NA","2847","NA","27525","28455","24317","22358","27525","NA","Sternberg task","1","929","1","yes","1024"
"50","50","1010","1010","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","1","1","0","0","1","1","1","0","0","1","1","1","0","1","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/rayra/Documents/subject-3.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.9","1","y","0","right","return","NA","right","NA","1091","19509","NA","1091","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","28545","29723","2843","NA","29725","31933","NA","2847","NA","33936","35028","30729","22358","33936","NA","Sternberg task","1","2020","2","yes","1024"
"66.66666666666667","66.66666666666667","905.6666666666666","905.6666666666666","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","2","2","0","0","2","2","2","0","0","2","2","2","0","2","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/rayra/Documents/subject-3.csv","legacy","2 1","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","NA","right","NA","697","19509","NA","697","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","28545","36216","2843","NA","36218","38426","35034","2847","NA","40430","41128","37222","22358","40430","NA","Sternberg task","2","2717","3","yes","1024"
"75","75","906","906","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","3","3","0","0","3","3","3","0","0","3","3","3","0","3","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/rayra/Documents/subject-3.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.9","4","y","0","left","return","NA","left","NA","907","19509","NA","907","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","41133","42300","2843","NA","42302","44512","35034","2847","NA","46516","47424","43306","22358","46516","NA","Sternberg task","3","3624","4","yes","1024"
"80","80","851.2","851.2","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","4","4","0","0","4","4","4","0","0","4","4","4","0","4","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/rayra/Documents/subject-3.csv","legacy","6","Lentiform Loewenfeld","3.3.9","1","y","0","left","return","NA","left","NA","632","19509","NA","632","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","6","47430","48615","2843","NA","48617","50824","35034","2847","NA","52829","53461","49620","22358","52829","NA","Sternberg task","4","4256","5","yes","1024"
"83.33333333333333","83.33333333333333","793.6666666666666","793.6666666666666","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","5","5","0","0","5","5","5","0","0","5","5","5","0","5","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/rayra/Documents/subject-3.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","NA","right","NA","506","19509","NA","506","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","2","53467","54634","2843","NA","54636","56846","35034","2847","NA","58850","59356","55641","22358","58850","NA","Sternberg task","5","4762","6","yes","1024"
"85.71428571428571","85.71428571428571","761.4285714285714","761.4285714285714","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","6","6","0","0","6","6","6","0","0","6","6","6","0","6","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/rayra/Documents/subject-3.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.9","2","y","0","left","return","NA","left","NA","568","19509","NA","568","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","59363","60554","2843","NA","60556","62764","35034","2847","NA","64769","65337","61560","22358","64767","NA","Sternberg task","6","5330","7","yes","1024"
"87.5","87.5","759.25","759.25","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","7","7","0","0","7","7","7","0","0","7","7","7","0","7","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/rayra/Documents/subject-3.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.9","3","y","0","left","return","NA","left","NA","744","19509","NA","744","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","65344","66521","2843","NA","66524","68732","35034","2847","NA","70737","71482","67528","22358","70737","NA","Sternberg task","7","6074","8","yes","1024"
"88.88888888888889","88.88888888888889","730.4444444444445","730.4444444444445","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","8","8","0","0","8","8","8","0","0","8","8","8","0","8","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/rayra/Documents/subject-3.csv","legacy","4 8","Lentiform Loewenfeld","3.3.9","1","y","0","left","return","NA","left","NA","500","19509","NA","500","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","4","71488","72662","2843","NA","72664","74871","35034","2847","NA","76876","77377","73667","22358","76875","NA","Sternberg task","8","6574","9","yes","1024"
"90","90","715.7","715.7","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","9","9","0","0","9","9","9","0","0","9","9","9","0","9","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/rayra/Documents/subject-3.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","NA","right","NA","583","19509","NA","583","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","77383","78594","2843","NA","78596","80803","35034","2847","NA","82809","83392","79599","22358","82808","NA","Sternberg task","9","7157","10","yes","1024"
"90.9090909090909","90.9090909090909","736.2727272727273","736.2727272727273","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","10","0","0","10","10","10","0","0","10","10","10","0","10","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/rayra/Documents/subject-3.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","NA","right","NA","942","19509","NA","942","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","83415","84636","2843","NA","84639","86847","35034","2847","NA","88853","89795","85643","22358","88853","NA","Sternberg task","10","8099","11","yes","1024"
"91.66666666666667","91.66666666666667","726.75","726.75","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","11","11","0","0","11","11","11","0","0","11","11","11","0","11","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/rayra/Documents/subject-3.csv","legacy","5","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","NA","right","NA","622","19509","NA","622","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","3","89802","90999","2843","NA","91001","93209","35034","2847","NA","95213","95835","92005","22358","95213","NA","Sternberg task","11","8721","12","yes","1024"
"92.3076923076923","92.3076923076923","722.4615384615385","722.4615384615385","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","12","0","0","12","12","12","0","0","12","12","12","0","12","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/rayra/Documents/subject-3.csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.9","5","y","0","left","return","return","left","NA","671","19509","10671","671","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","2","95841","107728","2843","107566","107730","109938","35034","2847","96894","111942","112613","108734","22358","111942","NA","Sternberg task","12","9392","13","yes","1024"
"92.85714285714286","92.85714285714286","704.2142857142857","704.2142857142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","13","13","0","0","13","13","13","0","0","13","13","13","0","13","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/rayra/Documents/subject-3.csv","legacy","3 4 2","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","467","19509","10671","467","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","5","112620","113815","2843","107566","113818","116026","35034","2847","96894","118031","118499","114822","22358","118031","NA","Sternberg task","13","9859","14","yes","1024"
"93.33333333333333","93.33333333333333","704.2666666666667","704.2666666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","14","0","0","14","14","14","0","0","14","14","14","0","14","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 6","Lentiform Loewenfeld","3.3.9","2","y","0","left","return","return","left","NA","705","19509","10671","705","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","118520","119729","2843","107566","119731","121940","35034","2847","96894","123944","124649","120735","22358","123944","NA","Sternberg task","14","10564","15","yes","1024"
"93.75","93.75","700.75","700.75","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","15","0","0","15","15","15","0","0","15","15","15","0","15","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/rayra/Documents/subject-3.csv","legacy","1 3 2 6 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","648","19509","10671","648","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","5","124655","125874","2843","107566","125877","128085","35034","2847","96894","130089","130737","126881","22358","130089","NA","Sternberg task","15","11212","16","yes","1024"
"94.11764705882354","94.11764705882354","690.2941176470588","690.2941176470588","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","16","0","0","16","16","16","0","0","16","16","16","0","16","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/rayra/Documents/subject-3.csv","legacy","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","523","19509","10671","523","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","130744","131936","2843","107566","131938","134148","35034","2847","96894","136152","136676","132943","22358","136152","NA","Sternberg task","16","11735","17","yes","1024"
"94.44444444444444","94.44444444444444","702.5","702.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","17","17","0","0","17","17","17","0","0","17","17","17","0","17","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 4 2 8 1 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","910","19509","10671","910","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","136682","137862","2843","107566","137864","140070","35034","2847","96894","142075","142986","138865","22358","142075","NA","Sternberg task","17","12645","18","yes","1024"
"94.73684210526316","94.73684210526316","696.1578947368421","696.1578947368421","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","18","0","0","18","18","18","0","0","18","18","18","0","18","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/rayra/Documents/subject-3.csv","legacy","9 4 2","Lentiform Loewenfeld","3.3.9","1","y","0","left","return","return","left","NA","582","19509","10671","582","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","142992","144177","2843","107566","144179","146387","35034","2847","96894","148391","148973","145183","22358","148391","NA","Sternberg task","18","13227","19","yes","1024"
"95","95","715","715","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","19","0","0","19","19","19","0","0","19","19","19","0","19","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/rayra/Documents/subject-3.csv","legacy","2 4 8 5 1 3","Lentiform Loewenfeld","3.3.9","1","y","0","left","return","return","left","NA","1073","19509","10671","1073","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","2","148981","150152","2843","107566","150154","152360","35034","2847","96894","154363","155436","151158","22358","154363","NA","Sternberg task","19","14300","20","yes","1024"
"95.23809523809524","95.23809523809524","707.5238095238095","707.5238095238095","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","20","20","0","0","20","20","20","0","0","20","20","20","0","20","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/rayra/Documents/subject-3.csv","legacy","5 2","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","558","19509","10671","558","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","7","155442","156641","2843","107566","156644","158852","35034","2847","96894","160857","161415","157648","22358","160856","NA","Sternberg task","20","14858","21","yes","1024"
"90.9090909090909","90.9090909090909","705.7272727272727","705.7272727272727","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","21","21","0","0","21","21","21","0","0","21","21","21","0","21","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/rayra/Documents/subject-3.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.9","3","y","0","right","return","return","right","NA","668","19509","10671","668","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","161422","162599","2843","107566","162602","164810","35034","2847","96894","166814","167482","163606","22358","166814","NA","Sternberg task","20","15526","22","yes","1024"
"91.30434782608695","91.30434782608695","697.7826086956521","697.7826086956521","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","0","0","22","22","22","0","0","22","22","22","0","22","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7 1 3","Lentiform Loewenfeld","3.3.9","2","y","0","left","return","return","left","NA","523","19509","10671","523","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","1","161422","168675","2843","107566","168678","170886","167489","2847","96894","172890","173413","169682","22358","172890","NA","Sternberg task","21","16049","23","yes","1024"
"91.66666666666667","91.66666666666667","689.4166666666666","689.4166666666666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","0","0","23","23","23","0","0","23","23","23","0","23","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/rayra/Documents/subject-3.csv","legacy","9 8 4","Lentiform Loewenfeld","3.3.9","1","y","0","left","return","return","left","NA","497","19509","10671","497","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","173420","174613","2843","107566","174615","176822","167489","2847","96894","178827","179325","175618","22358","178827","NA","Sternberg task","22","16546","24","yes","1024"
"92","92","680.6","680.6","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","0","0","24","24","24","0","0","24","24","24","0","24","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/rayra/Documents/subject-3.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.9","3","y","0","left","return","return","left","NA","469","19509","10671","469","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","179331","180548","2843","107566","180551","182759","167489","2847","96894","184763","185232","181555","22358","184762","NA","Sternberg task","23","17015","25","yes","1024"
"92.3076923076923","92.3076923076923","694.5384615384615","694.5384615384615","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","25","0","0","25","25","25","0","0","25","25","25","0","25","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/rayra/Documents/subject-3.csv","legacy","3 4 9 6 7 8","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","1043","19509","10671","1043","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","2","185239","186446","2843","107566","186448","188656","167489","2847","96894","190661","191705","187452","22358","190661","NA","Sternberg task","24","18058","26","yes","1024"
"92.5925925925926","92.5925925925926","686.1481481481482","686.1481481481482","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","26","26","0","0","26","26","26","0","0","26","26","26","0","26","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/rayra/Documents/subject-3.csv","legacy","9","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","468","19509","10671","468","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","6","191712","192890","2843","107566","192892","195101","167489","2847","96894","197105","197574","193897","22358","197105","NA","Sternberg task","25","18526","27","yes","1024"
"92.85714285714286","92.85714285714286","683.9642857142857","683.9642857142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","0","0","27","27","27","0","0","27","27","27","0","27","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/rayra/Documents/subject-3.csv","legacy","1 8 7","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","625","19509","10671","625","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","197581","198789","2843","107566","198792","201000","167489","2847","96894","203004","203630","199796","22358","203004","NA","Sternberg task","26","19151","28","yes","1024"
"93.10344827586206","93.10344827586206","686.2413793103449","686.2413793103449","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","0","0","28","28","28","0","0","28","28","28","0","28","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/rayra/Documents/subject-3.csv","legacy","3 4","Lentiform Loewenfeld","3.3.9","1","y","0","left","return","return","left","NA","750","19509","10671","750","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","3","203653","204873","2843","107566","204875","207084","167489","2847","96894","209088","209839","205880","22358","209088","NA","Sternberg task","27","19901","29","yes","1024"
"93.33333333333333","93.33333333333333","678.6","678.6","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","29","0","0","29","29","29","0","0","29","29","29","0","29","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/rayra/Documents/subject-3.csv","legacy","4 1","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","457","19509","10671","457","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","209845","211065","2843","107566","211068","213277","167489","2847","96894","215282","215739","212072","22358","215282","NA","Sternberg task","28","20358","30","yes","1024"
"90.3225806451613","90.3225806451613","684.3225806451613","684.3225806451613","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","30","30","0","0","30","30","30","0","0","30","30","30","0","30","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/rayra/Documents/subject-3.csv","legacy","5 2 6","Lentiform Loewenfeld","3.3.9","2","y","0","right","return","return","right","NA","856","19509","10671","856","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","2","215745","216922","2843","107566","216924","219133","167489","2847","96894","221137","221993","217928","22358","221137","NA","Sternberg task","28","21214","31","yes","1024"
"90.625","90.625","679.21875","679.21875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","31","0","0","31","31","31","0","0","31","31","31","0","31","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/rayra/Documents/subject-3.csv","legacy","7","Lentiform Loewenfeld","3.3.9","1","y","0","left","return","return","left","NA","521","19509","10671","521","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","215745","223184","2843","107566","223187","225396","221999","2847","96894","227400","227921","224190","22358","227400","NA","Sternberg task","29","21735","32","yes","1024"
"90.9090909090909","90.9090909090909","690.6666666666666","690.6666666666666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","32","0","0","32","32","32","0","0","32","32","32","0","32","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/rayra/Documents/subject-3.csv","legacy","4 9 7 8 5 3","Lentiform Loewenfeld","3.3.9","4","y","0","left","return","return","left","NA","1057","19509","10671","1057","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","227931","229110","2843","107566","229113","231323","221999","2847","96894","233327","234385","230118","22358","233327","NA","Sternberg task","30","22792","33","yes","1024"
"91.17647058823529","91.17647058823529","683.8235294117648","683.8235294117648","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","0","0","33","33","33","0","0","33","33","33","0","33","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/rayra/Documents/subject-3.csv","legacy","2 3 7 4","Lentiform Loewenfeld","3.3.9","1","y","0","left","return","return","left","NA","458","19509","10671","458","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","2","234391","235592","2843","107566","235594","237803","221999","2847","96894","239807","240266","236599","22358","239806","NA","Sternberg task","31","23250","34","yes","1024"
"91.42857142857143","91.42857142857143","686.4285714285714","686.4285714285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","34","0","0","34","34","34","0","0","34","34","34","0","34","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/rayra/Documents/subject-3.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.9","1","y","0","left","return","return","left","NA","775","19509","10671","775","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","240270","241448","2843","107566","241451","243660","221999","2847","96894","245665","246441","242456","22358","245664","NA","Sternberg task","32","24025","35","yes","1024"
"91.66666666666667","91.66666666666667","689.0277777777778","689.0277777777778","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","35","35","0","0","35","35","35","0","0","35","35","35","0","35","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/rayra/Documents/subject-3.csv","legacy","5 7 3","Lentiform Loewenfeld","3.3.9","0","n","0","right","return","return","right","NA","780","19509","10671","780","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","246447","247622","2843","107566","247624","249833","221999","2847","96894","251839","252620","248629","22358","251839","NA","Sternberg task","33","24805","36","yes","1024"
"91.89189189189189","91.89189189189189","686.7297297297297","686.7297297297297","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","36","36","0","0","36","36","36","0","0","36","36","36","0","36","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/rayra/Documents/subject-3.csv","legacy","6 5","Lentiform Loewenfeld","3.3.9","2","y","0","left","return","return","left","NA","604","19509","10671","604","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","252626","253824","2843","107566","253826","256034","221999","2847","96894","258038","258642","254830","22358","258038","NA","Sternberg task","34","25409","37","yes","1024"
"92.10526315789474","92.10526315789474","685.2894736842105","685.2894736842105","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","37","37","0","0","37","37","37","0","0","37","37","37","0","37","0","Sun Oct 24 19:39:13 2021","The main experiment item","yes","Sternbergtask.osexp","C:/Users/rayra/Documents","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/rayra/Documents/subject-3.csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.9","3","y","0","left","return","return","left","NA","632","19509","10671","632","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","6","258648","259853","2843","107566","259855","262062","221999","2847","96894","264067","264700","260858","22358","264066","NA","Sternberg task","35","26041","38","yes","1024"
