"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","1018","1018","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10/25/20 15:58:05","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/bw-subject-3.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","1018","93938","NA","1018","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","103499","NA","101284","4882","NA","101291","NA","4891","NA","105504","106523","102295","98832","105503","NA","SternbergTask","1","1018","1","yes","1024"
"100","100","748","748","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","10/25/20 15:58:05","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/bw-subject-3.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","478","93938","NA","478","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","3","110243","106788","108018","4882","NA","108023","NA","4891","NA","112248","112727","109033","98832","112247","NA","SternbergTask","2","1496","2","yes","1024"
"100","100","745.666666667","745.666666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","10/25/20 15:58:05","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/bw-subject-3.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","741","93938","NA","741","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","116214","112756","113999","4882","NA","114004","NA","4891","NA","118219","118961","115010","98832","118218","NA","SternbergTask","3","2237","3","yes","1024"
"100","100","722.25","722.25","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","10/25/20 15:58:05","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/bw-subject-3.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","NA","left","NA","652","93938","NA","652","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","122453","118999","120239","4882","NA","120245","NA","4891","NA","124459","125112","121249","98832","124459","NA","SternbergTask","4","2889","4","yes","1024"
"100","100","747.4","747.4","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","10/25/20 15:58:05","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/bw-subject-3.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","NA","left","NA","848","93938","NA","848","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","128608","125153","126387","4882","NA","126392","NA","4891","NA","130613","131462","127398","98832","130613","NA","SternbergTask","5","3737","5","yes","1024"
"100","100","763.833333333","763.833333333","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","10/25/20 15:58:05","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/bw-subject-3.csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","NA","left","NA","846","93938","NA","846","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","4","134950","131496","132737","4882","NA","132742","NA","4891","NA","136955","137802","133746","98832","136955","NA","SternbergTask","6","4583","6","yes","1024"
"100","100","752.857142857","752.857142857","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","10/25/20 15:58:05","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/bw-subject-3.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","NA","left","NA","687","93938","NA","687","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","141289","137840","139073","4882","NA","139079","NA","4891","NA","143295","143983","140085","98832","143294","NA","SternbergTask","7","5270","7","yes","1024"
"100","100","776.5","776.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","10/25/20 15:58:05","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/bw-subject-3.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","942","93938","NA","942","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","147467","144017","145251","4882","NA","145256","NA","4891","NA","149476","150419","146262","98832","149476","NA","SternbergTask","8","6212","8","yes","1024"
"100","100","838.777777778","838.777777778","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","10/25/20 15:58:05","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/bw-subject-3.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","left","NA","left","NA","1337","93938","NA","1337","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","153903","150447","151684","4882","NA","151690","NA","4891","NA","155908","157247","152697","98832","155907","NA","SternbergTask","9","7549","9","yes","1024"
"100","100","869.1","869.1","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","10/25/20 15:58:05","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/bw-subject-3.csv","legacy","2 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","1142","93938","NA","1142","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","160734","157278","158516","4882","NA","158521","NA","4891","NA","162739","163882","159529","98832","162738","NA","SternbergTask","10","8691","10","yes","1024"
