"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","726","726","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Wed Oct  3 11:26:37 2018","The main experiment item","yes","SternbergTask.osexp","/Users/abigailchristie/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/abigailchristie/Desktop/2018/Faulkenberry/Lab2/AC-subject-1.csv","legacy","1 5 2 9","Kafkaesque Koffka","3.2.5","2","y","0","right","left","NA","right","NA","726","40086","NA","726","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","45337","NA","43109","2706","NA","43117","NA","2720","NA","47346","48074","44127","42815","47346","NA","Sternberg Task","0","726","1","yes","1024"
"0","0","734.5","734.5","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","Wed Oct  3 11:26:37 2018","The main experiment item","yes","SternbergTask.osexp","/Users/abigailchristie/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/abigailchristie/Desktop/2018/Faulkenberry/Lab2/AC-subject-1.csv","legacy","4 1 5","Kafkaesque Koffka","3.2.5","0","n","0","left","left","NA","left","NA","743","40086","NA","743","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","51453","NA","49224","2706","NA","49232","48133","2720","NA","53461","54205","50241","42815","53461","NA","Sternberg Task","0","1469","2","yes","1024"
"33.3333333333","33.3333333333","709","709","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","Wed Oct  3 11:26:37 2018","The main experiment item","yes","SternbergTask.osexp","/Users/abigailchristie/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/abigailchristie/Desktop/2018/Faulkenberry/Lab2/AC-subject-1.csv","legacy","5 7 8 4 1 2","Kafkaesque Koffka","3.2.5","0","n","0","right","left","NA","right","NA","658","40086","NA","658","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","57530","NA","55300","2706","NA","55309","54217","2720","NA","59538","60197","56318","42815","59538","NA","Sternberg Task","1","2127","3","yes","1024"
"50","50","863.5","863.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","Wed Oct  3 11:26:37 2018","The main experiment item","yes","SternbergTask.osexp","/Users/abigailchristie/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/abigailchristie/Desktop/2018/Faulkenberry/Lab2/AC-subject-1.csv","legacy","2 9 4","Kafkaesque Koffka","3.2.5","3","y","0","left","left","NA","left","NA","1327","40086","NA","1327","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","63520","60209","61291","2706","NA","61299","54217","2720","NA","65528","66856","62309","42815","65528","NA","Sternberg Task","2","3454","4","yes","1024"
"60","60","931","931","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","Wed Oct  3 11:26:37 2018","The main experiment item","yes","SternbergTask.osexp","/Users/abigailchristie/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/abigailchristie/Desktop/2018/Faulkenberry/Lab2/AC-subject-1.csv","legacy","1 7 9 8 5","Kafkaesque Koffka","3.2.5","4","y","0","left","left","NA","left","NA","1201","40086","NA","1201","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","70180","66867","67952","2706","NA","67960","54217","2720","NA","72189","73391","68970","42815","72189","NA","Sternberg Task","3","4655","5","yes","1024"
"66.6666666667","66.6666666667","1053.33333333","1053.33333333","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","Wed Oct  3 11:26:37 2018","The main experiment item","yes","SternbergTask.osexp","/Users/abigailchristie/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/abigailchristie/Desktop/2018/Faulkenberry/Lab2/AC-subject-1.csv","legacy","6","Kafkaesque Koffka","3.2.5","1","y","0","left","left","NA","left","NA","1665","40086","NA","1665","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","76713","73403","74484","2706","NA","74492","54217","2720","NA","78721","80388","75502","42815","78721","NA","Sternberg Task","4","6320","6","yes","1024"
"71.4285714286","71.4285714286","1015.71428571","1015.71428571","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","Wed Oct  3 11:26:37 2018","The main experiment item","yes","SternbergTask.osexp","/Users/abigailchristie/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/abigailchristie/Desktop/2018/Faulkenberry/Lab2/AC-subject-1.csv","legacy","4 3 1 7 9 8","Kafkaesque Koffka","3.2.5","1","y","0","left","left","NA","left","NA","790","40086","NA","790","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","83709","80397","81481","2706","NA","81489","54217","2720","NA","85718","86510","82499","42815","85718","NA","Sternberg Task","5","7110","7","yes","1024"
"75","75","951","951","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","Wed Oct  3 11:26:37 2018","The main experiment item","yes","SternbergTask.osexp","/Users/abigailchristie/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/abigailchristie/Desktop/2018/Faulkenberry/Lab2/AC-subject-1.csv","legacy","4 8","Kafkaesque Koffka","3.2.5","1","y","0","left","left","NA","left","NA","498","40086","NA","498","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","4","89831","86520","87604","2706","NA","87612","54217","2720","NA","91839","92338","88620","42815","91839","NA","Sternberg Task","6","7608","8","yes","1024"
"77.7777777778","77.7777777778","891.666666667","891.666666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","Wed Oct  3 11:26:37 2018","The main experiment item","yes","SternbergTask.osexp","/Users/abigailchristie/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/abigailchristie/Desktop/2018/Faulkenberry/Lab2/AC-subject-1.csv","legacy","5","Kafkaesque Koffka","3.2.5","0","n","0","right","left","NA","right","NA","417","40086","NA","417","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","3","95662","92349","93431","2706","NA","93440","54217","2720","NA","97670","98089","94451","42815","97670","NA","Sternberg Task","7","8025","9","yes","1024"
"70","70","852.8","852.8","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","Wed Oct  3 11:26:37 2018","The main experiment item","yes","SternbergTask.osexp","/Users/abigailchristie/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/abigailchristie/Desktop/2018/Faulkenberry/Lab2/AC-subject-1.csv","legacy","2 1","Kafkaesque Koffka","3.2.5","0","n","0","left","left","NA","left","NA","503","40086","NA","503","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","101406","98099","99179","2706","NA","99187","54217","2720","NA","103415","103919","100195","42815","103415","NA","Sternberg Task","7","8528","10","yes","1024"
