"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instructions1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instructions1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instructions1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instructions1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"63.6363636364","63.6363636364","1177","1177","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","5 7 8 4 1 2","Kafkaesque Koffka","3.2.5","0","n","0","right","right","NA","right","NA","789","32092","NA","789","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","109068","105755","106835","6805","NA","106846","67379","6830","NA","111079","111869","107857","39298","111078","NA","Sternberg Task","7","12947","11","yes","1024"
"66.6666666667","66.6666666667","1172.33333333","1172.33333333","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","2 9 4","Kafkaesque Koffka","3.2.5","3","y","0","left","right","NA","left","NA","1121","32092","NA","1121","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","115191","111881","112959","6805","NA","112969","67379","6830","NA","117203","118326","113981","39298","117203","NA","Sternberg Task","8","14068","12","yes","1024"
"69.2307692308","69.2307692308","1151.53846154","1151.53846154","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","4 1 5","Kafkaesque Koffka","3.2.5","2","y","0","left","right","right","left","NA","902","32092","6783","902","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","1","128529","118343","126296","6805","126156","126307","67379","6830","119371","130540","131443","127318","39298","130540","NA","Sternberg Task","9","14970","13","yes","1024"
"71.4285714286","71.4285714286","1116.42857143","1116.42857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","1 7 8 3 9","Kafkaesque Koffka","3.2.5","0","n","0","right","right","right","right","NA","660","32092","6783","660","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","2","134779","131466","132545","6805","126156","132556","67379","6830","119371","136790","137451","133568","39298","136790","NA","Sternberg Task","10","15630","14","yes","1024"
"73.3333333333","73.3333333333","1108.53333333","1108.53333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","4 1 8 7 5","Kafkaesque Koffka","3.2.5","3","y","0","left","right","right","left","NA","998","32092","6783","998","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","140798","137488","138566","6805","126156","138577","67379","6830","119371","142809","143808","139587","39298","142809","NA","Sternberg Task","11","16628","15","yes","1024"
"75","75","1089.4375","1089.4375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","6 7 9 3 1 2","Kafkaesque Koffka","3.2.5","1","y","0","left","right","right","left","NA","803","32092","6783","803","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","147156","143844","144923","6805","126156","144934","67379","6830","119371","149169","149973","145945","39298","149169","NA","Sternberg Task","12","17431","16","yes","1024"
"76.4705882353","76.4705882353","1070.64705882","1070.64705882","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","4 3 2 5 8","Kafkaesque Koffka","3.2.5","2","y","0","left","right","right","left","NA","770","32092","6783","770","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","153322","150012","151090","6805","126156","151102","67379","6830","119371","155333","156104","152112","39298","155333","NA","Sternberg Task","13","18201","17","yes","1024"
"77.7777777778","77.7777777778","1048.5","1048.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","3 2 1 4 7","Kafkaesque Koffka","3.2.5","2","y","0","left","right","right","left","NA","672","32092","6783","672","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","2","159426","156116","157194","6805","126156","157205","67379","6830","119371","161438","162111","158215","39298","161437","NA","Sternberg Task","14","18873","18","yes","1024"
"73.6842105263","73.6842105263","1035.84210526","1035.84210526","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","7 8 4 6 9 5","Kafkaesque Koffka","3.2.5","4","y","0","right","right","right","right","NA","808","32092","6783","808","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","165445","162134","163212","6805","126156","163223","67379","6830","119371","167456","168265","164234","39298","167455","NA","Sternberg Task","14","19681","19","yes","1024"
"75","75","1020.65","1020.65","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","6 9 3 1","Kafkaesque Koffka","3.2.5","4","y","0","left","right","right","left","NA","732","32092","6783","732","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","1","171607","162134","169373","6805","126156","169385","168290","6830","119371","173618","174352","170396","39298","173618","NA","Sternberg Task","15","20413","20","yes","1024"
"76.1904761905","76.1904761905","1002.0952381","1002.0952381","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","8 7 3","Kafkaesque Koffka","3.2.5","1","y","0","left","right","right","left","NA","631","32092","6783","631","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","8","177693","174376","175459","6805","126156","175471","168290","6830","119371","179704","180337","176482","39298","179704","NA","Sternberg Task","16","21044","21","yes","1024"
"77.2727272727","77.2727272727","986.909090909","986.909090909","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","6 9 5","Kafkaesque Koffka","3.2.5","0","n","0","right","right","right","right","NA","668","32092","6783","668","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","8","183675","180361","181442","6805","126156","181454","168290","6830","119371","185687","186356","182464","39298","185687","NA","Sternberg Task","17","21712","22","yes","1024"
"78.2608695652","78.2608695652","975.52173913","975.52173913","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","1 6 4","Kafkaesque Koffka","3.2.5","0","n","0","right","right","right","right","NA","725","32092","6783","725","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","7","189697","186383","187463","6805","126156","187475","168290","6830","119371","191709","192435","188485","39298","191708","NA","Sternberg Task","18","22437","23","yes","1024"
"79.1666666667","79.1666666667","967.875","967.875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","4 6 5 8","Kafkaesque Koffka","3.2.5","1","y","0","left","right","right","left","NA","792","32092","6783","792","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","4","195859","192539","193624","6805","126156","193636","168290","6830","119371","197870","198663","194646","39298","197870","NA","Sternberg Task","19","23229","24","yes","1024"
"80","80","950.52","950.52","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","1 4 9 2 5","Kafkaesque Koffka","3.2.5","0","n","0","right","right","right","right","NA","534","32092","6783","534","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","202035","198724","199803","6805","126156","199815","168290","6830","119371","204046","204581","200825","39298","204046","NA","Sternberg Task","20","23763","25","yes","1024"
"80.7692307692","80.7692307692","951.538461538","951.538461538","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","8 5 4 7 3 1","Kafkaesque Koffka","3.2.5","2","y","0","left","right","right","left","NA","977","32092","6783","977","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","207915","204605","205682","6805","126156","205693","168290","6830","119371","209926","210904","206703","39298","209926","NA","Sternberg Task","21","24740","26","yes","1024"
"81.4814814815","81.4814814815","942.037037037","942.037037037","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","1 5 3 2 8","Kafkaesque Koffka","3.2.5","0","n","0","right","right","right","right","NA","695","32092","6783","695","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","214228","210917","211996","6805","126156","212005","168290","6830","119371","216239","216935","213017","39298","216239","NA","Sternberg Task","22","25435","27","yes","1024"
"82.1428571429","82.1428571429","934.285714286","934.285714286","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","4","Kafkaesque Koffka","3.2.5","1","y","0","left","right","right","left","NA","725","32092","6783","725","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","4","220271","216962","218039","6805","126156","218050","168290","6830","119371","222283","223009","219060","39298","222282","NA","Sternberg Task","23","26160","28","yes","1024"
"82.7586206897","82.7586206897","921.24137931","921.24137931","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","9 4 2","Kafkaesque Koffka","3.2.5","1","y","0","left","right","right","left","NA","556","32092","6783","556","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","226337","223021","224105","6805","126156","224116","168290","6830","119371","228348","228905","225126","39298","228348","NA","Sternberg Task","24","26716","29","yes","1024"
"83.3333333333","83.3333333333","913.7","913.7","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","3 5 9 6 2 4","Kafkaesque Koffka","3.2.5","1","y","0","left","right","right","left","NA","695","32092","6783","695","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","232239","228929","230007","6805","126156","230018","168290","6830","119371","234250","234946","231028","39298","234250","NA","Sternberg Task","25","27411","30","yes","1024"
"83.8709677419","83.8709677419","901.322580645","901.322580645","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","8 9","Kafkaesque Koffka","3.2.5","0","n","0","right","right","right","right","NA","530","32092","6783","530","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","238266","234958","236033","6805","126156","236044","168290","6830","119371","240277","240808","237054","39298","240277","NA","Sternberg Task","26","27941","31","yes","1024"
"84.375","84.375","903.65625","903.65625","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","8 5 4 2 9 6","Kafkaesque Koffka","3.2.5","0","n","0","right","right","right","right","NA","976","32092","6783","976","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","244130","240820","241898","6805","126156","241909","168290","6830","119371","246141","247118","242920","39298","246141","NA","Sternberg Task","27","28917","32","yes","1024"
"81.8181818182","81.8181818182","894.242424242","894.242424242","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","7 6","Kafkaesque Koffka","3.2.5","2","y","0","right","right","right","right","NA","593","32092","6783","593","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","250451","247140","248216","6805","126156","248227","168290","6830","119371","252464","253058","249239","39298","252464","NA","Sternberg Task","27","29510","33","yes","1024"
"82.3529411765","82.3529411765","895.823529412","895.823529412","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","7 4 2 8 1 9","Kafkaesque Koffka","3.2.5","0","n","0","right","right","right","right","NA","948","32092","6783","948","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","256408","247140","254176","6805","126156","254187","253097","6830","119371","258420","259370","255197","39298","258420","NA","Sternberg Task","28","30458","34","yes","1024"
"82.8571428571","82.8571428571","895.714285714","895.714285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","22","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","7 9 1 6","Kafkaesque Koffka","3.2.5","0","n","0","right","right","right","right","NA","892","32092","6783","892","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","4","262697","259385","260464","6805","126156","260476","253097","6830","119371","264709","265602","261487","39298","264709","NA","Sternberg Task","29","31350","35","yes","1024"
"83.3333333333","83.3333333333","893.888888889","893.888888889","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","Mon Oct  1 13:07:57 2018","The main experiment item","yes","SternbergTask.osexp","/Users/emorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","23","11","/Users/emorgan/Desktop/EM subject-3, f, 21.csv","legacy","8 5 1 3 9","Kafkaesque Koffka","3.2.5","4","y","0","left","right","right","left","NA","830","32092","6783","830","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","268925","265614","266693","6805","126156","266704","253097","6830","119371","270936","271767","267715","39298","270936","NA","Sternberg Task","30","32180","36","yes","1024"
