"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instruction2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"63.6363636364","63.6363636364","1295.18181818","1295.18181818","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","2 9 4","Kafkaesque Koffka","3.2.5","3","y","0","left","left","NA","left","NA","1222","63295","NA","1222","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","138476","135014","136265","2945","NA","136269","113373","2952","NA","140482","141706","137272","66250","140482","NA","Sternberg task","7","14247","11","yes","1024"
"66.6666666667","66.6666666667","1343.75","1343.75","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","9 6 7 4 5","Kafkaesque Koffka","3.2.5","0","n","0","right","left","NA","right","NA","1878","63295","NA","1878","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","145176","141717","142960","2945","NA","142965","113373","2952","NA","147180","149059","143969","66250","147179","NA","Sternberg task","8","16125","12","yes","1024"
"61.5384615385","61.5384615385","1303.15384615","1303.15384615","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","7","Kafkaesque Koffka","3.2.5","1","y","0","right","left","right","right","NA","816","63295","18392","816","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","171105","149070","168877","2945","168547","168881","113373","2952","150154","173118","173935","169893","66250","173117","NA","Sternberg task","8","16941","13","yes","1024"
"64.2857142857","64.2857142857","1306.35714286","1306.35714286","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","6 9 4 5 2","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1348","63295","18392","1348","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","177448","149070","175202","2945","168547","175207","173945","2952","150154","179480","180830","176219","66250","179479","NA","Sternberg task","9","18289","14","yes","1024"
"66.6666666667","66.6666666667","1313.06666667","1313.06666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","1 7 8 3 9","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1407","63295","18392","1407","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","184328","180850","182100","2945","168547","182104","173945","2952","150154","186340","187748","183116","66250","186339","NA","Sternberg task","10","19696","15","yes","1024"
"62.5","62.5","1334.3125","1334.3125","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","8 5 4 7 3 1","Kafkaesque Koffka","3.2.5","2","y","0","right","left","right","right","NA","1653","63295","18392","1653","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","191239","187759","189020","2945","168547","189024","173945","2952","150154","193251","194906","190035","66250","193251","NA","Sternberg task","10","21349","16","yes","1024"
"64.7058823529","64.7058823529","1314.17647059","1314.17647059","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","6 8 4","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","992","63295","18392","992","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","198402","187759","196173","2945","168547","196178","194916","2952","150154","200414","201407","197190","66250","200413","NA","Sternberg task","11","22341","17","yes","1024"
"66.6666666667","66.6666666667","1295.83333333","1295.83333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","7 8 6 1","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","984","63295","18392","984","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","204899","201418","202671","2945","168547","202675","194916","2952","150154","206911","207896","203686","66250","206910","NA","Sternberg task","12","23325","18","yes","1024"
"68.4210526316","68.4210526316","1291.68421053","1291.68421053","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","8 2 1 4 5 9","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1217","63295","18392","1217","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","211389","207907","209161","2945","168547","209165","194916","2952","150154","213393","214611","210177","66250","213392","NA","Sternberg task","13","24542","19","yes","1024"
"70","70","1283.8","1283.8","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","1 4 3 6 5","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1134","63295","18392","1134","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","218101","214622","215872","2945","168547","215876","194916","2952","150154","220113","221249","216889","66250","220113","NA","Sternberg task","14","25676","20","yes","1024"
"71.4285714286","71.4285714286","1286.14285714","1286.14285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","1 6 4","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1333","63295","18392","1333","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","224740","221259","222512","2945","168547","222516","194916","2952","150154","226753","228088","223529","66250","226752","NA","Sternberg task","15","27009","21","yes","1024"
"72.7272727273","72.7272727273","1274.5","1274.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","1 3 2 6 9","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1030","63295","18392","1030","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","231582","228098","229353","2945","168547","229358","194916","2952","150154","233596","234628","230370","66250","233595","NA","Sternberg task","16","28039","22","yes","1024"
"73.9130434783","73.9130434783","1274.7826087","1274.7826087","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","6 3 1 7 9 8","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1281","63295","18392","1281","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","238132","234638","235904","2945","168547","235908","194916","2952","150154","240145","241427","236920","66250","240145","NA","Sternberg task","17","29320","23","yes","1024"
"75","75","1268.20833333","1268.20833333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","6 2 9 3 8 4","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1117","63295","18392","1117","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","1","244918","241438","242689","2945","168547","242694","194916","2952","150154","246931","248050","243705","66250","246931","NA","Sternberg task","18","30437","24","yes","1024"
"76","76","1278.64","1278.64","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","8 7 3","Kafkaesque Koffka","3.2.5","1","y","0","left","left","right","left","NA","1529","63295","18392","1529","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","251537","248060","249315","2945","168547","249319","194916","2952","150154","253541","255072","250332","66250","253540","NA","Sternberg task","19","31966","25","yes","1024"
"73.0769230769","73.0769230769","1306.38461538","1306.38461538","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","8 5 4 2 9 6","Kafkaesque Koffka","3.2.5","0","n","0","None","left","right","None","NA","2000","63295","18392","2000","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","258569","255082","256339","2945","168547","256344","194916","2952","150154","260583","262584","257356","66250","260581","NA","Sternberg task","19","33966","26","yes","1024"
"74.0740740741","74.0740740741","1292.59259259","1292.59259259","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","6 9 3 1","Kafkaesque Koffka","3.2.5","4","y","0","left","left","right","left","NA","934","63295","18392","934","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","266075","255082","263847","2945","168547","263850","262595","2952","150154","268088","269024","264863","66250","268088","NA","Sternberg task","20","34900","27","yes","1024"
"75","75","1287.53571429","1287.53571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","3 4 9 6 7 8","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1151","63295","18392","1151","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","272528","269034","270300","2945","168547","270304","262595","2952","150154","274540","275693","271316","66250","274540","NA","Sternberg task","21","36051","28","yes","1024"
"75.8620689655","75.8620689655","1265.27586207","1265.27586207","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","3 2 1 4 7","Kafkaesque Koffka","3.2.5","2","y","0","left","left","right","left","NA","642","63295","18392","642","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","279189","275704","276960","2945","168547","276965","262595","2952","150154","281201","281845","277977","66250","281201","NA","Sternberg task","22","36693","29","yes","1024"
"76.6666666667","76.6666666667","1266.7","1266.7","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","6 9 4 5 3 2","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1308","63295","18392","1308","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","285339","281855","283111","2945","168547","283115","262595","2952","150154","287351","288661","284126","66250","287351","NA","Sternberg task","23","38001","30","yes","1024"
"74.1935483871","74.1935483871","1270.80645161","1270.80645161","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","7 4 2 8 1 9","Kafkaesque Koffka","3.2.5","0","n","0","left","left","right","left","NA","1394","63295","18392","1394","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","292151","288672","289923","2945","168547","289927","262595","2952","150154","294155","295551","290939","66250","294155","NA","Sternberg task","23","39395","31","yes","1024"
"75","75","1291","1291","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","2 5 1 4","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1917","63295","18392","1917","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","299038","288672","296809","2945","168547","296813","295562","2952","150154","301050","302969","297825","66250","301050","NA","Sternberg task","24","41312","32","yes","1024"
"75.7575757576","75.7575757576","1273.09090909","1273.09090909","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","7 1 3","Kafkaesque Koffka","3.2.5","2","y","0","left","left","right","left","NA","700","63295","18392","700","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","306466","302979","304238","2945","168547","304242","295562","2952","150154","308479","309181","305253","66250","308479","NA","Sternberg task","25","42012","33","yes","1024"
"76.4705882353","76.4705882353","1282.52941176","1282.52941176","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","3 9 6 2","Kafkaesque Koffka","3.2.5","4","y","0","left","left","right","left","NA","1594","63295","18392","1594","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","312673","309195","310444","2945","168547","310449","295562","2952","150154","314687","316283","311460","66250","314685","NA","Sternberg task","26","43606","34","yes","1024"
"77.1428571429","77.1428571429","1269.74285714","1269.74285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","9 5 8 1","Kafkaesque Koffka","3.2.5","2","y","0","left","left","right","left","NA","835","63295","18392","835","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","319779","316293","317550","2945","168547","317555","295562","2952","150154","321793","322630","318567","66250","321791","NA","Sternberg task","27","44441","35","yes","1024"
"77.7777777778","77.7777777778","1266.38888889","1266.38888889","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","10/07/18 17:07:08","The main experiment item","yes","Sternbergtask.osexp","C:/Users/I. Edwards/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/I. Edwards/Desktop/kg-subject-1.csv","legacy","9 8 2 7 4","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","NA","1149","63295","18392","1149","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","326128","322642","323899","2945","168547","323904","295562","2952","150154","328141","329292","324915","66250","328140","NA","Sternberg task","28","45590","36","yes","1024"
