"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_ISI","correct_instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_logger","count_memorySet","count_new_keyboard_response","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_ISI","response_instruction1","response_instruction2","response_new_keyboard_response","response_thankYou","response_time","response_time_ISI","response_time_instruction1","response_time_instruction2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_logger","time_memorySet","time_new_keyboard_response","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"91.4285714286","91.4285714286","1396.05714286","1396.05714286","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","22","11","/Volumes/USB20FD/subject-2 f.csv","legacy","7 3 2 8","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","1374","1072","78277","11966","1374","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","371631","368284","369389","2307","243648","369400","249636","2324","231681","374091","370416","372715","132152","372715","NA","Sternberg Task","32","48862","35","yes","1024"
"91.6666666667","91.6666666667","1402.77777778","1402.77777778","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","23","11","/Volumes/USB20FD/subject-2 f.csv","legacy","9 7 4 5 8","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","1638","559","78277","11966","1638","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","6","377446","374106","375208","2307","243648","375218","249636","2324","231681","379656","376235","378017","132152","378016","NA","Sternberg Task","33","50500","36","yes","1024"
"91.8918918919","91.8918918919","1395.37837838","1395.37837838","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","36","36","36","0","0","36","36","0","0","36","36","36","0","36","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","24","11","/Volumes/USB20FD/subject-2 f.csv","legacy","7 1 3","Kafkaesque Koffka","3.2.5","2","y","0","left","up","","up","left","NA","1129","508","78277","11966","1129","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","1","383014","379669","380774","2307","243648","380784","249636","2324","231681","384665","381798","383534","132152","383534","NA","Sternberg Task","34","51629","37","yes","1024"
"92.1052631579","92.1052631579","1387.97368421","1387.97368421","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","37","37","37","0","0","37","37","0","0","37","37","37","0","37","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","25","11","/Volumes/USB20FD/subject-2 f.csv","legacy","7 1 8 5 6 2","Kafkaesque Koffka","3.2.5","2","y","0","left","up","","up","left","NA","1114","821","78277","11966","1114","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","388029","384678","385787","2307","243648","385798","249636","2324","231681","389978","386811","388862","132152","388862","NA","Sternberg Task","35","52743","38","yes","1024"
"92.3076923077","92.3076923077","1379.20512821","1379.20512821","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","38","38","38","0","0","38","38","0","0","38","38","38","0","38","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","26","11","/Volumes/USB20FD/subject-2 f.csv","legacy","7 1 8 4 9 3","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","1046","975","78277","11966","1046","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","393339","389990","391099","2307","243648","391110","249636","2324","231681","395372","392123","394325","132152","394325","NA","Sternberg Task","36","53789","39","yes","1024"
"92.5","92.5","1364.975","1364.975","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","39","39","39","0","0","39","39","0","0","39","39","39","0","39","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","27","11","/Volumes/USB20FD/subject-2 f.csv","legacy","6 7 5 9","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","810","701","78277","11966","810","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","398733","395385","396493","2307","243648","396503","249636","2324","231681","400256","397517","399445","132152","399445","NA","Sternberg Task","37","54599","40","yes","1024"
"92.6829268293","92.6829268293","1355.36585366","1355.36585366","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","40","40","40","0","0","40","40","0","0","40","40","40","0","40","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","28","11","/Volumes/USB20FD/subject-2 f.csv","legacy","1","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","971","2356","78277","11966","971","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","403608","400272","401371","2307","243648","401382","249636","2324","231681","406948","402396","405975","132152","405975","NA","Sternberg Task","38","55570","41","yes","1024"
"92.8571428571","92.8571428571","1352.71428571","1352.71428571","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","41","41","41","0","0","41","41","0","0","41","41","41","0","41","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","29","11","/Volumes/USB20FD/subject-2 f.csv","legacy","7 8 6 3 1","Kafkaesque Koffka","3.2.5","5","y","0","left","up","","up","left","NA","1244","1346","78277","11966","1244","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","410309","406965","408069","2307","243648","408079","249636","2324","231681","412912","409094","411667","132152","411667","NA","Sternberg Task","39","56814","42","yes","1024"
"93.023255814","93.023255814","1336.34883721","1336.34883721","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","42","42","42","0","0","42","42","0","0","42","42","42","0","42","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","30","11","/Volumes/USB20FD/subject-2 f.csv","legacy","5 7 3","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","649","309","78277","11966","649","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","416266","412925","414028","2307","243648","414038","249636","2324","231681","417238","415052","416587","132152","416587","NA","Sternberg Task","40","57463","43","yes","1024"
"93.1818181818","93.1818181818","1317.34090909","1317.34090909","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","43","43","43","0","0","43","43","0","0","43","43","43","0","43","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","31","11","/Volumes/USB20FD/subject-2 f.csv","legacy","4 8 1 2","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","500","498","78277","11966","500","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","420596","417250","418356","2307","243648","418367","249636","2324","231681","421606","419380","421105","132152","421105","NA","Sternberg Task","41","57963","44","yes","1024"
"93.3333333333","93.3333333333","1305.33333333","1305.33333333","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","44","44","44","0","0","44","44","0","0","44","44","44","0","44","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","32","11","/Volumes/USB20FD/subject-2 f.csv","legacy","3 4 9 6 2 9","Kafkaesque Koffka","3.2.5","5","y","0","left","up","","up","left","NA","777","444","78277","11966","777","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","424963","421619","422723","2307","243648","422733","249636","2324","231681","426197","423746","425419","132152","425419","NA","Sternberg Task","42","58740","45","yes","1024"
"93.4782608696","93.4782608696","1289.15217391","1289.15217391","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","45","45","45","0","0","45","45","0","0","45","45","45","0","45","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","33","11","/Volumes/USB20FD/subject-2 f.csv","legacy","4 3 2 5 8","Kafkaesque Koffka","3.2.5","2","y","0","left","up","","up","left","NA","561","266","78277","11966","561","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","429555","426211","427318","2307","243648","427328","249636","2324","231681","430394","428338","429832","132152","429832","NA","Sternberg Task","43","59301","46","yes","1024"
"93.6170212766","93.6170212766","1278.19148936","1278.19148936","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","46","46","46","0","0","46","46","0","0","46","46","46","0","46","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","34","11","/Volumes/USB20FD/subject-2 f.csv","legacy","1 6 4","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","774","339","78277","11966","774","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","7","433762","430413","431521","2307","243648","431532","249636","2324","231681","434887","432545","434112","132152","434112","NA","Sternberg Task","44","60075","47","yes","1024"
"93.75","93.75","1265.4375","1265.4375","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","47","47","47","0","0","47","47","0","0","47","47","47","0","47","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","35","11","/Volumes/USB20FD/subject-2 f.csv","legacy","3 9 7 6 4","Kafkaesque Koffka","3.2.5","3","y","0","left","up","","up","left","NA","666","1405","78277","11966","666","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","438243","434900","436006","2307","243648","436016","249636","2324","231681","440328","437029","439660","132152","439660","NA","Sternberg Task","45","60741","48","yes","1024"
"93.8775510204","93.8775510204","1257.73469388","1257.73469388","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","48","48","48","0","0","48","48","0","0","48","48","48","0","48","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","36","11","/Volumes/USB20FD/subject-2 f.csv","legacy","2 6 4 3 9","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","888","634","78277","11966","888","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","443689","440341","441447","2307","243648","441458","249636","2324","231681","445224","442473","444335","132152","444335","NA","Sternberg Task","46","61629","49","yes","1024"
"92","92","1238.78","1238.78","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","0","left","49","49","49","0","0","49","49","0","0","49","49","49","0","49","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","37","11","/Volumes/USB20FD/subject-2 f.csv","legacy","3 4","Kafkaesque Koffka","3.2.5","1","y","0","right","up","","up","right","NA","310","363","78277","11966","310","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","448579","445237","446340","2307","243648","446350","249636","2324","231681","449265","447363","448953","132152","448953","NA","Sternberg Task","46","61939","50","yes","1024"
"92.1568627451","92.1568627451","1224.37254902","1224.37254902","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","50","50","50","0","0","50","50","0","0","50","50","50","0","50","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","38","11","/Volumes/USB20FD/subject-2 f.csv","legacy","9 4 2","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","504","559","78277","11966","504","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","452625","445237","450386","2307","243648","450397","449282","2324","231681","453702","451407","453196","132152","453196","NA","Sternberg Task","47","62443","51","yes","1024"
"92.3076923077","92.3076923077","1211.03846154","1211.03846154","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","51","51","51","0","0","51","51","0","0","51","51","51","0","51","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","39","11","/Volumes/USB20FD/subject-2 f.csv","legacy","9 5 3 8 4","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","531","563","78277","11966","531","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","457066","453717","454827","2307","243648","454837","449282","2324","231681","458174","455850","457641","132152","457641","NA","Sternberg Task","48","62974","52","yes","1024"
"92.4528301887","92.4528301887","1197.94339623","1197.94339623","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","52","52","52","0","0","52","52","0","0","52","52","52","0","52","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","40","11","/Volumes/USB20FD/subject-2 f.csv","legacy","8 9 5 6 7","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","517","416","78277","11966","517","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","461534","458187","459294","2307","243648","459305","449282","2324","231681","462480","460318","461962","132152","461961","NA","Sternberg Task","49","63491","53","yes","1024"
"92.5925925926","92.5925925926","1189.68518519","1189.68518519","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","53","53","53","0","0","53","53","0","0","53","53","53","0","53","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","41","11","/Volumes/USB20FD/subject-2 f.csv","legacy","1 7 5 2 9","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","752","382","78277","11966","752","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","465846","462494","463600","2307","243648","463611","449282","2324","231681","466995","464631","466241","132152","466241","NA","Sternberg Task","50","64243","54","yes","1024"
"92.7272727273","92.7272727273","1182.81818182","1182.81818182","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","54","54","54","0","0","54","54","0","0","54","54","54","0","54","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","42","11","/Volumes/USB20FD/subject-2 f.csv","legacy","7 4 2 6 3 5","Kafkaesque Koffka","3.2.5","6","y","0","left","up","","up","left","NA","812","542","78277","11966","812","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","470354","467006","468114","2307","243648","468125","449282","2324","231681","471721","469138","470908","132152","470907","NA","Sternberg Task","51","65055","55","yes","1024"
"92.8571428571","92.8571428571","1174.82142857","1174.82142857","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","55","55","55","0","0","55","55","0","0","55","55","55","0","55","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","43","11","/Volumes/USB20FD/subject-2 f.csv","legacy","7 1 5 6 3","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","735","572","78277","11966","735","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","475084","471734","472838","2307","243648","472848","449282","2324","231681","476403","473866","475667","132152","475667","NA","Sternberg Task","52","65790","56","yes","1024"
"91.2280701754","91.2280701754","1168.71929825","1168.71929825","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","0","right","56","56","56","0","0","56","56","0","0","56","56","56","0","56","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","44","11","/Volumes/USB20FD/subject-2 f.csv","legacy","2 8 7 9 5 3","Kafkaesque Koffka","3.2.5","0","n","0","left","up","","up","left","NA","827","781","78277","11966","827","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","479763","476421","477526","2307","243648","477538","449282","2324","231681","481386","478552","480557","132152","480557","NA","Sternberg Task","52","66617","57","yes","1024"
"91.3793103448","91.3793103448","1161.5862069","1161.5862069","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","57","57","57","0","0","57","57","0","0","57","57","57","0","57","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","45","11","/Volumes/USB20FD/subject-2 f.csv","legacy","1 4 3 6 5","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","755","777","78277","11966","755","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","484746","476421","482508","2307","243648","482518","481399","2324","231681","486290","483531","485534","132152","485534","NA","Sternberg Task","53","67372","58","yes","1024"
"89.8305084746","89.8305084746","1156","1156","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","0","right","58","58","58","0","0","58","58","0","0","58","58","58","0","58","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","46","11","/Volumes/USB20FD/subject-2 f.csv","legacy","3 4 9 6 7 8","Kafkaesque Koffka","3.2.5","0","n","0","left","up","","up","left","NA","832","615","78277","11966","832","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","489647","486305","487408","2307","243648","487418","481399","2324","231681","491108","488432","490274","132152","490274","NA","Sternberg Task","53","68204","59","yes","1024"
"90","90","1154.9","1154.9","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","59","59","59","0","0","59","59","0","0","59","59","59","0","59","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","47","11","/Volumes/USB20FD/subject-2 f.csv","legacy","8 5 1 3 9","Kafkaesque Koffka","3.2.5","4","y","0","left","up","","up","left","NA","1090","833","78277","11966","1090","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","494465","486305","492225","2307","243648","492235","491121","2324","231681","496401","493250","495310","132152","495309","NA","Sternberg Task","54","69294","60","yes","1024"
"90.1639344262","90.1639344262","1150.70491803","1150.70491803","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","60","60","60","0","0","60","60","0","0","60","60","60","0","60","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","48","11","/Volumes/USB20FD/subject-2 f.csv","legacy","2 6 1 7 4","Kafkaesque Koffka","3.2.5","2","y","0","left","up","","up","left","NA","899","513","78277","11966","899","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","6","499759","496415","497519","2307","243648","497531","491121","2324","231681","501187","498544","500286","132152","500285","NA","Sternberg Task","55","70193","61","yes","1024"
"90.3225806452","90.3225806452","1139.14516129","1139.14516129","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","61","61","61","0","0","61","61","0","0","61","61","61","0","61","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","49","11","/Volumes/USB20FD/subject-2 f.csv","legacy","6 9 5","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","434","344","78277","11966","434","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","504547","501202","502305","2307","243648","502317","491121","2324","231681","505339","503330","504903","132152","504903","NA","Sternberg Task","56","70627","62","yes","1024"
"90.4761904762","90.4761904762","1137.14285714","1137.14285714","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","62","62","62","0","0","62","62","0","0","62","62","62","0","62","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","50","11","/Volumes/USB20FD/subject-2 f.csv","legacy","2 8 5 1","Kafkaesque Koffka","3.2.5","4","y","0","left","up","","up","left","NA","1013","473","78277","11966","1013","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","508700","505351","506459","2307","243648","506471","491121","2324","231681","510200","507485","509186","132152","509186","NA","Sternberg Task","57","71640","63","yes","1024"
"90.625","90.625","1126.515625","1126.515625","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","63","63","63","0","0","63","63","0","0","63","63","63","0","63","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","51","11","/Volumes/USB20FD/subject-2 f.csv","legacy","2 3 7 4","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","457","392","78277","11966","457","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","513562","510213","511323","2307","243648","511333","491121","2324","231681","514425","512347","513966","132152","513966","NA","Sternberg Task","58","72097","64","yes","1024"
"90.7692307692","90.7692307692","1117.98461538","1117.98461538","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","64","64","64","0","0","64","64","0","0","64","64","64","0","64","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","52","11","/Volumes/USB20FD/subject-2 f.csv","legacy","9 6 2 4 1","Kafkaesque Koffka","3.2.5","4","y","0","left","up","","up","left","NA","572","494","78277","11966","572","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","517794","514438","515544","2307","243648","515554","491121","2324","231681","518874","516573","518300","132152","518300","NA","Sternberg Task","59","72669","65","yes","1024"
"90.9090909091","90.9090909091","1110.13636364","1110.13636364","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","65","65","65","0","0","65","65","0","0","65","65","65","0","65","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","53","11","/Volumes/USB20FD/subject-2 f.csv","legacy","7 9","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","600","305","78277","11966","600","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","1","522231","518886","519990","2307","243648","520000","491121","2324","231681","523150","521016","522548","132152","522548","NA","Sternberg Task","60","73269","66","yes","1024"
"91.0447761194","91.0447761194","1102.97014925","1102.97014925","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","66","66","66","0","0","66","66","0","0","66","66","66","0","66","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","54","11","/Volumes/USB20FD/subject-2 f.csv","legacy","6 7 8 5","Kafkaesque Koffka","3.2.5","3","y","0","left","up","","up","left","NA","630","674","78277","11966","630","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","526509","523164","524268","2307","243648","524279","491121","2324","231681","527827","525292","527195","132152","527195","NA","Sternberg Task","61","73899","67","yes","1024"
"89.7058823529","89.7058823529","1102","1102","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","0","right","67","67","67","0","0","67","67","0","0","67","67","67","0","67","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","55","11","/Volumes/USB20FD/subject-2 f.csv","legacy","8 5 7 3 6","Kafkaesque Koffka","3.2.5","0","n","0","left","up","","up","left","NA","1037","868","78277","11966","1037","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","531199","527839","528957","2307","243648","528967","491121","2324","231681","533118","529982","532079","132152","532079","NA","Sternberg Task","61","74936","68","yes","1024"
"89.8550724638","89.8550724638","1098.55072464","1098.55072464","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","68","68","68","0","0","68","68","0","0","68","68","68","0","68","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","56","11","/Volumes/USB20FD/subject-2 f.csv","legacy","6 8 4","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","864","613","78277","11966","864","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","1","536479","527839","534239","2307","243648","534249","533131","2324","231681","537969","535264","537104","132152","537103","NA","Sternberg Task","62","75800","69","yes","1024"
"90","90","1092.71428571","1092.71428571","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","69","69","69","0","0","69","69","0","0","69","69","69","0","69","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","57","11","/Volumes/USB20FD/subject-2 f.csv","legacy","6 7 9 3 1 2","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","690","1063","78277","11966","690","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","541325","537982","539086","2307","243648","539096","533131","2324","231681","543093","540110","542401","132152","542400","NA","Sternberg Task","63","76490","70","yes","1024"
"90.1408450704","90.1408450704","1084.09859155","1084.09859155","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","70","70","70","0","0","70","70","0","0","70","70","70","0","70","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","58","11","/Volumes/USB20FD/subject-2 f.csv","legacy","4 6 5 8","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","481","608","78277","11966","481","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","546456","543107","544216","2307","243648","544227","533131","2324","231681","547559","545240","547076","132152","547076","NA","Sternberg Task","64","76971","71","yes","1024"
