"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_ISI","correct_instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_logger","count_memorySet","count_new_keyboard_response","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_ISI","response_instruction1","response_instruction2","response_new_keyboard_response","response_thankYou","response_time","response_time_ISI","response_time_instruction1","response_time_instruction2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_logger","time_memorySet","time_new_keyboard_response","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"88.8888888889","88.8888888889","1077.47222222","1077.47222222","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","0","left","71","71","71","0","0","71","71","0","0","71","71","71","0","71","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","59","11","/Volumes/USB20FD/subject-2 f.csv","legacy","8 3","Kafkaesque Koffka","3.2.5","2","y","0","right","up","","up","right","NA","607","410","78277","11966","607","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","550925","547576","548681","2307","243648","548691","533131","2324","231681","551956","549706","551347","132152","551347","NA","Sternberg Task","64","77578","72","yes","1024"
"89.0410958904","89.0410958904","1074.30136986","1074.30136986","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","72","72","72","0","0","72","72","0","0","72","72","72","0","72","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","60","11","/Volumes/USB20FD/subject-2 f.csv","legacy","5 3 2 6 9 8","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","846","1113","78277","11966","846","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","555309","547576","553073","2307","243648","553084","551969","2324","231681","557284","554098","556436","132152","556435","NA","Sternberg Task","65","78424","73","yes","1024"
"89.1891891892","89.1891891892","1075.90540541","1075.90540541","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","73","73","73","0","0","73","73","0","0","73","73","73","0","73","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","61","11","/Volumes/USB20FD/subject-2 f.csv","legacy","5","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","1193","1107","78277","11966","1193","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","560655","557296","558410","2307","243648","558423","551969","2324","231681","562970","559438","561774","132152","561774","NA","Sternberg Task","66","79617","74","yes","1024"
"89.3333333333","89.3333333333","1076.45333333","1076.45333333","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","74","74","74","0","0","74","74","0","0","74","74","74","0","74","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","62","11","/Volumes/USB20FD/subject-2 f.csv","legacy","7 4 2 8 1 9","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","1117","1488","78277","11966","1117","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","566328","562982","564085","2307","243648","564097","551969","2324","231681","568947","565112","567828","132152","567828","NA","Sternberg Task","67","80734","75","yes","1024"
"89.4736842105","89.4736842105","1073.01315789","1073.01315789","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","75","75","75","0","0","75","75","0","0","75","75","75","0","75","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","63","11","/Volumes/USB20FD/subject-2 f.csv","legacy","8 4 3 9","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","815","593","78277","11966","815","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","572302","568959","570062","2307","243648","570075","551969","2324","231681","573725","571087","572908","132152","572907","NA","Sternberg Task","68","81549","76","yes","1024"
"89.6103896104","89.6103896104","1070.12987013","1070.12987013","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","76","76","76","0","0","76","76","0","0","76","76","76","0","76","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","64","11","/Volumes/USB20FD/subject-2 f.csv","legacy","1 3 2 6 9","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","851","780","78277","11966","851","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","577087","573744","574848","2307","243648","574860","551969","2324","231681","578732","575873","577879","132152","577879","NA","Sternberg Task","69","82400","77","yes","1024"
"89.7435897436","89.7435897436","1067.01282051","1067.01282051","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","77","77","77","0","0","77","77","0","0","77","77","77","0","77","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","65","11","/Volumes/USB20FD/subject-2 f.csv","legacy","2 8 9 4 1","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","827","505","78277","11966","827","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","582091","578744","579851","2307","243648","579863","551969","2324","231681","583437","580876","582608","132152","582608","NA","Sternberg Task","70","83227","78","yes","1024"
"89.8734177215","89.8734177215","1062.13924051","1062.13924051","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","78","78","78","0","0","78","78","0","0","78","78","78","0","78","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","66","11","/Volumes/USB20FD/subject-2 f.csv","legacy","3 5 4 7","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","682","513","78277","11966","682","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","586799","583449","584556","2307","243648","584566","551969","2324","231681","588008","585583","587324","132152","587324","NA","Sternberg Task","71","83909","79","yes","1024"
"90","90","1057.875","1057.875","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","79","79","79","0","0","79","79","0","0","79","79","79","0","79","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","67","11","/Volumes/USB20FD/subject-2 f.csv","legacy","6 8","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","721","791","78277","11966","721","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","9","591365","588020","589125","2307","243648","589135","551969","2324","231681","592891","590148","592168","132152","592167","NA","Sternberg Task","72","84630","80","yes","1024"
"90.1234567901","90.1234567901","1053.20987654","1053.20987654","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","80","80","80","0","0","80","80","0","0","80","80","80","0","80","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","68","11","/Volumes/USB20FD/subject-2 f.csv","legacy","7 1","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","680","386","78277","11966","680","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","8","596251","592907","594012","2307","243648","594022","551969","2324","231681","597333","595033","596651","132152","596651","NA","Sternberg Task","73","85310","81","yes","1024"
"90.243902439","90.243902439","1050.52439024","1050.52439024","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","81","81","81","0","0","81","81","0","0","81","81","81","0","81","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","69","11","/Volumes/USB20FD/subject-2 f.csv","legacy","8 1 6","Kafkaesque Koffka","3.2.5","3","y","0","left","up","","up","left","NA","833","321","78277","11966","833","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","600692","597347","598451","2307","243648","598463","551969","2324","231681","601859","599476","601025","132152","601024","NA","Sternberg Task","74","86143","82","yes","1024"
"90.3614457831","90.3614457831","1045.90361446","1045.90361446","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","82","82","82","0","0","82","82","0","0","82","82","82","0","82","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","70","11","/Volumes/USB20FD/subject-2 f.csv","legacy","2 7 5","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","667","376","78277","11966","667","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","605217","601872","602975","2307","243648","602986","551969","2324","231681","606273","604000","605604","132152","605604","NA","Sternberg Task","75","86810","83","yes","1024"
"90.4761904762","90.4761904762","1048.86904762","1048.86904762","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","83","83","83","0","0","83","83","0","0","83","83","83","0","83","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","71","11","/Volumes/USB20FD/subject-2 f.csv","legacy","9","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","1295","399","78277","11966","1295","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","609630","606285","607392","2307","243648","607402","551969","2324","231681","611338","608415","610041","132152","610041","NA","Sternberg Task","76","88105","84","yes","1024"
"90.5882352941","90.5882352941","1057.07058824","1057.07058824","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","84","84","84","0","0","84","84","0","0","84","84","84","0","84","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","72","11","/Volumes/USB20FD/subject-2 f.csv","legacy","6 1 2","Kafkaesque Koffka","3.2.5","3","y","0","left","up","","up","left","NA","1746","601","78277","11966","1746","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","614698","611350","612458","2307","243648","612469","551969","2324","231681","617058","613482","615311","132152","615310","NA","Sternberg Task","77","89851","85","yes","1024"
"90.6976744186","90.6976744186","1051.13953488","1051.13953488","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","85","85","85","0","0","85","85","0","0","85","85","85","0","85","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","73","11","/Volumes/USB20FD/subject-2 f.csv","legacy","9 8 4","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","547","934","78277","11966","547","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","620412","617071","618177","2307","243648","618187","551969","2324","231681","621906","619201","621358","132152","621358","NA","Sternberg Task","78","90398","86","yes","1024"
"90.8045977011","90.8045977011","1054.74712644","1054.74712644","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","86","86","86","0","0","86","86","0","0","86","86","86","0","86","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","74","11","/Volumes/USB20FD/subject-2 f.csv","legacy","4 6 2 5 1","Kafkaesque Koffka","3.2.5","5","y","0","left","up","","up","left","NA","1365","2732","78277","11966","1365","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","625269","621924","623028","2307","243648","623038","551969","2324","231681","629380","624052","628013","132152","628013","NA","Sternberg Task","79","91763","87","yes","1024"
"90.9090909091","90.9090909091","1050.5","1050.5","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","87","87","87","0","0","87","87","0","0","87","87","87","0","87","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","75","11","/Volumes/USB20FD/subject-2 f.csv","legacy","7","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","681","362","78277","11966","681","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","632735","629393","630496","2307","243648","630506","551969","2324","231681","633793","631520","633110","132152","633109","NA","Sternberg Task","80","92444","88","yes","1024"
"91.0112359551","91.0112359551","1051.58426966","1051.58426966","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","88","88","88","0","0","88","88","0","0","88","88","88","0","88","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","76","11","/Volumes/USB20FD/subject-2 f.csv","legacy","2 5 4 8 7","Kafkaesque Koffka","3.2.5","3","y","0","left","up","","up","left","NA","1147","1757","78277","11966","1147","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","637158","633806","634915","2307","243648","634925","551969","2324","231681","640077","635939","638928","132152","638928","NA","Sternberg Task","81","93591","89","yes","1024"
"91.1111111111","91.1111111111","1047.36666667","1047.36666667","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","89","89","89","0","0","89","89","0","0","89","89","89","0","89","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","77","11","/Volumes/USB20FD/subject-2 f.csv","legacy","5 2","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","672","553","78277","11966","672","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","7","643437","640090","641195","2307","243648","641205","551969","2324","231681","644675","642219","644001","132152","644001","NA","Sternberg Task","82","94263","90","yes","1024"
"91.2087912088","91.2087912088","1045.43956044","1045.43956044","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","90","90","90","0","0","90","90","0","0","90","90","90","0","90","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","78","11","/Volumes/USB20FD/subject-2 f.csv","legacy","6 9 3 1","Kafkaesque Koffka","3.2.5","4","y","0","left","up","","up","left","NA","872","1050","78277","11966","872","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","648029","644690","645794","2307","243648","645805","551969","2324","231681","649965","646818","649091","132152","649091","NA","Sternberg Task","83","95135","91","yes","1024"
"91.3043478261","91.3043478261","1041.43478261","1041.43478261","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","91","91","91","0","0","91","91","0","0","91","91","91","0","91","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","79","11","/Volumes/USB20FD/subject-2 f.csv","legacy","9 5 8 1","Kafkaesque Koffka","3.2.5","2","y","0","left","up","","up","left","NA","677","3101","78277","11966","677","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","653320","649979","651083","2307","243648","651093","551969","2324","231681","657112","652104","656433","132152","656433","NA","Sternberg Task","84","95812","92","yes","1024"
"91.3978494624","91.3978494624","1035.44086022","1035.44086022","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","92","92","92","0","0","92","92","0","0","92","92","92","0","92","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","80","11","/Volumes/USB20FD/subject-2 f.csv","legacy","1 4 9 3 2 5","Kafkaesque Koffka","3.2.5","3","y","0","left","up","","up","left","NA","484","1430","78277","11966","484","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","660471","657124","658234","2307","243648","658244","551969","2324","231681","662399","659254","661913","132152","661913","NA","Sternberg Task","85","96296","93","yes","1024"
"90.4255319149","90.4255319149","1032.65957447","1032.65957447","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","0","right","93","93","93","0","0","93","93","0","0","93","93","93","0","93","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","81","11","/Volumes/USB20FD/subject-2 f.csv","legacy","6 3 1 7 9 8","Kafkaesque Koffka","3.2.5","0","n","0","left","up","","up","left","NA","774","955","78277","11966","774","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","665758","662412","663517","2307","243648","663528","551969","2324","231681","667501","664541","666725","132152","666724","NA","Sternberg Task","85","97070","94","yes","1024"
"90.5263157895","90.5263157895","1029.64210526","1029.64210526","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","94","94","94","0","0","94","94","0","0","94","94","94","0","94","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","82","11","/Volumes/USB20FD/subject-2 f.csv","legacy","9 3 1 2 5","Kafkaesque Koffka","3.2.5","4","y","0","left","up","","up","left","NA","746","2553","78277","11966","746","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","670860","662412","668620","2307","243648","668630","667514","2324","231681","674174","669643","673426","132152","673426","NA","Sternberg Task","86","97816","95","yes","1024"
"90.625","90.625","1026.4375","1026.4375","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","95","95","95","0","0","95","95","0","0","95","95","95","0","95","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","83","11","/Volumes/USB20FD/subject-2 f.csv","legacy","8 7 3","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","722","535","78277","11966","722","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","677529","674187","675289","2307","243648","675300","667514","2324","231681","678801","676313","678077","132152","678077","NA","Sternberg Task","87","98538","96","yes","1024"
"90.7216494845","90.7216494845","1022.10309278","1022.10309278","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","96","96","96","0","0","96","96","0","0","96","96","96","0","96","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","84","11","/Volumes/USB20FD/subject-2 f.csv","legacy","5 2 9 6 1 7","Kafkaesque Koffka","3.2.5","3","y","0","left","up","","up","left","NA","606","1604","78277","11966","606","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","682171","678815","679925","2307","243648","679936","667514","2324","231681","684395","680954","683787","132152","683787","NA","Sternberg Task","88","99144","97","yes","1024"
"90.8163265306","90.8163265306","1020.44897959","1020.44897959","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","97","97","97","0","0","97","97","0","0","97","97","97","0","97","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","85","11","/Volumes/USB20FD/subject-2 f.csv","legacy","4 7 6 8 2 3","Kafkaesque Koffka","3.2.5","6","y","0","left","up","","up","left","NA","860","1286","78277","11966","860","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","687758","684408","685516","2307","243648","685526","667514","2324","231681","689918","686541","689056","132152","689056","NA","Sternberg Task","89","100004","98","yes","1024"
"90.9090909091","90.9090909091","1014.62626263","1014.62626263","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","98","98","98","0","0","98","98","0","0","98","98","98","0","98","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","86","11","/Volumes/USB20FD/subject-2 f.csv","legacy","8","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","444","542","78277","11966","444","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","693272","689931","691032","2307","243648","691043","667514","2324","231681","694272","692056","693826","132152","693826","NA","Sternberg Task","90","100448","99","yes","1024"
"91","91","1009.14","1009.14","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","99","99","99","0","0","99","99","0","0","99","99","99","0","99","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","87","11","/Volumes/USB20FD/subject-2 f.csv","legacy","3 5 9 6 2 4","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","466","1203","78277","11966","466","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","697628","694285","695389","2307","243648","695399","667514","2324","231681","699311","696413","698843","132152","698843","NA","Sternberg Task","91","100914","100","yes","1024"
"91.0891089109","91.0891089109","1004.06930693","1004.06930693","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","100","100","100","0","0","100","100","0","0","100","100","100","0","100","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","88","11","/Volumes/USB20FD/subject-2 f.csv","legacy","4","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","497","374","78277","11966","497","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","4","702667","699325","700428","2307","243648","700439","667514","2324","231681","703552","701454","703053","132152","703053","NA","Sternberg Task","92","101411","101","yes","1024"
"91.1764705882","91.1764705882","1000.54901961","1000.54901961","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","101","101","101","0","0","101","101","0","0","101","101","101","0","101","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","89","11","/Volumes/USB20FD/subject-2 f.csv","legacy","3 4 2","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","645","425","78277","11966","645","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","5","706915","703569","704672","2307","243648","704683","667514","2324","231681","708001","705697","707354","132152","707353","NA","Sternberg Task","93","102056","102","yes","1024"
"91.2621359223","91.2621359223","998.155339806","998.155339806","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","102","102","102","0","0","102","102","0","0","102","102","102","0","102","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","90","11","/Volumes/USB20FD/subject-2 f.csv","legacy","3 9 1","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","754","1128","78277","11966","754","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","7","711357","708014","709119","2307","243648","709129","667514","2324","231681","713254","710144","712497","132152","712497","NA","Sternberg Task","94","102810","103","yes","1024"
"91.3461538462","91.3461538462","997.798076923","997.798076923","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","103","103","103","0","0","103","103","0","0","103","103","103","0","103","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","91","11","/Volumes/USB20FD/subject-2 f.csv","legacy","4 9 7 8 5 3","Kafkaesque Koffka","3.2.5","4","y","0","left","up","","up","left","NA","961","1210","78277","11966","961","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","716618","713267","714382","2307","243648","714392","667514","2324","231681","718803","715407","717840","132152","717840","NA","Sternberg Task","95","103771","104","yes","1024"
"91.4285714286","91.4285714286","997.00952381","997.00952381","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","104","104","104","0","0","104","104","0","0","104","104","104","0","104","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","92","11","/Volumes/USB20FD/subject-2 f.csv","legacy","5 3 8 7 2 4","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","915","940","78277","11966","915","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","722160","718816","719921","2307","243648","719932","667514","2324","231681","724029","720945","723112","132152","723112","NA","Sternberg Task","96","104686","105","yes","1024"
"91.5094339623","91.5094339623","996.603773585","996.603773585","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","105","105","105","0","0","105","105","0","0","105","105","105","0","105","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","93","11","/Volumes/USB20FD/subject-2 f.csv","legacy","3 9 8 1 6 4","Kafkaesque Koffka","3.2.5","0","n","0","right","up","","up","right","NA","954","1403","78277","11966","954","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","727384","724041","725147","2307","243648","725158","667514","2324","231681","729755","726169","728799","132152","728799","NA","Sternberg Task","97","105640","106","yes","1024"
"90.6542056075","90.6542056075","994.803738318","994.803738318","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","0","right","106","106","106","0","0","106","106","0","0","106","106","106","0","106","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","94","11","/Volumes/USB20FD/subject-2 f.csv","legacy","6 9 7 3 8 2","Kafkaesque Koffka","3.2.5","0","n","0","left","up","","up","left","NA","804","1709","78277","11966","804","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","733120","729773","730879","2307","243648","730890","667514","2324","231681","735650","731904","734844","132152","734843","NA","Sternberg Task","97","106444","107","yes","1024"
"90.7407407407","90.7407407407","990.574074074","990.574074074","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","107","107","107","0","0","107","107","0","0","107","107","107","0","107","0","Sun Oct  7 18:07:52 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","95","11","/Volumes/USB20FD/subject-2 f.csv","legacy","2 3","Kafkaesque Koffka","3.2.5","1","y","0","left","up","","up","left","NA","538","375","78277","11966","538","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","2","739018","729773","736772","2307","243648","736783","735662","2324","231681","739945","737801","739405","132152","739405","NA","Sternberg Task","98","106982","108","yes","1024"
