"acc","accuracy","average_response_time","avg_rt","background","bidi","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"94.5945945946","94.5945945946","809.081081081","809.081081081","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","36","36","36","0","0","36","36","0","0","36","36","36","0","36","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","2 8 5 1","Jazzy James","3.1.9","4","y","0","left","right","left","left","NA","626","29653","4502","626","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","276913","273520","274702","5111","126714","274706","169348","5115","122210","278918","279547","275710","34770","278918","NA","Sternberg task","35","29936","37","yes","1024"
"94.7368421053","94.7368421053","800.263157895","800.263157895","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","37","37","37","0","0","37","37","0","0","37","37","37","0","37","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","4 2 6 9","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","474","29653","4502","474","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","284033","280668","281822","5111","126714","281827","169348","5115","122210","286038","286515","282830","34770","286037","NA","Sternberg task","36","30410","38","yes","1024"
"94.8717948718","94.8717948718","793.230769231","793.230769231","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","38","38","38","0","0","38","38","0","0","38","38","38","0","38","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","8 9","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","526","29653","4502","526","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","290535","287154","288325","5111","126714","288329","169348","5115","122210","292538","293067","289332","34770","292537","NA","Sternberg task","37","30936","39","yes","1024"
"95","95","785.6","785.6","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","39","39","39","0","0","39","39","0","0","39","39","39","0","39","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","7 8 6 1","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","488","29653","4502","488","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","297401","294025","295185","5111","126714","295191","169348","5115","122210","299408","299899","296195","34770","299407","NA","Sternberg task","38","31424","40","yes","1024"
"95.1219512195","95.1219512195","781.365853659","781.365853659","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","40","40","40","0","0","40","40","0","0","40","40","40","0","40","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","7 8 4 6 9 5","Jazzy James","3.1.9","4","y","0","left","right","left","left","NA","612","29653","4502","612","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","303407","300014","301194","5111","126714","301198","169348","5115","122210","305412","306027","302203","34770","305412","NA","Sternberg task","39","32036","41","yes","1024"
"95.2380952381","95.2380952381","776.214285714","776.214285714","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","41","41","41","0","0","41","41","0","0","41","41","41","0","41","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","2 4 6 9","Jazzy James","3.1.9","3","y","0","left","right","left","left","NA","565","29653","4502","565","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","309488","306080","307277","5111","126714","307282","169348","5115","122210","311491","312060","308285","34770","311491","NA","Sternberg task","40","32601","42","yes","1024"
"95.3488372093","95.3488372093","772.930232558","772.930232558","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","42","42","42","0","0","42","42","0","0","42","42","42","0","42","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","5 2 9 6 1 7","Jazzy James","3.1.9","3","y","0","left","right","left","left","NA","635","29653","4502","635","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","315449","312082","313238","5111","126714","313242","169348","5115","122210","317453","318091","314245","34770","317452","NA","Sternberg task","41","33236","43","yes","1024"
"95.4545454545","95.4545454545","767.636363636","767.636363636","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","43","43","43","0","0","43","43","0","0","43","43","43","0","43","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","1 7 5 2","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","540","29653","4502","540","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","321585","318215","319375","5111","126714","319379","169348","5115","122210","323588","324131","320382","34770","323588","NA","Sternberg task","42","33776","44","yes","1024"
"95.5555555556","95.5555555556","763.488888889","763.488888889","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","44","44","44","0","0","44","44","0","0","44","44","44","0","44","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","5 9 2 3","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","581","29653","4502","581","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","327512","324142","325302","5111","126714","325306","169348","5115","122210","329515","330099","326309","34770","329515","NA","Sternberg task","43","34357","45","yes","1024"
"95.652173913","95.652173913","759.391304348","759.391304348","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","45","45","45","0","0","45","45","0","0","45","45","45","0","45","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","4 6 2 5 1","Jazzy James","3.1.9","5","y","0","left","right","left","left","NA","575","29653","4502","575","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","334013","330637","331799","5111","126714","331803","169348","5115","122210","336016","336595","332808","34770","336016","NA","Sternberg task","44","34932","46","yes","1024"
"95.7446808511","95.7446808511","757.914893617","757.914893617","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","46","46","46","0","0","46","46","0","0","46","46","46","0","46","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","7 1 8 4 9 3","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","690","29653","4502","690","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","340002","336625","337788","5111","126714","337794","169348","5115","122210","342005","342699","338799","34770","342005","NA","Sternberg task","45","35622","47","yes","1024"
"95.8333333333","95.8333333333","761.708333333","761.708333333","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","47","47","47","0","0","47","47","0","0","47","47","47","0","47","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","2 3 7 4","Jazzy James","3.1.9","1","y","0","left","right","left","left","NA","940","29653","4502","940","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","346089","342715","343878","5111","126714","343882","169348","5115","122210","348092","349035","344885","34770","348092","NA","Sternberg task","46","36562","48","yes","1024"
"95.9183673469","95.9183673469","757.224489796","757.224489796","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","48","48","48","0","0","48","48","0","0","48","48","48","0","48","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","2 4 8 5 1 3","Jazzy James","3.1.9","1","y","0","left","right","left","left","NA","542","29653","4502","542","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","352446","349051","350235","5111","126714","350240","169348","5115","122210","354449","354995","351243","34770","354449","NA","Sternberg task","47","37104","49","yes","1024"
"96","96","752.7","752.7","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","49","49","49","0","0","49","49","0","0","49","49","49","0","49","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","3 4 2","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","531","29653","4502","531","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","5","358378","355011","356167","5111","126714","356171","169348","5115","122210","360381","360915","357175","34770","360381","NA","Sternberg task","48","37635","50","yes","1024"
"96.0784313725","96.0784313725","753.568627451","753.568627451","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","50","50","50","0","0","50","50","0","0","50","50","50","0","50","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","4 9 7 8 5 3","Jazzy James","3.1.9","4","y","0","left","right","left","left","NA","797","29653","4502","797","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","364296","360931","362085","5111","126714","362090","169348","5115","122210","366299","367099","363093","34770","366299","NA","Sternberg task","49","38432","51","yes","1024"
"96.1538461538","96.1538461538","747.538461538","747.538461538","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","51","51","51","0","0","51","51","0","0","51","51","51","0","51","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","6 7 9 3 1 2","Jazzy James","3.1.9","1","y","0","left","right","left","left","NA","440","29653","4502","440","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","370485","367120","368274","5111","126714","368279","169348","5115","122210","372488","372931","369282","34770","372488","NA","Sternberg task","50","38872","52","yes","1024"
"96.2264150943","96.2264150943","751.679245283","751.679245283","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","52","52","52","0","0","52","52","0","0","52","52","52","0","52","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","1 7 5 2 9","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","967","29653","4502","967","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","376318","372948","374107","5111","126714","374111","169348","5115","122210","378321","379291","375115","34770","378321","NA","Sternberg task","51","39839","53","yes","1024"
"96.2962962963","96.2962962963","749.407407407","749.407407407","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","53","53","53","0","0","53","53","0","0","53","53","53","0","53","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","2 5 4 8 7","Jazzy James","3.1.9","3","y","0","left","right","left","left","NA","629","29653","4502","629","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","382672","379307","380461","5111","126714","380466","169348","5115","122210","384675","385307","381469","34770","384675","NA","Sternberg task","52","40468","54","yes","1024"
"96.3636363636","96.3636363636","749.127272727","749.127272727","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","54","54","54","0","0","54","54","0","0","54","54","54","0","54","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","6 9 5","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","734","29653","4502","734","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","388687","385324","386476","5111","126714","386480","169348","5115","122210","390690","391428","387484","34770","390690","NA","Sternberg task","53","41202","55","yes","1024"
"96.4285714286","96.4285714286","746.178571429","746.178571429","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","55","55","55","0","0","55","55","0","0","55","55","55","0","55","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","4 2 7 6 1 3","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","584","29653","4502","584","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","394812","391444","392601","5111","126714","392606","169348","5115","122210","396816","397404","393609","34770","396816","NA","Sternberg task","54","41786","56","yes","1024"
"96.4912280702","96.4912280702","744.666666667","744.666666667","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","56","56","56","0","0","56","56","0","0","56","56","56","0","56","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","1 5 3 2 8","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","660","29653","4502","660","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","400793","397420","398582","5111","126714","398586","169348","5115","122210","402796","403459","399590","34770","402795","NA","Sternberg task","55","42446","57","yes","1024"
"94.8275862069","94.8275862069","740.465517241","740.465517241","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","57","57","57","0","0","57","57","0","0","57","57","57","0","57","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","8 3","Jazzy James","3.1.9","2","y","0","right","right","left","right","NA","501","29653","4502","501","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","3","406840","403475","404630","5111","126714","404634","169348","5115","122210","408843","409348","405637","34770","408843","NA","Sternberg task","55","42947","58","yes","1024"
"94.9152542373","94.9152542373","738.542372881","738.542372881","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","58","58","58","0","0","58","58","0","0","58","58","58","0","58","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","2 3","Jazzy James","3.1.9","1","y","0","left","right","left","left","NA","627","29653","4502","627","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","2","412730","403475","410519","5111","126714","410523","409364","5115","122210","414733","415364","411527","34770","414733","NA","Sternberg task","56","43574","59","yes","1024"
"95","95","739.033333333","739.033333333","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","59","59","59","0","0","59","59","0","0","59","59","59","0","59","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","5 2","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","768","29653","4502","768","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","7","418741","415379","416530","5111","126714","416535","409364","5115","122210","420744","421516","417538","34770","420744","NA","Sternberg task","57","44342","60","yes","1024"
"95.0819672131","95.0819672131","740.131147541","740.131147541","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","60","60","60","0","0","60","60","0","0","60","60","60","0","60","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","7 1 3","Jazzy James","3.1.9","2","y","0","left","right","left","left","NA","806","29653","4502","806","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","424895","421532","422685","5111","126714","422689","409364","5115","122210","426898","427708","423692","34770","426898","NA","Sternberg task","58","45148","61","yes","1024"
"95.1612903226","95.1612903226","736.161290323","736.161290323","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","61","61","61","0","0","61","61","0","0","61","61","61","0","61","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","5","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","494","29653","4502","494","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","8","431086","427724","428875","5111","126714","428880","409364","5115","122210","433089","433587","429883","34770","433089","NA","Sternberg task","59","45642","62","yes","1024"
"95.2380952381","95.2380952381","735.222222222","735.222222222","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","62","62","62","0","0","62","62","0","0","62","62","62","0","62","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","1 7 8 3 9","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","677","29653","4502","677","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","436968","433604","434757","5111","126714","434762","409364","5115","122210","438971","439652","435765","34770","438971","NA","Sternberg task","60","46319","63","yes","1024"
"95.3125","95.3125","736.40625","736.40625","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","63","63","63","0","0","63","63","0","0","63","63","63","0","63","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","7 8 6 3 1","Jazzy James","3.1.9","5","y","0","left","right","left","left","NA","811","29653","4502","811","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","443034","439668","440823","5111","126714","440827","409364","5115","122210","445037","445852","441831","34770","445037","NA","Sternberg task","61","47130","64","yes","1024"
"95.3846153846","95.3846153846","734.738461538","734.738461538","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","64","64","64","0","0","64","64","0","0","64","64","64","0","64","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","8 9 6 1","Jazzy James","3.1.9","2","y","0","left","right","left","left","NA","628","29653","4502","628","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","9","449233","445868","447023","5111","126714","447027","409364","5115","122210","451236","451868","448030","34770","451236","NA","Sternberg task","62","47758","65","yes","1024"
"95.4545454545","95.4545454545","735.681818182","735.681818182","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","65","65","65","0","0","65","65","0","0","65","65","65","0","65","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","8 5 7 3 6","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","797","29653","4502","797","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","455264","451884","453053","5111","126714","453057","409364","5115","122210","457267","458068","454060","34770","457267","NA","Sternberg task","63","48555","66","yes","1024"
"95.5223880597","95.5223880597","735.47761194","735.47761194","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","66","66","66","0","0","66","66","0","0","66","66","66","0","66","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","8 5 4 2 9 6","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","722","29653","4502","722","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","461451","458084","459241","5111","126714","459245","409364","5115","122210","463454","464180","460248","34770","463454","NA","Sternberg task","64","49277","67","yes","1024"
"95.5882352941","95.5882352941","733.955882353","733.955882353","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","67","67","67","0","0","67","67","0","0","67","67","67","0","67","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","55","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","3 5 7 1","Jazzy James","3.1.9","3","y","0","left","right","left","left","NA","632","29653","4502","632","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","467564","464196","465353","5111","126714","465358","409364","5115","122210","469567","470204","466361","34770","469567","NA","Sternberg task","65","49909","68","yes","1024"
"95.652173913","95.652173913","733.565217391","733.565217391","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","68","68","68","0","0","68","68","0","0","68","68","68","0","68","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","56","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","9 5 3 8 4","Jazzy James","3.1.9","1","y","0","left","right","left","left","NA","707","29653","4502","707","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","473601","470223","471390","5111","126714","471395","409364","5115","122210","475604","476315","472398","34770","475604","NA","Sternberg task","66","50616","69","yes","1024"
"95.7142857143","95.7142857143","733.528571429","733.528571429","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","69","69","69","0","0","69","69","0","0","69","69","69","0","69","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","57","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","9 3 1 2 5","Jazzy James","3.1.9","4","y","0","left","right","left","left","NA","731","29653","4502","731","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","479697","476332","477487","5111","126714","477491","409364","5115","122210","481700","482436","478494","34770","481700","NA","Sternberg task","67","51347","70","yes","1024"
"95.7746478873","95.7746478873","735.394366197","735.394366197","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","70","70","70","0","0","70","70","0","0","70","70","70","0","70","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","58","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","6 8 9 3 4 9","Jazzy James","3.1.9","5","y","0","left","right","left","left","NA","866","29653","4502","866","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","485819","482452","483608","5111","126714","483612","409364","5115","122210","487822","488693","484616","34770","487822","NA","Sternberg task","68","52213","71","yes","1024"
"95.8333333333","95.8333333333","734.569444444","734.569444444","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","71","71","71","0","0","71","71","0","0","71","71","71","0","71","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","59","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","4 1","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","676","29653","4502","676","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","492081","488712","489871","5111","126714","489875","409364","5115","122210","494084","494764","490878","34770","494084","NA","Sternberg task","69","52889","72","yes","1024"
"95.8904109589","95.8904109589","733.739726027","733.739726027","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","72","72","72","0","0","72","72","0","0","72","72","72","0","72","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","60","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","2 8 9 4 1","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","674","29653","4502","674","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","498154","494781","495942","5111","126714","495947","409364","5115","122210","500157","500836","496951","34770","500157","NA","Sternberg task","70","53563","73","yes","1024"
"95.9459459459","95.9459459459","731.851351351","731.851351351","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","73","73","73","0","0","73","73","0","0","73","73","73","0","73","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","61","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","1 6 4","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","594","29653","4502","594","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","504216","500852","502005","5111","126714","502010","409364","5115","122210","506221","506820","503013","34770","506220","NA","Sternberg task","71","54157","74","yes","1024"
