"acc","accuracy","average_response_time","avg_rt","background","bidi","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instruction1","correct_keyboard_response","correct_response","count_CorrectResponse","count_ExperimentLoop","count_Fixation","count_ISI","count_IncorrectFeedback","count_Instruction1","count_Instructions2","count_Memory","count_PracticeLoop","count_Probe","count_Sternburgtask","count_Thankyou","count_XSequence","count_keyboard_response","count_logger","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instruction1","response_Instructions2","response_Thankyou","response_keyboard_response","response_time","response_time_Instruction1","response_time_Instructions2","response_time_Thankyou","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_CorrectResponse","time_ExperimentLoop","time_Fixation","time_ISI","time_IncorrectFeedback","time_Instruction1","time_Instructions2","time_Memory","time_PracticeLoop","time_Probe","time_Sternburgtask","time_Thankyou","time_XSequence","time_keyboard_response","time_logger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"80.6451612903","80.6451612903","1001.12903226","1001.12903226","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","0","30","30","30","0","0","30","0","30","0","0","30","30","30","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","18","11","/Users/danieldalton/subject-1.csv","legacy","2 8 9 4 1","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","943","50265","3969","NA","943","2","legacy","5","1024","2","48000","-16","Sternburgtask","1","odd","5","240199","133384","247096","249326","246037","2010","129413","248110","52291","251342","1978","NA","247084","251342","252288","New experiment","25","31035","31","yes","1024"
"81.25","81.25","995.0625","995.0625","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","0","31","31","31","0","0","31","0","31","0","0","31","31","31","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","19","11","/Users/danieldalton/subject-1.csv","legacy","5 7 3","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","807","50265","3969","NA","807","2","legacy","3","1024","2","48000","-16","Sternburgtask","1","odd","9","252303","133384","253358","255597","246037","2010","129413","254378","52291","257612","1978","NA","253347","257612","258421","New experiment","26","31842","32","yes","1024"
"78.7878787879","78.7878787879","994.727272727","994.727272727","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","32","0","32","32","32","0","0","32","0","32","0","0","32","32","32","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","20","11","/Users/danieldalton/subject-1.csv","legacy","6 1 2","Jazzy James","3.1.9","3","y","0","right","right","left","NA","right","984","50265","3969","NA","984","2","legacy","3","1024","2","48000","-16","Sternburgtask","1","odd","2","258434","133384","259486","261722","246037","2010","129413","260502","52291","263736","1978","NA","259475","263736","264722","New experiment","26","32826","33","yes","1024"
"76.4705882353","76.4705882353","1010.79411765","1010.79411765","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","33","0","33","33","33","0","0","33","0","33","0","0","33","33","33","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","21","11","/Users/danieldalton/subject-1.csv","legacy","5 3 8 7 2 4","Jazzy James","3.1.9","0","n","0","left","right","left","NA","left","1541","50265","3969","NA","1541","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","9","258434","133384","265788","268021","264736","2010","129413","266805","52291","270035","1978","NA","265777","270035","271579","New experiment","26","34367","34","yes","1024"
"74.2857142857","74.2857142857","1004.6","1004.6","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","34","0","34","34","34","0","0","34","0","34","0","0","34","34","34","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","22","11","/Users/danieldalton/subject-1.csv","legacy","1 4 9 3 2 5","Jazzy James","3.1.9","3","y","0","right","right","left","NA","right","794","50265","3969","NA","794","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","9","258434","133384","272648","274883","271593","2010","129413","273666","52291","276896","1978","NA","272636","276896","277692","New experiment","26","35161","35","yes","1024"
"75","75","1005.5","1005.5","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","35","0","35","35","35","0","0","35","0","35","0","0","35","35","35","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","23","11","/Users/danieldalton/subject-1.csv","legacy","2 3","Jazzy James","3.1.9","1","y","0","left","right","left","NA","left","1037","50265","3969","NA","1037","2","legacy","2","1024","2","48000","-16","Sternburgtask","1","odd","2","258434","133384","278768","281001","277708","2010","129413","279786","52291","283014","1978","NA","278757","283015","284055","New experiment","27","36198","36","yes","1024"
"72.972972973","72.972972973","1008.91891892","1008.91891892","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","36","0","36","36","36","0","0","36","0","36","0","0","36","36","36","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","24","11","/Users/danieldalton/subject-1.csv","legacy","7 1 8 5 6 2","Jazzy James","3.1.9","2","y","0","right","right","left","NA","right","1132","50265","3969","NA","1132","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","1","284069","133384","285121","287350","277708","2010","129413","286137","52291","289366","1978","NA","285110","289366","290500","New experiment","27","37330","37","yes","1024"
"73.6842105263","73.6842105263","1006.71052632","1006.71052632","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","37","0","37","37","37","0","0","37","0","37","0","0","37","37","37","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","25","11","/Users/danieldalton/subject-1.csv","legacy","6 7 8 5","Jazzy James","3.1.9","3","y","0","left","right","left","NA","left","925","50265","3969","NA","925","2","legacy","4","1024","2","48000","-16","Sternburgtask","1","odd","8","284069","133384","291569","293812","290515","2010","129413","292591","52291","295833","1978","NA","291558","295833","296760","New experiment","28","38255","38","yes","1024"
"74.358974359","74.358974359","998.948717949","998.948717949","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","38","0","38","38","38","0","0","38","0","38","0","0","38","38","38","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","26","11","/Users/danieldalton/subject-1.csv","legacy","4 1 8 7 5","Jazzy James","3.1.9","3","y","0","left","right","left","NA","left","704","50265","3969","NA","704","2","legacy","5","1024","2","48000","-16","Sternburgtask","1","odd","8","296775","133384","297829","300061","290515","2010","129413","298843","52291","302078","1978","NA","297818","302079","302786","New experiment","29","38959","39","yes","1024"
"75","75","997.725","997.725","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","39","0","39","39","39","0","0","39","0","39","0","0","39","39","39","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","27","11","/Users/danieldalton/subject-1.csv","legacy","2 6 4 3 9","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","950","50265","3969","NA","950","2","legacy","5","1024","2","48000","-16","Sternburgtask","1","odd","1","302799","133384","303854","306089","290515","2010","129413","304868","52291","308104","1978","NA","303843","308104","309056","New experiment","30","39909","40","yes","1024"
"73.1707317073","73.1707317073","989.414634146","989.414634146","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","40","0","40","40","40","0","0","40","0","40","0","0","40","40","40","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","28","11","/Users/danieldalton/subject-1.csv","legacy","7 1 5 6 3","Jazzy James","3.1.9","0","n","0","left","right","left","NA","left","657","50265","3969","NA","657","2","legacy","5","1024","2","48000","-16","Sternburgtask","1","odd","8","309071","133384","310125","312359","290515","2010","129413","311140","52291","314374","1978","NA","310114","314374","315033","New experiment","30","40566","41","yes","1024"
"73.8095238095","73.8095238095","988.214285714","988.214285714","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","41","0","41","41","41","0","0","41","0","41","0","0","41","41","41","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","29","11","/Users/danieldalton/subject-1.csv","legacy","1 6 4 3 9 7","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","939","50265","3969","NA","939","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","8","309071","133384","316107","318341","315048","2010","129413","317123","52291","320364","1978","NA","316096","320364","321305","New experiment","31","41505","42","yes","1024"
"72.0930232558","72.0930232558","991.837209302","991.837209302","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","42","0","42","42","42","0","0","42","0","42","0","0","42","42","42","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","30","11","/Users/danieldalton/subject-1.csv","legacy","7 4 2 8 1 9","Jazzy James","3.1.9","0","n","0","left","right","left","NA","left","1144","50265","3969","NA","1144","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","5","321320","133384","322375","324609","315048","2010","129413","323392","52291","326624","1978","NA","322364","326624","327771","New experiment","31","42649","43","yes","1024"
"72.7272727273","72.7272727273","998.613636364","998.613636364","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","43","0","43","43","43","0","0","43","0","43","0","0","43","43","43","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","31","11","/Users/danieldalton/subject-1.csv","legacy","4 3 2 5 8","Jazzy James","3.1.9","2","y","0","left","right","left","NA","left","1290","50265","3969","NA","1290","2","legacy","5","1024","2","48000","-16","Sternburgtask","1","odd","3","321320","133384","328839","331076","327785","2010","129413","329856","52291","333093","1978","NA","328828","333093","334386","New experiment","32","43939","44","yes","1024"
"73.3333333333","73.3333333333","994.622222222","994.622222222","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","44","0","44","44","44","0","0","44","0","44","0","0","44","44","44","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","32","11","/Users/danieldalton/subject-1.csv","legacy","9 5 8 1","Jazzy James","3.1.9","2","y","0","left","right","left","NA","left","819","50265","3969","NA","819","2","legacy","4","1024","2","48000","-16","Sternburgtask","1","odd","5","334405","133384","335463","337695","327785","2010","129413","336478","52291","339708","1978","NA","335452","339708","340530","New experiment","33","44758","45","yes","1024"
"71.7391304348","71.7391304348","996.130434783","996.130434783","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","45","0","45","45","45","0","0","45","0","45","0","0","45","45","45","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","33","11","/Users/danieldalton/subject-1.csv","legacy","1 4 9 3","Jazzy James","3.1.9","0","n","0","left","right","left","NA","left","1064","50265","3969","NA","1064","2","legacy","4","1024","2","48000","-16","Sternburgtask","1","odd","5","340546","133384","341605","343841","327785","2010","129413","342619","52291","345853","1978","NA","341594","345853","346920","New experiment","33","45822","46","yes","1024"
"70.2127659574","70.2127659574","995.787234043","995.787234043","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","46","0","46","46","46","0","0","46","0","46","0","0","46","46","46","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","34","11","/Users/danieldalton/subject-1.csv","legacy","8 5 3 7 4 6","Jazzy James","3.1.9","6","y","0","right","right","left","NA","right","980","50265","3969","NA","980","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","6","340546","133384","347987","350221","346934","2010","129413","349003","52291","352235","1978","NA","347975","352235","353218","New experiment","33","46802","47","yes","1024"
"70.8333333333","70.8333333333","992.291666667","992.291666667","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","47","0","47","47","47","0","0","47","0","47","0","0","47","47","47","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","35","11","/Users/danieldalton/subject-1.csv","legacy","5 2","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","828","50265","3969","NA","828","2","legacy","2","1024","2","48000","-16","Sternburgtask","1","odd","7","340546","133384","354287","356525","353232","2010","129413","355306","52291","358540","1978","NA","354275","358540","359371","New experiment","34","47630","48","yes","1024"
"69.387755102","69.387755102","984.448979592","984.448979592","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","48","0","48","48","48","0","0","48","0","48","0","0","48","48","48","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","36","11","/Users/danieldalton/subject-1.csv","legacy","6 9 7 3 8 2","Jazzy James","3.1.9","0","n","0","left","right","left","NA","left","608","50265","3969","NA","608","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","5","359385","133384","360440","362673","353232","2010","129413","361456","52291","364686","1978","NA","360429","364686","365296","New experiment","34","48238","49","yes","1024"
"70","70","989.7","989.7","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","49","0","49","49","49","0","0","49","0","49","0","0","49","49","49","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","37","11","/Users/danieldalton/subject-1.csv","legacy","4 7 6 8 2 3","Jazzy James","3.1.9","6","y","0","left","right","left","NA","left","1247","50265","3969","NA","1247","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","3","359385","133384","366363","368591","365311","2010","129413","367374","52291","370603","1978","NA","366352","370604","371853","New experiment","35","49485","50","yes","1024"
"68.6274509804","68.6274509804","992.450980392","992.450980392","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","50","0","50","50","50","0","0","50","0","50","0","0","50","50","50","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","38","11","/Users/danieldalton/subject-1.csv","legacy","9 5 3 2 8 6","Jazzy James","3.1.9","0","n","0","left","right","left","NA","left","1130","50265","3969","NA","1130","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","7","371868","133384","372925","375150","365311","2010","129413","373938","52291","377163","1978","NA","372913","377163","378296","New experiment","35","50615","51","yes","1024"
"69.2307692308","69.2307692308","991.692307692","991.692307692","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","51","0","51","51","51","0","0","51","0","51","0","0","51","51","51","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","39","11","/Users/danieldalton/subject-1.csv","legacy","9 6 2 4 1","Jazzy James","3.1.9","4","y","0","left","right","left","NA","left","953","50265","3969","NA","953","2","legacy","5","1024","2","48000","-16","Sternburgtask","1","odd","4","371868","133384","379363","381594","378311","2010","129413","380377","52291","383611","1978","NA","379352","383611","384566","New experiment","36","51568","52","yes","1024"
"69.8113207547","69.8113207547","999.79245283","999.79245283","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","52","0","52","52","52","0","0","52","0","52","0","0","52","52","52","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","40","11","/Users/danieldalton/subject-1.csv","legacy","1","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","1421","50265","3969","NA","1421","2","legacy","1","1024","2","48000","-16","Sternburgtask","1","odd","7","384580","133384","385634","387869","378311","2010","129413","386649","52291","389880","1978","NA","385623","389880","391303","New experiment","37","52989","53","yes","1024"
"70.3703703704","70.3703703704","1000.03703704","1000.03703704","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","53","0","53","53","53","0","0","53","0","53","0","0","53","53","53","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","41","11","/Users/danieldalton/subject-1.csv","legacy","8 9 5 7 1 6","Jazzy James","3.1.9","4","y","0","left","right","left","NA","left","1013","50265","3969","NA","1013","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","7","391317","133384","392372","394600","378311","2010","129413","393383","52291","396613","1978","NA","392360","396613","397629","New experiment","38","54002","54","yes","1024"
"70.9090909091","70.9090909091","1007.23636364","1007.23636364","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","54","0","54","54","54","0","0","54","0","54","0","0","54","54","54","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","42","11","/Users/danieldalton/subject-1.csv","legacy","9","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","1396","50265","3969","NA","1396","2","legacy","1","1024","2","48000","-16","Sternburgtask","1","odd","6","397644","133384","398696","400931","378311","2010","129413","399710","52291","402944","1978","NA","398684","402944","404343","New experiment","39","55398","55","yes","1024"
"71.4285714286","71.4285714286","1014.375","1014.375","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","55","0","55","55","55","0","0","55","0","55","0","0","55","55","55","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","43","11","/Users/danieldalton/subject-1.csv","legacy","7 6","Jazzy James","3.1.9","2","y","0","left","right","left","NA","left","1407","50265","3969","NA","1407","2","legacy","2","1024","2","48000","-16","Sternburgtask","1","odd","6","404358","133384","405410","407637","378311","2010","129413","406421","52291","409660","1978","NA","405399","409660","411069","New experiment","40","56805","56","yes","1024"
"70.1754385965","70.1754385965","1011.92982456","1011.92982456","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","56","0","56","56","56","0","0","56","0","56","0","0","56","56","56","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","44","11","/Users/danieldalton/subject-1.csv","legacy","3 9 8 1 6 4","Jazzy James","3.1.9","0","n","0","left","right","left","NA","left","875","50265","3969","NA","875","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","7","411083","133384","412147","414380","378311","2010","129413","413161","52291","416394","1978","NA","412134","416394","417272","New experiment","40","57680","57","yes","1024"
"70.6896551724","70.6896551724","1013.06896552","1013.06896552","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","57","0","57","57","57","0","0","57","0","57","0","0","57","57","57","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","45","11","/Users/danieldalton/subject-1.csv","legacy","7 9 1 6","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","1078","50265","3969","NA","1078","2","legacy","4","1024","2","48000","-16","Sternburgtask","1","odd","4","411083","133384","418344","420579","417286","2010","129413","419361","52291","422593","1978","NA","418332","422593","423673","New experiment","41","58758","58","yes","1024"
"71.186440678","71.186440678","1015.01694915","1015.01694915","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","58","0","58","58","58","0","0","58","0","58","0","0","58","58","58","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","46","11","/Users/danieldalton/subject-1.csv","legacy","8 5 1 3 9","Jazzy James","3.1.9","4","y","0","left","right","left","NA","left","1128","50265","3969","NA","1128","2","legacy","5","1024","2","48000","-16","Sternburgtask","1","odd","3","423687","133384","424740","426980","417286","2010","129413","425758","52291","428993","1978","NA","424729","428993","430124","New experiment","42","59886","59","yes","1024"
"70","70","1013.26666667","1013.26666667","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","59","0","59","59","59","0","0","59","0","59","0","0","59","59","59","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","47","11","/Users/danieldalton/subject-1.csv","legacy","4 2 7 6 1 3","Jazzy James","3.1.9","0","n","0","left","right","left","NA","left","910","50265","3969","NA","910","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","8","430138","133384","431192","433424","417286","2010","129413","432208","52291","435443","1978","NA","431181","435443","436355","New experiment","42","60796","60","yes","1024"
"70.4918032787","70.4918032787","1013.90163934","1013.90163934","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","60","0","60","60","60","0","0","60","0","60","0","0","60","60","60","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","48","11","/Users/danieldalton/subject-1.csv","legacy","7 9","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","1052","50265","3969","NA","1052","2","legacy","2","1024","2","48000","-16","Sternburgtask","1","odd","1","430138","133384","437421","439655","436369","2010","129413","438438","52291","441668","1978","NA","437410","441668","442722","New experiment","43","61848","61","yes","1024"
"70.9677419355","70.9677419355","1011.85483871","1011.85483871","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","61","0","61","61","61","0","0","61","0","61","0","0","61","61","61","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","49","11","/Users/danieldalton/subject-1.csv","legacy","6 8 4","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","887","50265","3969","NA","887","2","legacy","3","1024","2","48000","-16","Sternburgtask","1","odd","1","442739","133384","443793","446029","436369","2010","129413","444812","52291","448042","1978","NA","443779","448043","448933","New experiment","44","62735","62","yes","1024"
"71.4285714286","71.4285714286","1010.6984127","1010.6984127","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","62","0","62","62","62","0","0","62","0","62","0","0","62","62","62","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","50","11","/Users/danieldalton/subject-1.csv","legacy","4 8 1 2","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","939","50265","3969","NA","939","2","legacy","4","1024","2","48000","-16","Sternburgtask","1","odd","7","448947","133384","450001","452235","436369","2010","129413","451013","52291","454250","1978","NA","449990","454250","455191","New experiment","45","63674","63","yes","1024"
"70.3125","70.3125","1007.9375","1007.9375","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","63","0","63","63","63","0","0","63","0","63","0","0","63","63","63","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","51","11","/Users/danieldalton/subject-1.csv","legacy","5 2 9 6 1 7","Jazzy James","3.1.9","3","y","0","right","right","left","NA","right","834","50265","3969","NA","834","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","9","455210","133384","456262","458488","436369","2010","129413","457275","52291","460508","1978","NA","456251","460508","461345","New experiment","45","64508","64","yes","1024"
"70.7692307692","70.7692307692","1000.29230769","1000.29230769","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","64","0","64","64","64","0","0","64","0","64","0","0","64","64","64","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","52","11","/Users/danieldalton/subject-1.csv","legacy","3 4","Jazzy James","3.1.9","1","y","0","left","right","left","NA","left","511","50265","3969","NA","511","2","legacy","2","1024","2","48000","-16","Sternburgtask","1","odd","3","455210","133384","462446","464678","461391","2010","129413","463462","52291","466701","1978","NA","462435","466701","467215","New experiment","46","65019","65","yes","1024"
"69.696969697","69.696969697","992.954545455","992.954545455","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","65","0","65","65","65","0","0","65","0","65","0","0","65","65","65","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","53","11","/Users/danieldalton/subject-1.csv","legacy","2 8 7 9 5 3","Jazzy James","3.1.9","0","n","0","left","right","left","NA","left","516","50265","3969","NA","516","2","legacy","6","1024","2","48000","-16","Sternburgtask","1","odd","6","467228","133384","468281","470514","461391","2010","129413","469296","52291","472527","1978","NA","468270","472527","473046","New experiment","46","65535","66","yes","1024"
"70.1492537313","70.1492537313","990.059701493","990.059701493","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","66","0","66","66","66","0","0","66","0","66","0","0","66","66","66","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","54","11","/Users/danieldalton/subject-1.csv","legacy","5 2 6","Jazzy James","3.1.9","2","y","0","left","right","left","NA","left","799","50265","3969","NA","799","2","legacy","3","1024","2","48000","-16","Sternburgtask","1","odd","2","467228","133384","474113","476353","473060","2010","129413","475133","52291","478367","1978","NA","474102","478367","479169","New experiment","47","66334","67","yes","1024"
"70.5882352941","70.5882352941","989.941176471","989.941176471","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","67","0","67","67","67","0","0","67","0","67","0","0","67","67","67","Tue Oct  2 19:10:41 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","55","11","/Users/danieldalton/subject-1.csv","legacy","8 9","Jazzy James","3.1.9","0","n","0","right","right","left","NA","right","982","50265","3969","NA","982","2","legacy","2","1024","2","48000","-16","Sternburgtask","1","odd","5","479182","133384","480234","482465","473060","2010","129413","481248","52291","484482","1978","NA","480222","484482","485467","New experiment","48","67316","68","yes","1024"
