"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_memorySet","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_memorySet","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"81.8181818182","81.8181818182","745.909090909","745.909090909","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","left","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","5 2 9 6 1 7","Kafkaesque Koffka","3.2.5","3","y","0","left","right","left","left","NA","947","86748","13566","947","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","252213","241813","249905","4673","189215","249968","248255","4709","175648","254229","250996","255178","91459","254229","NA","Sternburg task","18","16410","22","yes","1024"
"82.6086956522","82.6086956522","765.869565217","765.869565217","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","left","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","9 5 8 1","Kafkaesque Koffka","3.2.5","2","y","0","left","right","left","left","NA","1205","86748","13566","1205","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","259204","255244","256893","4673","189215","256958","248255","4709","175648","261209","257987","262414","91459","261208","NA","Sternburg task","19","17615","23","yes","1024"
"83.3333333333","83.3333333333","757.666666667","757.666666667","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","left","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","9 8 4","Kafkaesque Koffka","3.2.5","1","y","0","left","right","left","left","NA","569","86748","13566","569","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","266427","262482","264126","4673","189215","264179","248255","4709","175648","268431","265209","269001","91459","268430","NA","Sternburg task","20","18184","24","yes","1024"
"84","84","758.64","758.64","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","right","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","6 9 7 3 8 2","Kafkaesque Koffka","3.2.5","0","n","0","right","right","left","right","NA","782","86748","13566","782","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","273033","269071","270722","4673","189215","270775","248255","4709","175648","275036","271816","275820","91459","275036","NA","Sternburg task","21","18966","25","yes","1024"
"84.6153846154","84.6153846154","757.884615385","757.884615385","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","left","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","8 9 5 6 7","Kafkaesque Koffka","3.2.5","1","y","0","left","right","left","left","NA","739","86748","13566","739","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","279817","275893","277532","4673","189215","277584","248255","4709","175648","281835","278613","282575","91459","281834","NA","Sternburg task","22","19705","26","yes","1024"
"85.1851851852","85.1851851852","756","756","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","right","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","1 8 7","Kafkaesque Koffka","3.2.5","0","n","0","right","right","left","right","NA","707","86748","13566","707","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","286578","282628","284291","4673","189215","284346","248255","4709","175648","288582","285374","289289","91459","288581","NA","Sternburg task","23","20412","27","yes","1024"
"85.7142857143","85.7142857143","767.857142857","767.857142857","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","right","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","8 5 7 3 6","Kafkaesque Koffka","3.2.5","0","n","0","right","right","left","right","NA","1088","86748","13566","1088","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","293282","289339","290975","4673","189215","291035","248255","4709","175648","295299","292065","296388","91459","295298","NA","Sternburg task","24","21500","28","yes","1024"
"86.2068965517","86.2068965517","767.172413793","767.172413793","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","right","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","1 7 5 2","Kafkaesque Koffka","3.2.5","0","n","0","right","right","left","right","NA","748","86748","13566","748","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","300622","296426","298329","4673","189215","298383","248255","4709","175648","302626","299417","303375","91459","302625","NA","Sternburg task","25","22248","29","yes","1024"
"86.6666666667","86.6666666667","774.166666667","774.166666667","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","left","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","4 6 2 5 1","Kafkaesque Koffka","3.2.5","5","y","0","left","right","left","left","NA","977","86748","13566","977","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","307358","303414","305070","4673","189215","305123","248255","4709","175648","309376","306154","310355","91459","309375","NA","Sternburg task","26","23225","30","yes","1024"
"87.0967741935","87.0967741935","769.35483871","769.35483871","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","right","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","5 2","Kafkaesque Koffka","3.2.5","0","n","0","right","right","left","right","NA","625","86748","13566","625","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","7","314367","310415","312064","4673","189215","312118","248255","4709","175648","316383","313150","317009","91459","316382","NA","Sternburg task","27","23850","31","yes","1024"
"87.5","87.5","768.875","768.875","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","left","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","6 8 9 3 4 9","Kafkaesque Koffka","3.2.5","5","y","0","left","right","left","left","NA","754","86748","13566","754","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","321073","317094","318764","4673","189215","318828","248255","4709","175648","323089","319856","323844","91459","323089","NA","Sternburg task","28","24604","32","yes","1024"
"87.8787878788","87.8787878788","770","770","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","right","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","6 9 4 5 2","Kafkaesque Koffka","3.2.5","0","n","0","right","right","left","right","NA","806","86748","13566","806","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","327862","323917","325561","4673","189215","325615","248255","4709","175648","329879","326646","330687","91459","329879","NA","Sternburg task","29","25410","33","yes","1024"
"88.2352941176","88.2352941176","772.470588235","772.470588235","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","right","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","9 5 3 2 8 6","Kafkaesque Koffka","3.2.5","0","n","0","right","right","left","right","NA","854","86748","13566","854","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","334718","330742","332405","4673","189215","332471","248255","4709","175648","336735","333501","337590","91459","336734","NA","Sternburg task","30","26264","34","yes","1024"
"88.5714285714","88.5714285714","768.257142857","768.257142857","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","right","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","7 9","Kafkaesque Koffka","3.2.5","0","n","0","right","right","left","right","NA","625","86748","13566","625","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","1","341823","337883","339539","4673","189215","339591","248255","4709","175648","343841","340619","344467","91459","343840","NA","Sternburg task","31","26889","35","yes","1024"
"88.8888888889","88.8888888889","764.722222222","764.722222222","black","experiment","xpyriment","legacy","legacy","0","uniform","1","undefined","1","right","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","10/07/18 23:05:12","The main experiment item","yes","Sternburgtask.osexp","C:/Users/Owner/Documents","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/Owner/Documents/ctsubject-3.csv","xpyriment","5 9 2 3","Kafkaesque Koffka","3.2.5","0","n","0","right","right","left","right","NA","641","86748","13566","641","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","8","348480","344522","346168","4673","189215","346235","248255","4709","175648","350497","347264","351140","91459","350496","NA","Sternburg task","32","27530","36","yes","1024"
