condition,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_Stimulus,count_errorfeedback,count_experiment,count_faster,count_finish,count_fixation,count_instruction1,count_instruction2,count_instruction3,count_keyboard_response,count_logger,count_sequence,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction1,response_instruction2,response_instruction3,response_keyboard_response,response_time,response_time_finish,response_time_instruction1,response_time_instruction2,response_time_instruction3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_Stimulus,time_errorfeedback,time_experiment,time_faster,time_finish,time_fixation,time_instruction1,time_instruction2,time_instruction3,time_keyboard_response,time_logger,time_sequence,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
congruent,97.2972973,97.2972973,583.2972973,583.2972973,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,36,36,36,0,36,0,36,0,0,0,36,36,36,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,36,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,397,NA,80026,NA,NA,397,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,148710,149918,103165,3911,NA,NA,149810,3921,NA,NA,149918,150316,149802,Flanker Task,36,21582,37,yes,1024
incongruent,97.36842105,97.36842105,586.6842105,586.6842105,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,37,37,37,0,37,0,37,0,0,0,37,37,37,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,37,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,712,NA,80026,NA,NA,712,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,150328,151534,103165,3911,NA,NA,151425,3921,NA,NA,151534,152247,151417,Flanker Task,37,22294,38,yes,1024
incongruent,97.43589744,97.43589744,587.7179487,587.7179487,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,38,38,38,0,38,0,38,0,0,0,38,38,38,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,38,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,627,NA,80026,NA,NA,627,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,152259,153478,103165,3911,NA,NA,153370,3921,NA,NA,153478,154106,153358,Flanker Task,38,22921,39,yes,1024
incongruent,97.5,97.5,595.375,595.375,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,39,39,39,0,39,0,39,0,0,0,39,39,39,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,39,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,894,NA,80026,NA,NA,894,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,154120,155327,103165,3911,NA,NA,155217,3921,NA,NA,155327,156222,155209,Flanker Task,39,23815,40,yes,1024
incongruent,97.56097561,97.56097561,593.5365854,593.5365854,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,40,40,40,0,40,0,40,0,0,0,40,40,40,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,40,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,520,NA,80026,NA,NA,520,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,156235,157446,103165,3911,NA,NA,157338,3921,NA,NA,157446,157967,157329,Flanker Task,40,24335,41,yes,1024
incongruent,97.61904762,97.61904762,593.952381,593.952381,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,41,41,41,0,41,0,41,0,0,0,41,41,41,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,41,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,611,NA,80026,NA,NA,611,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,157979,159194,103165,3911,NA,NA,159081,3921,NA,NA,159194,159806,159073,Flanker Task,41,24946,42,yes,1024
Congruent,97.6744186,97.6744186,593.9767442,593.9767442,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,42,42,42,0,42,0,42,0,0,0,42,42,42,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,42,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,595,NA,80026,NA,NA,595,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,159817,161028,103165,3911,NA,NA,160920,3921,NA,NA,161028,161625,160911,Flanker Task,42,25541,43,yes,1024
incongruent,97.72727273,97.72727273,595.5909091,595.5909091,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,43,43,43,0,43,0,43,0,0,0,43,43,43,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,43,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,665,NA,80026,NA,NA,665,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,161636,162841,103165,3911,NA,NA,162733,3921,NA,NA,162841,163507,162725,Flanker Task,43,26206,44,yes,1024
incongruent,97.77777778,97.77777778,594.0666667,594.0666667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,44,44,44,0,44,0,44,0,0,0,44,44,44,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,44,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,527,NA,80026,NA,NA,527,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,163519,164728,103165,3911,NA,NA,164618,3921,NA,NA,164729,165257,164610,Flanker Task,44,26733,45,yes,1024
incongruent,97.82608696,97.82608696,597.5,597.5,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,45,45,45,0,45,0,45,0,0,0,45,45,45,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,45,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,752,NA,80026,NA,NA,752,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,165269,166479,103165,3911,NA,NA,166370,3921,NA,NA,166479,167232,166362,Flanker Task,45,27485,46,yes,1024
incongruent,97.87234043,97.87234043,599.212766,599.212766,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,46,46,46,0,46,0,46,0,0,0,46,46,46,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,46,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,678,NA,80026,NA,NA,678,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,167244,168451,103165,3911,NA,NA,168343,3921,NA,NA,168451,169130,168334,Flanker Task,46,28163,47,yes,1024
incongruent,97.91666667,97.91666667,598.7916667,598.7916667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,47,47,47,0,47,0,47,0,0,0,47,47,47,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,47,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,579,NA,80026,NA,NA,579,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,169142,170350,103165,3911,NA,NA,170242,3921,NA,NA,170350,170930,170234,Flanker Task,47,28742,48,yes,1024
Congruent,97.95918367,97.95918367,597.877551,597.877551,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,48,48,48,0,48,0,48,0,0,0,48,48,48,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,48,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,554,NA,80026,NA,NA,554,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,170942,172152,103165,3911,NA,NA,172038,3921,NA,NA,172152,172708,172029,Flanker Task,48,29296,49,yes,1024
incongruent,98,98,598.5,598.5,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,49,49,49,0,49,0,49,0,0,0,49,49,49,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,49,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,629,NA,80026,NA,NA,629,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,172720,173932,103165,3911,NA,NA,173824,3921,NA,NA,173932,174563,173816,Flanker Task,49,29925,50,yes,1024
incongruent,98.03921569,98.03921569,598.8627451,598.8627451,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,50,50,50,0,50,0,50,0,0,0,50,50,50,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,50,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,617,NA,80026,NA,NA,617,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,174574,175782,103165,3911,NA,NA,175674,3921,NA,NA,175782,176401,175666,Flanker Task,50,30542,51,yes,1024
incongruent,98.07692308,98.07692308,598.75,598.75,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,51,51,51,0,51,0,51,0,0,0,51,51,51,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,51,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,593,NA,80026,NA,NA,593,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,176412,177619,103165,3911,NA,NA,177508,3921,NA,NA,177619,178213,177500,Flanker Task,51,31135,52,yes,1024
incongruent,98.11320755,98.11320755,600.8301887,600.8301887,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,52,52,52,0,52,0,52,0,0,0,52,52,52,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,52,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,709,NA,80026,NA,NA,709,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,178228,179439,103165,3911,NA,NA,179332,3921,NA,NA,179440,180150,179323,Flanker Task,52,31844,53,yes,1024
congruent,98.14814815,98.14814815,598.2962963,598.2962963,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,53,53,53,0,53,0,53,0,0,0,53,53,53,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,53,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,464,NA,80026,NA,NA,464,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,180163,181375,103165,3911,NA,NA,181263,3921,NA,NA,181375,181840,181255,Flanker Task,53,32308,54,yes,1024
congruent,98.18181818,98.18181818,599.7454545,599.7454545,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,54,54,54,0,54,0,54,0,0,0,54,54,54,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,54,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,678,NA,80026,NA,NA,678,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,181853,183064,103165,3911,NA,NA,182952,3921,NA,NA,183064,183743,182942,Flanker Task,54,32986,55,yes,1024
Congruent,98.21428571,98.21428571,595.9464286,595.9464286,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,55,55,55,0,55,0,55,0,0,0,55,55,55,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,55,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,387,NA,80026,NA,NA,387,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,183756,184962,103165,3911,NA,NA,184853,3921,NA,NA,184962,185350,184845,Flanker Task,55,33373,56,yes,1024
incongruent,96.49122807,96.49122807,592.4561404,592.4561404,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,56,56,56,0,56,0,56,0,0,0,56,56,56,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,56,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,397,NA,80026,NA,NA,397,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,185363,186574,103165,3911,NA,NA,186460,3921,NA,NA,186574,186973,186452,Flanker Task,55,33770,57,yes,1024
congruent,96.55172414,96.55172414,590.5689655,590.5689655,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,57,57,57,0,57,0,57,0,0,0,57,57,57,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,57,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,483,NA,80026,NA,NA,483,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,187497,188715,186986,3911,NA,NA,188605,3921,NA,NA,188715,189200,188597,Flanker Task,56,34253,58,yes,1024
incongruent,96.61016949,96.61016949,589.1525424,589.1525424,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,58,58,58,0,58,0,58,0,0,0,58,58,58,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,58,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,507,NA,80026,NA,NA,507,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,189211,190416,186986,3911,NA,NA,190308,3921,NA,NA,190416,190924,190300,Flanker Task,57,34760,59,yes,1024
Congruent,96.66666667,96.66666667,589.6833333,589.6833333,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,59,59,59,0,59,0,59,0,0,0,59,59,59,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,59,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,621,NA,80026,NA,NA,621,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,190936,192145,186986,3911,NA,NA,192034,3921,NA,NA,192146,192768,192026,Flanker Task,58,35381,60,yes,1024
incongruent,96.72131148,96.72131148,591.1803279,591.1803279,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,60,60,60,0,60,0,60,0,0,0,60,60,60,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,60,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,681,NA,80026,NA,NA,681,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,192780,193985,186986,3911,NA,NA,193877,3921,NA,NA,193985,194668,193869,Flanker Task,59,36062,61,yes,1024
incongruent,96.77419355,96.77419355,591.1451613,591.1451613,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,61,61,61,0,61,0,61,0,0,0,61,61,61,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,61,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,589,NA,80026,NA,NA,589,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,194681,195888,186986,3911,NA,NA,195779,3921,NA,NA,195888,196479,195769,Flanker Task,60,36651,62,yes,1024
Congruent,96.82539683,96.82539683,589.5555556,589.5555556,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,62,62,62,0,62,0,62,0,0,0,62,62,62,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,62,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,491,NA,80026,NA,NA,491,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,196491,197695,186986,3911,NA,NA,197587,3921,NA,NA,197695,198188,197579,Flanker Task,61,37142,63,yes,1024
incongruent,96.875,96.875,587.765625,587.765625,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,63,63,63,0,63,0,63,0,0,0,63,63,63,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,63,63,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,475,NA,80026,NA,NA,475,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,198199,199403,186986,3911,NA,NA,199296,3921,NA,NA,199404,199881,199288,Flanker Task,62,37617,64,yes,1024
incongruent,96.92307692,96.92307692,588.9076923,588.9076923,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,64,64,64,0,64,0,64,0,0,0,64,64,64,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,64,64,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,662,NA,80026,NA,NA,662,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,199895,201105,186986,3911,NA,NA,200996,3921,NA,NA,201105,201769,200988,Flanker Task,63,38279,65,yes,1024
incongruent,96.96969697,96.96969697,587.8636364,587.8636364,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,65,65,65,0,65,0,65,0,0,0,65,65,65,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,65,65,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,520,NA,80026,NA,NA,520,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,201780,202992,186986,3911,NA,NA,202879,3921,NA,NA,202992,203514,202870,Flanker Task,64,38799,66,yes,1024
Congruent,97.01492537,97.01492537,585.9402985,585.9402985,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,66,66,66,0,66,0,66,0,0,0,66,66,66,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,66,66,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,459,NA,80026,NA,NA,459,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,203526,204735,186986,3911,NA,NA,204626,3921,NA,NA,204735,205196,204616,Flanker Task,65,39258,67,yes,1024
incongruent,97.05882353,97.05882353,586.0882353,586.0882353,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,67,67,67,0,67,0,67,0,0,0,67,67,67,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,67,67,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,596,NA,80026,NA,NA,596,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,205212,206417,186986,3911,NA,NA,206308,3921,NA,NA,206417,207015,206300,Flanker Task,66,39854,68,yes,1024
congruent,97.10144928,97.10144928,585.884058,585.884058,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,68,68,68,0,68,0,68,0,0,0,68,68,68,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,68,68,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,572,NA,80026,NA,NA,572,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,207028,208243,186986,3911,NA,NA,208132,3921,NA,NA,208243,208817,208122,Flanker Task,67,40426,69,yes,1024
Congruent,97.14285714,97.14285714,583.8428571,583.8428571,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,69,69,69,0,69,0,69,0,0,0,69,69,69,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,69,69,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,443,NA,80026,NA,NA,443,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,208829,210037,186986,3911,NA,NA,209930,3921,NA,NA,210038,210483,209920,Flanker Task,68,40869,70,yes,1024
Congruent,97.18309859,97.18309859,582.7042254,582.7042254,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,70,70,70,0,70,0,70,0,0,0,70,70,70,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,70,70,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,503,NA,80026,NA,NA,503,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,210495,211702,186986,3911,NA,NA,211591,3921,NA,NA,211702,212207,211582,Flanker Task,69,41372,71,yes,1024
incongruent,95.83333333,95.83333333,581.2777778,581.2777778,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,71,71,71,0,71,0,71,0,0,0,71,71,71,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,71,71,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,480,NA,80026,NA,NA,480,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,212220,213424,186986,3911,NA,NA,213314,3921,NA,NA,213424,213906,213306,Flanker Task,69,41852,72,yes,1024
incongruent,95.89041096,95.89041096,581.8082192,581.8082192,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,72,72,72,0,72,0,72,0,0,0,72,72,72,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,72,72,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,620,NA,80026,NA,NA,620,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,214426,215640,213918,3911,NA,NA,215529,3921,NA,NA,215640,216262,215521,Flanker Task,70,42472,73,yes,1024
