"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ISI","count_Stimulus","count_errorfeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_sequence","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ISI","time_Stimulus","time_errorfeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","1404","1404","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fri Sep  7 15:08:46 2018","1500","The main experiment item","yes","FlankerTaskAHC.osexp","/Users/abigailchristie/Desktop/Faulkenberry","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/abigailchristie/Desktop/Faulkenberry/AHC02.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","1404","NA","56277","NA","NA","1404","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","58705","NA","NA","NA","58904","NA","2406","NA","NA","58795","2417","NA","NA","58904","60310","58787","Flanker Task-AHC","1","1404","1","yes","1024"
"100","100","1055","1055","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","Fri Sep  7 15:08:46 2018","1500","The main experiment item","yes","FlankerTaskAHC.osexp","/Users/abigailchristie/Desktop/Faulkenberry","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/abigailchristie/Desktop/Faulkenberry/AHC02.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","706","NA","56277","NA","NA","706","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","58705","NA","NA","60323","61530","NA","2406","NA","NA","61421","2417","NA","NA","61531","62239","61414","Flanker Task-AHC","2","2110","2","yes","1024"
"100","100","1005","1005","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","2","2","2","0","2","0","2","0","0","0","2","2","2","Fri Sep  7 15:08:46 2018","1500","The main experiment item","yes","FlankerTaskAHC.osexp","/Users/abigailchristie/Desktop/Faulkenberry","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/abigailchristie/Desktop/Faulkenberry/AHC02.csv","legacy","Kafkaesque Koffka","3.2.5","0","s","NA","s","NA","NA","s","905","NA","56277","NA","NA","905","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","58705","NA","NA","62253","63451","NA","2406","NA","NA","63340","2417","NA","NA","63451","64358","63333","Flanker Task-AHC","3","3015","3","yes","1024"
"100","100","909","909","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","3","3","3","0","3","0","3","0","0","0","3","3","3","Fri Sep  7 15:08:46 2018","1500","The main experiment item","yes","FlankerTaskAHC.osexp","/Users/abigailchristie/Desktop/Faulkenberry","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/abigailchristie/Desktop/Faulkenberry/AHC02.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","621","NA","56277","NA","NA","621","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","58705","NA","NA","64370","65568","NA","2406","NA","NA","65459","2417","NA","NA","65568","66191","65451","Flanker Task-AHC","4","3636","4","yes","1024"
"100","100","887.8","887.8","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","4","4","4","0","4","0","4","0","0","0","4","4","4","Fri Sep  7 15:08:46 2018","1500","The main experiment item","yes","FlankerTaskAHC.osexp","/Users/abigailchristie/Desktop/Faulkenberry","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/abigailchristie/Desktop/Faulkenberry/AHC02.csv","legacy","Kafkaesque Koffka","3.2.5","0","s","NA","s","NA","NA","s","803","NA","56277","NA","NA","803","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","58705","NA","NA","66201","67401","NA","2406","NA","NA","67292","2417","NA","NA","67401","68207","67285","Flanker Task-AHC","5","4439","5","yes","1024"
"100","100","869.666666667","869.666666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","5","5","5","0","5","0","5","0","0","0","5","5","5","Fri Sep  7 15:08:46 2018","1500","The main experiment item","yes","FlankerTaskAHC.osexp","/Users/abigailchristie/Desktop/Faulkenberry","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/abigailchristie/Desktop/Faulkenberry/AHC02.csv","legacy","Kafkaesque Koffka","3.2.5","0","s","NA","s","NA","NA","s","779","NA","56277","NA","NA","779","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","58705","NA","NA","68221","69417","NA","2406","NA","NA","69308","2417","NA","NA","69417","70198","69301","Flanker Task-AHC","6","5218","6","yes","1024"
"100","100","843.571428571","843.571428571","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","6","6","6","0","6","0","6","0","0","0","6","6","6","Fri Sep  7 15:08:46 2018","1500","The main experiment item","yes","FlankerTaskAHC.osexp","/Users/abigailchristie/Desktop/Faulkenberry","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/abigailchristie/Desktop/Faulkenberry/AHC02.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","687","NA","56277","NA","NA","687","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","58705","NA","NA","70208","71405","NA","2406","NA","NA","71296","2417","NA","NA","71405","72094","71289","Flanker Task-AHC","7","5905","7","yes","1024"
"100","100","821.875","821.875","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","7","7","7","0","7","0","7","0","0","0","7","7","7","Fri Sep  7 15:08:46 2018","1500","The main experiment item","yes","FlankerTaskAHC.osexp","/Users/abigailchristie/Desktop/Faulkenberry","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/abigailchristie/Desktop/Faulkenberry/AHC02.csv","legacy","Kafkaesque Koffka","3.2.5","0","s","NA","s","NA","NA","s","670","NA","56277","NA","NA","670","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","58705","NA","NA","72106","73303","NA","2406","NA","NA","73194","2417","NA","NA","73303","73975","73187","Flanker Task-AHC","8","6575","8","yes","1024"
"100","100","804.222222222","804.222222222","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","8","8","8","0","8","0","8","0","0","0","8","8","8","Fri Sep  7 15:08:46 2018","1500","The main experiment item","yes","FlankerTaskAHC.osexp","/Users/abigailchristie/Desktop/Faulkenberry","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/abigailchristie/Desktop/Faulkenberry/AHC02.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","663","NA","56277","NA","NA","663","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","58705","NA","NA","73987","75182","NA","2406","NA","NA","75073","2417","NA","NA","75182","75847","75066","Flanker Task-AHC","9","7238","9","yes","1024"
"100","100","788.3","788.3","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","9","9","9","0","9","0","9","0","0","0","9","9","9","Fri Sep  7 15:08:46 2018","1500","The main experiment item","yes","FlankerTaskAHC.osexp","/Users/abigailchristie/Desktop/Faulkenberry","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/abigailchristie/Desktop/Faulkenberry/AHC02.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","645","NA","56277","NA","NA","645","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","58705","NA","NA","75859","77056","NA","2406","NA","NA","76947","2417","NA","NA","77056","77702","76939","Flanker Task-AHC","10","7883","10","yes","1024"
