condition,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_Stimulus,count_errorfeedback,count_experiment,count_faster,count_finish,count_fixation,count_instruction1,count_instruction2,count_instruction3,count_keyboard_response,count_logger,count_sequence,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction1,response_instruction2,response_instruction3,response_keyboard_response,response_time,response_time_finish,response_time_instruction1,response_time_instruction2,response_time_instruction3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_Stimulus,time_errorfeedback,time_experiment,time_faster,time_finish,time_fixation,time_instruction1,time_instruction2,time_instruction3,time_keyboard_response,time_logger,time_sequence,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
Congruent,97.2972973,97.2972973,626.9459459,626.9459459,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,36,36,36,0,36,0,36,0,0,0,36,36,36,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,36,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,511,NA,25984,NA,NA,511,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,NA,NA,97241,98452,39983,4594,NA,NA,98343,4609,NA,NA,98453,98966,98333,Flanker Task,36,23197,37,yes,1024
Congruent,97.36842105,97.36842105,621.6842105,621.6842105,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,37,37,37,0,37,0,37,0,0,0,37,37,37,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,37,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,427,NA,25984,NA,NA,427,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,NA,NA,98977,100196,39983,4594,NA,NA,100083,4609,NA,NA,100196,100624,100074,Flanker Task,37,23624,38,yes,1024
incongruent,97.43589744,97.43589744,620.5384615,620.5384615,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,38,38,38,0,38,0,38,0,0,0,38,38,38,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,38,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,577,NA,25984,NA,NA,577,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,100636,101853,39983,4594,NA,NA,101739,4609,NA,NA,101853,102432,101730,Flanker Task,38,24201,39,yes,1024
congruent,97.5,97.5,618.95,618.95,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,39,39,39,0,39,0,39,0,0,0,39,39,39,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,39,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,557,NA,25984,NA,NA,557,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,NA,NA,102445,103658,39983,4594,NA,NA,103544,4609,NA,NA,103658,104217,103535,Flanker Task,39,24758,40,yes,1024
incongruent,97.56097561,97.56097561,617.0487805,617.0487805,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,40,40,40,0,40,0,40,0,0,0,40,40,40,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,40,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,541,NA,25984,NA,NA,541,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,104228,105438,39983,4594,NA,NA,105330,4609,NA,NA,105438,105981,105322,Flanker Task,40,25299,41,yes,1024
congruent,97.61904762,97.61904762,619.7619048,619.7619048,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,41,41,41,0,41,0,41,0,0,0,41,41,41,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,41,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,731,NA,25984,NA,NA,731,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,NA,NA,105993,107214,39983,4594,NA,NA,107104,4609,NA,NA,107214,107947,107095,Flanker Task,41,26030,42,yes,1024
incongruent,97.6744186,97.6744186,616.5348837,616.5348837,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,42,42,42,0,42,0,42,0,0,0,42,42,42,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,42,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,481,NA,25984,NA,NA,481,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,107959,109168,39983,4594,NA,NA,109058,4609,NA,NA,109168,109651,109049,Flanker Task,42,26511,43,yes,1024
incongruent,97.72727273,97.72727273,612.5909091,612.5909091,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,43,43,43,0,43,0,43,0,0,0,43,43,43,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,43,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,443,NA,25984,NA,NA,443,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,109663,110882,39983,4594,NA,NA,110768,4609,NA,NA,110882,111327,110758,Flanker Task,43,26954,44,yes,1024
incongruent,97.77777778,97.77777778,612.1777778,612.1777778,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,44,44,44,0,44,0,44,0,0,0,44,44,44,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,44,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,594,NA,25984,NA,NA,594,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,NA,NA,111340,112555,39983,4594,NA,NA,112440,4609,NA,NA,112556,113152,112431,Flanker Task,44,27548,45,yes,1024
Congruent,97.82608696,97.82608696,610.4782609,610.4782609,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,45,45,45,0,45,0,45,0,0,0,45,45,45,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,45,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,534,NA,25984,NA,NA,534,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,NA,NA,113163,114373,39983,4594,NA,NA,114265,4609,NA,NA,114373,114909,114255,Flanker Task,45,28082,46,yes,1024
incongruent,97.87234043,97.87234043,613.2765957,613.2765957,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,46,46,46,0,46,0,46,0,0,0,46,46,46,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,46,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,742,NA,25984,NA,NA,742,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,114924,116141,39983,4594,NA,NA,116032,4609,NA,NA,116141,116885,116025,Flanker Task,46,28824,47,yes,1024
incongruent,97.91666667,97.91666667,611.25,611.25,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,47,47,47,0,47,0,47,0,0,0,47,47,47,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,47,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,516,NA,25984,NA,NA,516,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,NA,NA,116896,118110,39983,4594,NA,NA,117996,4609,NA,NA,118110,118628,117988,Flanker Task,47,29340,48,yes,1024
congruent,97.95918367,97.95918367,609.3673469,609.3673469,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,48,48,48,0,48,0,48,0,0,0,48,48,48,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,48,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,519,NA,25984,NA,NA,519,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,NA,NA,118642,119854,39983,4594,NA,NA,119742,4609,NA,NA,119854,120375,119734,Flanker Task,48,29859,49,yes,1024
Congruent,98,98,605.48,605.48,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,49,49,49,0,49,0,49,0,0,0,49,49,49,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,49,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,415,NA,25984,NA,NA,415,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,NA,NA,120387,121598,39983,4594,NA,NA,121491,4609,NA,NA,121599,122016,121482,Flanker Task,49,30274,50,yes,1024
congruent,98.03921569,98.03921569,603.4901961,603.4901961,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,50,50,50,0,50,0,50,0,0,0,50,50,50,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,50,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,504,NA,25984,NA,NA,504,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,NA,NA,122029,123240,39983,4594,NA,NA,123132,4609,NA,NA,123240,123746,123124,Flanker Task,50,30778,51,yes,1024
congruent,98.07692308,98.07692308,600.5384615,600.5384615,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,51,51,51,0,51,0,51,0,0,0,51,51,51,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,51,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,450,NA,25984,NA,NA,450,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,NA,NA,123758,124981,39983,4594,NA,NA,124868,4609,NA,NA,124982,125434,124859,Flanker Task,51,31228,52,yes,1024
congruent,98.11320755,98.11320755,598.245283,598.245283,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,52,52,52,0,52,0,52,0,0,0,52,52,52,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,52,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,479,NA,25984,NA,NA,479,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,NA,NA,125447,126660,39983,4594,NA,NA,126545,4609,NA,NA,126660,127141,126537,Flanker Task,52,31707,53,yes,1024
incongruent,98.14814815,98.14814815,600.2962963,600.2962963,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,53,53,53,0,53,0,53,0,0,0,53,53,53,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,53,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,709,NA,25984,NA,NA,709,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,NA,NA,127153,128366,39983,4594,NA,NA,128254,4609,NA,NA,128367,129078,128245,Flanker Task,53,32416,54,yes,1024
congruent,98.18181818,98.18181818,597.0545455,597.0545455,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,54,54,54,0,54,0,54,0,0,0,54,54,54,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,54,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,422,NA,25984,NA,NA,422,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,NA,NA,129089,130295,39983,4594,NA,NA,130187,4609,NA,NA,130295,130719,130179,Flanker Task,54,32838,55,yes,1024
incongruent,98.21428571,98.21428571,596.1607143,596.1607143,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,55,55,55,0,55,0,55,0,0,0,55,55,55,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,55,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,547,NA,25984,NA,NA,547,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,NA,NA,130730,131954,39983,4594,NA,NA,131841,4609,NA,NA,131954,132502,131831,Flanker Task,55,33385,56,yes,1024
incongruent,98.24561404,98.24561404,595,595,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,56,56,56,0,56,0,56,0,0,0,56,56,56,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,56,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,530,NA,25984,NA,NA,530,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,132513,133729,39983,4594,NA,NA,133620,4609,NA,NA,133729,134260,133610,Flanker Task,56,33915,57,yes,1024
Congruent,98.27586207,98.27586207,591.8103448,591.8103448,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,57,57,57,0,57,0,57,0,0,0,57,57,57,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,57,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,410,NA,25984,NA,NA,410,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,NA,NA,134273,135489,39983,4594,NA,NA,135380,4609,NA,NA,135489,135900,135372,Flanker Task,57,34325,58,yes,1024
incongruent,98.30508475,98.30508475,589.9152542,589.9152542,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,58,58,58,0,58,0,58,0,0,0,58,58,58,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,58,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,480,NA,25984,NA,NA,480,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,NA,NA,135912,137119,39983,4594,NA,NA,137010,4609,NA,NA,137120,137601,137002,Flanker Task,58,34805,59,yes,1024
Congruent,98.33333333,98.33333333,585.9166667,585.9166667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,59,59,59,0,59,0,59,0,0,0,59,59,59,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,59,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,350,NA,25984,NA,NA,350,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,NA,NA,137613,138822,39983,4594,NA,NA,138711,4609,NA,NA,138822,139174,138703,Flanker Task,59,35155,60,yes,1024
incongruent,98.36065574,98.36065574,581,581,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,60,60,60,0,60,0,60,0,0,0,60,60,60,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,60,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,286,NA,25984,NA,NA,286,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,NA,NA,139186,140404,39983,4594,NA,NA,140290,4609,NA,NA,140404,140691,140282,Flanker Task,60,35441,61,yes,1024
Congruent,98.38709677,98.38709677,578.3709677,578.3709677,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,61,61,61,0,61,0,61,0,0,0,61,61,61,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,61,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,418,NA,25984,NA,NA,418,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,NA,NA,140703,141920,39983,4594,NA,NA,141811,4609,NA,NA,141920,142339,141798,Flanker Task,61,35859,62,yes,1024
incongruent,98.41269841,98.41269841,578.3015873,578.3015873,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,62,62,62,0,62,0,62,0,0,0,62,62,62,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,62,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,574,NA,25984,NA,NA,574,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,142352,143572,39983,4594,NA,NA,143461,4609,NA,NA,143572,144147,143453,Flanker Task,62,36433,63,yes,1024
congruent,98.4375,98.4375,575.75,575.75,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,63,63,63,0,63,0,63,0,0,0,63,63,63,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,63,63,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,415,NA,25984,NA,NA,415,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,NA,NA,144159,145378,39983,4594,NA,NA,145268,4609,NA,NA,145379,145795,145261,Flanker Task,63,36848,64,yes,1024
incongruent,98.46153846,98.46153846,576.5538462,576.5538462,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,64,64,64,0,64,0,64,0,0,0,64,64,64,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,64,64,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,628,NA,25984,NA,NA,628,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,145807,147020,39983,4594,NA,NA,146910,4609,NA,NA,147020,147649,146900,Flanker Task,64,37476,65,yes,1024
incongruent,98.48484848,98.48484848,575.1363636,575.1363636,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,65,65,65,0,65,0,65,0,0,0,65,65,65,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,65,65,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,483,NA,25984,NA,NA,483,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,NA,NA,147662,148873,39983,4594,NA,NA,148764,4609,NA,NA,148873,149357,148756,Flanker Task,65,37959,66,yes,1024
Congruent,98.50746269,98.50746269,572.1940299,572.1940299,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,66,66,66,0,66,0,66,0,0,0,66,66,66,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,66,66,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,378,NA,25984,NA,NA,378,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,NA,NA,149369,150587,39983,4594,NA,NA,150478,4609,NA,NA,150588,150967,150466,Flanker Task,66,38337,67,yes,1024
incongruent,98.52941176,98.52941176,570.9705882,570.9705882,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,67,67,67,0,67,0,67,0,0,0,67,67,67,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,67,67,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,489,NA,25984,NA,NA,489,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,150979,152197,39983,4594,NA,NA,152087,4609,NA,NA,152197,152687,152078,Flanker Task,67,38826,68,yes,1024
congruent,98.55072464,98.55072464,569.8405797,569.8405797,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,68,68,68,0,68,0,68,0,0,0,68,68,68,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,68,68,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,493,NA,25984,NA,NA,493,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,NA,NA,152699,153909,39983,4594,NA,NA,153800,4609,NA,NA,153910,154404,153792,Flanker Task,68,39319,69,yes,1024
congruent,98.57142857,98.57142857,568.7,568.7,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,69,69,69,0,69,0,69,0,0,0,69,69,69,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,69,69,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,490,NA,25984,NA,NA,490,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,NA,NA,154415,155629,39983,4594,NA,NA,155515,4609,NA,NA,155629,156120,155506,Flanker Task,69,39809,70,yes,1024
Congruent,98.5915493,98.5915493,567.2816901,567.2816901,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,70,70,70,0,70,0,70,0,0,0,70,70,70,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,70,70,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,468,NA,25984,NA,NA,468,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,NA,NA,156132,157352,39983,4594,NA,NA,157238,4609,NA,NA,157353,157823,157229,Flanker Task,70,40277,71,yes,1024
incongruent,98.61111111,98.61111111,566.0972222,566.0972222,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,71,71,71,0,71,0,71,0,0,0,71,71,71,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,71,71,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,482,NA,25984,NA,NA,482,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,NA,NA,157838,159053,39983,4594,NA,NA,158945,4609,NA,NA,159053,159536,158937,Flanker Task,71,40759,72,yes,1024
incongruent,98.63013699,98.63013699,565.9589041,565.9589041,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,72,72,72,0,72,0,72,0,0,0,72,72,72,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,72,72,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,556,NA,25984,NA,NA,556,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,159549,160766,39983,4594,NA,NA,160655,4609,NA,NA,160766,161323,160647,Flanker Task,72,41315,73,yes,1024
