"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Faster","count_Finish","count_Fixation","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_Sequence","count_Stimulus","count_experiment","count_keyboard_response","count_logger","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Instructions3","response_keyboard_response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Faster","time_Finish","time_Fixation","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_Sequence","time_Stimulus","time_experiment","time_keyboard_response","time_logger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","1023","1023","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09/04/18 14:39:33","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/Anabel/Desktop/AWsubject-3.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","1023","NA","40300","NA","NA","1023","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","41849","NA","NA","NA","NA","NA","41904","NA","1547","NA","NA","41903","42005","1543","42005","43029","Flanker Task","1","1023","1","yes","1024"
"100","100","781.5","781.5","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","1","1","0","1","1","0","0","0","1","1","0","1","1","09/04/18 14:39:33","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/Anabel/Desktop/AWsubject-3.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","540","NA","40300","NA","NA","540","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","41849","NA","NA","NA","NA","NA","44159","43107","1547","NA","NA","44157","44260","1543","44260","44801","Flanker Task","2","1563","2","yes","1024"
"100","100","713.666666667","713.666666667","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","2","2","0","2","2","0","0","0","2","2","0","2","2","09/04/18 14:39:33","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/Anabel/Desktop/AWsubject-3.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","578","NA","40300","NA","NA","578","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","41849","NA","NA","NA","NA","NA","45887","44817","1547","NA","NA","45885","45989","1543","45989","46568","Flanker Task","3","2141","3","yes","1024"
"100","100","677.25","677.25","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","3","3","0","3","3","0","0","0","3","3","0","3","3","09/04/18 14:39:33","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/Anabel/Desktop/AWsubject-3.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","568","NA","40300","NA","NA","568","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","41849","NA","NA","NA","NA","NA","47655","46584","1547","NA","NA","47653","47757","1543","47757","48326","Flanker Task","4","2709","4","yes","1024"
"100","100","662.8","662.8","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","4","4","0","4","4","0","0","0","4","4","0","4","4","09/04/18 14:39:33","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/Anabel/Desktop/AWsubject-3.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","605","NA","40300","NA","NA","605","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","41849","NA","NA","NA","NA","NA","49461","48396","1547","NA","NA","49459","49563","1543","49563","50169","Flanker Task","5","3314","5","yes","1024"
"100","100","646.666666667","646.666666667","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","5","5","0","5","5","0","0","0","5","5","0","5","5","09/04/18 14:39:33","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/Anabel/Desktop/AWsubject-3.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","566","NA","40300","NA","NA","566","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","41849","NA","NA","NA","NA","NA","51256","50184","1547","NA","NA","51254","51358","1543","51358","51925","Flanker Task","6","3880","6","yes","1024"
"100","100","619.142857143","619.142857143","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","6","6","0","6","6","0","0","0","6","6","0","6","6","09/04/18 14:39:33","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/Anabel/Desktop/AWsubject-3.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","454","NA","40300","NA","NA","454","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","41849","NA","NA","NA","NA","NA","53022","51950","1547","NA","NA","53020","53124","1543","53124","53579","Flanker Task","7","4334","7","yes","1024"
"100","100","632.25","632.25","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","7","7","0","7","7","0","0","0","7","7","0","7","7","09/04/18 14:39:33","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/Anabel/Desktop/AWsubject-3.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","724","NA","40300","NA","NA","724","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","41849","NA","NA","NA","NA","NA","54703","53630","1547","NA","NA","54701","54805","1543","54805","55529","Flanker Task","8","5058","8","yes","1024"
"100","100","609","609","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","8","8","0","8","8","0","0","0","8","8","0","8","8","09/04/18 14:39:33","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/Anabel/Desktop/AWsubject-3.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","423","NA","40300","NA","NA","423","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","41849","NA","NA","NA","NA","NA","56636","55573","1547","NA","NA","56634","56738","1543","56738","57161","Flanker Task","9","5481","9","yes","1024"
"100","100","604.6","604.6","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","9","9","0","9","9","0","0","0","9","9","0","9","9","09/04/18 14:39:33","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/Anabel/Desktop/AWsubject-3.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","565","NA","40300","NA","NA","565","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","41849","NA","NA","NA","NA","NA","58276","57207","1547","NA","NA","58274","58378","1543","58378","58944","Flanker Task","10","6046","10","yes","1024"
