"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_Keyboard_Response","correct_response","count_Block1","count_Block2","count_Block3","count_Error_Feedback","count_Faster","count_Finish","count_Fixation","count_ISI","count_Instructions1","count_Instructions2","count_Insturctions3","count_Keyboard_Response","count_Logger","count_Sequence","count_Stimulus","count_experiment","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Insturctions3","response_Keyboard_Response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Insturctions3","response_time_Keyboard_Response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Error_Feedback","time_Faster","time_Finish","time_Fixation","time_ISI","time_Instructions1","time_Instructions2","time_Insturctions3","time_Keyboard_Response","time_Logger","time_Sequence","time_Stimulus","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","745","745","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","h","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fri Sep  7 13:48:00 2018","1500","The main experiment item","yes","FlankerTask.osexp","/Users/emmaleemorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/emmaleemorgan/Desktop/EM subject-3, f, 37.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","745","NA","19877","NA","NA","745","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","23465","NA","NA","NA","NA","NA","23540","NA","3573","NA","NA","23652","24399","23530","23652","3551","Flanker Task","1","745","1","yes","1024"
"100","100","651","651","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","s","0","0","0","1","1","0","1","1","0","0","0","1","1","1","1","0","Fri Sep  7 13:48:00 2018","1500","The main experiment item","yes","FlankerTask.osexp","/Users/emmaleemorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/emmaleemorgan/Desktop/EM subject-3, f, 37.csv","legacy","Kafkaesque Koffka","3.2.5","0","s","NA","s","NA","NA","s","557","NA","19877","NA","NA","557","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","23465","NA","NA","NA","NA","NA","25494","24414","3573","NA","NA","25607","26165","25483","25607","3551","Flanker Task","2","1302","2","yes","1024"
"100","100","677","677","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","s","0","0","0","2","2","0","2","2","0","0","0","2","2","2","2","0","Fri Sep  7 13:48:00 2018","1500","The main experiment item","yes","FlankerTask.osexp","/Users/emmaleemorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/emmaleemorgan/Desktop/EM subject-3, f, 37.csv","legacy","Kafkaesque Koffka","3.2.5","0","s","NA","s","NA","NA","s","729","NA","19877","NA","NA","729","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","23465","NA","NA","NA","NA","NA","27251","26179","3573","NA","NA","27364","28094","27241","27364","3551","Flanker Task","3","2031","3","yes","1024"
"100","100","654.5","654.5","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","h","0","0","0","3","3","0","3","3","0","0","0","3","3","3","3","0","Fri Sep  7 13:48:00 2018","1500","The main experiment item","yes","FlankerTask.osexp","/Users/emmaleemorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/emmaleemorgan/Desktop/EM subject-3, f, 37.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","587","NA","19877","NA","NA","587","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","23465","NA","NA","NA","NA","NA","29178","28109","3573","NA","NA","29289","29877","29167","29289","3551","Flanker Task","4","2618","4","yes","1024"
"100","100","699.2","699.2","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","h","0","0","0","4","4","0","4","4","0","0","0","4","4","4","4","0","Fri Sep  7 13:48:00 2018","1500","The main experiment item","yes","FlankerTask.osexp","/Users/emmaleemorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/emmaleemorgan/Desktop/EM subject-3, f, 37.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","878","NA","19877","NA","NA","878","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","23465","NA","NA","NA","NA","NA","30958","29890","3573","NA","NA","31069","31949","30948","31069","3551","Flanker Task","5","3496","5","yes","1024"
"100","100","679.833333333","679.833333333","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","h","0","0","0","5","5","0","5","5","0","0","0","5","5","5","5","0","Fri Sep  7 13:48:00 2018","1500","The main experiment item","yes","FlankerTask.osexp","/Users/emmaleemorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/emmaleemorgan/Desktop/EM subject-3, f, 37.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","583","NA","19877","NA","NA","583","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","23465","NA","NA","NA","NA","NA","33030","31960","3573","NA","NA","33143","33728","33018","33142","3551","Flanker Task","6","4079","6","yes","1024"
"100","100","661","661","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","s","0","0","0","6","6","0","6","6","0","0","0","6","6","6","6","0","Fri Sep  7 13:48:00 2018","1500","The main experiment item","yes","FlankerTask.osexp","/Users/emmaleemorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/emmaleemorgan/Desktop/EM subject-3, f, 37.csv","legacy","Kafkaesque Koffka","3.2.5","0","s","NA","s","NA","NA","s","548","NA","19877","NA","NA","548","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","23465","NA","NA","NA","NA","NA","34814","33741","3573","NA","NA","34925","35475","34801","34925","3551","Flanker Task","7","4627","7","yes","1024"
"100","100","655.125","655.125","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","h","0","0","0","7","7","0","7","7","0","0","0","7","7","7","7","0","Fri Sep  7 13:48:00 2018","1500","The main experiment item","yes","FlankerTask.osexp","/Users/emmaleemorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/emmaleemorgan/Desktop/EM subject-3, f, 37.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","614","NA","19877","NA","NA","614","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","23465","NA","NA","NA","NA","NA","36555","35487","3573","NA","NA","36670","37286","36545","36670","3551","Flanker Task","8","5241","8","yes","1024"
"100","100","639.555555556","639.555555556","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","s","0","0","0","8","8","0","8","8","0","0","0","8","8","8","8","0","Fri Sep  7 13:48:00 2018","1500","The main experiment item","yes","FlankerTask.osexp","/Users/emmaleemorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/emmaleemorgan/Desktop/EM subject-3, f, 37.csv","legacy","Kafkaesque Koffka","3.2.5","0","s","NA","s","NA","NA","s","515","NA","19877","NA","NA","515","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","23465","NA","NA","NA","NA","NA","38366","37298","3573","NA","NA","38477","38994","38356","38477","3551","Flanker Task","9","5756","9","yes","1024"
"100","100","631.4","631.4","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","h","0","0","0","9","9","0","9","9","0","0","0","9","9","9","9","0","Fri Sep  7 13:48:00 2018","1500","The main experiment item","yes","FlankerTask.osexp","/Users/emmaleemorgan/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/emmaleemorgan/Desktop/EM subject-3, f, 37.csv","legacy","Kafkaesque Koffka","3.2.5","0","h","NA","s","NA","NA","h","558","NA","19877","NA","NA","558","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","23465","NA","NA","NA","NA","NA","40072","39005","3573","NA","NA","40187","40747","40062","40187","3551","Flanker Task","10","6314","10","yes","1024"
