condition,stimulus,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Faster,count_ISI,count_Sequence,count_errorFeedback,count_experiment,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Faster,time_ISI,time_Sequence,time_errorFeedback,time_experiment,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
Congruent,HHHHH,90,90,441.3,441.3,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,39,39,39,39,0,0,39,0,0,0,39,39,39,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,39,39,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,413,NA,1999,NA,NA,413,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,75511,76721,48092,2927,NA,76726,2935,NA,NA,76830,77245,76829,Flanker Task,36,17652,40,yes,1024
Incongruent,SSHSS,87.80487805,87.80487805,441.097561,441.097561,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,40,40,40,40,0,0,40,0,0,0,40,40,40,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,40,40,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,433,NA,1999,NA,NA,433,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,77258,78446,48092,2927,NA,78452,2935,NA,NA,78565,79001,78564,Flanker Task,36,18085,41,yes,1024
Congruent,SSSSS,88.0952381,88.0952381,440.5714286,440.5714286,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,41,41,41,41,0,0,41,0,0,0,41,41,41,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,41,41,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,419,NA,1999,NA,NA,419,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,79527,80730,79014,2927,NA,80735,2935,NA,NA,80849,81270,80848,Flanker Task,37,18504,42,yes,1024
Incongruent,HHSHH,86.04651163,86.04651163,439.6046512,439.6046512,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,42,42,42,42,0,0,42,0,0,0,42,42,42,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,42,42,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,399,NA,1999,NA,NA,399,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,81284,82500,79014,2927,NA,82506,2935,NA,NA,82612,83014,82612,Flanker Task,37,18903,43,yes,1024
Incongruent,SSHSS,86.36363636,86.36363636,440.0909091,440.0909091,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,43,43,43,43,0,0,43,0,0,0,43,43,43,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,43,43,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,461,NA,1999,NA,NA,461,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,83539,84747,83027,2927,NA,84753,2935,NA,NA,84857,85321,84857,Flanker Task,38,19364,44,yes,1024
Congruent,SSSSS,86.66666667,86.66666667,440.4,440.4,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,44,44,44,44,0,0,44,0,0,0,44,44,44,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,44,44,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,454,NA,1999,NA,NA,454,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,85339,86530,83027,2927,NA,86536,2935,NA,NA,86644,87100,86644,Flanker Task,39,19818,45,yes,1024
Congruent,HHHHH,86.95652174,86.95652174,440.0217391,440.0217391,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,45,45,45,45,0,0,45,0,0,0,45,45,45,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,45,45,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,423,NA,1999,NA,NA,423,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,87114,88300,83027,2927,NA,88306,2935,NA,NA,88420,88846,88419,Flanker Task,40,20241,46,yes,1024
Incongruent,HHSHH,87.23404255,87.23404255,441.1702128,441.1702128,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,46,46,46,46,0,0,46,0,0,0,46,46,46,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,46,46,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,494,NA,1999,NA,NA,494,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,88861,90050,83027,2927,NA,90056,2935,NA,NA,90167,90663,90167,Flanker Task,41,20735,47,yes,1024
Incongruent,HHSHH,85.41666667,85.41666667,439.8541667,439.8541667,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,47,47,47,47,0,0,47,0,0,0,47,47,47,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,47,47,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,378,NA,1999,NA,NA,378,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,90676,91871,83027,2927,NA,91877,2935,NA,NA,91990,92371,91989,Flanker Task,41,21113,48,yes,1024
Congruent,HHHHH,85.71428571,85.71428571,440.2244898,440.2244898,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,48,48,48,48,0,0,48,0,0,0,48,48,48,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,48,48,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,458,NA,1999,NA,NA,458,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,92898,94098,92384,2927,NA,94103,2935,NA,NA,94207,94667,94207,Flanker Task,42,21571,49,yes,1024
Congruent,SSSSS,84,84,440.7,440.7,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,49,49,49,49,0,0,49,0,0,0,49,49,49,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,49,49,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,464,NA,1999,NA,NA,464,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,94681,95876,92384,2927,NA,95881,2935,NA,NA,95994,96460,95994,Flanker Task,42,22035,50,yes,1024
Incongruent,HHSHH,84.31372549,84.31372549,442.9215686,442.9215686,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,50,50,50,50,0,0,50,0,0,0,50,50,50,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,50,50,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,554,NA,1999,NA,NA,554,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,96986,98181,96473,2927,NA,98187,2935,NA,NA,98301,98857,98300,Flanker Task,43,22589,51,yes,1024
Incongruent,HHSHH,84.61538462,84.61538462,444.3269231,444.3269231,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,51,51,51,51,0,0,51,0,0,0,51,51,51,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,51,51,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,516,NA,1999,NA,NA,516,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,98871,100063,96473,2927,NA,100069,2935,NA,NA,100181,100700,100181,Flanker Task,44,23105,52,yes,1024
Congruent,SSSSS,84.90566038,84.90566038,444.9811321,444.9811321,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,52,52,52,52,0,0,52,0,0,0,52,52,52,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,52,52,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,479,NA,1999,NA,NA,479,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,100719,101912,96473,2927,NA,101918,2935,NA,NA,102026,102508,102026,Flanker Task,45,23584,53,yes,1024
Congruent,SSSSS,85.18518519,85.18518519,444.6851852,444.6851852,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,53,53,53,53,0,0,53,0,0,0,53,53,53,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,53,53,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,429,NA,1999,NA,NA,429,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,102523,103740,96473,2927,NA,103745,2935,NA,NA,103857,104289,103857,Flanker Task,46,24013,54,yes,1024
Congruent,HHHHH,85.45454545,85.45454545,444.8545455,444.8545455,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,54,54,54,54,0,0,54,0,0,0,54,54,54,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,54,54,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,454,NA,1999,NA,NA,454,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,104302,105523,96473,2927,NA,105530,2935,NA,NA,105637,106094,105637,Flanker Task,47,24467,55,yes,1024
Incongruent,HHSHH,85.71428571,85.71428571,446.2678571,446.2678571,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,55,55,55,55,0,0,55,0,0,0,55,55,55,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,55,55,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,524,NA,1999,NA,NA,524,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,106108,107315,96473,2927,NA,107320,2935,NA,NA,107424,107951,107424,Flanker Task,48,24991,56,yes,1024
Congruent,SSSSS,85.96491228,85.96491228,447.0877193,447.0877193,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,56,56,56,56,0,0,56,0,0,0,56,56,56,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,56,56,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,493,NA,1999,NA,NA,493,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,107964,109175,96473,2927,NA,109181,2935,NA,NA,109285,109781,109285,Flanker Task,49,25484,57,yes,1024
Incongruent,HHSHH,86.20689655,86.20689655,448.7931034,448.7931034,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,57,57,57,57,0,0,57,0,0,0,57,57,57,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,57,57,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,546,NA,1999,NA,NA,546,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,109795,111004,96473,2927,NA,111010,2935,NA,NA,111114,111663,111113,Flanker Task,50,26030,58,yes,1024
Incongruent,SSHSS,86.44067797,86.44067797,449,449,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,58,58,58,58,0,0,58,0,0,0,58,58,58,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,58,58,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,461,NA,1999,NA,NA,461,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,111676,112893,96473,2927,NA,112898,2935,NA,NA,113005,113469,113005,Flanker Task,51,26491,59,yes,1024
Congruent,SSSSS,86.66666667,86.66666667,448.5833333,448.5833333,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,59,59,59,59,0,0,59,0,0,0,59,59,59,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,59,59,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,424,NA,1999,NA,NA,424,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,113482,114693,96473,2927,NA,114698,2935,NA,NA,114810,115237,114809,Flanker Task,52,26915,60,yes,1024
Congruent,HHHHH,86.8852459,86.8852459,448.6721311,448.6721311,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,60,60,60,60,0,0,60,0,0,0,60,60,60,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,60,60,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,454,NA,1999,NA,NA,454,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,115259,116476,96473,2927,NA,116482,2935,NA,NA,116586,117043,116585,Flanker Task,53,27369,61,yes,1024
Incongruent,HHSHH,87.09677419,87.09677419,448.8870968,448.8870968,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,61,61,61,61,0,0,61,0,0,0,61,61,61,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,61,61,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,462,NA,1999,NA,NA,462,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,117058,118263,96473,2927,NA,118268,2935,NA,NA,118372,118837,118371,Flanker Task,54,27831,62,yes,1024
Congruent,SSSSS,87.3015873,87.3015873,450.1111111,450.1111111,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,62,62,62,62,0,0,62,0,0,0,62,62,62,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,62,62,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,526,NA,1999,NA,NA,526,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,118851,120066,96473,2927,NA,120072,2935,NA,NA,120176,120705,120175,Flanker Task,55,28357,63,yes,1024
Incongruent,HHSHH,87.5,87.5,448.921875,448.921875,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,63,63,63,63,0,0,63,0,0,0,63,63,63,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,63,63,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,374,NA,1999,NA,NA,374,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,120719,121936,96473,2927,NA,121941,2935,NA,NA,122046,122423,122046,Flanker Task,56,28731,64,yes,1024
Congruent,HHHHH,87.69230769,87.69230769,448.8923077,448.8923077,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,64,64,64,64,0,0,64,0,0,0,64,64,64,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,64,64,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,447,NA,1999,NA,NA,447,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,122436,123655,96473,2927,NA,123661,2935,NA,NA,123766,124216,123766,Flanker Task,57,29178,65,yes,1024
Incongruent,SSHSS,87.87878788,87.87878788,450.9393939,450.9393939,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,65,65,65,65,0,0,65,0,0,0,65,65,65,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,65,65,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,584,NA,1999,NA,NA,584,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,124229,125418,96473,2927,NA,125423,2935,NA,NA,125535,126122,125535,Flanker Task,58,29762,66,yes,1024
Congruent,HHHHH,88.05970149,88.05970149,450.8358209,450.8358209,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,66,66,66,66,0,0,66,0,0,0,66,66,66,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,66,66,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,444,NA,1999,NA,NA,444,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,126137,127327,96473,2927,NA,127333,2935,NA,NA,127443,127890,127442,Flanker Task,59,30206,67,yes,1024
Incongruent,HHSHH,88.23529412,88.23529412,452.0294118,452.0294118,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,67,67,67,67,0,0,67,0,0,0,67,67,67,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,67,67,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,532,NA,1999,NA,NA,532,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,127903,129095,96473,2927,NA,129100,2935,NA,NA,129211,129746,129211,Flanker Task,60,30738,68,yes,1024
Congruent,HHHHH,88.4057971,88.4057971,452.4492754,452.4492754,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,68,68,68,68,0,0,68,0,0,0,68,68,68,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,68,68,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,481,NA,1999,NA,NA,481,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,129759,130949,96473,2927,NA,130955,2935,NA,NA,131067,131551,131066,Flanker Task,61,31219,69,yes,1024
Congruent,SSSSS,88.57142857,88.57142857,452.8,452.8,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,69,69,69,69,0,0,69,0,0,0,69,69,69,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,69,69,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,477,NA,1999,NA,NA,477,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,131566,132757,96473,2927,NA,132763,2935,NA,NA,132876,133357,132876,Flanker Task,62,31696,70,yes,1024
Congruent,SSSSS,88.73239437,88.73239437,452.7464789,452.7464789,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,70,70,70,70,0,0,70,0,0,0,70,70,70,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,70,70,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,449,NA,1999,NA,NA,449,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,133370,134567,96473,2927,NA,134573,2935,NA,NA,134685,135137,134685,Flanker Task,63,32145,71,yes,1024
Congruent,SSSSS,88.88888889,88.88888889,452.2222222,452.2222222,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,71,71,71,71,0,0,71,0,0,0,71,71,71,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,71,71,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,415,NA,1999,NA,NA,415,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,135150,136369,96473,2927,NA,136374,2935,NA,NA,136487,136905,136486,Flanker Task,64,32560,72,yes,1024
Incongruent,SSHSS,89.04109589,89.04109589,452.7808219,452.7808219,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,72,72,72,72,0,0,72,0,0,0,72,72,72,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,72,72,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,493,NA,1999,NA,NA,493,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,136972,138184,96473,2927,NA,138189,2935,NA,NA,138301,138798,138300,Flanker Task,65,33053,73,yes,1024
Congruent,SSSSS,89.18918919,89.18918919,452.6216216,452.6216216,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,73,73,73,73,0,0,73,0,0,0,73,73,73,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,73,73,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,441,NA,1999,NA,NA,441,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,138811,140028,96473,2927,NA,140034,2935,NA,NA,140146,140591,140146,Flanker Task,66,33494,74,yes,1024
Congruent,HHHHH,89.33333333,89.33333333,451.8933333,451.8933333,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,74,74,74,74,0,0,74,0,0,0,74,74,74,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,74,74,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,398,NA,1999,NA,NA,398,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,140605,141812,96473,2927,NA,141817,2935,NA,NA,141921,142322,141920,Flanker Task,67,33892,75,yes,1024
Incongruent,SSHSS,89.47368421,89.47368421,451.9473684,451.9473684,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,75,75,75,75,0,0,75,0,0,0,75,75,75,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,75,75,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,456,NA,1999,NA,NA,456,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,142336,143558,96473,2927,NA,143563,2935,NA,NA,143667,144127,143667,Flanker Task,68,34348,76,yes,1024
Congruent,SSSSS,89.61038961,89.61038961,450.7402597,450.7402597,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,76,76,76,76,0,0,76,0,0,0,76,76,76,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,76,76,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,359,NA,1999,NA,NA,359,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,144141,145349,96473,2927,NA,145355,2935,NA,NA,145459,145822,145458,Flanker Task,69,34707,77,yes,1024
Incongruent,SSHSS,89.74358974,89.74358974,449.6025641,449.6025641,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,77,77,77,77,0,0,77,0,0,0,77,77,77,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,77,77,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,362,NA,1999,NA,NA,362,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,145837,147042,96473,2927,NA,147048,2935,NA,NA,147160,147526,147160,Flanker Task,70,35069,78,yes,1024
Congruent,SSSSS,89.87341772,89.87341772,450.2658228,450.2658228,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,78,78,78,78,0,0,78,0,0,0,78,78,78,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,78,78,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,502,NA,1999,NA,NA,502,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,147539,148733,96473,2927,NA,148738,2935,NA,NA,148851,149357,148850,Flanker Task,71,35571,79,yes,1024
Incongruent,HHSHH,90,90,450.6375,450.6375,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,79,79,79,79,0,0,79,0,0,0,79,79,79,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,79,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,480,NA,1999,NA,NA,480,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,149370,150573,96473,2927,NA,150578,2935,NA,NA,150691,151175,150691,Flanker Task,72,36051,80,yes,1024
