"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Intructions1","correct_keyboardResponse","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Fnish","count_ISI","count_Instructions2","count_Instructions3","count_Intructions1","count_Logger","count_Sequence","count_experiment","count_faster","count_fixation","count_keyboardResponse","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Fnish","response_Instructions2","response_Instructions3","response_Intructions1","response_keyboardResponse","response_time","response_time_Fnish","response_time_Instructions2","response_time_Instructions3","response_time_Intructions1","response_time_keyboardResponse","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Fnish","time_ISI","time_Instructions2","time_Instructions3","time_Intructions1","time_Logger","time_Sequence","time_experiment","time_faster","time_fixation","time_keyboardResponse","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","1500","1500","black","no","legacy","legacy","legacy","0","incongurent","uniform","0","undefined","0","h","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","None","NA","NA","NA","h","None","1500","NA","NA","NA","37063","1500","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","NA","NA","NA","NA","NA","1783","40532","38905","1750","NA","38917","39032","39032","Flanker Task","0","1500","1","yes","1024"
"50","50","1114","1114","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","1","0","1","0","0","0","1","1","0","1","1","1","1","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","728","NA","NA","NA","37063","728","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","40551","NA","41069","NA","NA","1783","42968","42111","1750","NA","42123","42238","42238","Flanker Task","1","2228","2","yes","1024"
"66.6666666667","66.6666666667","969","969","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","2","0","2","0","0","0","2","2","0","2","2","2","2","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","679","NA","NA","NA","37063","679","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","40551","NA","42983","NA","NA","1783","44824","44015","1750","NA","44027","44143","44143","Flanker Task","2","2907","3","yes","1024"
"75","75","919.75","919.75","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","3","0","3","0","0","0","3","3","0","3","3","3","3","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","772","NA","NA","NA","37063","772","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","38867","NA","NA","40551","NA","44838","NA","NA","1783","46774","45874","1750","NA","45885","46000","46000","Flanker Task","3","3679","4","yes","1024"
"80","80","870.2","870.2","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","4","0","4","0","0","0","4","4","0","4","4","4","4","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","672","NA","NA","NA","37063","672","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","38867","NA","NA","40551","NA","46788","NA","NA","1783","48627","47826","1750","NA","47837","47953","47953","Flanker Task","4","4351","5","yes","1024"
"83.3333333333","83.3333333333","823.333333333","823.333333333","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","5","0","5","0","0","0","5","5","0","5","5","5","5","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","589","NA","NA","NA","37063","589","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","40551","NA","48642","NA","NA","1783","50397","49676","1750","NA","49687","49806","49806","Flanker Task","5","4940","6","yes","1024"
"85.7142857143","85.7142857143","778.142857143","778.142857143","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","6","0","6","0","0","0","6","6","0","6","6","6","6","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","507","NA","NA","NA","37063","507","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","38867","NA","NA","40551","NA","50418","NA","NA","1783","52092","51451","1750","NA","51462","51584","51584","Flanker Task","6","5447","7","yes","1024"
"87.5","87.5","730.5","730.5","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","7","0","7","0","0","0","7","7","0","7","7","7","7","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","397","NA","NA","NA","37063","397","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","38867","NA","NA","40551","NA","52106","NA","NA","1783","53675","53149","1750","NA","53161","53276","53276","Flanker Task","7","5844","8","yes","1024"
"88.8888888889","88.8888888889","692.888888889","692.888888889","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","8","0","8","0","0","0","8","8","0","8","8","8","8","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","392","NA","NA","NA","37063","392","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","40551","NA","53689","NA","NA","1783","55242","54724","1750","NA","54735","54849","54849","Flanker Task","8","6236","9","yes","1024"
"90","90","684.7","684.7","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","9","0","9","0","0","0","9","9","0","9","9","9","9","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","611","NA","NA","NA","37063","611","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","38867","NA","NA","40551","NA","55258","NA","NA","1783","57036","56295","1750","NA","56307","56423","56423","Flanker Task","9","6847","10","yes","1024"
"90.9090909091","90.9090909091","661.636363636","661.636363636","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","10","0","10","0","0","0","10","10","0","10","10","10","10","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","431","NA","NA","NA","37063","431","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","40551","NA","57051","NA","NA","1783","58651","58089","1750","NA","58100","58218","58218","Flanker Task","10","7278","11","yes","1024"
"91.6666666667","91.6666666667","657.25","657.25","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","11","0","11","0","0","0","11","11","0","11","11","11","11","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","609","NA","NA","NA","37063","609","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","38867","NA","NA","40551","NA","58665","NA","NA","1783","60437","59699","1750","NA","59710","59826","59826","Flanker Task","11","7887","12","yes","1024"
"92.3076923077","92.3076923077","638.846153846","638.846153846","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","12","0","12","0","0","0","12","12","0","12","12","12","12","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","12","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","418","NA","NA","NA","37063","418","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","38867","NA","NA","40551","NA","60451","NA","NA","1783","62032","61485","1750","NA","61496","61612","61612","Flanker Task","12","8305","13","yes","1024"
"92.8571428571","92.8571428571","617.071428571","617.071428571","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","13","0","13","0","0","0","13","13","0","13","13","13","13","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","13","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","334","NA","NA","NA","37063","334","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","38867","NA","NA","40551","NA","62046","NA","NA","1783","63545","63082","1750","NA","63093","63209","63209","Flanker Task","13","8639","14","yes","1024"
"93.3333333333","93.3333333333","612","612","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","14","0","14","0","0","0","14","14","0","14","14","14","14","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","14","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","541","NA","NA","NA","37063","541","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","38867","NA","NA","40551","NA","63559","NA","NA","1783","65265","64592","1750","NA","64603","64722","64722","Flanker Task","14","9180","15","yes","1024"
"87.5","87.5","602.6875","602.6875","black","no","legacy","legacy","legacy","0","incongurent","uniform","0","undefined","0","h","0","0","0","15","0","15","0","0","0","15","15","0","15","15","15","15","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","15","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","463","NA","NA","NA","37063","463","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","40551","NA","65279","NA","NA","1783","66908","66316","1750","NA","66328","66443","66443","Flanker Task","14","9643","16","yes","1024"
"88.2352941176","88.2352941176","592.058823529","592.058823529","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","16","0","16","0","0","0","16","16","0","16","16","16","16","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","16","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","422","NA","NA","NA","37063","422","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","66922","NA","67440","NA","NA","1783","69026","68474","1750","NA","68485","68602","68601","Flanker Task","15","10065","17","yes","1024"
"83.3333333333","83.3333333333","576.388888889","576.388888889","black","no","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","17","0","17","0","0","0","17","17","0","17","17","17","17","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","17","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","310","NA","NA","NA","37063","310","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","38867","NA","NA","66922","NA","69040","NA","NA","1783","70512","70074","1750","NA","70085","70200","70200","Flanker Task","15","10375","18","yes","1024"
"84.2105263158","84.2105263158","580.263157895","580.263157895","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","18","0","18","0","0","0","18","18","0","18","18","18","18","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","18","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","650","NA","NA","NA","37063","650","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","38867","NA","NA","70526","NA","71038","NA","NA","1783","72853","72075","1750","NA","72086","72201","72201","Flanker Task","16","11025","19","yes","1024"
"80","80","568.6","568.6","black","no","legacy","legacy","legacy","0","incongurent","uniform","0","undefined","0","h","0","0","0","19","0","19","0","0","0","19","19","0","19","19","19","19","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","19","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","347","NA","NA","NA","37063","347","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","70526","NA","72866","NA","NA","1783","74375","73900","1750","NA","73911","74026","74026","Flanker Task","16","11372","20","yes","1024"
"80.9523809524","80.9523809524","563.523809524","563.523809524","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","20","0","20","0","0","0","20","20","0","20","20","20","20","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","20","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","462","NA","NA","NA","37063","462","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","74391","NA","74902","NA","NA","1783","76532","75940","1750","NA","75952","76068","76067","Flanker Task","17","11834","21","yes","1024"
"81.8181818182","81.8181818182","555.954545455","555.954545455","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","21","0","21","0","0","0","21","21","0","21","21","21","21","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","21","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","397","NA","NA","NA","37063","397","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","38867","NA","NA","74391","NA","76547","NA","NA","1783","78113","77585","1750","NA","77597","77714","77714","Flanker Task","18","12231","22","yes","1024"
"82.6086956522","82.6086956522","554.391304348","554.391304348","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","22","0","22","0","0","0","22","22","0","22","22","22","22","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","22","22","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","520","NA","NA","NA","37063","520","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","38867","NA","NA","74391","NA","78128","NA","NA","1783","79815","79162","1750","NA","79173","79293","79293","Flanker Task","19","12751","23","yes","1024"
"83.3333333333","83.3333333333","547.708333333","547.708333333","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","23","0","23","0","0","0","23","23","0","23","23","23","23","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","23","23","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","394","NA","NA","NA","37063","394","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","38867","NA","NA","74391","NA","79829","NA","NA","1783","81389","80866","1750","NA","80877","80992","80992","Flanker Task","20","13145","24","yes","1024"
"84","84","549.44","549.44","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","24","0","24","0","0","0","24","24","0","24","24","24","24","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","24","24","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","591","NA","NA","NA","37063","591","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","38867","NA","NA","74391","NA","81405","NA","NA","1783","83159","82440","1750","NA","82451","82566","82566","Flanker Task","21","13736","25","yes","1024"
"84.6153846154","84.6153846154","542.230769231","542.230769231","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","25","0","25","0","0","0","25","25","0","25","25","25","25","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","25","25","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","362","NA","NA","NA","37063","362","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","38867","NA","NA","74391","NA","83173","NA","NA","1783","84703","84210","1750","NA","84221","84339","84339","Flanker Task","22","14098","26","yes","1024"
"85.1851851852","85.1851851852","549.888888889","549.888888889","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","26","0","26","0","0","0","26","26","0","26","26","26","26","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","26","26","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","749","NA","NA","NA","37063","749","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","38867","NA","NA","74391","NA","84717","NA","NA","1783","86626","85751","1750","NA","85763","85874","85874","Flanker Task","23","14847","27","yes","1024"
"85.7142857143","85.7142857143","554.392857143","554.392857143","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","27","0","27","0","0","0","27","27","0","27","27","27","27","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","27","27","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","676","NA","NA","NA","37063","676","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","74391","NA","86642","NA","NA","1783","88484","87678","1750","NA","87691","87806","87806","Flanker Task","24","15523","28","yes","1024"
"86.2068965517","86.2068965517","559.413793103","559.413793103","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","28","0","28","0","0","0","28","28","0","28","28","28","28","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","28","28","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","700","NA","NA","NA","37063","700","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","38867","NA","NA","74391","NA","88498","NA","NA","1783","90362","89531","1750","NA","89542","89660","89660","Flanker Task","25","16223","29","yes","1024"
"86.6666666667","86.6666666667","558.766666667","558.766666667","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","29","0","29","0","0","0","29","29","0","29","29","29","29","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","29","29","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","540","NA","NA","NA","37063","540","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","38867","NA","NA","74391","NA","90376","NA","NA","1783","92085","91415","1750","NA","91427","91543","91543","Flanker Task","26","16763","30","yes","1024"
"87.0967741935","87.0967741935","563.451612903","563.451612903","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","30","0","30","0","0","0","30","30","0","30","30","30","30","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","30","30","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","704","NA","NA","NA","37063","704","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","74391","NA","92100","NA","NA","1783","93967","93135","1750","NA","93147","93262","93261","Flanker Task","27","17467","31","yes","1024"
"87.5","87.5","563.875","563.875","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","31","0","31","0","0","0","31","31","0","31","31","31","31","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","31","31","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","577","NA","NA","NA","37063","577","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","38867","NA","NA","74391","NA","93982","NA","NA","1783","95718","95014","1750","NA","95025","95140","95140","Flanker Task","28","18044","32","yes","1024"
"87.8787878788","87.8787878788","569.272727273","569.272727273","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","32","0","32","0","0","0","32","32","0","32","32","32","32","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","32","32","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","742","NA","NA","NA","37063","742","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","38867","NA","NA","74391","NA","95732","NA","NA","1783","97640","96767","1750","NA","96778","96895","96895","Flanker Task","29","18786","33","yes","1024"
"88.2352941176","88.2352941176","571.558823529","571.558823529","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","33","0","33","0","0","0","33","33","0","33","33","33","33","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","33","33","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","647","NA","NA","NA","37063","647","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","38867","NA","NA","74391","NA","97654","NA","NA","1783","99465","98689","1750","NA","98701","98816","98816","Flanker Task","30","19433","34","yes","1024"
"88.5714285714","88.5714285714","570","570","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","34","0","34","0","0","0","34","34","0","34","34","34","34","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","34","34","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","517","NA","NA","NA","37063","517","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","38867","NA","NA","74391","NA","99479","NA","NA","1783","101162","100516","1750","NA","100528","100643","100642","Flanker Task","31","19950","35","yes","1024"
"88.8888888889","88.8888888889","571.527777778","571.527777778","black","no","legacy","legacy","legacy","0","conguent","uniform","1","undefined","1","s","0","0","0","35","0","35","0","0","0","35","35","0","35","35","35","35","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","35","35","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","s","NA","NA","NA","h","s","625","NA","NA","NA","37063","625","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","38867","NA","NA","74391","NA","101177","NA","NA","1783","102989","102229","1750","NA","102246","102362","102362","Flanker Task","32","20575","36","yes","1024"
"89.1891891892","89.1891891892","570.243243243","570.243243243","black","no","legacy","legacy","legacy","0","incongurent","uniform","1","undefined","1","h","0","0","0","36","0","36","0","0","0","36","36","0","36","36","36","36","Sat Sep  8 15:11:08 2018","1500","The main experiment item","yes","Lab 1 PYSCH 5316.osexp","/Users/danieldalton/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","36","36","/Users/danieldalton/Desktop/DD Subject 1.csv","legacy","Jazzy James","3.1.9","0","h","NA","NA","NA","h","h","524","NA","NA","NA","37063","524","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","38867","NA","NA","74391","NA","103003","NA","NA","1783","104688","104038","1750","NA","104049","104160","104160","Flanker Task","33","21099","37","yes","1024"
