"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_ISI","count_blcok1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_new_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_blcok1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_ISI","time_blcok1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_new_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"91.6666666667","91.6666666667","562.416666667","562.416666667","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","11","0","0","0","11","0","11","0","11","0","0","0","11","11","11","11","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","11","11","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","419","NA","39947","NA","NA","419","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","62553","42664","NA","NA","60163","2708","NA","NA","63652","2714","NA","NA","63755","64176","63648","63755","Flanker","11","6749","12","yes","1024"
"92.3076923077","92.3076923077","553.384615385","553.384615385","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","12","0","0","0","12","0","12","0","12","0","0","0","12","12","12","12","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","12","12","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","445","NA","39947","NA","NA","445","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","64189","42664","NA","NA","60163","2708","NA","NA","65285","2714","NA","NA","65388","65834","65281","65388","Flanker","12","7194","13","yes","1024"
"92.8571428571","92.8571428571","554.214285714","554.214285714","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","13","0","0","0","13","0","13","0","13","0","0","0","13","13","13","13","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","13","13","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","565","NA","39947","NA","NA","565","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","65845","42664","NA","NA","60163","2708","NA","NA","66944","2714","NA","NA","67047","67614","66940","67046","Flanker","13","7759","14","yes","1024"
"93.3333333333","93.3333333333","546.933333333","546.933333333","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","14","0","0","0","14","0","14","0","14","0","0","0","14","14","14","14","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","14","14","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","445","NA","39947","NA","NA","445","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","67627","42664","NA","NA","60163","2708","NA","NA","68727","2714","NA","NA","68831","69278","68723","68831","Flanker","14","8204","15","yes","1024"
"93.75","93.75","538","538","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","15","0","0","0","15","0","15","0","15","0","0","0","15","15","15","15","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","15","15","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","404","NA","39947","NA","NA","404","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","69290","42664","NA","NA","60163","2708","NA","NA","70392","2714","NA","NA","70495","70900","70387","70495","Flanker","15","8608","16","yes","1024"
"94.1176470588","94.1176470588","539.235294118","539.235294118","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","16","0","0","0","16","0","16","0","16","0","0","0","16","16","16","16","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","16","16","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","559","NA","39947","NA","NA","559","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","70915","42664","NA","NA","60163","2708","NA","NA","72021","2714","NA","NA","72125","72685","72016","72124","Flanker","16","9167","17","yes","1024"
"94.4444444444","94.4444444444","533.222222222","533.222222222","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","17","0","0","0","17","0","17","0","17","0","0","0","17","17","17","17","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","17","17","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","431","NA","39947","NA","NA","431","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","72697","42664","NA","NA","60163","2708","NA","NA","73798","2714","NA","NA","73902","74335","73794","73902","Flanker","17","9598","18","yes","1024"
"94.7368421053","94.7368421053","527.368421053","527.368421053","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","18","0","0","0","18","0","18","0","18","0","0","0","18","18","18","18","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","18","18","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","422","NA","39947","NA","NA","422","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","74349","42664","NA","NA","60163","2708","NA","NA","75463","2714","NA","NA","75566","75990","75458","75565","Flanker","18","10020","19","yes","1024"
"95","95","529.45","529.45","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","19","0","0","0","19","0","19","0","19","0","0","0","19","19","19","19","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","19","19","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","569","NA","39947","NA","NA","569","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","76001","42664","NA","NA","60163","2708","NA","NA","77118","2714","NA","NA","77222","77793","77114","77222","Flanker","19","10589","20","yes","1024"
"95.2380952381","95.2380952381","523.666666667","523.666666667","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","20","0","0","0","20","0","20","0","20","0","0","0","20","20","20","20","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","20","20","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","408","NA","39947","NA","NA","408","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","77805","42664","NA","NA","60163","2708","NA","NA","78905","2714","NA","NA","79009","79419","78901","79008","Flanker","20","10997","21","yes","1024"
"95.4545454545","95.4545454545","518.318181818","518.318181818","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","21","0","0","0","21","0","21","0","21","0","0","0","21","21","21","21","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","21","21","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","406","NA","39947","NA","NA","406","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","79431","42664","NA","NA","60163","2708","NA","NA","80537","2714","NA","NA","80641","81049","80532","80641","Flanker","21","11403","22","yes","1024"
"95.652173913","95.652173913","515","515","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","22","0","0","0","22","0","22","0","22","0","0","0","22","22","22","22","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","22","22","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","442","NA","39947","NA","NA","442","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","81061","42664","NA","NA","60163","2708","NA","NA","82162","2714","NA","NA","82265","82709","82157","82265","Flanker","22","11845","23","yes","1024"
"95.8333333333","95.8333333333","515.541666667","515.541666667","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","23","0","0","0","23","0","23","0","23","0","0","0","23","23","23","23","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","23","23","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","528","NA","39947","NA","NA","528","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","82722","42664","NA","NA","60163","2708","NA","NA","83830","2714","NA","NA","83933","84463","83826","83933","Flanker","23","12373","24","yes","1024"
"92","92","511.16","511.16","black","no","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","24","0","0","0","24","0","24","0","24","0","0","0","24","24","24","24","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","24","24","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","406","NA","39947","NA","NA","406","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","84480","42664","NA","NA","60163","2708","NA","NA","85579","2714","NA","NA","85682","86090","85575","85682","Flanker","23","12779","25","yes","1024"
"92.3076923077","92.3076923077","511.307692308","511.307692308","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","25","0","0","0","25","0","25","0","25","0","0","0","25","25","25","25","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","25","25","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","515","NA","39947","NA","NA","515","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","86605","42664","NA","NA","86102","2708","NA","NA","87708","2714","NA","NA","87811","88328","87704","87811","Flanker","24","13294","26","yes","1024"
"92.5925925926","92.5925925926","513.148148148","513.148148148","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","26","0","0","0","26","0","26","0","26","0","0","0","26","26","26","26","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","26","26","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","561","NA","39947","NA","NA","561","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","88340","42664","NA","NA","86102","2708","NA","NA","89462","2714","NA","NA","89566","90129","89457","89565","Flanker","25","13855","27","yes","1024"
"92.8571428571","92.8571428571","512","512","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","27","0","0","0","27","0","27","0","27","0","0","0","27","27","27","27","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","27","27","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","481","NA","39947","NA","NA","481","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","90140","42664","NA","NA","86102","2708","NA","NA","91242","2714","NA","NA","91345","91827","91238","91345","Flanker","26","14336","28","yes","1024"
"93.1034482759","93.1034482759","510.137931034","510.137931034","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","28","0","0","0","28","0","28","0","28","0","0","0","28","28","28","28","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","28","28","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","458","NA","39947","NA","NA","458","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","91841","42664","NA","NA","86102","2708","NA","NA","92944","2714","NA","NA","93047","93507","92939","93047","Flanker","27","14794","29","yes","1024"
"93.3333333333","93.3333333333","507.7","507.7","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","29","0","0","0","29","0","29","0","29","0","0","0","29","29","29","29","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","29","29","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","437","NA","39947","NA","NA","437","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","93523","42664","NA","NA","86102","2708","NA","NA","94628","2714","NA","NA","94733","95172","94624","94733","Flanker","28","15231","30","yes","1024"
"93.5483870968","93.5483870968","506.451612903","506.451612903","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","30","0","0","0","30","0","30","0","30","0","0","0","30","30","30","30","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","30","30","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","469","NA","39947","NA","NA","469","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","95184","42664","NA","NA","86102","2708","NA","NA","96304","2714","NA","NA","96407","96878","96298","96407","Flanker","29","15700","31","yes","1024"
"93.75","93.75","506.21875","506.21875","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","31","0","0","0","31","0","31","0","31","0","0","0","31","31","31","31","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","31","31","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","499","NA","39947","NA","NA","499","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","96891","42664","NA","NA","86102","2708","NA","NA","98001","2714","NA","NA","98104","98605","97996","98104","Flanker","30","16199","32","yes","1024"
"93.9393939394","93.9393939394","503.818181818","503.818181818","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","32","0","0","0","32","0","32","0","32","0","0","0","32","32","32","32","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","32","32","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","427","NA","39947","NA","NA","427","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","98616","42664","NA","NA","86102","2708","NA","NA","99721","2714","NA","NA","99824","100253","99717","99824","Flanker","31","16626","33","yes","1024"
"94.1176470588","94.1176470588","503.235294118","503.235294118","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","33","0","0","0","33","0","33","0","33","0","0","0","33","33","33","33","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","33","33","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","484","NA","39947","NA","NA","484","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","100269","42664","NA","NA","86102","2708","NA","NA","101371","2714","NA","NA","101474","101960","101367","101474","Flanker","32","17110","34","yes","1024"
"94.2857142857","94.2857142857","502.371428571","502.371428571","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","34","0","0","0","34","0","34","0","34","0","0","0","34","34","34","34","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","34","34","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","473","NA","39947","NA","NA","473","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","101972","42664","NA","NA","86102","2708","NA","NA","103078","2714","NA","NA","103182","103657","103074","103181","Flanker","33","17583","35","yes","1024"
"94.4444444444","94.4444444444","500.166666667","500.166666667","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","35","0","0","0","35","0","35","0","35","0","0","0","35","35","35","35","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","35","35","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","423","NA","39947","NA","NA","423","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","103671","42664","NA","NA","86102","2708","NA","NA","104785","2714","NA","NA","104890","105316","104781","104890","Flanker","34","18006","36","yes","1024"
"94.5945945946","94.5945945946","497.405405405","497.405405405","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","36","0","0","0","36","0","36","0","36","0","0","0","36","36","36","36","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","36","36","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","398","NA","39947","NA","NA","398","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","105329","42664","NA","NA","86102","2708","NA","NA","106452","2714","NA","NA","106556","106956","106447","106556","Flanker","35","18404","37","yes","1024"
"94.7368421053","94.7368421053","494.684210526","494.684210526","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","37","0","0","0","37","0","37","0","37","0","0","0","37","37","37","37","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","37","37","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","s","NA","s","NA","NA","s","394","NA","39947","NA","NA","394","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","106970","42664","NA","NA","86102","2708","NA","NA","108079","2714","NA","NA","108189","108585","108075","108189","Flanker","36","18798","38","yes","1024"
"94.8717948718","94.8717948718","493.102564103","493.102564103","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","38","0","0","0","38","0","38","0","38","0","0","0","38","38","38","38","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","38","38","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","433","NA","39947","NA","NA","433","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","108596","42664","NA","NA","86102","2708","NA","NA","109700","2714","NA","NA","109803","110239","109695","109803","Flanker","37","19231","39","yes","1024"
"92.5","92.5","491.05","491.05","black","no","legacy","legacy","legacy","0","congruent","uniform","0","undefined","0","s","39","0","0","0","39","0","39","0","39","0","0","0","39","39","39","39","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","39","39","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","411","NA","39947","NA","NA","411","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","110253","42664","NA","NA","86102","2708","NA","NA","111354","2714","NA","NA","111457","111873","111350","111457","Flanker","37","19642","40","yes","1024"
"92.6829268293","92.6829268293","492.780487805","492.780487805","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","40","0","0","0","40","0","40","0","40","0","0","0","40","40","40","40","09/09/18 21:19:43","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","40","40","F:/mc-subject-2.csv","legacy","Jazzy James","3.1.9","0","h","NA","s","NA","NA","h","562","NA","39947","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","112392","42664","NA","NA","111888","2708","NA","NA","113509","2714","NA","NA","113612","114176","113505","113612","Flanker","38","20204","41","yes","1024"
