condition,stimulus,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Faster,count_ISI,count_Sequence,count_errorFeedback,count_experiment,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Faster,time_ISI,time_Sequence,time_errorFeedback,time_experiment,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
Congruent,SSSSS,89.74358974,89.74358974,668.1923077,668.1923077,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,77,77,77,77,0,0,77,0,0,0,77,77,77,9/9/18 20:05,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,77,77,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,400,NA,218280,NA,NA,400,2,legacy,1024,2,48000,-16,experiment,2,even,221031,NA,NA,NA,378852,380038,366629,2740,NA,380044,2749,NA,NA,380156,380560,380156,Flanker Task,70,52119,78,yes,1024
Incongruent,SSHSS,88.60759494,88.60759494,664.2531646,664.2531646,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,78,78,78,78,0,0,78,0,0,0,78,78,78,9/9/18 20:05,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,78,78,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,357,NA,218280,NA,NA,357,2,legacy,1024,2,48000,-16,experiment,2,even,221031,NA,NA,NA,380575,381764,366629,2740,NA,381770,2749,NA,NA,381882,382242,381882,Flanker Task,70,52476,79,yes,1024
Incongruent,HHSHH,87.5,87.5,661.8375,661.8375,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,79,79,79,79,0,0,79,0,0,0,79,79,79,9/9/18 20:05,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,79,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,471,NA,218280,NA,NA,471,2,legacy,1024,2,48000,-16,experiment,2,even,221031,NA,NA,NA,382759,383970,382255,2740,NA,383975,2749,NA,NA,384088,384563,384088,Flanker Task,70,52947,80,yes,1024
Incongruent,SSHSS,87.65432099,87.65432099,663.1234568,663.1234568,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,80,80,80,80,0,0,80,0,0,0,80,80,80,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,0,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,766,NA,218280,16639,NA,766,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,NA,385084,402985,384577,2740,NA,402990,2749,386136,NA,403103,403873,403102,Flanker Task,71,53713,81,yes,1024
Incongruent,HHSHH,87.80487805,87.80487805,665.8902439,665.8902439,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,81,81,81,81,0,0,81,0,0,0,81,81,81,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,1,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,890,NA,218280,16639,NA,890,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,403887,404391,405606,384577,2740,NA,405611,2749,386136,NA,405716,406609,405715,Flanker Task,72,54603,82,yes,1024
Congruent,SSSSS,86.74698795,86.74698795,662.5301205,662.5301205,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,82,82,82,82,0,0,82,0,0,0,82,82,82,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,2,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,387,NA,218280,16639,NA,387,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,406622,407126,408312,384577,2740,NA,408318,2749,386136,NA,408426,408817,408426,Flanker Task,72,54990,83,yes,1024
Incongruent,HHSHH,86.9047619,86.9047619,658.8214286,658.8214286,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,83,83,83,83,0,0,83,0,0,0,83,83,83,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,3,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,351,NA,218280,16639,NA,351,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,406622,409335,410540,408832,2740,NA,410546,2749,386136,NA,410659,411014,410658,Flanker Task,73,55341,84,yes,1024
Congruent,SSSSS,85.88235294,85.88235294,655.4235294,655.4235294,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,84,84,84,84,0,0,84,0,0,0,84,84,84,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,4,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,370,NA,218280,16639,NA,370,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,406622,411027,412236,408832,2740,NA,412243,2749,386136,NA,412347,412720,412346,Flanker Task,73,55711,85,yes,1024
Congruent,HHHHH,84.88372093,84.88372093,650.244186,650.244186,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,85,85,85,85,0,0,85,0,0,0,85,85,85,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,5,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,210,NA,218280,16639,NA,210,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,406622,413246,414454,412734,2740,NA,414460,2749,386136,NA,414564,414778,414564,Flanker Task,73,55921,86,yes,1024
Congruent,SSSSS,83.90804598,83.90804598,647.7586207,647.7586207,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,86,86,86,86,0,0,86,0,0,0,86,86,86,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,6,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,434,NA,218280,16639,NA,434,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,406622,415295,416498,414791,2740,NA,416504,2749,386136,NA,416611,417049,416611,Flanker Task,73,56355,87,yes,1024
Incongruent,SSHSS,84.09090909,84.09090909,649.0113636,649.0113636,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,87,87,87,87,0,0,87,0,0,0,87,87,87,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,7,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,758,NA,218280,16639,NA,758,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,406622,417576,418786,417064,2740,NA,418793,2749,386136,NA,418897,419659,418897,Flanker Task,74,57113,88,yes,1024
Incongruent,HHSHH,84.26966292,84.26966292,649.0674157,649.0674157,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,88,88,88,88,0,0,88,0,0,0,88,88,88,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,8,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,654,NA,218280,16639,NA,654,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,419673,420178,421391,417064,2740,NA,421397,2749,386136,NA,421510,422167,421509,Flanker Task,75,57767,89,yes,1024
Congruent,HHHHH,84.44444444,84.44444444,648.2111111,648.2111111,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,89,89,89,89,0,0,89,0,0,0,89,89,89,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,9,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,572,NA,218280,16639,NA,572,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,422180,422692,423887,417064,2740,NA,423892,2749,386136,NA,424004,424579,424004,Flanker Task,76,58339,90,yes,1024
Incongruent,SSHSS,84.61538462,84.61538462,648.5494505,648.5494505,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,90,90,90,90,0,0,90,0,0,0,90,90,90,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,10,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,679,NA,218280,16639,NA,679,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,422180,424595,425785,417064,2740,NA,425791,2749,386136,NA,425903,426587,425903,Flanker Task,77,59018,91,yes,1024
Congruent,SSSSS,84.7826087,84.7826087,646.7608696,646.7608696,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,91,91,91,91,0,0,91,0,0,0,91,91,91,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,11,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,484,NA,218280,16639,NA,484,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,427111,428315,417064,2740,NA,428320,2749,386136,NA,428433,428921,428432,Flanker Task,78,59502,92,yes,1024
Incongruent,HHSHH,84.94623656,84.94623656,644.655914,644.655914,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,92,92,92,92,0,0,92,0,0,0,92,92,92,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,12,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,451,NA,218280,16639,NA,451,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,428933,430142,417064,2740,NA,430147,2749,386136,NA,430260,430715,430259,Flanker Task,79,59953,93,yes,1024
Congruent,HHHHH,84.04255319,84.04255319,641.4574468,641.4574468,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,93,93,93,93,0,0,93,0,0,0,93,93,93,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,13,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,344,NA,218280,16639,NA,344,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,430728,431930,417064,2740,NA,431936,2749,386136,NA,432049,432396,432048,Flanker Task,79,60297,94,yes,1024
Incongruent,SSHSS,84.21052632,84.21052632,637.8842105,637.8842105,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,94,94,94,94,0,0,94,0,0,0,94,94,94,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,14,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,302,NA,218280,16639,NA,302,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,432913,434130,432409,2740,NA,434136,2749,386136,NA,434248,434554,434248,Flanker Task,80,60599,95,yes,1024
Congruent,HHHHH,84.375,84.375,635.875,635.875,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,95,95,95,95,0,0,95,0,0,0,95,95,95,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,15,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,445,NA,218280,16639,NA,445,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,434568,435777,432409,2740,NA,435783,2749,386136,NA,435887,436337,435887,Flanker Task,81,61044,96,yes,1024
Congruent,HHHHH,84.53608247,84.53608247,632.8041237,632.8041237,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,96,96,96,96,0,0,96,0,0,0,96,96,96,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,16,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,338,NA,218280,16639,NA,338,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,436402,437615,432409,2740,NA,437621,2749,386136,NA,437725,438067,437724,Flanker Task,82,61382,97,yes,1024
Congruent,HHHHH,84.69387755,84.69387755,630.1020408,630.1020408,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,97,97,97,97,0,0,97,0,0,0,97,97,97,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,17,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,368,NA,218280,16639,NA,368,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,438083,439293,432409,2740,NA,439298,2749,386136,NA,439402,439774,439401,Flanker Task,83,61750,98,yes,1024
Incongruent,SSHSS,84.84848485,84.84848485,627.8787879,627.8787879,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,98,98,98,98,0,0,98,0,0,0,98,98,98,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,18,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,410,NA,218280,16639,NA,410,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,439787,440997,432409,2740,NA,441003,2749,386136,NA,441116,441531,441115,Flanker Task,84,62160,99,yes,1024
Congruent,HHHHH,85,85,625.88,625.88,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,99,99,99,99,0,0,99,0,0,0,99,99,99,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,19,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,428,NA,218280,16639,NA,428,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,441544,442735,432409,2740,NA,442740,2749,386136,NA,442853,443286,442853,Flanker Task,85,62588,100,yes,1024
Incongruent,SSHSS,85.14851485,85.14851485,625.5346535,625.5346535,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,100,100,100,100,0,0,100,0,0,0,100,100,100,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,20,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,591,NA,218280,16639,NA,591,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,443298,444490,432409,2740,NA,444496,2749,386136,NA,444600,445195,444599,Flanker Task,86,63179,101,yes,1024
Congruent,SSSSS,85.29411765,85.29411765,623.6666667,623.6666667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,101,101,101,101,0,0,101,0,0,0,101,101,101,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,21,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,435,NA,218280,16639,NA,435,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,445208,446394,432409,2740,NA,446400,2749,386136,NA,446512,446951,446512,Flanker Task,87,63614,102,yes,1024
Incongruent,SSHSS,84.46601942,84.46601942,621.3398058,621.3398058,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,102,102,102,102,0,0,102,0,0,0,102,102,102,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,22,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,384,NA,218280,16639,NA,384,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,446964,448152,432409,2740,NA,448158,2749,386136,NA,448270,448658,448270,Flanker Task,87,63998,103,yes,1024
Incongruent,HHSHH,84.61538462,84.61538462,621.9230769,621.9230769,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,103,103,103,103,0,0,103,0,0,0,103,103,103,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,23,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,682,NA,218280,16639,NA,682,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,426599,449176,450396,448671,2740,NA,450402,2749,386136,NA,450506,451193,450505,Flanker Task,88,64680,104,yes,1024
Incongruent,SSHSS,83.80952381,83.80952381,619.5142857,619.5142857,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,104,104,104,104,0,0,104,0,0,0,104,104,104,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,24,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,369,NA,218280,16639,NA,369,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,451206,451709,452923,448671,2740,NA,452928,2749,386136,NA,453041,453414,453041,Flanker Task,88,65049,105,yes,1024
Congruent,HHHHH,83.96226415,83.96226415,627.2075472,627.2075472,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,105,105,105,105,0,0,105,0,0,0,105,105,105,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,25,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,1435,NA,218280,16639,NA,1435,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,451206,453941,455149,453430,2740,NA,455155,2749,386136,NA,455260,456700,455259,Flanker Task,89,66484,106,yes,1024
Incongruent,SSHSS,84.11214953,84.11214953,627.1682243,627.1682243,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,106,106,106,106,0,0,106,0,0,0,106,106,106,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,26,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,623,NA,218280,16639,NA,623,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,456713,457220,458414,453430,2740,NA,458420,2749,386136,NA,458532,459159,458532,Flanker Task,90,67107,107,yes,1024
Incongruent,SSHSS,84.25925926,84.25925926,625.6018519,625.6018519,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,107,107,107,107,0,0,107,0,0,0,107,107,107,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,27,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,458,NA,218280,16639,NA,458,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,459171,459684,460874,453430,2740,NA,460879,2749,386136,NA,460992,461455,460991,Flanker Task,91,67565,108,yes,1024
Congruent,HHHHH,84.40366972,84.40366972,624.3944954,624.3944954,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,108,108,108,108,0,0,108,0,0,0,108,108,108,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,28,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,494,NA,218280,16639,NA,494,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,459171,461467,462673,453430,2740,NA,462678,2749,386136,NA,462790,463288,462790,Flanker Task,92,68059,109,yes,1024
Congruent,HHHHH,84.54545455,84.54545455,624.5090909,624.5090909,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,109,109,109,109,0,0,109,0,0,0,109,109,109,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,29,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,637,NA,218280,16639,NA,637,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,459171,463303,464507,453430,2740,NA,464513,2749,386136,NA,464617,465259,464616,Flanker Task,93,68696,110,yes,1024
Congruent,HHHHH,84.68468468,84.68468468,622.4414414,622.4414414,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,110,110,110,110,0,0,110,0,0,0,110,110,110,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,30,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,395,NA,218280,16639,NA,395,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,465271,465784,466987,453430,2740,NA,466992,2749,386136,NA,467105,467505,467105,Flanker Task,94,69091,111,yes,1024
Incongruent,SSHSS,84.82142857,84.82142857,620.9553571,620.9553571,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,111,111,111,111,0,0,111,0,0,0,111,111,111,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,31,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,456,NA,218280,16639,NA,456,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,465271,467520,468729,453430,2740,NA,468735,2749,386136,NA,468839,469300,468838,Flanker Task,95,69547,112,yes,1024
Congruent,HHHHH,84.95575221,84.95575221,620.1769912,620.1769912,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,112,112,112,112,0,0,112,0,0,0,112,112,112,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,32,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,533,NA,218280,16639,NA,533,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,465271,469313,470534,453430,2740,NA,470539,2749,386136,NA,470644,471182,470643,Flanker Task,96,70080,113,yes,1024
Congruent,HHHHH,85.0877193,85.0877193,618.6140351,618.6140351,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,113,113,113,113,0,0,113,0,0,0,113,113,113,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,33,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,442,NA,218280,16639,NA,442,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,465271,471194,472410,453430,2740,NA,472415,2749,386136,NA,472528,472975,472528,Flanker Task,97,70522,114,yes,1024
Incongruent,SSHSS,85.2173913,85.2173913,617.3130435,617.3130435,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,114,114,114,114,0,0,114,0,0,0,114,114,114,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,34,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,469,NA,218280,16639,NA,469,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,465271,472988,474203,453430,2740,NA,474209,2749,386136,NA,474321,474794,474321,Flanker Task,98,70991,115,yes,1024
Congruent,SSSSS,85.34482759,85.34482759,618.1034483,618.1034483,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,115,115,115,115,0,0,115,0,0,0,115,115,115,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,35,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,709,NA,218280,16639,NA,709,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,465271,474807,476021,453430,2740,NA,476026,2749,386136,NA,476138,476852,476138,Flanker Task,99,71700,116,yes,1024
Incongruent,HHSHH,85.47008547,85.47008547,617.5213675,617.5213675,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,116,116,116,116,0,0,116,0,0,0,116,116,116,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,36,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,s,NA,s,550,NA,218280,16639,NA,550,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,476867,477370,478563,453430,2740,NA,478568,2749,386136,NA,478680,479235,478680,Flanker Task,100,72250,117,yes,1024
Incongruent,SSHSS,85.59322034,85.59322034,618.3644068,618.3644068,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,117,117,117,117,0,0,117,0,0,0,117,117,117,9/9/18 20:05,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,37,79,E:/kg-subject-2.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,s,NA,h,717,NA,218280,16639,NA,717,2,legacy,1024,2,48000,-16,experiment,2,even,221031,402779,NA,476867,479248,480439,453430,2740,NA,480444,2749,386136,NA,480558,481280,480557,Flanker Task,101,72967,118,yes,1024
