acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instruction1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Faster,count_Finish,count_ISI,count_Instruction1,count_Instruction2,count_Instruction3,count_errorFeedback,count_experiment,count_fixation,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instruction1,response_Instruction2,response_Instruction3,response_keyboard_response,response_time,response_time_Finish,response_time_Instruction1,response_time_Instruction2,response_time_Instruction3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Faster,time_Finish,time_ISI,time_Instruction1,time_Instruction2,time_Instruction3,time_errorFeedback,time_experiment,time_fixation,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
90.90909091,90.90909091,584.3636364,584.3636364,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,10,0,10,0,0,0,10,0,10,10,10,10,10,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,585,NA,5583,NA,NA,585,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,11175,NA,NA,NA,NA,29784,5589,NA,NA,27418,5584,30932,31036,31622,30927,31035,Flankertask2,10,6428,11,yes,1024
91.66666667,91.66666667,582.8333333,582.8333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,11,0,11,0,0,0,11,0,11,11,11,11,11,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,566,NA,5583,NA,NA,566,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,11175,NA,NA,NA,NA,31676,5589,NA,NA,27418,5584,32821,32926,33494,32818,32924,Flankertask2,11,6994,12,yes,1024
92.30769231,92.30769231,574.4615385,574.4615385,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,12,0,12,0,0,0,12,0,12,12,12,12,12,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,12,12,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,474,NA,5583,NA,NA,474,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,11175,NA,NA,NA,NA,33576,5589,NA,NA,27418,5584,34721,34826,35301,34717,34825,Flankertask2,12,7468,13,yes,1024
92.85714286,92.85714286,577.0714286,577.0714286,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,13,0,13,0,0,0,13,0,13,13,13,13,13,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,13,13,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,611,NA,5583,NA,NA,611,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,11175,NA,NA,NA,NA,35343,5589,NA,NA,27418,5584,36490,36593,37205,36486,36593,Flankertask2,13,8079,14,yes,1024
93.33333333,93.33333333,576.2666667,576.2666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,14,0,14,0,0,0,14,0,14,14,14,14,14,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,14,14,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,565,NA,5583,NA,NA,565,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,11175,NA,NA,NA,NA,37284,5589,NA,NA,27418,5584,38431,38535,39101,38427,38534,Flankertask2,14,8644,15,yes,1024
93.75,93.75,573.9375,573.9375,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,15,0,15,0,0,0,15,0,15,15,15,15,15,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,15,15,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,539,NA,5583,NA,NA,539,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,11175,NA,NA,NA,NA,39168,5589,NA,NA,27418,5584,40314,40418,40958,40309,40417,Flankertask2,15,9183,16,yes,1024
94.11764706,94.11764706,569.3529412,569.3529412,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,16,0,16,0,0,0,16,0,16,16,16,16,16,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,16,16,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,496,NA,5583,NA,NA,496,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,11175,NA,NA,NA,NA,41009,5589,NA,NA,27418,5584,42156,42260,42758,42151,42259,Flankertask2,16,9679,17,yes,1024
94.44444444,94.44444444,566.2777778,566.2777778,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,17,0,17,0,0,0,17,0,17,17,17,17,17,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,17,17,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,514,NA,5583,NA,NA,514,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,11175,NA,NA,NA,NA,42801,5589,NA,NA,27418,5584,43947,44051,44566,43943,44050,Flankertask2,17,10193,18,yes,1024
94.73684211,94.73684211,566.8421053,566.8421053,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,18,0,18,0,0,0,18,0,18,18,18,18,18,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,18,18,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,577,NA,5583,NA,NA,577,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,11175,NA,NA,NA,NA,44609,5589,NA,NA,27418,5584,45756,45859,46438,45752,45859,Flankertask2,18,10770,19,yes,1024
95,95,574.35,574.35,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,19,0,19,0,0,0,19,0,19,19,19,19,19,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,19,19,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,717,NA,5583,NA,NA,717,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,11175,NA,NA,NA,NA,46476,5589,NA,NA,27418,5584,47624,47727,48446,47619,47727,Flankertask2,19,11487,20,yes,1024
95.23809524,95.23809524,576.1904762,576.1904762,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,20,0,20,0,0,0,20,0,20,20,20,20,20,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,20,20,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,613,NA,5583,NA,NA,613,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,11175,NA,NA,NA,NA,48484,5589,NA,NA,27418,5584,49632,49735,50349,49627,49735,Flankertask2,20,12100,21,yes,1024
95.45454545,95.45454545,575.2272727,575.2272727,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,21,0,21,0,0,0,21,0,21,21,21,21,21,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,21,21,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,555,NA,5583,NA,NA,555,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,11175,NA,NA,NA,NA,50392,5589,NA,NA,27418,5584,51538,51642,52198,51533,51642,Flankertask2,21,12655,22,yes,1024
95.65217391,95.65217391,579.3043478,579.3043478,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,22,0,22,0,0,0,22,0,22,22,22,22,22,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,22,22,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,669,NA,5583,NA,NA,669,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,11175,NA,NA,NA,NA,52234,5589,NA,NA,27418,5584,53384,53488,54158,53379,53488,Flankertask2,22,13324,23,yes,1024
95.83333333,95.83333333,581.8333333,581.8333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,23,0,23,0,0,0,23,0,23,23,23,23,23,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,23,23,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,640,NA,5583,NA,NA,640,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,11175,NA,NA,NA,NA,54209,5589,NA,NA,27418,5584,55357,55461,56102,55352,55461,Flankertask2,23,13964,24,yes,1024
96,96,582.16,582.16,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,24,0,24,0,0,0,24,0,24,24,24,24,24,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,24,24,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,590,NA,5583,NA,NA,590,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,11175,NA,NA,NA,NA,56151,5589,NA,NA,27418,5584,57296,57399,57990,57292,57399,Flankertask2,24,14554,25,yes,1024
96.15384615,96.15384615,584.6538462,584.6538462,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,25,0,25,0,0,0,25,0,25,25,25,25,25,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,25,25,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,647,NA,5583,NA,NA,647,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,11175,NA,NA,NA,NA,58025,5589,NA,NA,27418,5584,59173,59277,59926,59168,59277,Flankertask2,25,15201,26,yes,1024
96.2962963,96.2962963,587.962963,587.962963,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,26,0,26,0,0,0,26,0,26,26,26,26,26,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,26,26,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,674,NA,5583,NA,NA,674,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,11175,NA,NA,NA,NA,59968,5589,NA,NA,27418,5584,61115,61219,61893,61109,61218,Flankertask2,26,15875,27,yes,1024
96.42857143,96.42857143,589.6071429,589.6071429,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,27,0,27,0,0,0,27,0,27,27,27,27,27,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,27,27,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,634,NA,5583,NA,NA,634,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,11175,NA,NA,NA,NA,61934,5589,NA,NA,27418,5584,63083,63187,63822,63078,63185,Flankertask2,27,16509,28,yes,1024
96.55172414,96.55172414,586.862069,586.862069,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,28,0,28,0,0,0,28,0,28,28,28,28,28,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,28,28,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,510,NA,5583,NA,NA,510,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,11175,NA,NA,NA,NA,63867,5589,NA,NA,27418,5584,65016,65119,65630,65011,65119,Flankertask2,28,17019,29,yes,1024
96.66666667,96.66666667,587.7333333,587.7333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,29,0,29,0,0,0,29,0,29,29,29,29,29,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,29,29,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,613,NA,5583,NA,NA,613,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,11175,NA,NA,NA,NA,65667,5589,NA,NA,27418,5584,66815,66919,67534,66810,66919,Flankertask2,29,17632,30,yes,1024
96.77419355,96.77419355,588.2258065,588.2258065,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,30,0,30,0,0,0,30,0,30,30,30,30,30,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,30,30,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,603,NA,5583,NA,NA,603,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,11175,NA,NA,NA,NA,67576,5589,NA,NA,27418,5584,68723,68826,69430,68718,68826,Flankertask2,30,18235,31,yes,1024
96.875,96.875,584.28125,584.28125,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,31,0,31,0,0,0,31,0,31,31,31,31,31,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,31,31,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,462,NA,5583,NA,NA,462,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,11175,NA,NA,NA,NA,69475,5589,NA,NA,27418,5584,70624,70726,71190,70619,70726,Flankertask2,31,18697,32,yes,1024
96.96969697,96.96969697,585.1818182,585.1818182,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,32,0,32,0,0,0,32,0,32,32,32,32,32,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,32,32,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,614,NA,5583,NA,NA,614,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,11175,NA,NA,NA,NA,71258,5589,NA,NA,27418,5584,72406,72511,73126,72402,72510,Flankertask2,32,19311,33,yes,1024
97.05882353,97.05882353,583.5294118,583.5294118,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,33,0,33,0,0,0,33,0,33,33,33,33,33,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,33,33,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,529,NA,5583,NA,NA,529,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,11175,NA,NA,NA,NA,73184,5589,NA,NA,27418,5584,74331,74435,74966,74326,74434,Flankertask2,33,19840,34,yes,1024
97.14285714,97.14285714,587.4857143,587.4857143,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,34,0,34,0,0,0,34,0,34,34,34,34,34,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,34,34,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,722,NA,5583,NA,NA,722,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,11175,NA,NA,NA,NA,75009,5589,NA,NA,27418,5584,76155,76259,76982,76151,76259,Flankertask2,34,20562,35,yes,1024
97.22222222,97.22222222,583.6944444,583.6944444,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,35,0,35,0,0,0,35,0,35,35,35,35,35,9/17/19 14:52,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,35,35,C:/Users/Carolyn/OneDrive/cp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,451,NA,5583,NA,NA,451,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,11175,NA,NA,NA,NA,77017,5589,NA,NA,27418,5584,78163,78266,78718,78158,78266,Flankertask2,35,21013,36,yes,1024
