acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Finish,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_errorFeedback,count_experiment,count_faster,count_fixation,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboard_response,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Finish,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_errorFeedback,time_experiment,time_faster,time_fixation,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,2940024,2940024,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,0,0,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,caps lock,NA,NA,h,2940024,NA,2388691,NA,NA,2940024,2,legacy,1024,2,48000,-16,experiment,HHHHH,999,odd,2391377,NA,NA,NA,NA,2666,NA,NA,NA,2603,NA,2391750,2391898,5331933,2391595,2391898,Flanker task,1,2940024,1,yes,1024
100,100,1470359.5,1470359.5,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,1,1,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,caps lock,NA,NA,h,695,NA,2388691,NA,NA,695,2,legacy,1024,2,48000,-16,experiment,SSHSS,999,odd,2391377,NA,NA,NA,5332504,2666,NA,NA,NA,2603,5331972,5333649,5333782,5334478,5333617,5333782,Flanker task,2,2940719,2,yes,1024
100,100,980513.3333,980513.3333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,2,0,0,0,2,0,2,2,2,2,2,2,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,2,2,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,caps lock,NA,NA,h,821,NA,2388691,NA,NA,821,2,legacy,1024,2,48000,-16,experiment,HHHHH,999,odd,2391377,NA,NA,NA,5334517,2666,NA,NA,NA,2603,5331972,5335654,5335787,5336609,5335621,5335786,Flanker task,3,2941540,3,yes,1024
100,100,735529,735529,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,3,0,0,0,3,0,3,3,3,3,3,3,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,3,3,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,caps lock,NA,NA,h,576,NA,2388691,NA,NA,576,2,legacy,1024,2,48000,-16,experiment,HHHHH,999,odd,2391377,NA,NA,NA,5336647,2666,NA,NA,NA,2603,5331972,5337773,5337907,5338484,5337740,5337906,Flanker task,4,2942116,4,yes,1024
100,100,588540.8,588540.8,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,4,0,0,0,4,0,4,4,4,4,4,4,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,4,4,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,caps lock,NA,NA,h,588,NA,2388691,NA,NA,588,2,legacy,1024,2,48000,-16,experiment,HHHHH,999,odd,2391377,NA,NA,NA,5338520,2666,NA,NA,NA,2603,5331972,5339640,5339773,5340362,5339606,5339773,Flanker task,5,2942704,5,yes,1024
100,100,490585.5,490585.5,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,5,0,0,0,5,0,5,5,5,5,5,5,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,5,5,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,caps lock,NA,NA,s,809,NA,2388691,NA,NA,809,2,legacy,1024,2,48000,-16,experiment,HHSHH,999,odd,2391377,NA,NA,NA,5340397,2666,NA,NA,NA,2603,5331972,5341517,5341649,5342459,5341484,5341649,Flanker task,6,2943513,6,yes,1024
100,100,420594,420594,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,6,0,0,0,6,0,6,6,6,6,6,6,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,6,6,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,caps lock,NA,NA,h,645,NA,2388691,NA,NA,645,2,legacy,1024,2,48000,-16,experiment,SSHSS,999,odd,2391377,NA,NA,NA,5342497,2666,NA,NA,NA,2603,5331972,5343625,5343757,5344403,5343591,5343757,Flanker task,7,2944158,7,yes,1024
100,100,368072.125,368072.125,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,7,0,0,0,7,0,7,7,7,7,7,7,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,7,7,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,caps lock,NA,NA,h,419,NA,2388691,NA,NA,419,2,legacy,1024,2,48000,-16,experiment,SSHSS,999,odd,2391377,NA,NA,NA,5344438,2666,NA,NA,NA,2603,5331972,5345556,5345689,5346109,5345523,5345689,Flanker task,8,2944577,8,yes,1024
100,100,327225.3333,327225.3333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,8,0,0,0,8,0,8,8,8,8,8,8,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,8,8,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,caps lock,NA,NA,s,451,NA,2388691,NA,NA,451,2,legacy,1024,2,48000,-16,experiment,SSSSS,999,odd,2391377,NA,NA,NA,5346145,2666,NA,NA,NA,2603,5331972,5347261,5347395,5347847,5347228,5347394,Flanker task,9,2945028,9,yes,1024
100,100,294551.6,294551.6,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,9,0,0,0,9,0,9,9,9,9,9,9,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,9,9,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,caps lock,NA,NA,h,488,NA,2388691,NA,NA,488,2,legacy,1024,2,48000,-16,experiment,HHHHH,999,odd,2391377,NA,NA,NA,5347886,2666,NA,NA,NA,2603,5331972,5349005,5349138,5349628,5348974,5349138,Flanker task,10,2945516,10,yes,1024
100,100,267813.8182,267813.8182,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,10,0,0,0,10,0,10,10,10,10,10,10,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,10,10,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,caps lock,NA,NA,s,436,NA,2388691,NA,NA,436,2,legacy,1024,2,48000,-16,experiment,HHSHH,999,odd,2391377,NA,NA,NA,5349663,2666,NA,NA,NA,2603,5331972,5350780,5350913,5351350,5350748,5350913,Flanker task,11,2945952,11,yes,1024
100,100,245566.75,245566.75,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,11,0,0,0,11,0,11,11,11,11,11,11,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,11,11,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,caps lock,NA,NA,h,849,NA,2388691,NA,NA,849,2,legacy,1024,2,48000,-16,experiment,HHHHH,999,odd,2391377,NA,NA,NA,5351389,2666,NA,NA,NA,2603,5331972,5352516,5352649,5353499,5352483,5352649,Flanker task,12,2946801,12,yes,1024
100,100,226740.7692,226740.7692,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,12,0,0,0,12,0,12,12,12,12,12,12,Wed Sep 25 20:35:40 2019,1500,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Desktop/OpenSesame Assignments,no,mono,no,18,no,white,no,no,768,legacy,12,12,/Users/freyaportales/Desktop/OpenSesame Assignments/quickrun.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,caps lock,NA,NA,s,829,NA,2388691,NA,NA,829,2,legacy,1024,2,48000,-16,experiment,HHSHH,999,odd,2391377,NA,NA,NA,5353535,2666,NA,NA,NA,2603,5331972,5354655,5354788,5355620,5354623,5354788,Flanker task,13,2947630,13,yes,1024
