acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboard_response,correct_response,count_Faster,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Stimulus,count_block1,count_block2,count_block3,count_errorFeedback,count_experiment,count_finish,count_fixation,count_keyboard_response,count_new_logger,count_sequence,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Instructions1,response_Instructions2,response_Instructions3,response_finish,response_keyboard_response,response_time,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_finish,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Faster,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Stimulus,time_block1,time_block2,time_block3,time_errorFeedback,time_experiment,time_finish,time_fixation,time_keyboard_response,time_new_logger,time_sequence,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
85.29411765,85.29411765,481.8235294,481.8235294,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,33,33,0,0,0,33,0,0,0,33,0,0,33,33,33,33,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,33,33,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,479,15066,NA,NA,NA,479,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,78668,5265,NA,NA,79883,20332,NA,NA,48689,5261,NA,79778,79883,80362,79775,Flanker Task,29,16382,34,yes,1024
85.71428571,85.71428571,482.6285714,482.6285714,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,34,34,0,0,0,34,0,0,0,34,0,0,34,34,34,34,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,34,34,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,510,15066,NA,NA,NA,510,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,80384,5265,NA,NA,81580,20332,NA,NA,48689,5261,NA,81475,81580,82091,81472,Flanker Task,30,16892,35,yes,1024
86.11111111,86.11111111,485.0555556,485.0555556,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,35,35,0,0,0,35,0,0,0,35,0,0,35,35,35,35,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,35,35,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,570,15066,NA,NA,NA,570,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,82114,5265,NA,NA,83296,20332,NA,NA,48689,5261,NA,83191,83296,83867,83188,Flanker Task,31,17462,36,yes,1024
86.48648649,86.48648649,485.6486486,485.6486486,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,36,36,0,0,0,36,0,0,0,36,0,0,36,36,36,36,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,36,36,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,507,15066,NA,NA,NA,507,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,83893,5265,NA,NA,85111,20332,NA,NA,48689,5261,NA,85006,85111,85619,85003,Flanker Task,32,17969,37,yes,1024
86.84210526,86.84210526,488.7105263,488.7105263,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,37,37,0,0,0,37,0,0,0,37,0,0,37,37,37,37,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,37,37,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,602,15066,NA,NA,NA,602,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,85643,5265,NA,NA,86856,20332,NA,NA,48689,5261,NA,86751,86856,87459,86747,Flanker Task,33,18571,38,yes,1024
87.17948718,87.17948718,488.3846154,488.3846154,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,38,38,0,0,0,38,0,0,0,38,0,0,38,38,38,38,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,38,38,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,476,15066,NA,NA,NA,476,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,87485,5265,NA,NA,88718,20332,NA,NA,48689,5261,NA,88613,88718,89194,88610,Flanker Task,34,19047,39,yes,1024
87.5,87.5,488.85,488.85,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,39,39,0,0,0,39,0,0,0,39,0,0,39,39,39,39,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,39,39,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,507,15066,NA,NA,NA,507,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,89222,5265,NA,NA,90423,20332,NA,NA,48689,5261,NA,90318,90423,90931,90315,Flanker Task,35,19554,40,yes,1024
87.80487805,87.80487805,488.1463415,488.1463415,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,40,40,0,0,0,40,0,0,0,40,0,0,40,40,40,40,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,40,40,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,460,15066,NA,NA,NA,460,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,90956,5265,NA,NA,92166,20332,NA,NA,48689,5261,NA,92061,92166,92627,92058,Flanker Task,36,20014,41,yes,1024
88.0952381,88.0952381,488.0952381,488.0952381,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,41,41,0,0,0,41,0,0,0,41,0,0,41,41,41,41,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,41,41,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,486,15066,NA,NA,NA,486,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,92652,5265,NA,NA,93867,20332,NA,NA,48689,5261,NA,93762,93867,94354,93759,Flanker Task,37,20500,42,yes,1024
88.37209302,88.37209302,488.2093023,488.2093023,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,42,42,0,0,0,42,0,0,0,42,0,0,42,42,42,42,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,42,42,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,493,15066,NA,NA,NA,493,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,94389,5265,NA,NA,95597,20332,NA,NA,48689,5261,NA,95492,95597,96091,95488,Flanker Task,38,20993,43,yes,1024
88.63636364,88.63636364,488.75,488.75,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,43,43,0,0,0,43,0,0,0,43,0,0,43,43,43,43,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,43,43,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,512,15066,NA,NA,NA,512,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,96111,5265,NA,NA,97298,20332,NA,NA,48689,5261,NA,97193,97298,97811,97191,Flanker Task,39,21505,44,yes,1024
88.88888889,88.88888889,487.6666667,487.6666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,44,44,0,0,0,44,0,0,0,44,0,0,44,44,44,44,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,44,44,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,440,15066,NA,NA,NA,440,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,97831,5265,NA,NA,99034,20332,NA,NA,48689,5261,NA,98928,99034,99475,98925,Flanker Task,40,21945,45,yes,1024
89.13043478,89.13043478,486.4565217,486.4565217,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,45,45,0,0,0,45,0,0,0,45,0,0,45,45,45,45,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,45,45,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,432,15066,NA,NA,NA,432,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,99494,5265,NA,NA,100698,20332,NA,NA,48689,5261,NA,100593,100698,101131,100590,Flanker Task,41,22377,46,yes,1024
89.36170213,89.36170213,486.6595745,486.6595745,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,46,46,0,0,0,46,0,0,0,46,0,0,46,46,46,46,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,46,46,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,496,15066,NA,NA,NA,496,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,101157,5265,NA,NA,102362,20332,NA,NA,48689,5261,NA,102257,102362,102859,102254,Flanker Task,42,22873,47,yes,1024
89.58333333,89.58333333,488.125,488.125,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,47,47,0,0,0,47,0,0,0,47,0,0,47,47,47,47,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,47,47,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,557,15066,NA,NA,NA,557,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,102878,5265,NA,NA,104077,20332,NA,NA,48689,5261,NA,103973,104077,104634,103971,Flanker Task,43,23430,48,yes,1024
89.79591837,89.79591837,488.6734694,488.6734694,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,48,48,0,0,0,48,0,0,0,48,0,0,48,48,48,48,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,48,48,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,515,15066,NA,NA,NA,515,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,104653,5265,NA,NA,105830,20332,NA,NA,48689,5261,NA,105728,105830,106346,105725,Flanker Task,44,23945,49,yes,1024
90,90,492.3,492.3,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,49,49,0,0,0,49,0,0,0,49,0,0,49,49,49,49,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,49,49,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,670,15066,NA,NA,NA,670,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,106370,5265,NA,NA,107580,20332,NA,NA,48689,5261,NA,107475,107580,108251,107472,Flanker Task,45,24615,50,yes,1024
90.19607843,90.19607843,493.7843137,493.7843137,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,50,50,0,0,0,50,0,0,0,50,0,0,50,50,50,50,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,50,50,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,568,15066,NA,NA,NA,568,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,108281,5265,NA,NA,109490,20332,NA,NA,48689,5261,NA,109387,109490,110059,109384,Flanker Task,46,25183,51,yes,1024
90.38461538,90.38461538,497.3076923,497.3076923,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,51,51,0,0,0,51,0,0,0,51,0,0,51,51,51,51,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,51,51,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,677,15066,NA,NA,NA,677,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,110083,5265,NA,NA,111276,20332,NA,NA,48689,5261,NA,111171,111276,111954,111168,Flanker Task,47,25860,52,yes,1024
90.56603774,90.56603774,499.509434,499.509434,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,52,52,0,0,0,52,0,0,0,52,0,0,52,52,52,52,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,52,52,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,614,15066,NA,NA,NA,614,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,111978,5265,NA,NA,113195,20332,NA,NA,48689,5261,NA,113090,113195,113810,113087,Flanker Task,48,26474,53,yes,1024
90.74074074,90.74074074,499.3333333,499.3333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,53,53,0,0,0,53,0,0,0,53,0,0,53,53,53,53,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,53,53,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,490,15066,NA,NA,NA,490,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,113833,5265,NA,NA,115056,20332,NA,NA,48689,5261,NA,114950,115056,115547,114947,Flanker Task,49,26964,54,yes,1024
90.90909091,90.90909091,500.3454545,500.3454545,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,54,54,0,0,0,54,0,0,0,54,0,0,54,54,54,54,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,54,54,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,555,15066,NA,NA,NA,555,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,115571,5265,NA,NA,116767,20332,NA,NA,48689,5261,NA,116662,116767,117323,116660,Flanker Task,50,27519,55,yes,1024
91.07142857,91.07142857,501.0178571,501.0178571,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,55,55,0,0,0,55,0,0,0,55,0,0,55,55,55,55,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,55,55,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,538,15066,NA,NA,NA,538,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,117351,5265,NA,NA,118567,20332,NA,NA,48689,5261,NA,118463,118567,119106,118460,Flanker Task,51,28057,56,yes,1024
91.22807018,91.22807018,501.0526316,501.0526316,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,56,56,0,0,0,56,0,0,0,56,0,0,56,56,56,56,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,56,56,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,503,15066,NA,NA,NA,503,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,119129,5265,NA,NA,120330,20332,NA,NA,48689,5261,NA,120226,120331,120835,120223,Flanker Task,52,28560,57,yes,1024
91.37931034,91.37931034,500.9310345,500.9310345,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,57,57,0,0,0,57,0,0,0,57,0,0,57,57,57,57,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,57,57,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,494,15066,NA,NA,NA,494,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,120859,5265,NA,NA,122052,20332,NA,NA,48689,5261,NA,121947,122052,122547,121944,Flanker Task,53,29054,58,yes,1024
91.52542373,91.52542373,499.9491525,499.9491525,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,58,58,0,0,0,58,0,0,0,58,0,0,58,58,58,58,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,58,58,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,443,15066,NA,NA,NA,443,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,122572,5265,NA,NA,123775,20332,NA,NA,48689,5261,NA,123670,123775,124219,123667,Flanker Task,54,29497,59,yes,1024
91.66666667,91.66666667,498.5,498.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,59,59,0,0,0,59,0,0,0,59,0,0,59,59,59,59,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,59,59,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,413,15066,NA,NA,NA,413,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,124239,5265,NA,NA,125461,20332,NA,NA,48689,5261,NA,125355,125461,125874,125353,Flanker Task,55,29910,60,yes,1024
91.80327869,91.80327869,498.0163934,498.0163934,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,60,60,0,0,0,60,0,0,0,60,0,0,60,60,60,60,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,60,60,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,469,15066,NA,NA,NA,469,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,125897,5265,NA,NA,127108,20332,NA,NA,48689,5261,NA,127003,127108,127578,127000,Flanker Task,56,30379,61,yes,1024
90.32258065,90.32258065,496.516129,496.516129,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,h,61,61,0,0,0,61,0,0,0,61,0,0,61,61,61,61,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,61,61,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,405,15066,NA,NA,NA,405,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,127601,5265,NA,NA,128797,20332,NA,NA,48689,5261,NA,128691,128797,129202,128689,Flanker Task,56,30784,62,yes,1024
90.47619048,90.47619048,495.3492063,495.3492063,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,62,62,0,0,0,62,0,0,0,62,0,0,62,62,62,62,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,62,62,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,423,15066,NA,NA,NA,423,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,129728,5265,NA,NA,130971,20332,NA,NA,129222,5261,NA,130866,130971,131395,130862,Flanker Task,57,31207,63,yes,1024
90.625,90.625,494.578125,494.578125,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,63,63,0,0,0,63,0,0,0,63,0,0,63,63,63,63,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,63,63,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,446,15066,NA,NA,NA,446,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,131415,5265,NA,NA,132604,20332,NA,NA,129222,5261,NA,132499,132604,133051,132496,Flanker Task,58,31653,64,yes,1024
89.23076923,89.23076923,492.9076923,492.9076923,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,64,64,0,0,0,64,0,0,0,64,0,0,64,64,64,64,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,64,64,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,386,15066,NA,NA,NA,386,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,133128,5265,NA,NA,134327,20332,NA,NA,129222,5261,NA,134222,134327,134714,134218,Flanker Task,58,32039,65,yes,1024
89.39393939,89.39393939,494.1363636,494.1363636,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,65,65,0,0,0,65,0,0,0,65,0,0,65,65,65,65,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,65,65,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,574,15066,NA,NA,NA,574,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,135240,5265,NA,NA,136468,20332,NA,NA,134735,5261,NA,136363,136468,137043,136360,Flanker Task,59,32613,66,yes,1024
89.55223881,89.55223881,493.3134328,493.3134328,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,66,66,0,0,0,66,0,0,0,66,0,0,66,66,66,66,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,66,66,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,439,15066,NA,NA,NA,439,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,137062,5265,NA,NA,138251,20332,NA,NA,134735,5261,NA,138146,138251,138691,138143,Flanker Task,60,33052,67,yes,1024
89.70588235,89.70588235,493.8235294,493.8235294,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,67,67,0,0,0,67,0,0,0,67,0,0,67,67,67,67,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,67,67,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,528,15066,NA,NA,NA,528,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,138712,5265,NA,NA,139897,20332,NA,NA,134735,5261,NA,139791,139897,140426,139789,Flanker Task,61,33580,68,yes,1024
