acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_new_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ErrorFeedback,count_Faster,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Stimulus,count_experiment,count_new_keyboard_response,count_new_logger,count_new_sequence,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_new_keyboard_response,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_new_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ErrorFeedback,time_Faster,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Stimulus,time_experiment,time_new_keyboard_response,time_new_logger,time_new_sequence,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
93.5483871,93.5483871,490.9354839,490.9354839,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,30,30,0,30,30,0,0,0,30,0,30,30,30,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,30,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,430,NA,15129,NA,NA,430,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,21851,NA,NA,45760,NA,NA,101176,99287,6721,NA,NA,101283,6687,101283,101714,101151,Flanker Task ,29,15219,31,yes,1024
93.75,93.75,492.46875,492.46875,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,31,31,0,31,31,0,0,0,31,0,31,31,31,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,31,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,540,NA,15129,NA,NA,540,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,21851,NA,NA,45760,NA,NA,103608,101778,6721,NA,NA,103715,6687,103715,104256,103584,Flanker Task ,30,15759,32,yes,1024
93.93939394,93.93939394,494.6969697,494.6969697,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,32,32,0,32,32,0,0,0,32,0,32,32,32,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,32,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,566,NA,15129,NA,NA,566,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,45760,NA,NA,106166,104338,6721,NA,NA,106273,6687,106273,106840,106142,Flanker Task ,31,16325,33,yes,1024
94.11764706,94.11764706,490.5,490.5,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,33,33,0,33,33,0,0,0,33,0,33,33,33,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,33,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,352,NA,15129,NA,NA,352,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,21851,NA,NA,45760,NA,NA,108861,106902,6721,NA,NA,108968,6687,108968,109320,108837,Flanker Task ,32,16677,34,yes,1024
94.28571429,94.28571429,487.4857143,487.4857143,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,34,34,0,34,34,0,0,0,34,0,34,34,34,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,34,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,385,NA,15129,NA,NA,385,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,21851,NA,NA,45760,NA,NA,111337,109407,6721,NA,NA,111443,6687,111443,111829,111313,Flanker Task ,33,17062,35,yes,1024
94.44444444,94.44444444,484.9722222,484.9722222,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,35,35,0,35,35,0,0,0,35,0,35,35,35,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,35,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,397,NA,15129,NA,NA,397,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,21851,NA,NA,45760,NA,NA,113722,111896,6721,NA,NA,113829,6687,113829,114226,113698,Flanker Task ,34,17459,36,yes,1024
94.59459459,94.59459459,484.0810811,484.0810811,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,36,36,0,36,36,0,0,0,36,0,36,36,36,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,36,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,452,NA,15129,NA,NA,452,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,45760,NA,NA,116123,114298,6721,NA,NA,116229,6687,116229,116682,116099,Flanker Task ,35,17911,37,yes,1024
94.73684211,94.73684211,483,483,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,37,37,0,37,37,0,0,0,37,0,37,37,37,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,37,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,443,NA,15129,NA,NA,443,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,45760,NA,NA,118581,116748,6721,NA,NA,118687,6687,118687,119131,118557,Flanker Task ,36,18354,38,yes,1024
94.87179487,94.87179487,481.7948718,481.7948718,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,38,38,0,38,38,0,0,0,38,0,38,38,38,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,38,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,436,NA,15129,NA,NA,436,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,21851,NA,NA,45760,NA,NA,120996,119185,6721,NA,NA,121103,6687,121103,121540,120972,Flanker Task ,37,18790,39,yes,1024
92.5,92.5,479.275,479.275,black,xpyriment,legacy,legacy,0,Incongruent,uniform,0,undefined,0,s,0,0,0,39,39,0,39,39,0,0,0,39,0,39,39,39,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,39,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,381,NA,15129,NA,NA,381,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,45760,NA,NA,123527,121611,6721,NA,NA,123633,6687,123633,124015,123501,Flanker Task ,37,19171,40,yes,1024
90.24390244,90.24390244,478.2926829,478.2926829,black,xpyriment,legacy,legacy,0,Incongruent,uniform,0,undefined,0,h,0,0,0,40,40,0,40,40,0,0,0,40,0,40,40,40,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,40,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,439,NA,15129,NA,NA,439,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,21851,NA,NA,124050,NA,NA,126381,124557,6721,NA,NA,126487,6687,126487,126927,126357,Flanker Task ,37,19610,41,yes,1024
90.47619048,90.47619048,478.3333333,478.3333333,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,41,41,0,41,41,0,0,0,41,0,41,41,41,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,41,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,480,NA,15129,NA,NA,480,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,21851,NA,NA,126996,NA,NA,129329,127503,6721,NA,NA,129435,6687,129435,129916,129305,Flanker Task ,38,20090,42,yes,1024
90.69767442,90.69767442,475.9069767,475.9069767,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,42,42,0,42,42,0,0,0,42,0,42,42,42,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,42,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,374,NA,15129,NA,NA,374,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,21851,NA,NA,126996,NA,NA,131819,129981,6721,NA,NA,131926,6687,131926,132301,131795,Flanker Task ,39,20464,43,yes,1024
90.90909091,90.90909091,475.0454545,475.0454545,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,43,43,0,43,43,0,0,0,43,0,43,43,43,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,43,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,438,NA,15129,NA,NA,438,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,21851,NA,NA,126996,NA,NA,134165,132334,6721,NA,NA,134272,6687,134272,134711,134141,Flanker Task ,40,20902,44,yes,1024
91.11111111,91.11111111,475.4444444,475.4444444,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,44,44,0,44,44,0,0,0,44,0,44,44,44,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,44,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,493,NA,15129,NA,NA,493,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,126996,NA,NA,136641,134797,6721,NA,NA,136748,6687,136748,137242,136617,Flanker Task ,41,21395,45,yes,1024
91.30434783,91.30434783,476.0652174,476.0652174,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,45,45,0,45,45,0,0,0,45,0,45,45,45,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,45,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,504,NA,15129,NA,NA,504,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,126996,NA,NA,139095,137265,6721,NA,NA,139201,6687,139201,139706,139071,Flanker Task ,42,21899,46,yes,1024
91.4893617,91.4893617,474.5106383,474.5106383,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,46,46,0,46,46,0,0,0,46,0,46,46,46,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,46,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,403,NA,15129,NA,NA,403,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,21851,NA,NA,126996,NA,NA,141556,139722,6721,NA,NA,141663,6687,141663,142067,141532,Flanker Task ,43,22302,47,yes,1024
91.66666667,91.66666667,474.2291667,474.2291667,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,47,47,0,47,47,0,0,0,47,0,47,47,47,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,47,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,461,NA,15129,NA,NA,461,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,126996,NA,NA,144001,142149,6721,NA,NA,144107,6687,144107,144569,143977,Flanker Task ,44,22763,48,yes,1024
91.83673469,91.83673469,473.3469388,473.3469388,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,48,48,0,48,48,0,0,0,48,0,48,48,48,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,48,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,431,NA,15129,NA,NA,431,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,21851,NA,NA,126996,NA,NA,146456,144634,6721,NA,NA,146563,6687,146563,146995,146430,Flanker Task ,45,23194,49,yes,1024
92,92,471.82,471.82,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,49,49,0,49,49,0,0,0,49,0,49,49,49,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,49,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,397,NA,15129,NA,NA,397,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,126996,NA,NA,148907,147063,6721,NA,NA,149013,6687,149014,149412,148883,Flanker Task ,46,23591,50,yes,1024
92.15686275,92.15686275,470.4705882,470.4705882,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,50,50,0,50,50,0,0,0,50,0,50,50,50,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,50,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,403,NA,15129,NA,NA,403,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,21851,NA,NA,126996,NA,NA,151287,149472,6721,NA,NA,151393,6687,151394,151798,151263,Flanker Task ,47,23994,51,yes,1024
92.30769231,92.30769231,472.5961538,472.5961538,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,51,51,0,51,51,0,0,0,51,0,51,51,51,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,51,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,581,NA,15129,NA,NA,581,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,126996,NA,NA,153717,151889,6721,NA,NA,153823,6687,153823,154405,153692,Flanker Task ,48,24575,52,yes,1024
92.45283019,92.45283019,470.245283,470.245283,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,52,52,0,52,52,0,0,0,52,0,52,52,52,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,52,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,348,NA,15129,NA,NA,348,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,21851,NA,NA,126996,NA,NA,156306,154481,6721,NA,NA,156413,6687,156413,156762,156282,Flanker Task ,49,24923,53,yes,1024
92.59259259,92.59259259,468.9814815,468.9814815,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,53,53,0,53,53,0,0,0,53,0,53,53,53,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,53,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,402,NA,15129,NA,NA,402,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,126996,NA,NA,158657,156830,6721,NA,NA,158762,6687,158763,159166,158633,Flanker Task ,50,25325,54,yes,1024
92.72727273,92.72727273,469.8,469.8,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,54,54,0,54,54,0,0,0,54,0,54,54,54,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,54,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,514,NA,15129,NA,NA,514,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,21851,NA,NA,126996,NA,NA,161059,159225,6721,NA,NA,161165,6687,161165,161680,161034,Flanker Task ,51,25839,55,yes,1024
92.85714286,92.85714286,468.9464286,468.9464286,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,55,55,0,55,55,0,0,0,55,0,55,55,55,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,55,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,422,NA,15129,NA,NA,422,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,126996,NA,NA,163571,161748,6721,NA,NA,163677,6687,163677,164100,163547,Flanker Task ,52,26261,56,yes,1024
92.98245614,92.98245614,472.3859649,472.3859649,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,56,56,0,56,56,0,0,0,56,0,56,56,56,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,56,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,665,NA,15129,NA,NA,665,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,21851,NA,NA,126996,NA,NA,165945,164132,6721,NA,NA,166052,6687,166052,166718,165921,Flanker Task ,53,26926,57,yes,1024
93.10344828,93.10344828,473.3275862,473.3275862,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,57,57,0,57,57,0,0,0,57,0,57,57,57,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,57,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,527,NA,15129,NA,NA,527,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,21851,NA,NA,126996,NA,NA,168633,166801,6721,NA,NA,168739,6687,168739,169267,168609,Flanker Task ,54,27453,58,yes,1024
93.22033898,93.22033898,477.4745763,477.4745763,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,58,58,0,58,58,0,0,0,58,0,58,58,58,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,58,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,718,NA,15129,NA,NA,718,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,21851,NA,NA,126996,NA,NA,171173,169349,6721,NA,NA,171280,6687,171280,171999,171147,Flanker Task ,55,28171,59,yes,1024
93.33333333,93.33333333,476.05,476.05,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,59,59,0,59,59,0,0,0,59,0,59,59,59,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,59,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,392,NA,15129,NA,NA,392,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,21851,NA,NA,126996,NA,NA,173863,172071,6721,NA,NA,173970,6687,173970,174363,173840,Flanker Task ,56,28563,60,yes,1024
93.44262295,93.44262295,474.557377,474.557377,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,60,60,0,60,60,0,0,0,60,0,60,60,60,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,60,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,385,NA,15129,NA,NA,385,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,21851,NA,NA,126996,NA,NA,176240,174427,6721,NA,NA,176345,6687,176346,176732,176215,Flanker Task ,57,28948,61,yes,1024
93.5483871,93.5483871,475.6774194,475.6774194,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,61,61,0,61,61,0,0,0,61,0,61,61,61,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,61,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,544,NA,15129,NA,NA,544,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,21851,NA,NA,126996,NA,NA,178617,176797,6721,NA,NA,178724,6687,178724,179269,178593,Flanker Task ,58,29492,62,yes,1024
93.65079365,93.65079365,481.0952381,481.0952381,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,62,62,0,62,62,0,0,0,62,0,62,62,62,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,62,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,817,NA,15129,NA,NA,817,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,21851,NA,NA,126996,NA,NA,181129,179298,6721,NA,NA,181234,6687,181234,182052,181105,Flanker Task ,59,30309,63,yes,1024
93.75,93.75,480.4375,480.4375,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,63,63,0,63,63,0,0,0,63,0,63,63,63,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,63,63,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,439,NA,15129,NA,NA,439,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,21851,NA,NA,126996,NA,NA,183899,182072,6721,NA,NA,184005,6687,184005,184445,183874,Flanker Task ,60,30748,64,yes,1024
93.84615385,93.84615385,480.3692308,480.3692308,black,xpyriment,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,64,64,0,64,64,0,0,0,64,0,64,64,64,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,64,64,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,476,NA,15129,NA,NA,476,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,21851,NA,NA,126996,NA,NA,186287,184475,6721,NA,NA,186393,6687,186393,186870,186263,Flanker Task ,61,31224,65,yes,1024
93.93939394,93.93939394,480.1363636,480.1363636,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,65,65,0,65,65,0,0,0,65,0,65,65,65,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,65,65,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,465,NA,15129,NA,NA,465,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,21851,NA,NA,126996,NA,NA,188721,186907,6721,NA,NA,188827,6687,188827,189293,188697,Flanker Task ,62,31689,66,yes,1024
94.02985075,94.02985075,480.8507463,480.8507463,black,xpyriment,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,66,66,0,66,66,0,0,0,66,0,66,66,66,9/25/19 9:27,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,66,66,C:/Users/hosan/Desktop/TB_subject-01.csv,xpyriment,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,528,NA,15129,NA,NA,528,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,21851,NA,NA,126996,NA,NA,191179,189362,6721,NA,NA,191286,6687,191286,191815,191155,Flanker Task ,63,32217,67,yes,1024
