acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instruction2,count_instructions1,count_instructions3,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction2,response_instructions1,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instruction2,response_time_instructions1,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instruction2,time_instructions1,time_instructions3,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,704.7272727,704.7272727,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,10,10,0,10,0,10,0,0,0,10,10,10,10,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,10,10,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,503,NA,NA,52354,NA,503,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,74344,NA,3209,NA,NA,75473,NA,3247,NA,75588,76093,75461,75588,Flanker Task,11,7752,11,yes,1024
100,100,679.9166667,679.9166667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,11,11,0,11,0,11,0,0,0,11,11,11,11,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,11,11,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,407,NA,NA,52354,NA,407,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,76107,NA,3209,NA,NA,77207,NA,3247,NA,77322,77731,77195,77322,Flanker Task,12,8159,12,yes,1024
100,100,667.7692308,667.7692308,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,12,12,0,12,0,12,0,0,0,12,12,12,12,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,12,12,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,s,NA,s,522,NA,NA,52354,NA,522,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,55611,NA,NA,77756,NA,3209,NA,NA,78877,NA,3247,NA,78993,79517,78865,78993,Flanker Task,13,8681,13,yes,1024
100,100,644.4285714,644.4285714,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,13,13,0,13,0,13,0,0,0,13,13,13,13,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,13,13,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,341,NA,NA,52354,NA,341,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,55611,NA,NA,79531,NA,3209,NA,NA,80631,NA,3247,NA,80746,81089,80620,80746,Flanker Task,14,9022,14,yes,1024
100,100,622.5333333,622.5333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,14,14,0,14,0,14,0,0,0,14,14,14,14,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,14,14,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,s,NA,s,316,NA,NA,52354,NA,316,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,55611,NA,NA,81106,NA,3209,NA,NA,82233,NA,3247,NA,82348,82666,82221,82348,Flanker Task,15,9338,15,yes,1024
100,100,607.75,607.75,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,15,15,0,15,0,15,0,0,0,15,15,15,15,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,15,15,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,386,NA,NA,52354,NA,386,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,82681,NA,3209,NA,NA,83781,NA,3247,NA,83896,84284,83769,83896,Flanker Task,16,9724,16,yes,1024
100,100,596.3529412,596.3529412,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,16,16,0,16,0,16,0,0,0,16,16,16,16,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,16,16,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,s,NA,s,414,NA,NA,52354,NA,414,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,55611,NA,NA,84306,NA,3209,NA,NA,85420,NA,3247,NA,85535,85951,85408,85535,Flanker Task,17,10138,17,yes,1024
100,100,592.2222222,592.2222222,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,17,17,0,17,0,17,0,0,0,17,17,17,17,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,17,17,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,s,NA,s,522,NA,NA,52354,NA,522,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,55611,NA,NA,85965,NA,3209,NA,NA,87065,NA,3247,NA,87180,87704,87053,87180,Flanker Task,18,10660,18,yes,1024
100,100,587.6315789,587.6315789,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,18,18,0,18,0,18,0,0,0,18,18,18,18,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,18,18,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,505,NA,NA,52354,NA,505,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,87720,NA,3209,NA,NA,88842,NA,3247,NA,88957,89464,88830,88957,Flanker Task,19,11165,19,yes,1024
100,100,579.6,579.6,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,19,19,0,19,0,19,0,0,0,19,19,19,19,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,19,19,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,427,NA,NA,52354,NA,427,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,89482,NA,3209,NA,NA,90582,NA,3247,NA,90697,91125,90571,90697,Flanker Task,20,11592,20,yes,1024
100,100,572.6190476,572.6190476,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,20,20,0,20,0,20,0,0,0,20,20,20,20,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,20,20,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,433,NA,NA,52354,NA,433,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,91144,NA,3209,NA,NA,92265,NA,3247,NA,92380,92814,92253,92380,Flanker Task,21,12025,21,yes,1024
100,100,563.6818182,563.6818182,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,21,21,0,21,0,21,0,0,0,21,21,21,21,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,21,21,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,376,NA,NA,52354,NA,376,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,55611,NA,NA,92829,NA,3209,NA,NA,93929,NA,3247,NA,94044,94422,93917,94043,Flanker Task,22,12401,22,yes,1024
100,100,553.9130435,553.9130435,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,22,22,0,22,0,22,0,0,0,22,22,22,22,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,22,22,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,339,NA,NA,52354,NA,339,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,94453,NA,3209,NA,NA,95575,NA,3247,NA,95690,96030,95563,95690,Flanker Task,23,12740,23,yes,1024
100,100,544.7083333,544.7083333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,23,23,0,23,0,23,0,0,0,23,23,23,23,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,23,23,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,333,NA,NA,52354,NA,333,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,55611,NA,NA,96045,NA,3209,NA,NA,97144,NA,3247,NA,97256,97591,97132,97256,Flanker Task,24,13073,24,yes,1024
100,100,538.52,538.52,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,24,24,0,24,0,24,0,0,0,24,24,24,24,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,24,24,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,390,NA,NA,52354,NA,390,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,55611,NA,NA,97608,NA,3209,NA,NA,98724,NA,3247,NA,98839,99231,98712,98839,Flanker Task,25,13463,25,yes,1024
100,100,531.8461538,531.8461538,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,25,25,0,25,0,25,0,0,0,25,25,25,25,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,25,25,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,365,NA,NA,52354,NA,365,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,99245,NA,3209,NA,NA,100345,NA,3247,NA,100462,100829,100334,100461,Flanker Task,26,13828,26,yes,1024
100,100,524.962963,524.962963,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,26,26,0,26,0,26,0,0,0,26,26,26,26,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,26,26,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,346,NA,NA,52354,NA,346,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,55611,NA,NA,100845,NA,3209,NA,NA,101964,NA,3247,NA,102079,102427,101952,102079,Flanker Task,27,14174,27,yes,1024
96.42857143,96.42857143,518.3214286,518.3214286,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,27,27,0,27,0,27,0,0,0,27,27,27,27,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,27,27,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,339,NA,NA,52354,NA,339,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,55611,NA,NA,102441,NA,3209,NA,NA,103541,NA,3247,NA,103657,103998,103529,103657,Flanker Task,27,14513,28,yes,1024
96.55172414,96.55172414,517.7931034,517.7931034,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,28,28,0,28,0,28,0,0,0,28,28,28,28,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,28,28,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,s,NA,s,503,NA,NA,52354,NA,503,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,55611,NA,NA,104528,104014,3209,NA,NA,105628,NA,3247,NA,105743,106248,105617,105743,Flanker Task,28,15016,29,yes,1024
96.66666667,96.66666667,523.8,523.8,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,29,29,0,29,0,29,0,0,0,29,29,29,29,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,29,29,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,698,NA,NA,52354,NA,698,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,106275,104014,3209,NA,NA,107400,NA,3247,NA,107515,108215,107387,107515,Flanker Task,29,15714,30,yes,1024
96.77419355,96.77419355,524.7096774,524.7096774,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,30,30,0,30,0,30,0,0,0,30,30,30,30,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,30,30,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,552,NA,NA,52354,NA,552,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,108230,104014,3209,NA,NA,109331,NA,3247,NA,109446,110000,109319,109446,Flanker Task,30,16266,31,yes,1024
93.75,93.75,522.78125,522.78125,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,31,31,0,31,0,31,0,0,0,31,31,31,31,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,31,31,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,463,NA,NA,52354,NA,463,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,55611,NA,NA,110013,104014,3209,NA,NA,111114,NA,3247,NA,111225,111690,111102,111225,Flanker Task,30,16729,32,yes,1024
93.93939394,93.93939394,524.5757576,524.5757576,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,32,32,0,32,0,32,0,0,0,32,32,32,32,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,32,32,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,582,NA,NA,52354,NA,582,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,112219,111706,3209,NA,NA,113318,NA,3247,NA,113430,114014,113307,113430,Flanker Task,31,17311,33,yes,1024
94.11764706,94.11764706,524.4411765,524.4411765,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,33,33,0,33,0,33,0,0,0,33,33,33,33,Thu Sep 19 16:32:56 2019,1500,The main experiment item,yes,CB-FlankerTask-Lab1.2.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,33,33,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,520,NA,NA,52354,NA,520,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,55611,NA,NA,114030,111706,3209,NA,NA,115155,NA,3247,NA,115270,115792,115143,115270,Flanker Task,32,17831,34,yes,1024
