acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_isi,count_keyboard_response,count_logger,count_sequence,count_sketchpad,count_sketchpad_1,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_sketchpad,response_sketchpad_1,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,response_time_sketchpad,response_time_sketchpad_1,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_isi,time_keyboard_response,time_logger,time_sequence,time_sketchpad,time_sketchpad_1,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
88.23529412,88.23529412,924.2352941,924.2352941,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,33,0,33,0,33,0,0,0,33,33,33,33,NA,NA,33,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,33,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,720,NA,10987,NA,NA,720,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,13769,NA,NA,27613,2777,NA,NA,86762,2781,NA,NA,85654,86865,87585,86759,NA,NA,86865,Week4submit,30,31424,34,yes,1024
88.57142857,88.57142857,918.3142857,918.3142857,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,34,0,34,0,34,0,0,0,34,34,34,34,NA,NA,34,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,34,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,717,NA,10987,NA,NA,717,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,13769,NA,NA,27613,2777,NA,NA,88693,2781,NA,NA,87591,88796,89513,88690,NA,NA,88796,Week4submit,31,32141,35,yes,1024
88.88888889,88.88888889,910.3333333,910.3333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,35,0,35,0,35,0,0,0,35,35,35,35,NA,NA,35,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,35,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,631,NA,10987,NA,NA,631,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,13769,NA,NA,27613,2777,NA,NA,90627,2781,NA,NA,89519,90730,91361,90624,NA,NA,90730,Week4submit,32,32772,36,yes,1024
89.18918919,89.18918919,901.7027027,901.7027027,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,36,0,36,0,36,0,0,0,36,36,36,36,NA,NA,36,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,36,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,591,NA,10987,NA,NA,591,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,13769,NA,NA,27613,2777,NA,NA,92467,2781,NA,NA,91367,92570,93161,92464,NA,NA,92570,Week4submit,33,33363,37,yes,1024
89.47368421,89.47368421,894.7368421,894.7368421,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,37,0,37,0,37,0,0,0,37,37,37,37,NA,NA,37,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,37,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,637,NA,10987,NA,NA,637,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,13769,NA,NA,27613,2777,NA,NA,94269,2781,NA,NA,93167,94372,95009,94266,NA,NA,94372,Week4submit,34,34000,38,yes,1024
89.74358974,89.74358974,889.6410256,889.6410256,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,38,0,38,0,38,0,0,0,38,38,38,38,NA,NA,38,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,38,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,696,NA,10987,NA,NA,696,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,13769,NA,NA,27613,2777,NA,NA,96122,2781,NA,NA,95015,96225,96921,96119,NA,NA,96225,Week4submit,35,34696,39,yes,1024
90,90,882.55,882.55,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,39,0,39,0,39,0,0,0,39,39,39,39,NA,NA,39,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,39,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,606,NA,10987,NA,NA,606,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,13769,NA,NA,27613,2777,NA,NA,98036,2781,NA,NA,96927,98139,98745,98033,NA,NA,98139,Week4submit,36,35302,40,yes,1024
90.24390244,90.24390244,879.3414634,879.3414634,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,40,0,40,0,40,0,0,0,40,40,40,40,NA,NA,40,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,40,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,751,NA,10987,NA,NA,751,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,13769,NA,NA,27613,2777,NA,NA,99851,2781,NA,NA,98751,99954,100705,99848,NA,NA,99954,Week4submit,37,36053,41,yes,1024
90.47619048,90.47619048,873.6428571,873.6428571,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,41,0,41,0,41,0,0,0,41,41,41,41,NA,NA,41,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,41,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,640,NA,10987,NA,NA,640,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,13769,NA,NA,27613,2777,NA,NA,101818,2781,NA,NA,100711,101921,102561,101815,NA,NA,101921,Week4submit,38,36693,42,yes,1024
90.69767442,90.69767442,869.8372093,869.8372093,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,42,0,42,0,42,0,0,0,42,42,42,42,NA,NA,42,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,42,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,710,NA,10987,NA,NA,710,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,13769,NA,NA,27613,2777,NA,NA,103675,2781,NA,NA,102567,103779,104489,103673,NA,NA,103779,Week4submit,39,37403,43,yes,1024
90.90909091,90.90909091,864.6136364,864.6136364,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,43,0,43,0,43,0,0,0,43,43,43,43,NA,NA,43,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,43,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,640,NA,10987,NA,NA,640,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,13769,NA,NA,27613,2777,NA,NA,105602,2781,NA,NA,104495,105705,106345,105599,NA,NA,105705,Week4submit,40,38043,44,yes,1024
91.11111111,91.11111111,856.7333333,856.7333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,44,0,44,0,44,0,0,0,44,44,44,44,NA,NA,44,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,44,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,510,NA,10987,NA,NA,510,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,13769,NA,NA,27613,2777,NA,NA,107460,2781,NA,NA,106351,107563,108074,107458,NA,NA,107563,Week4submit,41,38553,45,yes,1024
91.30434783,91.30434783,850.9347826,850.9347826,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,45,0,45,0,45,0,0,0,45,45,45,45,NA,NA,45,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,45,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,590,NA,10987,NA,NA,590,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,13769,NA,NA,27613,2777,NA,NA,109180,2781,NA,NA,108079,109283,109874,109177,NA,NA,109283,Week4submit,42,39143,46,yes,1024
91.4893617,91.4893617,845.1702128,845.1702128,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,46,0,46,0,46,0,0,0,46,46,46,46,NA,NA,46,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,46,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,580,NA,10987,NA,NA,580,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,13769,NA,NA,27613,2777,NA,NA,110982,2781,NA,NA,109881,111085,111666,110979,NA,NA,111085,Week4submit,43,39723,47,yes,1024
91.66666667,91.66666667,841.9583333,841.9583333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,47,0,47,0,47,0,0,0,47,47,47,47,NA,NA,47,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,47,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,691,NA,10987,NA,NA,691,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,13769,NA,NA,27613,2777,NA,NA,112775,2781,NA,NA,111671,112878,113570,112772,NA,NA,112878,Week4submit,44,40414,48,yes,1024
89.79591837,89.79591837,834.1428571,834.1428571,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,48,0,48,0,48,0,0,0,48,48,48,48,NA,NA,48,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,48,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,459,NA,10987,NA,NA,459,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,13769,NA,NA,27613,2777,NA,NA,114687,2781,NA,NA,113575,114790,115250,114684,NA,NA,114790,Week4submit,44,40873,49,yes,1024
90,90,832.98,832.98,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,49,0,49,0,49,0,0,0,49,49,49,49,NA,NA,49,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,49,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,776,NA,10987,NA,NA,776,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,13769,NA,NA,115255,2777,NA,NA,116858,2781,NA,NA,115758,116961,117738,116855,NA,NA,116961,Week4submit,45,41649,50,yes,1024
90.19607843,90.19607843,830.0784314,830.0784314,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,50,0,50,0,50,0,0,0,50,50,50,50,NA,NA,50,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,50,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,685,NA,10987,NA,NA,685,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,13769,NA,NA,115255,2777,NA,NA,118846,2781,NA,NA,117743,118948,119634,118843,NA,NA,118948,Week4submit,46,42334,51,yes,1024
90.38461538,90.38461538,828.4038462,828.4038462,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,51,0,51,0,51,0,0,0,51,51,51,51,NA,NA,51,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,51,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,743,NA,10987,NA,NA,743,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,13769,NA,NA,115255,2777,NA,NA,120747,2781,NA,NA,119639,120850,121594,120744,NA,NA,120850,Week4submit,47,43077,52,yes,1024
90.56603774,90.56603774,825.8113208,825.8113208,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,52,0,52,0,52,0,0,0,52,52,52,52,NA,NA,52,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,52,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,691,NA,10987,NA,NA,691,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,13769,NA,NA,115255,2777,NA,NA,122703,2781,NA,NA,121599,122806,123497,122700,NA,NA,122806,Week4submit,48,43768,53,yes,1024
90.74074074,90.74074074,822.3148148,822.3148148,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,53,0,53,0,53,0,0,0,53,53,53,53,NA,NA,53,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,53,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,637,NA,10987,NA,NA,637,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,13769,NA,NA,115255,2777,NA,NA,124605,2781,NA,NA,123503,124708,125346,124602,NA,NA,124708,Week4submit,49,44405,54,yes,1024
90.90909091,90.90909091,818.9090909,818.9090909,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,54,0,54,0,54,0,0,0,54,54,54,54,NA,NA,54,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,54,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,635,NA,10987,NA,NA,635,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,13769,NA,NA,115255,2777,NA,NA,126455,2781,NA,NA,125351,126558,127194,126452,NA,NA,126558,Week4submit,50,45040,55,yes,1024
91.07142857,91.07142857,817.5892857,817.5892857,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,55,0,55,0,55,0,0,0,55,55,55,55,NA,NA,55,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,55,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,745,NA,10987,NA,NA,745,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,13769,NA,NA,115255,2777,NA,NA,128313,2781,NA,NA,127199,128416,129162,128310,NA,NA,128416,Week4submit,51,45785,56,yes,1024
91.22807018,91.22807018,814.6842105,814.6842105,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,56,0,56,0,56,0,0,0,56,56,56,56,NA,NA,56,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,56,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,652,NA,10987,NA,NA,652,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,13769,NA,NA,115255,2777,NA,NA,130269,2781,NA,NA,129167,130372,131025,130266,NA,NA,130372,Week4submit,52,46437,57,yes,1024
91.37931034,91.37931034,810.7931034,810.7931034,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,57,0,57,0,57,0,0,0,57,57,57,57,NA,NA,57,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,57,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,589,NA,10987,NA,NA,589,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,13769,NA,NA,115255,2777,NA,NA,132132,2781,NA,NA,131031,132235,132825,132130,NA,NA,132235,Week4submit,53,47026,58,yes,1024
91.52542373,91.52542373,807.4237288,807.4237288,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,58,0,58,0,58,0,0,0,58,58,58,58,NA,NA,58,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,58,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,612,NA,10987,NA,NA,612,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,13769,NA,NA,115255,2777,NA,NA,133933,2781,NA,NA,132831,134036,134649,133930,NA,NA,134036,Week4submit,54,47638,59,yes,1024
91.66666667,91.66666667,803.5,803.5,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,59,0,59,0,59,0,0,0,59,59,59,59,NA,NA,59,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,59,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,572,NA,10987,NA,NA,572,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,13769,NA,NA,115255,2777,NA,NA,135757,2781,NA,NA,134655,135860,136433,135754,NA,NA,135860,Week4submit,55,48210,60,yes,1024
91.80327869,91.80327869,799.8688525,799.8688525,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,60,0,60,0,60,0,0,0,60,60,60,60,NA,NA,60,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,60,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,582,NA,10987,NA,NA,582,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,13769,NA,NA,115255,2777,NA,NA,137548,2781,NA,NA,136439,137650,138233,137545,NA,NA,137650,Week4submit,56,48792,61,yes,1024
91.93548387,91.93548387,794.8387097,794.8387097,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,61,0,61,0,61,0,0,0,61,61,61,61,NA,NA,61,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,61,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,488,NA,10987,NA,NA,488,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,13769,NA,NA,115255,2777,NA,NA,139346,2781,NA,NA,138239,139449,139938,139344,NA,NA,139449,Week4submit,57,49280,62,yes,1024
92.06349206,92.06349206,793.4761905,793.4761905,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,62,0,62,0,62,0,0,0,62,62,62,62,NA,NA,62,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,62,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,709,NA,10987,NA,NA,709,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,13769,NA,NA,115255,2777,NA,NA,141045,2781,NA,NA,139943,141148,141858,141042,NA,NA,141148,Week4submit,58,49989,63,yes,1024
92.1875,92.1875,791.75,791.75,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,63,0,63,0,63,0,0,0,63,63,63,63,NA,NA,63,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,63,63,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,683,NA,10987,NA,NA,683,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,13769,NA,NA,115255,2777,NA,NA,142975,2781,NA,NA,141863,143078,143762,142972,NA,NA,143078,Week4submit,59,50672,64,yes,1024
92.30769231,92.30769231,788.3230769,788.3230769,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,64,0,64,0,64,0,0,0,64,64,64,64,NA,NA,64,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,64,64,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,569,NA,10987,NA,NA,569,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,13769,NA,NA,115255,2777,NA,NA,144873,2781,NA,NA,143767,144976,145546,144870,NA,NA,144976,Week4submit,60,51241,65,yes,1024
92.42424242,92.42424242,786.1515152,786.1515152,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,65,0,65,0,65,0,0,0,65,65,65,65,NA,NA,65,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,65,65,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,645,NA,10987,NA,NA,645,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,13769,NA,NA,115255,2777,NA,NA,146653,2781,NA,NA,145551,146756,147402,146650,NA,NA,146756,Week4submit,61,51886,66,yes,1024
92.53731343,92.53731343,783.0746269,783.0746269,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,66,0,66,0,66,0,0,0,66,66,66,66,NA,NA,66,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,66,66,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,580,NA,10987,NA,NA,580,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,13769,NA,NA,115255,2777,NA,NA,148510,2781,NA,NA,147407,148613,149194,148507,NA,NA,148613,Week4submit,62,52466,67,yes,1024
92.64705882,92.64705882,782.4264706,782.4264706,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,67,0,67,0,67,0,0,0,67,67,67,67,NA,NA,67,9/19/19 14:57,1500,The main experiment item,yes,Week4submit.osexp,C:\Users\DLGoupil\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,67,67,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,739,NA,10987,NA,NA,739,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,13769,NA,NA,115255,2777,NA,NA,150303,2781,NA,NA,149199,150406,151146,150301,NA,NA,150406,Week4submit,63,53205,68,yes,1024
