acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_new_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_new_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,471.6666667,471.6666667,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,20,20,0,20,0,20,0,0,0,20,20,20,20,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,20,20,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,592,NA,33950,NA,NA,592,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,35472,NA,NA,68329,NA,1506,NA,NA,69430,1520,NA,NA,69541,70135,69420,69541,FlankerTaskKBowman,21,9905,21,yes,1024
100,100,472.8181818,472.8181818,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,21,21,0,21,0,21,0,0,0,21,21,21,21,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,21,21,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,497,NA,33950,NA,NA,497,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,35472,NA,NA,70147,NA,1506,NA,NA,71247,1520,NA,NA,71358,71857,71237,71358,FlankerTaskKBowman,22,10402,22,yes,1024
100,100,471.2608696,471.2608696,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,22,22,0,22,0,22,0,0,0,22,22,22,22,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,22,22,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,437,NA,33950,NA,NA,437,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,35472,NA,NA,71869,NA,1506,NA,NA,72971,1520,NA,NA,73081,73520,72960,73081,FlankerTaskKBowman,23,10839,23,yes,1024
100,100,468.2916667,468.2916667,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,23,23,0,23,0,23,0,0,0,23,23,23,23,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,23,23,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,400,NA,33950,NA,NA,400,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,35472,NA,NA,73533,NA,1506,NA,NA,74634,1520,NA,NA,74744,75146,74624,74744,FlankerTaskKBowman,24,11239,24,yes,1024
100,100,484.64,484.64,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,24,24,0,24,0,24,0,0,0,24,24,24,24,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,24,24,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,877,NA,33950,NA,NA,877,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,35472,NA,NA,75158,NA,1506,NA,NA,76259,1520,NA,NA,76369,77248,76248,76369,FlankerTaskKBowman,25,12116,25,yes,1024
100,100,482.4615385,482.4615385,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,25,25,0,25,0,25,0,0,0,25,25,25,25,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,25,25,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,428,NA,33950,NA,NA,428,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,35472,NA,NA,77260,NA,1506,NA,NA,78371,1520,NA,NA,78483,78913,78360,78483,FlankerTaskKBowman,26,12544,26,yes,1024
100,100,483.8148148,483.8148148,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,26,26,0,26,0,26,0,0,0,26,26,26,26,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,26,26,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,519,NA,33950,NA,NA,519,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,35472,NA,NA,78926,NA,1506,NA,NA,80025,1520,NA,NA,80136,80657,80015,80136,FlankerTaskKBowman,27,13063,27,yes,1024
100,100,483.8214286,483.8214286,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,27,27,0,27,0,27,0,0,0,27,27,27,27,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,27,27,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,484,NA,33950,NA,NA,484,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,35472,NA,NA,80669,NA,1506,NA,NA,81770,1520,NA,NA,81881,82367,81759,81881,FlankerTaskKBowman,28,13547,28,yes,1024
100,100,482.862069,482.862069,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,28,28,0,28,0,28,0,0,0,28,28,28,28,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,28,28,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,456,NA,33950,NA,NA,456,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,35472,NA,NA,82379,NA,1506,NA,NA,83480,1520,NA,NA,83591,84049,83470,83591,FlankerTaskKBowman,29,14003,29,yes,1024
100,100,478.3333333,478.3333333,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,29,29,0,29,0,29,0,0,0,29,29,29,29,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,29,29,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,347,NA,33950,NA,NA,347,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,35472,NA,NA,84062,NA,1506,NA,NA,85164,1520,NA,NA,85275,85624,85154,85275,FlankerTaskKBowman,30,14350,30,yes,1024
100,100,479.0322581,479.0322581,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,30,30,0,30,0,30,0,0,0,30,30,30,30,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,30,30,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,500,NA,33950,NA,NA,500,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,35472,NA,NA,85636,NA,1506,NA,NA,86737,1520,NA,NA,86848,87350,86726,86848,FlankerTaskKBowman,31,14850,31,yes,1024
100,100,478.34375,478.34375,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,31,31,0,31,0,31,0,0,0,31,31,31,31,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,31,31,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,457,NA,33950,NA,NA,457,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,35472,NA,NA,87363,NA,1506,NA,NA,88465,1520,NA,NA,88576,89035,88455,88576,FlankerTaskKBowman,32,15307,32,yes,1024
100,100,475.5151515,475.5151515,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,32,32,0,32,0,32,0,0,0,32,32,32,32,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,32,32,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,385,NA,33950,NA,NA,385,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,35472,NA,NA,89048,NA,1506,NA,NA,90149,1520,NA,NA,90259,90646,90139,90259,FlankerTaskKBowman,33,15692,33,yes,1024
100,100,476.7058824,476.7058824,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,33,33,0,33,0,33,0,0,0,33,33,33,33,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,33,33,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,516,NA,33950,NA,NA,516,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,35472,NA,NA,90658,NA,1506,NA,NA,91759,1520,NA,NA,91870,92388,91748,91870,FlankerTaskKBowman,34,16208,34,yes,1024
100,100,475.1142857,475.1142857,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,34,34,0,34,0,34,0,0,0,34,34,34,34,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,34,34,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,421,NA,33950,NA,NA,421,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,35472,NA,NA,92400,NA,1506,NA,NA,93500,1520,NA,NA,93611,94034,93490,93610,FlankerTaskKBowman,35,16629,35,yes,1024
100,100,477.6944444,477.6944444,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,35,35,0,35,0,35,0,0,0,35,35,35,35,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,35,35,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,568,NA,33950,NA,NA,568,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,35472,NA,NA,94046,NA,1506,NA,NA,95148,1520,NA,NA,95259,95829,95137,95258,FlankerTaskKBowman,36,17197,36,yes,1024
100,100,476.8108108,476.8108108,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,36,36,0,36,0,36,0,0,0,36,36,36,36,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,36,36,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,445,NA,33950,NA,NA,445,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,35472,NA,NA,95841,NA,1506,NA,NA,96941,1520,NA,NA,97054,97501,96930,97054,FlankerTaskKBowman,37,17642,37,yes,1024
100,100,479.0789474,479.0789474,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,37,37,0,37,0,37,0,0,0,37,37,37,37,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,37,37,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,563,NA,33950,NA,NA,563,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,35472,NA,NA,97514,NA,1506,NA,NA,98614,1520,NA,NA,98725,99290,98604,98725,FlankerTaskKBowman,38,18205,38,yes,1024
100,100,476.8205128,476.8205128,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,38,38,0,38,0,38,0,0,0,38,38,38,38,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,38,38,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,391,NA,33950,NA,NA,391,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,35472,NA,NA,99302,NA,1506,NA,NA,100402,1520,NA,NA,100512,100905,100392,100512,FlankerTaskKBowman,39,18596,39,yes,1024
100,100,477.55,477.55,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,39,39,0,39,0,39,0,0,0,39,39,39,39,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,39,39,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,506,NA,33950,NA,NA,506,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,35472,NA,NA,100918,NA,1506,NA,NA,102018,1520,NA,NA,102128,102636,102007,102128,FlankerTaskKBowman,40,19102,40,yes,1024
100,100,477.2682927,477.2682927,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,40,40,0,40,0,40,0,0,0,40,40,40,40,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,40,40,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,466,NA,33950,NA,NA,466,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,35472,NA,NA,102649,NA,1506,NA,NA,103749,1520,NA,NA,103860,104328,103739,103860,FlankerTaskKBowman,41,19568,41,yes,1024
100,100,478,478,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,41,41,0,41,0,41,0,0,0,41,41,41,41,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,41,41,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,508,NA,33950,NA,NA,508,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,35472,NA,NA,104343,NA,1506,NA,NA,105444,1520,NA,NA,105555,106066,105433,105555,FlankerTaskKBowman,42,20076,42,yes,1024
100,100,478.7674419,478.7674419,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,42,42,0,42,0,42,0,0,0,42,42,42,42,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,42,42,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,511,NA,33950,NA,NA,511,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,35472,NA,NA,106078,NA,1506,NA,NA,107179,1520,NA,NA,107289,107803,107169,107289,FlankerTaskKBowman,43,20587,43,yes,1024
100,100,481.3636364,481.3636364,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,43,43,0,43,0,43,0,0,0,43,43,43,43,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,43,43,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,593,NA,33950,NA,NA,593,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,35472,NA,NA,107815,NA,1506,NA,NA,108916,1520,NA,NA,109026,109622,108905,109026,FlankerTaskKBowman,44,21180,44,yes,1024
100,100,482.1111111,482.1111111,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,44,44,0,44,0,44,0,0,0,44,44,44,44,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,44,44,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,515,NA,33950,NA,NA,515,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,35472,NA,NA,109634,NA,1506,NA,NA,110734,1520,NA,NA,110845,111363,110724,110844,FlankerTaskKBowman,45,21695,45,yes,1024
100,100,483.0869565,483.0869565,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,45,45,0,45,0,45,0,0,0,45,45,45,45,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,45,45,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,527,NA,33950,NA,NA,527,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,35472,NA,NA,111375,NA,1506,NA,NA,112476,1520,NA,NA,112586,113115,112465,112586,FlankerTaskKBowman,46,22222,46,yes,1024
97.87234043,97.87234043,480.2765957,480.2765957,black,no,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,s,0,0,0,46,46,0,46,0,46,0,0,0,46,46,46,46,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,46,46,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,351,NA,33950,NA,NA,351,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,35472,NA,NA,113128,NA,1506,NA,NA,114227,1520,NA,NA,114338,114691,114217,114338,FlankerTaskKBowman,46,22573,47,yes,1024
97.91666667,97.91666667,479.375,479.375,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,47,47,0,47,0,47,0,0,0,47,47,47,47,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,47,47,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,437,NA,33950,NA,NA,437,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,35472,NA,NA,115214,114704,1506,NA,NA,116315,1520,NA,NA,116426,116865,116305,116426,FlankerTaskKBowman,47,23010,48,yes,1024
97.95918367,97.95918367,478.6734694,478.6734694,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,48,48,0,48,0,48,0,0,0,48,48,48,48,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,48,48,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,445,NA,33950,NA,NA,445,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,35472,NA,NA,116878,114704,1506,NA,NA,117979,1520,NA,NA,118089,118536,117969,118089,FlankerTaskKBowman,48,23455,49,yes,1024
98,98,479.72,479.72,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,49,49,0,49,0,49,0,0,0,49,49,49,49,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,49,49,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,531,NA,33950,NA,NA,531,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,35472,NA,NA,118550,114704,1506,NA,NA,119651,1520,NA,NA,119761,120295,119640,119761,FlankerTaskKBowman,49,23986,50,yes,1024
98.03921569,98.03921569,478.6666667,478.6666667,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,50,50,0,50,0,50,0,0,0,50,50,50,50,Tue Sep 24 11:29:14 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,50,50,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KBsubject-2-F21.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,426,NA,33950,NA,NA,426,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,35472,NA,NA,120308,114704,1506,NA,NA,121407,1520,NA,NA,121518,121946,121397,121518,FlankerTaskKBowman,50,24412,51,yes,1024
